,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
69,3209,1920,4274,19866,2527,56903,0,4439,1983,3358,1084,2975,10857,0,36595,0,15004,603,16583,230,15,2822,1341,3760,1644,1509,1178,1,160,1701,4552,2,3678,5572,3770,5091,4096,5496,2313,2082,2463,5222,4362,4019,0,0,12897,0,8569,0,0,4932,6547,4322,826,0,5617,8883,2962,4332,1,538,1381,256262,877,884,615,0,1700,0,11779,6807,11195,742,0,8607,11,0
70,2489,1423,791,8199,1474,24320,1,4057,952,5715,2021,3302,8038,0,25099,0,5232,359,13692,0,10,2853,1901,2926,1275,2900,2686,0,338,1233,3390,419,2221,2851,1768,557,5672,3179,558,1756,6573,1664,468,1340,1,0,24848,0,4209,0,0,6502,3664,3261,695,0,4857,2427,2232,482,0,40,535,118904,911,343,1263,41,570,0,3197,2742,3956,548,0,1905,1007,0
71,0,7288,1834,8815,2481,34629,0,7689,5159,2013,0,3604,5872,0,12863,2,23109,3347,10085,0,290,17023,4297,17800,7214,11663,1753,0,0,2511,3102,0,152,24108,4893,4564,298,3540,40,0,0,4306,0,1257,0,0,9,0,0,0,0,16293,43,4068,2811,286,4068,3558,3169,4908,2,0,466,282447,0,2589,484,0,577,517,17863,3179,11904,141,1,2549,13,0
72,26,1383,99,3313,1979,22338,0,210,2434,20,10,13,1994,2,11768,1,11303,52,9883,1,0,9988,2190,21030,296,8603,8,0,0,3066,810,0,1,2823,2394,2629,395,2,141,544,0,1351,0,0,0,0,5,2011,0,2,0,2835,1207,61,251,2,2640,852,0,1813,8,4,487,344044,171,3255,684,3,1,1,8532,2303,3347,613,4,6068,2446,4
73,267,1087,958,2028,220,11372,0,265,318,679,35,461,1662,0,5258,149,2533,402,2450,0,12,3348,856,3800,1061,1911,1,0,193,242,443,0,288,1602,158,304,834,552,564,353,0,698,310,55,0,0,5,0,415,58,0,349,203,791,200,0,927,534,491,403,0,0,315,85419,54,889,2,0,12,0,7009,1762,2078,0,1,1284,1,0
74,520,778,290,2535,1012,4381,0,621,22,191,0,0,730,0,913,217,317,15,1433,2,0,2726,1928,5264,837,2031,2,0,0,327,629,10,420,802,13,0,174,337,238,82,304,161,15,560,0,0,0,0,78,0,0,571,0,718,2,12,667,16,552,210,0,0,204,41615,9,2,25,0,16,0,2739,488,994,264,0,278,197,0
75,0,10,505,1995,0,4569,0,97,732,1,0,310,221,0,1630,0,4754,94,2213,0,193,2217,2143,3965,507,2052,2,0,0,1012,385,270,0,643,186,1196,0,621,7,1,28,433,0,0,0,0,4,360,0,129,0,3045,374,0,350,10,7,42,0,149,0,271,89,13153,0,326,2,0,0,0,221,87,899,77,0,82,0,0
76,1678,1819,1258,10678,602,29785,11,1905,2452,2823,708,3015,4704,0,13117,192,7248,404,10609,86,128,1795,716,1865,535,1562,865,0,546,587,3231,5,2539,6619,2691,1486,4960,1799,454,1440,1847,1633,998,1476,0,0,20804,0,5281,1,0,4430,2375,2154,690,9,3520,2344,2973,2129,221,0,1121,174897,274,2453,1124,1,283,0,12855,4223,11774,1388,0,2427,99,0
77,1371,703,1293,7687,5,12116,0,1014,754,206,1060,883,3535,0,4588,417,1540,379,7774,7,128,1300,787,1326,415,616,906,0,283,784,1692,52,678,2001,884,2054,261,1956,664,392,212,731,529,1176,0,0,5,204,1547,0,0,1779,156,461,207,112,442,2364,314,863,0,189,797,11543,100,178,397,0,96,0,2941,810,2042,311,1,2661,429,0
78,6,1403,403,13,0,2754,0,1587,1030,193,1,121,2466,0,2,0,3130,137,520,0,18,1397,434,2985,552,1247,5254,1,275,464,316,1,9,1023,870,1919,471,567,1336,84,0,734,214,384,0,1,5414,195,5218,47,0,1941,1810,921,295,3,1593,27,413,431,2,0,0,864345,0,1480,332,0,234,1,2147,1755,924,468,0,239,1360,0
79,2089,2,1218,7193,2566,21964,0,2005,2929,1898,304,2,2274,0,4764,2,16542,1819,9505,0,91,17435,4514,26237,2845,14039,626,2,0,3896,3819,0,607,12926,1732,8423,1,4214,1053,0,0,1593,3962,127,0,0,26,0,128,0,0,15727,602,1608,2167,6,1,30,55,1890,0,1102,528,530719,0,6141,32,0,0,0,27548,1802,10939,0,0,3815,147,1
80,2108,1040,756,7770,716,24795,0,2124,417,2141,223,2276,4573,0,11269,348,5185,194,5261,0,1,930,662,1462,303,741,480,0,38,558,2090,23,2616,3107,1783,1007,3545,792,408,422,1048,1396,583,750,0,0,17182,0,4257,2,0,2686,1842,2091,491,5,3200,2185,2048,2045,1,1,411,112158,62,1840,1071,129,513,0,6477,3092,6426,1138,2,2804,663,2
81,6861,6636,4148,31686,3456,41951,0,4911,6166,438,2538,2342,28560,0,17323,633,5071,728,25264,0,184,4304,3399,14271,4531,5194,2880,0,107,1599,11140,1,941,17975,2065,2062,3851,8335,2237,942,1220,1876,889,7780,0,0,1659,0,4763,0,0,8074,4960,4107,744,1,2536,6549,2273,4196,86,536,2939,325357,414,66,707,0,2015,0,8971,8020,12959,349,0,6283,0,1
82,1823,1105,2396,15783,1161,26498,0,4901,694,3032,1367,3249,4785,0,21140,1,4114,579,11070,178,116,1962,895,3545,1578,2299,3,0,51,1152,2309,1,3910,3472,5508,882,2834,3703,2027,987,1903,2027,1452,2115,0,1,14452,0,6929,0,0,988,1707,3880,128,0,3011,2516,3338,2017,0,0,2026,15616,4,202,1953,0,227,0,3618,5081,4323,456,0,5395,111,0
83,469,377,419,3703,657,8915,3,2682,765,766,854,1555,2690,0,8658,0,2306,127,8465,211,9,1180,1182,3177,459,1721,707,9,233,259,996,104,1876,2314,1338,775,958,902,293,642,1994,1321,757,646,0,0,2570,0,3340,0,0,788,628,1191,163,1,2890,1694,1385,939,0,248,352,45924,144,38,267,0,281,3,2984,2303,2901,46,0,1333,189,0
84,2211,1710,572,6795,1005,9554,1,3523,1594,1431,1194,1239,3365,0,5264,0,1896,318,4320,45,3,2204,888,3528,481,2056,71,0,297,279,1171,11,3710,4040,1210,296,5418,332,850,1134,1678,330,0,1045,0,0,33784,0,976,0,1,2436,2953,978,203,0,4179,474,1225,1183,0,0,639,221178,90,1306,152,0,226,0,4578,3267,2589,294,0,2074,3,0
85,246,122,69,1816,15,1963,0,347,208,120,0,155,856,0,216,0,943,51,1001,0,79,419,491,1012,279,504,91,0,0,84,279,0,30,154,93,228,107,330,77,68,0,61,2,39,0,0,1,718,78,0,0,348,0,64,7,0,2,462,214,246,0,0,248,7336,0,6,249,0,152,0,978,247,671,178,0,332,67,0
86,2628,1733,1921,13680,998,31232,1,4266,2237,4652,815,3084,7456,0,15608,611,5676,650,11037,122,171,1686,676,2523,369,1436,1142,1,146,566,3494,4,3360,7631,4138,2052,5418,1507,1271,860,4793,2198,1692,1190,0,0,21157,0,9975,0,0,2924,1716,3024,896,3,7582,3307,3937,4155,3,211,1080,260179,1135,1304,1077,0,525,0,15027,5392,9698,880,0,5388,345,0
87,2826,4505,894,13238,1120,39422,0,9836,947,3705,521,2292,6826,0,34929,2,8883,1224,8896,0,88,3683,1255,3593,890,2966,524,0,273,516,2961,0,8909,8271,10438,2,13444,1793,216,4103,3801,2629,1741,3056,0,0,39181,1,18973,0,0,414,4977,3538,64,0,10210,3202,5723,3210,1,1,103,300325,523,1791,782,0,239,0,20392,8527,10199,643,2,6923,0,0
88,2356,575,591,11449,16,11266,1,3954,1595,1428,363,136,1459,0,8580,0,3904,48,3343,0,369,1701,1443,4233,734,1661,3,0,0,421,1303,0,1875,2152,2252,86,1170,1299,226,502,835,682,653,784,0,0,3848,0,6475,0,0,1340,1163,1869,393,0,1497,2813,738,1531,0,0,72,42915,1347,955,2465,0,710,1,2372,2570,2775,1431,0,1294,0,0
89,1592,9537,2965,18144,15739,56373,6527,2381,3083,2358,9071,6003,10947,1810,19278,15521,10730,2533,11529,2386,1420,2680,1023,4174,1547,2255,5817,3783,2464,9279,1770,4553,2743,11249,3722,7614,4710,7603,2407,1968,1107,4843,4003,1630,7750,3988,26511,14923,11751,3354,2796,6698,2776,2916,2744,49243,8595,1299,870,6100,24558,6333,3206,402438,1042,2930,1249,7336,1779,961,12275,6064,13382,7518,20850,6157,5169,20052
90,12,2122,1415,4850,599,7128,0,637,1532,508,390,1,3181,0,4093,0,3169,686,6184,0,0,1806,1383,4346,1521,2131,780,0,0,1447,1814,13,92,2880,0,1044,703,1839,430,297,0,587,648,963,0,0,4,0,24,0,0,3371,338,523,221,0,207,2718,90,41,1,0,521,111062,0,400,1452,0,0,0,6440,1473,2242,7,0,746,0,0
91,5137,678,0,32658,1364,51352,2,4709,1562,1660,1377,2028,15759,0,18753,1025,21432,181,19245,444,9,10714,4841,10682,2830,7385,579,0,463,2162,3151,2442,965,13010,814,6253,964,6511,634,811,0,4904,128,3890,0,0,3,1,2644,0,0,10735,5081,3810,2073,3,3149,2365,1611,2259,0,623,1714,246139,483,1490,6232,0,0,0,10791,2754,16586,1937,2,7449,1260,0
92,2867,1232,2229,17824,217,40689,15,4466,1128,2781,1631,6455,6146,7,14118,43,4342,374,11948,46,63,4349,1826,3067,102,3065,394,11,511,1464,6733,22,1206,4179,1137,1048,4752,4565,2178,1849,3431,1027,229,655,17,26,25110,33,10125,25,3,3922,3649,2049,1029,150,5442,2696,1754,2334,163,37,519,1105105,9,485,804,29,98,20,8578,5305,8997,1839,77,4540,1,97
93,4122,2556,658,12898,810,13690,1,3179,1933,1935,1001,1132,8261,0,9807,169,3523,570,5026,43,159,1913,852,2389,547,1147,741,0,41,1029,2586,4,1584,7236,2085,321,4780,2025,994,878,2095,677,499,2134,1,0,24662,1,3261,0,0,3871,1300,635,538,0,5036,3211,2907,1809,0,122,2118,123835,0,511,397,0,1111,0,5294,3768,3460,397,1,1879,423,0
94,3724,1378,1721,18026,895,21724,1,4146,1424,2324,32,1300,9913,0,16333,339,4844,673,6313,176,1342,1414,1316,3810,786,1648,1436,0,119,599,1936,0,3128,6905,1766,468,5953,955,642,738,1522,853,735,1112,0,0,18354,0,7803,0,0,3939,2722,3042,0,0,3440,2824,1861,2372,0,1,2150,95526,1066,877,1,0,598,0,4056,1636,6186,162,2,2415,18,0
95,288,187,454,3038,255,7858,0,771,433,871,154,1337,1283,0,5458,65,1811,350,2764,3,15,1707,981,2202,339,907,379,0,0,523,717,1,1164,2325,909,416,1779,737,79,199,977,495,204,264,1,0,24050,1,2314,0,0,1359,460,744,545,2,1191,181,326,791,1,0,113,28704,267,368,112,1,266,1,3647,1324,2644,273,1,1327,1,0
96,6605,91,0,27102,1772,15791,0,4890,6748,1832,1051,0,9148,0,9790,1345,23609,406,14095,0,15,12409,6510,22913,7053,9797,1474,0,0,8913,8166,1276,0,9143,4989,7,0,9459,2851,196,1354,2021,6086,4927,0,0,182,0,4261,0,1,6725,8176,1894,3902,3,104,5766,160,1513,0,0,2922,316317,0,3458,2480,3351,0,0,10808,930,12434,30,1,15447,1,0
97,2376,602,896,11691,972,14987,0,1332,1810,1318,1127,3108,4730,0,5777,1,6236,951,6475,455,736,2633,1438,4496,1037,3232,551,0,288,957,2493,0,510,6337,1181,1708,882,3188,575,741,249,2100,327,2809,0,0,140,0,2579,0,0,4131,859,1704,20,0,1812,4399,983,811,0,178,1404,126813,123,28,1395,0,800,0,4193,1659,4375,334,0,1747,403,0
98,4332,779,1654,11318,1641,23319,0,2896,2100,1665,107,24,6795,0,13646,591,11559,35,4501,0,0,5129,2223,6650,1493,6487,737,0,801,1703,4821,0,341,9706,241,4356,6694,3013,737,1236,2705,425,2363,2938,0,0,294,2143,146,156,1,9838,287,1897,297,0,3169,1517,2575,1205,0,12,8,593175,0,1103,3227,0,85,0,12940,6187,7733,4004,5,3133,81,0
99,6362,1330,4792,16690,0,47024,0,4694,2335,1047,746,487,10993,0,17479,1950,8362,970,9389,0,473,15919,7834,21177,2672,15336,1993,0,0,2626,5848,88,0,6221,1165,2602,1379,6607,33,767,0,4033,6,6432,0,0,141,4887,1876,547,0,9127,1256,1358,5068,1,4543,2041,1408,2902,1026,0,625,198019,6,5617,154,0,0,1,6881,3566,13281,2,2,2513,3020,0
100,0,16010,2658,499,18815,6229,2095,1,743,0,12126,6028,7652,5070,0,21388,473,4045,65,6916,4419,8816,3651,7086,937,4741,4915,2792,3551,21142,3819,5651,0,2333,0,1905,0,547,5765,5771,2038,3240,4786,684,12846,8518,9865,27022,0,6621,6002,220,0,0,4525,90388,924,169,2457,3153,42732,12249,1294,196795,1468,3230,455,10726,2306,4869,0,0,2,3882,29652,297,5621,13507
101,5,4,468,4563,136,19578,0,360,0,552,0,0,682,0,4393,1,7496,60,5629,166,0,9701,5113,13684,2352,8313,1620,0,609,5240,429,813,3,1584,287,1732,320,1311,0,431,0,2037,0,1543,0,330,558,5640,1092,2712,0,4596,2501,0,1461,1806,1,8,0,1028,1,2442,465,220816,822,213,1066,207,714,0,8040,573,1907,0,0,1974,0,0
102,0,8663,853,0,14252,963,8717,0,1360,0,4855,5142,4552,7780,0,21172,31,3889,424,1358,68,1846,808,4213,915,1310,1613,5160,2185,8841,1344,3643,0,6782,0,2863,0,1,3298,3581,1728,3045,3912,1,5170,5771,8920,15213,0,5659,3185,0,0,9,3767,67140,2,385,1939,2640,11726,7289,483,643700,1655,3928,2307,9229,1097,1854,633,583,0,5322,28291,4,729,12789
103,0,8054,2395,0,6766,4451,1745,0,439,0,6638,1461,4406,1720,0,9955,253,2576,187,1753,1802,2895,534,5509,1233,3089,1562,248,1252,7739,338,2541,0,3325,0,1415,0,624,1910,1626,104,1456,784,0,3234,5281,10177,19269,0,2078,2539,0,0,0,910,28459,0,4,2137,910,7463,7015,609,169569,161,1795,1078,4079,940,1667,25,0,17,1645,14716,299,2676,9687
104,0,3610,1213,0,10410,1402,3178,0,504,0,5476,3551,2275,3178,393,12108,676,682,242,2322,2882,3137,1896,4819,548,1718,3270,2396,2386,8846,854,3544,0,2221,0,5223,0,1,2433,1069,553,845,1730,0,3388,3089,3070,13219,0,2351,649,869,0,0,1132,43117,139,607,2144,319,6737,4655,2109,94701,1617,1912,2013,2691,1867,5075,125,0,0,3158,19329,215,1454,7194
105,0,8216,2695,0,16510,10318,13457,0,3890,0,17387,4567,5267,2270,0,14404,0,3779,2,3540,172,6397,1772,13996,1201,4006,5617,11964,2931,8512,1369,8022,0,5742,0,1478,0,1,2293,2598,0,2003,2939,0,16421,7809,21977,19530,0,3054,3282,452,0,0,1388,81921,0,154,1360,3016,24987,11062,2743,583821,5561,3211,1,9589,2228,9350,181,5,0,8250,26508,0,3704,24729
106,0,2190,1256,0,3486,581,720,0,951,0,3613,1584,1618,561,63,3528,3,552,49,814,308,391,290,771,407,512,895,405,652,2238,639,1014,0,1036,0,596,0,1,586,393,68,456,477,0,2290,1674,3041,3371,0,1451,1734,0,0,0,318,10120,10,69,249,261,8455,2153,494,70275,281,862,0,1915,609,490,2,0,35,1235,6949,0,1227,4801
107,242,13810,4318,386,22948,2138,7029,0,2326,0,14498,7775,4879,5499,510,28596,141,3550,749,4156,4866,1233,422,2433,660,1218,4203,5093,3541,16709,2672,6750,0,4539,0,4777,0,420,8599,6140,571,4308,5225,44,11992,9873,6639,23309,214,7399,5713,741,0,77,3504,74379,91,206,1201,2739,24707,8806,2982,235660,3482,3510,1160,7514,4557,9911,13,138,238,4311,44123,24,4581,27832
108,0,3365,692,0,5561,8401,2431,0,598,0,2324,3171,1819,1510,222,7733,89,2389,0,717,802,994,1186,1951,437,953,1886,1973,1077,1981,848,2125,0,5033,0,673,0,0,975,766,222,1244,1249,0,2973,2061,8268,6175,0,1419,1860,0,0,0,991,18219,97,9,392,1121,23597,5533,1696,120607,992,749,0,4091,1447,2048,0,0,0,2092,5435,164,226,2311
109,0,890,80,0,0,1,63,823,599,0,0,13,0,0,0,0,1,0,673,385,171,8960,2861,9795,1004,3630,1102,0,0,234,299,0,0,0,0,0,0,1,1062,2,1,540,66,0,0,0,5580,0,252,0,0,9,0,0,0,0,0,0,0,345,0,0,18,873663,1,6,15,0,601,0,0,0,701,1,0,0,236,32
110,0,6294,3314,954,16427,593,4440,48,1783,0,9535,3398,3324,4211,1,15508,10,2397,179,1880,1501,3052,1442,3394,1245,2369,4196,3960,1135,7852,1755,3729,0,3421,0,2058,0,462,3894,1512,0,913,3717,0,7096,5233,4738,18659,0,4071,2437,213,0,0,1188,49119,230,200,760,1392,40028,6522,1605,133478,266,4035,297,7946,1205,3161,240,2,48,2603,30238,537,1988,19459
111,0,5918,1974,617,14241,997,5665,0,1104,0,6825,3232,1947,3346,304,13647,0,2278,405,3837,4238,1875,1070,3847,776,2018,3416,2123,3234,14398,641,5316,0,6131,0,2882,0,73,3628,3244,309,4138,3224,0,4471,3433,2326,15594,0,5338,2900,0,0,1,1166,55376,0,150,644,459,139,4779,2651,144280,2633,1517,3723,5455,2783,6263,153,0,5,1762,38733,186,2516,11045
112,0,2017,782,0,2887,1307,1359,0,55,0,2295,901,1143,1669,0,4448,0,952,69,538,1315,764,572,1302,344,1114,974,1004,184,4727,212,1490,0,1603,0,1185,0,0,1025,403,248,661,1254,0,1360,2599,4125,5195,0,1545,987,161,0,0,606,18481,0,0,377,276,6597,1830,1004,78365,702,1086,0,1964,821,1015,0,0,0,740,5035,66,328,2260
113,0,4838,2141,0,15299,351,6434,0,1498,0,4678,2601,1459,4760,0,20588,0,1724,99,1711,604,1060,603,2970,483,1804,2822,5517,3132,8364,2412,3518,0,6291,0,3633,0,1,3164,2188,577,2227,3606,0,6154,6135,7713,17730,0,6523,3357,721,0,248,4916,71941,0,184,2682,2640,6038,5523,600,484896,1740,3356,3014,5895,1262,3573,0,0,47,4096,49033,256,3984,22135
114,0,5259,2157,0,16901,3,5710,0,1970,0,12398,9876,6117,10168,0,28110,0,3907,344,2321,4427,2443,1413,3235,864,1010,4473,5991,3307,10499,1038,4088,0,6812,0,4721,0,0,1927,3612,468,3880,5782,1,8382,20000,7225,16096,0,7351,5046,0,0,0,2359,93221,2,136,1736,3094,30648,9242,2857,215681,2111,5269,0,8303,3954,7363,34,0,2,5243,43006,391,4054,19391
115,842,30,24,191,0,6037,71,372,0,0,0,0,3,0,0,0,55,0,381,1,7,13193,4987,27775,4958,18119,3184,0,0,3949,585,0,41,75,550,7,0,439,0,1,2,2,15,1,0,0,10,2985,0,0,0,2542,2,0,0,0,0,0,0,0,1,23,0,220615,0,1,3,1,1044,0,1405,0,520,0,2,26,1526,0
116,0,5,0,9,1284,1690,0,74,2,0,0,1,89,0,8,218,628,249,4,0,0,16924,7048,27830,8629,14575,3,0,0,4429,0,0,578,10,1,0,0,0,0,0,0,1,1,0,1,0,15,15186,0,0,0,0,3,0,366,1,0,1,0,3,0,0,0,234216,0,0,0,149,0,0,2198,2,4924,7,1,1114,1,0
117,0,6834,3340,253,11812,1,3314,0,1543,0,1936,12103,5667,9126,1381,38283,97,2493,2,2284,3671,1848,916,2470,184,1850,4270,1680,2773,9078,1633,3163,0,1770,0,3569,0,0,5861,3723,240,1751,4506,0,11062,19734,15159,18158,0,11821,7439,0,0,0,2399,100102,160,0,808,3476,24749,5334,3044,213790,3088,1028,1,7646,1537,3646,0,0,0,7135,12887,211,1089,19935
118,12,304,137,4,965,117,219,0,256,0,1703,649,569,134,60,1789,387,244,0,503,119,720,509,1066,77,576,352,117,501,1881,125,1168,0,253,0,476,0,0,304,533,76,547,421,0,515,1127,112,2002,0,618,288,74,0,0,628,3864,46,0,4,36,645,560,93,2342,333,177,574,878,241,294,45,0,17,81,3759,12,376,1297
119,0,245,20,0,0,0,0,0,27,0,0,1,0,1,0,0,0,0,4,0,1,490,416,611,117,584,1102,0,0,122,68,1,0,0,0,0,0,0,92,167,0,40,3,0,0,0,344,0,0,0,0,0,0,0,0,2,0,103,0,10,0,0,0,8460,0,0,1,0,4,0,2,0,0,0,0,0,51,1
120,0,5856,1102,2,9744,5420,3541,47,902,15,8466,2161,2788,1760,1,9114,190,1677,410,2761,2709,1029,1012,2422,546,1423,2307,2018,1594,8250,461,4168,0,2713,0,1954,0,320,1285,1135,411,569,1697,177,7038,3788,13403,9538,1,2945,2276,0,0,2,216,30368,4,0,587,1019,8293,6570,1862,162945,1439,1850,0,5064,1583,901,103,171,13,4274,13195,226,3217,6319
121,0,16313,2248,1,10521,35,2422,0,4291,0,11770,4022,3122,4652,0,12314,2,3167,363,4904,2163,2022,1298,4556,746,2317,2472,2671,3058,17277,1124,2677,0,1967,0,3430,0,246,4407,1090,67,2565,2760,654,10481,7483,24443,14259,118,4860,5570,0,0,0,4456,43150,186,0,1055,1011,4625,6836,1300,294886,397,3065,3220,10823,2951,726,0,2,1,2019,41009,65,6909,21302
122,0,2523,1773,127,5322,190,1062,2,523,0,976,6432,2772,2474,170,15876,29,946,177,1217,4538,528,412,692,179,475,968,349,1183,4661,886,1041,0,21,0,1465,0,0,1869,1100,164,956,1975,1,7275,11624,14317,13420,0,3565,4458,63,0,0,1242,31929,204,159,461,713,10790,2252,1308,84774,658,710,2,4497,658,199,29,0,9,2397,4573,57,570,3320
123,0,532,1,1145,336,2156,0,51,430,0,0,277,518,0,573,314,656,0,1469,0,1,4400,1800,7524,1336,4495,1,0,83,732,402,0,0,710,0,886,0,601,0,1,0,539,0,803,0,0,6,1611,0,119,0,373,0,348,0,1,6,0,0,0,0,3,108,28984,0,66,0,0,0,0,1061,0,132,0,2,231,0,0
124,1,10455,1503,0,16553,2,4321,0,3140,0,3786,9426,6249,10666,0,36830,466,3111,252,2166,288,1641,747,1674,550,1233,3628,9757,2953,8534,1532,1985,0,1940,0,2279,0,0,5584,5495,22,867,5381,0,20717,16325,30924,21600,221,8340,9408,264,0,0,2234,107495,183,316,1017,4578,13459,7076,1390,473826,3621,3572,0,7059,1402,604,1,0,0,6602,22667,85,3624,30425
125,0,21268,419,0,15790,1,6570,1,3056,0,3846,2372,877,6068,0,15757,0,835,564,5613,417,4413,1586,4042,541,3668,3603,6229,3615,20506,2357,7471,0,3485,0,5380,0,171,3254,4700,0,5201,3009,343,9909,4405,18382,19828,1,11648,3903,0,0,0,4215,77028,92,715,3285,1208,188,2164,5634,677834,2756,4036,6479,2548,2858,1134,0,0,0,4143,49419,237,5069,24173
126,0,3,0,3039,0,6937,0,1497,268,113,844,255,1403,0,6233,0,13919,528,3643,863,0,5728,2642,16916,1803,5849,19,0,0,2989,3287,1,0,5355,1638,173,1564,2044,0,1,0,560,0,1210,0,0,1,0,0,245,0,6918,0,0,1469,0,0,571,0,0,0,0,17,416708,0,0,1,0,0,0,3011,1487,5280,0,0,1352,0,1
127,0,18849,2723,2,31765,1,6612,106,4586,0,10930,22261,11092,15579,336,72825,891,4705,458,8752,7265,2458,729,2799,638,1423,3240,5171,7667,43013,4838,4347,0,5125,0,10822,0,596,7691,6657,0,5640,14688,605,31211,40784,30048,59296,67,19838,13055,115,198,0,11664,220962,104,246,3894,6810,32206,12350,4595,376583,7233,6016,4934,21867,5622,10522,45,5,68,12222,60173,138,8102,22896
128,0,5556,420,0,6751,136,1848,0,479,0,2680,407,285,2373,0,6701,13,1316,23,2194,201,867,434,1307,528,1124,536,2131,1772,9559,1101,2432,0,1075,0,1382,0,171,2076,555,108,506,1622,210,4252,1516,6496,6575,268,4511,2028,75,0,0,1126,27983,121,0,504,769,0,1748,819,184586,257,1074,924,1516,226,798,0,8,1,882,12375,307,1790,6229
129,257,18339,1902,0,15645,461,2879,1,2374,0,8453,4140,3145,2335,0,12493,288,2214,178,3835,2223,2860,964,4974,1373,2329,2387,603,4501,21385,1985,7422,0,7001,0,4969,0,179,1566,2022,157,2914,2836,0,11904,5485,14329,20028,196,4266,3956,0,0,0,2874,42776,0,619,1528,1989,2007,7393,1488,278085,870,2359,2170,3985,944,917,2,95,33,2725,41294,198,6546,25361
130,0,10401,1983,0,14425,10444,4786,0,628,0,9641,3460,3172,5572,0,16071,0,3938,267,3002,1188,796,613,2805,352,1658,3419,4197,2657,13409,2210,6365,0,4705,0,2487,0,567,3144,2105,498,1709,2400,201,5544,7977,18131,10982,0,2475,1581,123,0,0,940,58578,219,1,1128,1463,18854,7323,2553,295268,1190,3718,110,7308,4351,1885,0,58,1,2796,24140,341,2612,12283
131,0,13227,1402,17,15194,164,3007,0,2743,0,9462,4980,3875,3752,2,14913,0,2003,230,6601,1947,1788,784,2130,1280,2123,2779,952,5946,21086,2217,4991,0,4999,0,3284,0,276,2429,2319,142,3098,2727,237,15296,6357,15519,17082,0,2860,6034,0,0,0,2802,45677,386,0,927,1429,138,5759,1791,292399,924,4961,1982,8460,2940,1638,333,101,356,2396,64700,57,5435,17780
132,0,15499,1207,700,27038,2310,10962,1,3354,0,9130,5513,6886,4975,35,26396,0,2427,333,1941,56,4050,1582,8999,727,1985,6001,5626,2930,19861,2032,5747,0,22965,0,7247,714,340,3993,4806,0,2967,4514,0,11263,5598,8978,23293,1,3406,3283,6,0,0,5545,83859,0,211,1725,3469,25168,12283,2164,597911,2737,4232,6065,9803,2036,6397,0,589,21,6233,45649,1,890,17479
133,0,1,254,1073,0,1218,0,24,0,0,0,494,0,0,312,0,2062,0,411,0,0,4509,2872,5293,3443,2309,4,0,0,1636,462,0,0,1102,0,523,0,0,0,0,0,172,0,0,0,0,3,0,0,0,0,2197,0,0,0,200,334,0,0,0,0,0,202,34986,0,294,245,0,0,0,1219,0,1277,0,1,715,386,0
134,0,3010,946,249,6309,265,1823,0,806,0,6201,2741,852,2030,0,10062,136,1020,0,2569,1132,964,557,1863,476,1121,1768,2322,1664,7225,418,2113,0,1485,0,1789,0,53,937,1508,119,1358,1978,139,4652,2135,4554,8462,0,2567,1208,0,0,0,810,27421,0,0,575,920,45,2636,1037,90244,921,2164,3123,2489,243,5308,0,0,0,1455,20259,7,1319,4535
135,0,10236,2118,0,12392,3922,3746,0,2515,0,5746,5595,7650,2432,0,18296,74,1885,642,3283,1145,4081,4720,8719,2438,4998,3931,2161,4777,11910,1316,5264,0,9786,19,6401,0,0,5276,2799,0,5094,2817,0,10882,8040,24604,30504,0,5295,5395,0,0,0,2959,59349,1218,0,1696,2323,13910,23564,3235,525882,1926,4504,819,16036,3688,1588,0,0,1,4876,23469,379,2802,28645
136,0,3182,316,11,6810,3234,1946,3,1586,0,7734,3497,2915,1099,0,9457,276,1999,146,2251,4933,2013,1335,2965,375,1705,1931,824,1759,10667,183,3175,0,763,0,3360,0,136,1682,1173,368,2092,2030,420,4394,6077,11087,15964,0,3470,2704,303,0,0,2268,23357,0,112,1134,762,8316,4199,1165,64046,813,1646,1111,6083,1290,811,0,57,438,1479,13474,162,4315,14788
137,0,3567,666,732,7868,2987,2416,30,691,0,6816,2312,2810,1737,233,7115,298,1614,108,1083,2841,2084,710,1688,974,2063,3482,2344,1347,6019,443,3276,0,4054,0,2598,0,0,1515,1230,199,1983,2186,6,3000,2474,3793,7820,0,1529,1852,14,0,0,1053,24062,168,3,284,697,33409,6406,1252,111500,2351,1362,2461,2699,1782,1691,20,0,495,1169,13231,218,1768,11450
138,0,981,134,0,5323,1197,767,0,532,0,1038,672,892,988,0,4459,0,1123,43,950,1838,757,643,1557,519,932,893,369,609,4571,398,1838,0,253,0,1306,0,10,1392,1569,282,1313,1272,0,3146,2519,2397,6215,0,911,472,0,0,0,1354,15402,0,0,296,441,2158,1563,906,7412,725,98,183,1402,273,183,0,0,0,463,5666,0,1270,1540
