,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
152,8343,1848,934,11616,5486,1843,2039,0,30,1118,701,283,2031,946,1391,999,7863,525,1025,2505,2704,589,475,674,471,468,2423,1656,2293,1134,14172,2594,2972,971,2605,1927,140,623,2361,2653,2938,4549,551,7662,1381,3742,12023,363,0,2796,1916,0,0,2586,36510,0,0,1239,0,1006,131035,0,1030,1963,828,456,0,1073,1042,0,776,31810,4605,17731,792,896
153,3006,272,243,1753,529,897,833,0,0,9,106,97,1609,337,1094,760,4551,207,416,459,645,474,443,1282,320,686,784,520,715,410,3951,401,572,482,683,64,315,500,662,222,382,524,89,1176,1343,3715,6603,0,0,842,1349,9,0,826,17358,0,0,559,2458,1018,61517,0,603,1414,887,194,0,353,377,0,338,4365,327,708,258,519
154,6406,716,1229,7566,1844,621,2333,0,77,1110,452,393,4286,3444,1881,1930,8826,412,1549,1542,1140,1012,887,1387,330,745,1596,1723,1799,777,9503,669,3258,1457,1410,1460,225,1679,2441,2656,2333,2758,104,6586,3494,3436,13149,0,0,2180,2403,0,0,1204,23677,0,0,1465,17766,5544,104543,0,2365,3654,1479,259,0,778,1040,0,541,14125,2309,9160,769,1603
155,2350,253,643,1713,869,498,1104,0,0,223,274,147,1125,617,1182,621,3681,199,824,776,967,532,641,1023,116,586,826,493,823,266,3734,455,1128,1038,973,343,430,879,984,541,540,747,60,1493,1296,3403,2315,0,0,609,381,0,0,432,13041,0,0,236,2467,1411,50752,0,807,1056,841,380,0,223,1144,0,237,5660,512,3076,94,431
156,8371,1998,3229,11298,11324,657,2326,0,164,2136,1156,1687,5806,3942,5738,3284,17961,978,2439,2787,4034,2656,1718,4443,268,2428,4385,3219,3332,2232,25163,2105,5950,2923,4987,4661,870,1255,3259,1506,4083,6853,175,6453,7842,8308,16731,467,0,7756,4718,0,0,3889,83692,0,31,1712,162,5836,228619,0,2030,5935,3916,1890,0,1802,2312,0,2983,42227,3846,8005,1328,2582
157,5134,1788,1038,7304,825,1716,3038,61,3,1162,382,127,4036,2482,2347,1691,7436,309,712,1219,1686,1239,1019,2504,733,1119,1713,3410,1147,114,10368,1546,2342,3398,3278,162,442,1142,778,1205,1380,2167,0,4113,4140,4521,6508,137,0,844,2014,46,0,1033,28451,0,225,2755,13466,5010,78140,0,2146,3978,2679,17,0,701,2371,0,455,25630,1114,7334,151,1391
158,13991,899,1298,9436,4098,5296,480,0,0,1041,789,857,13094,3496,3075,2237,8814,651,1942,3462,1618,2828,1330,3249,439,1777,1365,549,1884,1075,12584,735,1499,1850,6028,1258,413,446,1686,611,1668,1913,0,5214,5124,4867,18700,0,0,3926,2346,0,0,2585,20577,0,0,1149,13286,8469,34118,0,1023,5201,1395,695,0,1373,1705,0,1393,18035,3968,25957,1235,1865
159,4415,253,85,2608,472,316,900,6,67,259,68,138,1027,618,882,615,3373,82,459,705,1398,973,508,620,149,486,909,636,488,109,3498,69,931,441,370,447,225,180,596,307,365,629,0,1212,2057,2632,3396,0,0,850,1029,0,0,728,14526,0,0,460,24,1250,43225,0,427,2000,404,171,0,547,379,0,85,5312,445,3313,124,626
160,1439,77,443,3499,558,1672,897,0,0,421,550,0,1686,2095,616,711,6420,157,1278,1090,1125,1274,745,2230,258,1243,2102,1867,1208,303,3570,638,1652,2091,1153,3,315,1495,2147,934,1062,1132,0,3220,2141,2573,8371,7,0,1693,1085,0,0,1573,18041,0,4,1391,9771,2367,43075,0,1651,1273,722,78,0,582,1760,0,237,7570,1299,6532,302,856
161,3837,693,578,5775,445,722,1495,0,0,777,470,153,3653,2049,2194,1670,6090,185,1135,543,1038,1059,555,1913,562,747,1258,1723,492,446,4418,859,2420,419,1110,541,535,1419,2662,1332,1067,1055,0,4474,4090,4363,9189,106,0,1062,1550,0,0,753,25578,0,0,1127,4874,3112,58326,0,604,2796,239,240,0,500,974,0,417,9283,1255,3012,366,1303
162,3548,410,310,1985,1554,209,131,0,9,423,184,142,1336,920,488,353,3024,200,203,938,230,312,204,437,123,138,384,244,570,197,4138,635,396,331,577,298,66,182,306,372,409,596,262,1059,439,863,2530,54,0,1450,646,0,0,367,4189,0,6,191,0,469,27516,0,283,748,257,145,0,386,170,0,333,6436,807,3079,202,316
163,2982,242,312,2879,1349,30,1034,0,0,401,479,218,943,1013,412,1289,3051,306,397,1374,886,537,389,580,46,386,660,1137,957,292,6920,899,850,210,1040,2732,395,363,749,386,1166,1060,269,2466,1442,3701,3159,2,0,1471,1439,0,0,831,21075,0,2,618,0,1003,79761,0,833,1706,659,157,0,553,751,0,485,10609,1949,2866,237,571
164,10281,344,1004,15466,3512,5643,10261,0,0,183,2027,1666,4199,3068,5838,3875,34132,308,4274,5027,10444,12848,7999,17073,1823,11375,1913,3260,2876,3146,21405,2346,10345,4063,9454,3213,1323,2399,9404,2299,4114,3450,0,5575,6303,20803,13272,1346,0,7181,4348,0,0,2046,62226,0,0,2183,26948,8932,386481,0,10796,8027,2338,1142,0,2697,3830,0,2419,11656,1332,12663,178,1682
165,5262,677,602,4057,1763,317,1753,0,0,622,343,370,3006,1423,1451,1797,6555,314,830,1542,1374,623,449,1357,250,605,2019,2432,1539,464,8238,572,1245,490,1797,1480,277,1488,736,1087,2213,1606,319,4255,2144,7558,6960,3,0,2606,1243,0,0,1343,30130,0,1,400,34,1172,113013,0,1307,1742,765,236,0,779,1759,0,617,15780,898,2008,254,625
166,8451,960,850,14114,1445,9578,6583,0,0,1096,2412,129,4793,5743,4623,3074,15320,879,3080,1600,1587,3466,2457,4903,1718,2294,4810,6343,3374,289,16753,841,7631,8850,3098,546,999,5517,8186,3907,2665,4781,0,5145,4562,21380,14229,427,0,6110,2714,0,0,581,49933,1,211,6232,41273,11277,329868,0,2159,7742,2811,984,0,1913,5042,0,1042,25786,595,12691,889,2595
167,2515,430,1840,8471,2294,2178,6817,0,9,561,591,288,1583,3481,3020,4127,7893,1043,2012,3233,1821,6555,3655,4572,2167,3409,690,4730,2163,367,10868,1941,5567,1083,1673,931,857,1368,3326,1413,1284,5604,0,4125,5438,13678,21363,351,0,2429,1359,0,0,2123,46859,0,0,2821,5321,3356,295928,0,2624,3591,1115,6,0,427,1889,0,639,19936,819,5161,739,1115
168,1375,303,399,2355,705,241,1153,0,3,136,470,139,1678,244,361,564,2832,362,306,536,1026,711,412,776,179,508,418,549,542,99,4315,210,1078,711,799,588,290,439,911,398,898,743,125,1663,919,3001,3629,223,0,936,1084,0,0,813,13105,0,38,262,172,339,47142,0,770,991,400,140,0,479,388,0,378,6245,655,2697,282,252
169,14049,1605,5003,18948,9440,2482,6751,0,252,1100,1803,164,4757,5287,3450,8670,21380,804,4472,5616,4653,3002,2048,4367,647,2913,2831,7098,3743,1618,35181,2021,4758,4161,6408,1469,1459,3888,7602,3527,4917,7014,796,10516,9425,13351,40415,1,0,9307,4477,0,0,3861,98325,0,115,2288,16022,5467,497979,9,2658,4652,2469,1142,6,3095,3306,0,2593,39152,5544,14785,1281,2830
170,13788,701,1757,20207,4703,4212,7812,0,193,4623,1521,518,7233,10210,10209,7880,30453,1157,6092,3953,2189,7928,3427,6759,2509,5797,4889,6875,3780,1059,27180,2885,4711,4997,2537,2032,2051,3318,4319,3039,3763,5815,0,9153,11136,34909,32835,1003,0,11531,4198,0,0,5005,92314,0,4,4371,39564,6345,490923,0,3047,6880,2249,1747,0,1572,8221,0,2085,27447,3036,7202,1488,3003
171,28,1,2,0,0,0,0,0,0,68,89,0,0,3,1,0,0,31,0,0,613,6882,7892,15896,3580,8180,5,0,0,0,744,496,0,11,0,2,0,0,5,4,150,0,11,0,0,48,5300,0,0,1036,0,17,0,0,0,0,0,1,0,0,11329,0,0,0,0,2,0,0,0,0,0,0,1,0,102,0
172,3135,241,546,6251,712,0,1956,0,156,638,606,42,411,6180,3827,4646,16202,293,1109,807,1028,645,204,693,107,482,592,1933,1168,754,4333,535,622,119,686,6551,387,941,1367,1758,850,1536,0,7668,12897,14891,9239,281,0,4815,3377,27,32,1214,52147,0,26,849,2215,1567,177319,0,746,3091,630,342,0,505,1798,0,784,3331,1173,4884,724,1007
173,3412,213,296,3187,2154,35,1969,0,0,491,260,215,1948,532,345,1214,4478,324,594,1582,1773,570,412,638,186,978,498,1583,1144,402,6689,439,992,1909,844,832,462,345,594,750,986,1046,0,2486,895,5145,4393,116,0,1254,1434,0,0,638,19665,0,0,184,0,1060,74684,0,835,1983,884,275,0,631,714,0,381,13842,802,2800,321,375
174,22,2,128,0,0,1332,0,0,0,0,0,1,0,1,211,0,0,0,0,41,0,7459,5242,10399,2057,7017,1549,0,0,0,3340,255,0,1,0,4,1,0,879,0,5,0,0,0,0,308,9405,0,0,3624,0,167,1,29,615,0,0,1,0,0,19279,0,0,0,35,2,0,0,0,0,6,0,175,0,1,0
175,3,0,0,0,0,1797,0,0,0,1455,3,0,0,0,0,0,0,1251,0,95,0,8496,6216,12479,3129,11412,3,0,0,0,771,381,0,586,4,4,538,0,0,0,42,1675,0,0,0,5,0,0,0,0,0,0,1,927,0,0,0,1,0,0,30072,0,0,0,0,475,0,0,0,0,0,0,0,0,0,769
176,2147,386,0,6588,1529,2278,2266,0,0,1047,394,277,5983,889,1609,1655,6416,130,1319,1489,923,557,598,1695,311,653,2175,1961,1165,440,7354,736,2091,3399,2289,734,541,251,1113,971,1323,1508,0,4750,1725,4887,6770,5,0,2261,1742,0,0,1791,34372,0,1,606,833,2211,75866,0,958,2321,767,636,0,786,1165,0,336,25860,1181,6755,787,837
177,22374,5276,6714,40308,10607,7498,8704,0,0,4501,2259,1643,9367,7465,20823,17963,47054,2403,13643,11955,10228,13744,6951,17958,1627,6694,7150,16276,12336,6192,51782,5838,15155,9907,10428,4809,4058,11911,7589,4586,14282,14975,1,23303,31613,30691,70893,731,0,15583,2909,0,0,8980,187018,0,5,10173,13221,15610,493436,0,11853,10409,7454,932,0,2426,4162,0,4179,104448,5700,36963,2782,2735
178,4335,586,306,5380,1207,1772,2431,17,0,676,605,53,3840,1490,1544,1762,8759,208,796,993,1803,979,355,969,550,770,1028,3288,682,428,7014,554,2001,2556,1443,587,1,322,251,519,890,1332,1,3254,2256,4846,6496,11,0,1891,1577,35,0,924,30416,0,92,988,1204,1744,79322,0,1396,3151,669,448,0,725,999,0,706,10520,3230,11367,274,795
179,8129,628,462,3333,2277,0,389,0,0,570,614,222,3921,2120,816,572,4932,458,887,2386,303,1224,528,1146,377,460,611,408,1155,727,7384,996,1534,720,1892,2131,449,114,741,613,1124,1443,87,3254,1800,1381,10770,99,0,1729,1985,0,0,591,15098,0,0,514,0,824,23887,0,636,2185,989,228,0,756,581,0,778,12622,1188,4937,625,842
180,5885,618,1495,9260,2091,1310,1460,0,0,671,447,614,3840,2841,2307,2479,11779,546,791,1699,1713,1553,750,2374,273,1338,2280,2456,2434,1669,7821,503,2643,1723,4495,2831,175,1146,3347,1614,2219,2426,163,6990,3157,4482,14273,286,0,5056,2121,0,0,1063,32873,0,20,721,5604,4449,94474,0,1568,2583,3087,444,0,621,1379,0,624,20351,2088,14870,756,1241
181,20261,700,2417,41964,13543,11723,17552,0,15,3243,3808,1945,17888,14922,18224,7048,43825,2411,8564,12587,8245,6621,6870,8800,4539,10735,13390,5694,7426,2291,33670,3118,16237,15358,13218,8600,2567,5474,11171,9707,10567,13366,0,32668,29679,5389,84180,716,0,10257,16907,0,0,14562,195666,0,205,6214,27744,23997,438933,0,7267,18956,4756,2879,0,5103,9256,0,2197,91001,14757,64890,5287,9216
182,2641,928,436,5447,651,1039,1381,0,0,994,254,420,3234,2518,819,2389,6838,492,1457,1737,2671,1119,1079,3080,802,1625,1065,1508,1117,240,8663,727,2653,419,1595,898,633,1712,1540,1252,600,2689,0,2245,5348,2585,10080,0,0,2358,2570,0,0,885,22863,0,16,1129,6732,2161,75441,0,956,4535,894,123,0,699,1678,0,648,8832,1496,5082,610,1195
183,9281,557,6351,5693,7144,5101,530,0,0,271,2033,763,18554,11667,2830,1455,14486,1435,6949,6197,8528,4258,1384,3910,388,2103,2842,2704,3063,2873,24573,1679,7894,2384,6484,2149,310,2753,4554,3359,5515,1938,0,7305,7846,29016,18241,15,0,3040,4846,0,0,3948,31884,0,19,203,25826,21549,77103,0,2195,3861,1942,1264,0,1504,1506,0,2662,19227,2229,9147,2897,2375
184,5814,383,1650,6146,1208,5511,3527,0,472,726,315,514,10513,4116,3517,1429,7128,727,1973,807,705,2449,2308,3544,573,2617,955,1487,731,856,9080,349,2263,3215,1527,613,754,3838,3695,1548,665,1202,8,2827,2871,11245,11666,1,1,1462,901,0,0,3897,34315,245,0,1413,19015,8347,199750,0,2433,5613,1032,355,0,1474,1792,0,899,9658,1284,5881,742,520
185,6009,1,5050,7520,11804,5974,1694,0,0,1,344,6089,24610,4901,4125,778,6394,0,7843,4228,12410,8375,2616,4361,1,4425,5841,1810,3470,219,21696,1224,5932,4715,9183,5,835,2544,8490,1796,1498,2784,0,8465,5704,16583,24638,0,1,683,6072,0,0,4351,25257,0,164,975,42497,22440,64406,0,367,8870,2279,1268,0,1959,1449,0,1703,29117,2149,7230,1749,3670
186,7758,754,2056,12525,3915,840,7833,0,266,1814,625,600,5579,4148,4980,7143,16228,569,2702,4683,5013,2489,1920,4238,1398,3581,3108,5924,3407,1018,21216,952,6160,5938,6128,2239,555,4578,5166,2094,4387,4930,0,7592,7231,19133,22016,0,0,7319,1917,0,0,2329,64265,0,143,992,5343,6599,353938,0,3425,4019,1317,916,0,1098,2337,0,2148,43947,2466,7429,971,1734
187,6176,288,2008,9536,2151,3721,10583,0,167,951,860,541,6035,5066,5127,4240,14463,714,5228,2588,4557,4853,3225,4019,322,4385,2839,4038,1180,1001,14511,2227,9242,4528,3830,3862,680,4499,8537,3888,1544,2254,6,8759,6058,10997,16000,394,0,2807,5762,0,0,4340,66908,0,170,2874,13079,4713,394616,0,3680,3709,3408,874,0,1923,3006,0,978,26284,3620,12691,1473,2401
188,4091,743,528,6249,1318,373,2904,0,105,652,340,223,2784,3813,1515,2161,8054,144,1516,1021,2846,2150,1064,2567,776,2245,1406,1841,1629,479,6330,953,3277,681,1534,559,638,1974,2196,1116,737,2348,7,3576,3677,3946,10364,295,1,1973,1921,0,0,455,28434,0,39,835,6460,2631,106853,0,893,2333,1429,526,0,381,1455,0,1448,10212,1011,7048,616,1529
189,8864,307,1335,17130,7300,593,6215,0,0,1371,1303,589,5001,3191,3929,5362,15562,1257,3617,8600,3454,4242,2384,4073,1116,2913,4071,7847,1909,1840,30112,1349,3607,6711,3572,2381,687,1724,3884,5766,3370,6312,0,7733,8433,10797,24473,70,0,10805,1867,0,0,7353,80088,0,84,2644,187,5820,466326,0,5407,4237,3779,969,0,2636,3026,0,2581,31893,2109,12232,1021,949
190,15127,1231,4856,18162,5524,1608,11068,0,83,3434,1006,905,10573,6826,3820,14106,20765,527,4017,5749,3573,4478,3513,3878,1532,3564,2645,7828,2236,2787,29163,2350,4884,2672,5308,6214,3025,2066,4400,4205,3248,6538,0,13014,13062,15243,31280,0,0,15796,2089,0,0,5026,75187,0,9,1260,12658,8342,408648,0,2949,5320,3856,381,0,1456,4103,0,3548,42765,3178,14188,629,1860
191,2804,150,540,6224,1031,1223,1986,0,0,958,390,72,1793,1534,1323,1455,5317,281,667,1425,1063,1039,637,1405,327,1007,1615,1458,791,309,5754,456,1396,1548,1497,330,159,448,1368,1002,883,1606,107,4829,1941,5237,5510,0,0,1256,1382,6,0,1088,26518,0,284,716,6087,2862,69728,0,1126,2834,625,250,0,384,1696,0,291,12948,1930,4113,196,580
192,4,0,0,0,0,4392,0,0,1,0,1931,1360,1,0,1,0,106,4609,159,0,1484,7172,7566,20983,1385,11224,0,0,0,0,1267,0,1,2,0,10,0,0,0,2,1,0,0,1,0,763,10668,1,0,952,0,1354,0,0,463,0,0,2,4,1948,6631,0,540,2,1,0,0,0,1,0,0,4,0,0,1,0
193,6750,856,1078,8637,261,63,2711,0,33,1432,870,74,1637,10893,2575,11417,28085,257,1008,1391,1467,474,376,919,351,428,704,2237,986,1852,3460,1197,1039,52,461,21903,509,677,2232,2371,734,3379,30,21875,12979,22396,21059,41,0,12684,6837,12,0,1457,82899,0,116,1046,1013,1480,153268,0,1801,4109,2097,382,0,424,3461,6,567,6360,654,2351,1531,1687
194,45578,5637,9587,78906,1165,5,25210,0,186,5880,7418,1960,2478,67177,17315,54346,190608,2302,6276,8831,4921,3504,2059,7435,1778,4239,7047,30423,5654,6727,29268,6921,9127,3837,8378,50560,5126,4693,16678,15655,14205,22133,1,123695,136320,127799,76985,2421,0,58795,41466,0,0,12418,649511,0,12,12269,21623,10958,674403,0,9319,23227,10912,1848,0,2914,39102,457,4328,51018,11609,64977,6079,13822
195,4273,206,132,4575,810,2453,1305,0,0,475,147,0,5377,1042,1438,1620,6669,142,453,673,990,1273,551,1323,406,575,821,3185,583,663,4573,497,2878,787,1422,620,580,635,1251,963,884,1563,431,2587,1255,3410,4054,282,0,941,602,0,0,1405,22951,0,0,814,2948,1000,45295,0,1796,2535,871,137,0,578,664,0,210,13433,369,4040,51,839
196,4230,581,327,4049,1112,895,1632,0,116,441,364,216,2231,2058,1482,1086,4835,356,641,597,1456,692,669,1695,377,790,699,1463,904,349,5443,225,1350,732,1120,1797,256,625,1091,392,899,577,0,2745,2118,4069,5855,0,0,1502,1108,0,0,1308,18175,0,51,531,1233,1652,55243,0,131,2565,744,277,0,335,1118,0,311,10014,1370,5397,376,686
197,14006,791,3648,18937,9776,4429,5123,0,590,2901,675,1180,20898,11355,5358,10818,37103,1092,5187,9056,9007,6817,3986,8746,527,4631,4935,6829,7263,2411,28036,2889,14862,8728,6131,2242,1620,5526,2329,7099,7258,8976,688,20647,12613,6711,33797,1374,0,6766,2605,0,1,4118,129928,0,8,10065,23369,12627,124228,0,4992,8493,8101,1917,0,4905,8153,0,3661,74982,8890,26473,2080,7521
198,4936,453,1760,7556,1320,1876,1190,0,17,881,378,482,5525,2565,1549,2299,9430,191,1482,2487,2305,1188,517,2791,153,801,1281,405,1093,260,11680,715,3472,684,2173,187,394,2225,2488,1544,979,2832,244,5560,4343,4111,9582,321,0,2588,1941,0,0,1878,18334,0,74,876,12654,1493,78763,0,1346,3046,2011,454,0,661,792,0,690,14480,251,5908,580,1856
199,2832,551,923,8122,1414,905,3192,0,0,831,434,411,4116,3216,4086,2315,7337,269,1908,1522,2192,1349,875,3014,394,1455,3553,1209,1591,556,9459,258,3582,2410,2255,337,739,2047,3043,2768,1395,2355,0,2948,3834,2253,15065,0,0,2659,1810,0,0,511,27756,0,56,887,12710,5831,89577,0,1897,3036,1321,460,0,583,2033,0,400,18004,2234,11805,777,1278
