,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
76,511,117,421,73,0,1,71,131,217,162,357,612,0,8,442,0,0,56,0,3,51,122,38,95,28,77,80,0,21,90,77,284,0,0,31,0,21,161,250,161,73,11,171,0,0,1587,15,177,219,0,0,404,10,0,0,211,337,111,0,6,23007,331,2,0,35,95,304,0,85,233,52,0,37,19,145,12
77,490,119,331,57,0,0,74,131,340,274,331,787,0,25,603,0,10,64,0,40,66,66,40,86,7,64,83,0,1,101,55,251,0,0,47,3,10,113,194,138,58,47,224,0,0,1743,0,186,156,0,0,611,0,0,1,390,388,90,0,0,10237,319,9,1,22,87,306,0,76,144,20,0,46,22,165,27
78,4542,1712,3957,1112,48,1,1291,2447,6686,5316,7612,8964,0,127,7297,0,0,836,0,410,727,669,491,1179,117,1148,1970,0,640,1283,765,3926,0,0,1903,2,270,1977,4765,2827,499,284,2355,0,0,39718,4,2192,3107,0,0,9288,0,0,0,4140,5497,1582,0,0,33579,4019,125,112,407,1641,4839,3,1139,1350,616,0,1407,525,1836,607
79,5054,686,1815,753,0,1,129,1422,2616,1690,5500,6343,0,13,9176,0,0,812,0,175,645,949,748,1295,272,1637,1113,0,198,981,551,2491,0,0,530,0,483,688,1157,1352,217,80,1512,1,0,45974,0,1089,2092,0,0,3951,764,1,0,3226,1850,366,0,3,33983,2821,220,0,646,994,2614,153,500,2670,1521,0,123,26,1062,254
80,10352,1987,6372,1210,0,0,2285,7541,3577,3620,15171,12215,0,713,14992,0,0,1244,0,212,351,4860,3863,5457,592,4260,4818,0,594,2987,2985,4541,0,0,1067,0,471,1826,4752,2560,551,60,6246,0,0,62632,0,3506,4235,0,0,7737,44422,0,0,9829,7108,1116,3,383,45605,3879,0,0,197,2661,5609,0,239,0,1988,1,629,600,3041,720
81,3716,592,3110,676,1,2,956,2639,3098,1882,4110,6182,1,91,4651,0,96,629,0,98,210,676,261,892,84,246,1386,0,332,1574,932,2542,0,0,1015,47,248,1545,3798,1002,664,101,1774,0,0,22514,64,1454,2205,1,2,3399,0,0,8,2575,2834,716,0,56,82326,1834,33,0,423,1115,3999,0,768,1259,514,4,551,137,1512,34
82,256,56,213,56,0,0,61,108,121,149,171,280,0,31,154,1,2,49,0,3,55,82,54,164,40,84,84,0,23,106,85,205,0,0,6,0,14,97,197,78,40,36,93,0,0,1294,0,151,213,0,1,57,1198,0,1,100,211,98,1,0,17829,199,1,5,13,123,200,0,61,0,24,3,17,6,58,11
83,319,32,239,52,0,1,96,122,190,199,494,351,0,11,521,0,4,72,0,4,22,77,83,130,13,90,22,0,18,56,63,282,0,0,45,1,15,73,146,207,47,40,106,0,0,2624,3,170,280,0,0,335,1364,0,0,230,151,70,0,1,1118,136,0,0,24,64,260,3,96,0,37,2,27,5,186,7
84,8839,3448,255,0,0,1639,2,0,75,5442,1292,1436,0,679,12132,0,633,1299,0,0,2856,3317,1689,4110,380,1719,6462,0,295,1097,1799,2834,0,336,976,5,1599,3970,11307,4643,1309,831,1572,0,0,3814,2,753,0,0,0,0,0,0,0,0,0,449,36,19,501161,180,375,0,136,1159,0,3189,707,0,5454,0,8529,0,1228,2021
85,480,61,403,104,0,0,55,137,287,348,611,695,6,44,711,0,0,62,0,27,62,68,49,87,39,59,105,0,12,174,98,296,0,0,18,0,58,41,214,71,84,5,148,0,0,2676,0,181,215,0,0,586,24,0,0,319,488,43,0,2,3480,295,16,0,23,131,344,1,111,197,33,1,108,20,238,34
86,13394,4865,55,0,0,12,316,0,166,7213,1843,2472,1,1,6806,0,0,980,0,353,3040,2774,1688,2245,637,3339,9925,0,234,454,1375,4181,0,818,936,2,7416,5069,6141,4917,375,683,1515,0,0,6497,0,1098,0,0,0,0,0,0,81,0,0,268,281,5,499719,375,1,0,1014,1156,0,4924,735,0,5822,0,9800,0,2876,1553
87,886,40,603,66,2,8,67,13,80,560,563,596,2,90,808,2,7,99,0,6,30,127,39,232,39,117,103,2,49,92,101,381,5,37,2,8,106,312,281,110,117,5,122,2,1,788,13,305,258,2,1,301,17,2,37,41,71,94,4,44,17598,403,4,1,73,145,434,64,72,19,77,9,101,16,172,5
88,4246,1954,125,0,0,519,2,0,140,1965,845,342,0,376,6628,0,140,349,0,0,796,1774,940,1170,456,1278,4403,0,412,261,568,3177,13,43,365,0,1081,2136,3651,2852,181,173,1521,1,1,3754,0,448,0,0,0,0,0,0,4,0,1,276,0,27,254831,53,392,1,70,544,0,554,316,0,1251,0,2868,0,915,289
89,4024,2004,222,28,1,2148,66,0,35,1128,390,941,0,307,1964,0,94,610,40,0,688,230,419,620,49,516,1952,0,236,252,398,1233,0,393,633,61,1581,1424,1668,764,890,263,1003,0,0,6188,0,396,0,0,0,0,0,0,2,0,12,542,47,30,203598,146,425,0,214,228,0,1380,554,0,353,0,1428,2,396,323
90,442,149,161,47,0,0,81,126,234,216,402,708,0,46,439,0,1,54,0,22,47,66,37,100,25,65,135,0,2,110,60,173,0,0,70,1,17,112,185,106,61,2,89,0,0,2088,0,174,173,1,0,529,0,1,1,251,274,39,0,0,2298,289,14,0,28,116,266,0,56,602,33,0,68,23,171,6
91,432,83,201,82,0,0,43,185,248,242,402,913,1,36,378,0,0,75,0,21,31,33,37,94,17,33,88,0,32,68,55,256,1,0,23,1,25,100,133,126,48,10,249,0,1,2267,9,211,192,1,0,671,522,0,1,254,238,64,0,0,5221,369,6,0,28,123,268,0,102,259,61,1,114,35,267,22
92,13663,4162,0,0,0,445,0,0,210,5238,2684,2608,0,258,6012,0,0,1513,0,0,1847,1027,1556,4692,1053,2364,10327,0,95,1300,1920,5252,269,96,1678,309,11668,6769,7586,5243,322,0,859,0,0,9284,2,1019,4,0,0,0,0,0,1,0,39,916,1,299,387050,82,722,0,1313,409,1,5883,755,0,4620,0,8825,0,4555,1132
93,428,125,240,67,0,0,54,160,340,403,386,892,0,15,576,0,4,62,0,28,60,74,82,132,24,83,71,0,31,145,77,265,1,0,21,9,41,120,247,105,86,19,309,0,1,2381,23,102,181,0,0,402,0,1,3,289,146,60,0,9,18646,399,5,0,65,130,208,1,98,966,61,0,104,19,175,21
94,570,100,238,141,0,0,53,150,242,368,338,552,1,14,441,0,3,74,0,5,81,86,55,133,35,72,123,0,32,201,37,313,0,0,51,4,16,137,364,135,104,0,165,0,0,948,1,198,237,0,0,379,0,0,4,149,266,67,0,41,4698,185,2,0,13,63,137,4,87,624,38,3,113,32,170,13
95,2206,800,1503,760,0,3,431,1703,1501,804,2039,2394,0,142,1860,0,20,594,0,19,483,981,353,1255,136,670,417,0,215,914,372,1489,0,0,392,0,157,777,1228,706,302,117,535,1,0,12853,296,1444,4165,1,0,1495,0,0,20,1614,1540,670,0,1,29569,1337,0,0,71,855,2046,33,430,1183,599,6,726,157,914,47
96,680,180,489,105,0,0,82,247,256,258,594,825,1,68,467,0,3,107,0,6,18,163,138,185,33,73,181,0,33,173,119,400,0,1,29,0,16,272,426,125,90,7,96,1,1,2476,7,317,523,1,0,175,4552,0,8,251,337,92,1,10,22188,621,2,1,43,188,307,0,125,0,122,3,69,40,344,22
97,4137,1177,1585,568,0,1,700,1444,1339,1149,2219,1370,0,109,2045,0,0,249,0,121,190,421,220,635,201,515,1082,0,275,1128,590,1721,0,8,88,3,94,800,2601,821,465,369,1024,0,0,11009,73,1423,2141,0,0,284,16956,0,0,1728,1835,825,0,85,97129,1763,115,0,222,594,1727,0,507,0,852,1,477,26,851,219
98,4902,1373,1605,1141,15,0,839,1984,1533,2143,2588,3123,16,179,2992,0,0,602,0,41,540,629,389,852,103,336,1022,0,305,1117,377,1517,71,71,374,0,250,474,2423,1234,436,66,1737,0,0,9235,59,1178,1327,0,0,1448,10208,0,0,2219,1730,335,0,63,7901,1787,3,0,260,460,1311,0,749,0,491,4,754,146,1355,348
99,1054,156,839,93,0,4,235,582,783,185,2015,2012,0,18,1076,0,0,239,0,46,196,514,350,621,109,653,538,0,3,438,211,878,0,1,188,2,27,376,967,81,273,64,409,0,0,3066,0,557,1575,0,0,1435,15,0,0,626,974,163,0,0,24795,1730,202,0,238,311,1299,222,343,882,330,2,166,46,306,68
100,13185,2096,820,24957,3805,4596,10749,0,406,6441,1134,997,17252,9091,4641,5707,37275,707,3971,6746,6146,8220,4117,9618,1464,4901,4095,12388,2972,1547,21989,3452,16347,14715,7081,6894,0,3191,9258,4975,6126,6430,139,17737,9416,16004,41177,1,0,6024,3931,0,0,5598,123473,0,1,4041,51797,12089,195141,0,2010,19299,4867,1971,0,2805,8982,0,1576,45697,8643,34602,1070,4565
101,12473,972,3271,5564,2855,2,486,0,0,2556,1746,2249,4750,40370,5659,2535,22893,2104,6640,4118,10004,1343,2154,2232,544,2636,1622,1553,2995,1879,28648,1500,1478,0,2464,641,2755,1634,2833,1492,3325,2570,0,4065,18880,22697,17391,2,0,8675,16265,0,0,1758,43720,0,108,322,11818,8409,74551,1,1650,8640,1157,2216,0,1868,2596,0,1571,5980,681,4778,5115,7723
102,19887,1045,3083,24814,7619,1,5227,0,8,3545,3148,3073,26991,11195,11234,5697,35491,2412,11925,5047,10337,6798,3510,10548,1099,8487,9667,4828,6845,3391,40794,2095,13508,1974,10578,4097,1672,8963,12005,11982,10241,12336,0,21342,14494,10316,53330,2415,0,5758,9017,0,0,4663,105503,0,0,4716,6544,27698,392430,0,7191,18544,4652,2334,0,4064,5044,0,6555,80956,2183,17917,3342,8198
103,2678,1731,0,1,0,2,0,1319,1,2801,2,0,0,3323,0,0,2570,131,0,596,0,8610,3814,14342,6118,4449,3457,1,1208,1007,7738,1512,0,0,106,2,0,1694,1,1393,4,0,0,0,0,4,15099,0,0,1988,0,94,0,976,1580,0,0,38,0,0,84977,80,0,0,102,507,0,0,11,0,1469,0,6247,27,501,40
104,4028,474,1187,5631,1079,24,1256,0,54,733,369,132,2929,2761,1691,2742,8424,296,1129,1087,893,475,336,914,57,748,945,972,1245,301,4421,936,376,747,740,1696,296,1226,1416,856,426,1044,1,3352,5814,9467,6336,40,0,2270,2784,0,0,533,35684,0,26,782,5000,2160,83883,0,1722,3344,679,273,0,546,1807,0,545,9303,1706,5874,695,727
105,24,14,16,0,0,88,0,0,1,12,3,6,0,8,0,0,0,6,0,2290,0,60479,35542,91319,17400,63328,5831,0,0,0,22311,11,0,0,0,13,53,2,6,17,18,7,1,0,0,40,39417,0,0,711,0,0,0,0,1,0,0,4,0,8304,35509,0,0,0,1,5,0,0,0,0,13,0,0,0,9,2
106,1670,222,326,1853,458,543,460,0,9,179,23,7,1757,641,674,595,3039,136,407,313,734,798,331,1091,344,638,622,411,451,2,3694,263,998,124,243,402,1,299,236,301,537,339,0,1151,1016,3343,2870,0,0,777,310,0,0,538,8154,0,0,160,718,1129,41753,0,606,857,328,45,0,269,725,0,200,3897,488,971,131,157
107,6311,1,0,1490,7249,6912,593,0,1,1292,1634,1631,9749,8495,5820,2292,6235,4455,6411,6437,9695,11912,5622,6944,752,3748,2360,1789,1759,233,39789,420,1797,4115,3697,4,1846,3642,6064,336,2066,70,1485,266,5685,37570,15448,0,0,4053,5869,0,0,2889,12218,0,358,0,60012,31212,55403,0,497,8814,1314,3068,0,4287,217,0,2634,7967,620,1539,2172,4251
108,4268,2217,411,0,0,1,0,0,28,687,465,292,253,0,0,0,0,433,0,0,0,2109,2024,3936,425,4691,3804,0,0,0,488,639,0,0,1,0,1372,134,617,996,308,0,0,0,0,138,0,960,0,0,0,0,0,0,1,0,0,1,0,0,31514,0,1,0,0,0,0,0,0,0,5198,81,223,0,1067,40
109,8321,569,874,12928,1351,4863,4348,0,90,1638,87,497,3809,2740,3609,2520,13577,824,1669,1456,2119,2632,1018,2322,622,1535,2773,5542,2372,339,8813,1295,4556,6002,4338,494,1169,1343,2136,1943,987,3009,0,5949,3073,4849,22228,2,0,1696,2890,0,0,2955,44544,0,36,1928,18117,9876,107169,0,2947,6615,1519,989,0,1011,1945,0,628,24580,1223,13200,360,1663
110,5788,410,1850,6887,1754,2402,1973,0,0,670,391,229,3472,1920,1330,2188,7101,274,1065,1853,1859,2424,1445,2781,807,2011,1701,3269,2318,451,10943,2194,3905,541,3020,681,751,1548,1543,1787,2497,2803,54,4593,6338,5224,19287,0,0,3276,1297,0,0,1924,35733,0,137,843,598,3054,70180,0,1839,4571,1459,396,0,655,1836,0,814,18986,1893,4886,571,1555
111,3284,202,367,765,639,1018,167,0,0,214,250,156,628,577,760,231,1206,204,613,774,237,444,247,765,259,327,340,107,556,168,3473,197,388,297,723,94,97,212,96,166,318,291,12,960,768,1350,3607,124,0,664,1069,0,1,461,2116,4,6,98,1676,1403,20826,0,326,1452,466,236,0,431,346,0,347,1905,1193,4090,272,425
112,2360,82,530,1160,2092,1,132,0,0,183,349,184,779,766,53,319,1018,245,397,1713,774,1097,696,1580,218,568,356,76,402,354,7165,460,222,154,927,123,1,214,843,143,556,163,100,629,995,7197,3971,128,0,1428,1069,0,0,365,4199,5,14,151,0,817,43013,0,76,335,169,114,0,680,304,0,656,3642,337,662,234,432
113,6650,331,1251,4540,321,78,1218,0,277,1140,424,169,3274,6666,4736,2271,10450,493,2121,1182,968,931,713,1996,691,736,1991,835,1509,1086,9616,1338,986,280,1193,1062,349,5795,3425,1605,1686,3205,0,3664,9318,30992,8556,156,0,6283,2652,0,0,1413,18187,0,15,781,12190,5488,173637,0,1085,3676,1275,327,0,2026,3016,0,1293,7669,826,6468,935,1461
114,20986,3680,3359,10773,2235,10167,11430,0,1,2752,699,1161,11064,4371,8566,8318,30548,862,8128,6012,6245,5018,2642,10246,2241,3749,8322,17913,3753,1366,29612,3022,5862,4616,5764,2105,1822,6311,6103,6363,5367,3147,0,6086,8230,21339,37165,5,0,10835,3730,0,0,6390,90276,0,845,2074,11597,14656,306869,0,4057,14511,3404,783,0,4985,6069,0,3002,46893,1567,13572,918,5579
115,14,9,0,0,0,1666,1,0,0,4,586,0,0,2,981,0,0,0,0,0,0,21086,11175,20402,7675,12296,738,0,0,0,2542,3,0,47,0,10,2,944,1151,74,5,3,0,0,0,1,6000,0,0,398,0,0,0,1305,3,0,0,1,0,0,8052,0,0,0,2,0,0,0,0,0,3,0,5,0,1,1
116,12,458,231,0,0,2626,1,0,0,262,37,4,0,1,367,0,0,293,0,34,1,2436,2194,2967,744,2595,31,0,0,1,71,782,0,186,0,3,7,26,1,1,0,0,1,0,0,11,670,323,0,0,0,67,0,13,0,0,0,19,0,225,5969,1,0,0,0,211,0,82,0,0,2,0,1,0,20,0
117,3552,202,324,5047,2531,1515,1014,0,100,864,136,648,5926,2025,594,1008,4837,261,717,1062,1968,1165,451,1060,220,614,1392,567,1415,767,7576,734,1308,597,2332,1675,46,217,2209,588,1536,1249,273,4602,1628,2896,6352,56,0,2351,1413,0,1,1428,21951,0,5,527,284,3143,76455,0,883,597,965,421,0,589,887,0,538,26863,1026,4081,500,701
118,3852,172,1238,548,1631,952,470,0,152,271,119,54,2933,889,517,628,1342,331,619,1523,536,1127,919,1881,326,898,1071,66,697,72,9573,579,454,129,1379,302,58,593,364,222,1054,338,1,877,922,3924,4717,228,0,1953,403,0,0,689,3412,0,5,24,2980,1305,55275,0,115,1868,565,273,0,451,547,0,893,2995,946,2003,199,809
119,2431,525,109,2279,1414,110,658,1,0,601,218,238,2344,941,431,1127,5505,240,847,1028,1480,658,495,1050,212,815,1008,523,1038,280,5190,80,1334,358,499,536,70,359,751,349,831,677,0,1997,1607,4974,6306,71,0,1008,1104,0,0,581,15029,0,33,317,0,822,75936,0,759,1393,468,264,0,473,433,0,654,9352,1152,2902,136,492
120,2387,168,496,3354,631,674,1931,0,15,484,281,218,653,2946,1911,2717,9111,242,1435,867,936,738,421,720,258,613,1102,1040,783,378,4756,482,833,392,938,473,343,1262,1408,941,1127,1538,0,2054,6106,14791,4848,93,0,1667,1698,0,0,393,29165,0,59,689,6829,2674,111636,0,1282,2970,978,143,3,881,1374,22,370,4849,112,3860,518,752
121,2785,161,582,3166,1090,2141,958,0,2,234,186,141,1839,498,384,913,2937,144,830,1235,1088,525,445,1555,72,996,480,265,863,644,5401,566,1718,714,473,621,168,724,278,907,1211,649,0,2277,1739,4863,4745,75,0,947,801,0,0,495,12893,130,50,293,1649,2004,90985,0,815,2210,861,428,0,687,841,0,442,8187,1477,4260,279,662
122,809,2,2,1265,0,1750,0,526,1,3,3274,12,0,33,10,0,0,1,0,0,13,10323,11747,18168,0,5446,10,0,0,1145,1988,2,0,5,3214,13,0,539,8,9,55,3,3,0,0,218,0,5,0,1124,0,605,0,673,2,0,293,5,0,0,13597,1,0,0,0,1,251,0,0,0,18,9,0,0,555,0
123,19232,3963,1258,23677,1265,0,10604,0,199,2564,3467,604,4735,32910,4656,27697,74876,799,3667,5703,5890,2898,1329,2916,659,1433,2283,7974,4131,3681,17131,3086,2372,362,2190,32808,1798,4560,6794,6208,3551,11755,0,60859,45261,71850,56605,977,0,35962,17829,0,0,6474,205666,0,220,3926,944,5304,656536,99,1888,7844,2843,1010,0,1198,11981,361,1909,16383,5115,17004,2527,6301
124,4112,351,877,2246,370,0,279,0,21,294,219,37,827,2762,880,873,5516,144,560,407,336,261,105,279,68,188,359,168,707,406,2301,652,236,2,200,829,66,356,457,312,471,725,0,3201,4911,3221,3706,32,0,1531,2095,0,0,457,6101,0,17,209,1860,1061,49222,0,499,1660,219,231,0,247,873,0,285,2118,175,1481,389,553
125,21634,7886,3192,6688,0,1,3305,131,72,4774,2024,177,0,18655,3198,8263,46915,867,792,1990,35923,1370,981,2378,460,1230,8258,935,0,2269,659,3429,1731,21,512,624,1502,600,3572,2567,2323,5972,0,7404,0,15270,67910,1033,0,0,1482,0,0,2227,68628,0,422,2304,342,556,270253,1184,3555,629,2664,1433,0,0,2724,0,685,907,31748,38487,1751,1398
126,9064,1861,0,1,0,1,0,0,0,1709,1296,1892,0,1,595,0,1,1409,1,0,2009,10053,6844,13588,2726,7540,5752,0,655,0,1357,655,0,51,103,0,4335,504,828,6368,0,0,1960,2,2,11586,1,804,344,0,1,0,0,0,5,0,0,1110,3,0,129808,2002,0,1,1,1201,0,4771,0,0,4648,2,37392,723,5020,1571
127,43004,2291,4849,43193,21991,0,20254,0,77,3759,4607,2002,17535,9679,6718,13177,49515,2831,4664,12441,11680,3854,2028,6244,1707,4534,8225,19133,13310,4100,58243,7972,15149,13137,18697,10270,1692,6968,11195,13068,12907,19166,4194,27055,8837,23883,78576,49,0,21441,11612,0,0,12782,266820,0,120,5297,0,7222,465468,0,13234,13603,5950,301,0,4242,7174,0,2455,167215,15355,42324,3009,5777
128,2606,203,296,2948,727,1176,1039,0,0,340,242,46,1865,1070,1518,774,3548,164,807,1050,919,553,452,1182,349,596,1044,1009,370,321,3875,184,668,1360,902,1082,0,372,611,271,461,1036,0,2244,1421,2141,3451,97,0,560,696,0,0,474,15379,0,0,715,6985,2144,56035,0,1018,1413,513,166,0,214,829,0,275,5093,439,3973,204,422
129,3,1,692,2,0,8,1,0,0,1126,1047,535,0,0,4,0,0,295,0,0,1,8016,10863,12722,2386,10214,6,0,0,0,485,227,0,41,0,3,0,41,1,16,1,0,0,0,0,0,602,0,0,0,0,973,389,0,0,255,653,0,0,0,24054,0,2,0,1,0,0,8,18,0,275,0,11,0,157,0
130,4066,176,21,3063,367,441,888,0,24,389,317,62,952,706,407,1721,5465,275,446,1311,909,734,704,827,455,902,637,713,779,38,2807,92,1359,210,1010,293,454,380,130,295,688,1038,28,1576,2193,4699,7351,102,0,1141,480,0,0,950,18362,0,11,36,711,1549,39508,0,436,1490,672,240,0,303,1114,0,331,4609,1032,3655,239,473
131,14082,1864,1339,35659,9851,1,6544,0,0,1871,752,679,15897,5438,5572,14501,30771,1779,5865,5148,4941,4580,2261,6822,446,5968,6023,10604,5003,2112,34235,2745,6178,5668,6698,5961,1113,3469,8940,4249,8762,13331,1,8282,8373,8659,40300,1195,0,6691,6918,0,0,4915,156033,0,0,2837,18,4982,178548,0,10388,6531,7751,1615,0,3146,6402,0,1648,57623,3601,22650,1780,3470
132,3902,265,201,2967,605,825,1289,0,91,133,89,256,2483,934,535,966,4606,134,572,788,601,518,587,1090,290,494,1099,1231,899,208,3485,388,829,881,1283,548,76,418,1126,547,1009,1032,43,1144,1364,3692,2952,43,0,1217,589,0,0,491,16821,0,53,407,0,1276,41164,0,1045,853,545,196,0,311,522,0,452,6216,694,3574,211,665
133,4991,4,353,3828,1140,1609,2183,0,161,842,279,520,3810,1512,1066,1870,9956,211,841,1726,2442,1415,1132,2552,294,948,2619,1311,1827,774,7864,290,1556,611,1840,2218,151,1775,2283,1353,1652,1588,0,6139,4463,2345,11751,0,0,1660,1626,0,0,1416,34062,0,0,1122,647,1699,46925,0,717,1470,1772,495,0,652,1793,0,246,13761,1257,1308,452,641
134,3417,242,164,4625,1427,34,1145,0,0,568,206,13,1800,836,661,1551,4700,76,580,1536,2163,743,430,982,106,560,780,1180,1103,92,5515,646,921,639,1018,999,92,286,1391,220,1025,765,0,2145,725,3363,5147,0,0,1401,1361,0,0,317,19809,0,0,520,0,686,51389,0,874,1378,587,287,0,656,558,0,496,12727,805,2571,329,623
135,5739,749,636,8388,245,0,2162,6,0,1382,719,520,1536,14474,1342,6983,37761,386,872,1049,1518,450,215,537,37,567,1314,1920,931,3145,2004,1076,1064,72,744,9269,1029,2019,2552,2749,1580,5658,0,33324,15293,16879,14627,139,0,13227,9612,0,0,1166,71570,0,119,1759,384,2020,142548,145,1042,2357,2010,507,0,276,2941,55,597,1551,6701,19108,674,3500
136,1916,252,419,3039,702,207,1302,0,68,121,117,168,1177,640,1096,645,3930,218,664,352,1202,590,559,803,250,765,713,404,421,262,3174,266,979,350,107,472,194,461,747,539,695,610,0,1192,995,3657,4914,106,0,1394,798,0,0,322,14855,0,0,148,989,1300,63823,0,751,1347,797,204,0,324,480,0,224,3933,404,1621,218,440
137,10106,0,1269,6401,6810,13236,55,0,0,228,1735,156,17177,9591,1269,987,12344,2215,14625,4603,11511,3482,2836,8476,3,7633,11750,1234,4952,542,42239,3032,5703,1390,2877,434,796,3158,2591,3567,4308,4643,0,4624,8318,18072,13451,0,0,1366,5570,0,0,4077,13743,0,115,172,31208,24512,40323,0,494,5192,1943,1583,0,3430,1845,0,2553,15011,4813,1490,3068,2077
138,4010,1245,2199,13772,7505,3361,2968,0,0,6154,2556,914,19702,15762,5412,4599,39324,1949,8313,5825,127,24858,5943,30738,7699,15101,17002,5945,1730,2095,30437,1548,9862,8264,4828,3279,2037,8804,6459,5690,6474,10874,0,7962,14672,17013,14998,1412,0,6871,5879,0,0,3183,175357,0,0,3694,32311,18388,258610,0,986,9741,4366,1560,0,4304,2347,0,4223,35444,3700,12089,1197,13948
139,4,1,0,0,0,6914,0,161,0,9519,16854,3790,0,0,2070,0,0,3090,0,0,1,81070,29838,118783,12001,115254,6495,0,0,0,4151,6,0,1482,0,3,1,1,1,1,1,0,0,0,0,8,6792,1,0,0,0,0,0,0,1,0,0,1775,0,0,166790,0,0,0,0,0,0,0,0,0,1099,0,8714,0,0,0
140,2761,512,481,8303,976,674,3468,0,0,685,668,266,5066,1759,2348,1450,12757,460,1215,2239,1276,1901,879,3206,590,1829,3325,648,926,859,5507,616,2787,2709,1964,439,638,824,3202,1992,2070,3234,0,3275,4698,5413,12535,517,0,2057,706,0,0,1931,29780,0,121,1260,24798,5038,55459,0,1788,2753,719,370,0,668,2539,0,354,12066,640,8278,478,1459
141,2476,281,300,1136,880,13,95,0,27,182,119,182,1143,493,177,447,1508,158,162,498,231,173,173,574,75,271,195,149,388,171,2559,471,319,141,341,92,181,178,310,90,218,459,0,728,494,642,1896,50,0,713,553,0,2,206,3233,0,9,39,0,614,17767,0,175,580,475,111,0,141,364,0,214,4252,578,1794,101,303
142,5570,746,1755,8937,1069,2194,2233,0,35,1162,796,121,2254,5111,1918,2161,11508,758,1551,2641,2499,1618,423,1697,403,1091,2719,908,1701,796,10499,1159,4193,574,3696,1135,1041,3828,3451,2965,3365,2892,231,5444,6300,10394,14764,253,0,2676,928,0,0,1781,30291,0,92,1464,14698,4575,114283,0,2177,3712,629,801,0,1258,1350,0,650,12641,1104,6664,956,1079
143,2668,111,892,3422,1387,1,1040,0,0,919,398,70,2918,1315,627,1340,3073,49,1465,1972,1353,2415,1718,2338,0,1996,807,750,1511,129,12523,751,2095,974,1786,1185,368,1513,1817,1559,696,1277,0,2405,2357,10870,13206,166,0,2074,2247,0,0,1760,20690,0,165,511,833,1607,127385,0,482,1206,990,124,0,1212,763,0,697,16994,967,2659,294,1303
144,3102,112,974,6906,1202,4496,1315,0,62,1668,195,612,6394,2258,1643,1223,7615,367,838,1331,2090,794,652,1030,216,998,1318,1288,1304,606,5005,225,2915,1852,1805,802,575,1343,2707,2177,1098,1602,0,5442,2353,1469,11390,109,0,1542,1855,0,0,777,20081,0,27,565,18507,3397,103308,0,1584,4011,1096,236,0,591,1578,0,447,19762,1793,7983,547,1327
145,2788,251,628,3575,1137,40,1766,0,0,891,359,235,1651,871,994,1312,4677,50,479,1149,1319,696,421,1114,81,698,1200,883,1149,249,5692,321,1115,1264,482,390,301,734,998,961,536,818,0,2235,1013,3736,4674,18,0,1169,613,0,0,797,18018,0,10,233,327,583,82249,0,645,1009,524,433,0,587,1178,0,444,13002,1436,2480,167,260
146,3024,411,365,4156,1570,117,1251,0,90,791,697,229,4269,2254,1109,1940,5340,76,1533,380,2435,1535,919,2313,548,1124,1289,394,973,550,9071,689,1137,1057,3649,239,459,2205,4197,1525,1201,2200,0,1613,3000,1842,6303,332,0,1908,1480,0,0,608,27909,0,0,551,3617,3099,69364,0,1027,2991,2091,448,0,557,1537,0,444,8635,309,2536,647,1445
147,1535,156,315,5259,2107,1994,1459,0,1,540,184,248,5934,1480,849,1518,7523,247,1066,300,1908,1914,766,2587,623,1278,2173,1711,1791,555,8085,581,2054,1443,1936,1106,617,2235,2889,1722,1072,2215,0,4348,2397,5380,13879,0,0,2259,1511,0,0,1320,26914,0,19,868,2944,2035,68959,0,963,5452,1582,330,0,760,1730,0,465,23517,1878,8186,594,951
148,415,1,2,0,0,250,0,0,0,0,365,14,0,0,269,0,0,255,15,0,1,3048,2196,3231,847,2905,1,0,0,0,1,0,0,0,6,0,1,298,192,115,265,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5080,162,0,0,0,363,1,113,1,0,81,1,127,1,109,0
149,9487,946,948,8764,5350,1,2344,0,3,1241,786,384,5061,3403,1137,4207,13370,468,1282,2185,2820,1203,985,1398,348,1311,3776,1159,1882,1368,18708,1613,2393,2386,3525,2487,656,675,1899,2167,3080,4249,293,5469,4577,3426,18838,301,0,5542,1410,0,0,2425,41521,0,9,1550,110,2600,139224,0,1257,3593,2034,862,0,1395,1749,0,1255,38705,1140,5557,651,1355
150,5424,429,414,5327,497,395,2622,0,113,161,86,269,4089,2484,1851,1151,6370,144,799,1955,1473,803,515,1510,256,737,848,698,702,150,4049,365,1765,782,1621,779,212,1004,1005,467,1481,1076,0,2468,1663,3308,5309,0,0,995,1559,0,0,405,22390,0,46,749,1755,3364,56810,0,1631,1583,268,716,0,191,1059,0,499,13277,1096,6058,307,879
151,12743,3,2332,21301,5704,13,8660,0,621,2499,2451,1567,13750,8114,7462,8991,26977,281,5567,3795,2339,7725,2635,8906,4809,3718,3861,8016,4180,516,15483,3078,9110,9851,5350,6192,1058,7860,11683,4785,2371,5070,734,14364,11563,16257,42721,9,0,13790,7164,0,0,4657,114644,0,119,2814,18338,8429,560825,0,3745,9093,2683,270,0,2197,6548,0,1837,47975,6573,32379,1844,2905
