,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
122,34032,942,1875,37049,8522,11181,11929,2064,0,190,1642,23679,10915,0,8603,7207,0,44297,14,10258,6187,2981,0,4676,2487,12227,2494,6647,11493,16427,0,0,427,33977,4610,13952,21805,1364,9318,1,1578,3547,10766,4707,0,0,0,4256,1424,0,14559,0,0,0,19435,11136,27557,35144,5681,5044,0,8570,8499,120324,0,4475,26424,19797,313446,4811,13331,6780,5069,79,2,0,0,7959,608,102043,0,7014,53083,2693,1229
123,28146,3001,2462,27782,7355,1084,10627,2678,2,302,4028,32364,8023,0,9798,10336,0,47503,773,4476,7059,10656,1,7185,4325,4798,972,5419,9667,9518,0,0,2,36213,1537,9365,7790,2461,6902,2,2993,7640,4318,5596,0,0,0,3866,530,0,6910,0,0,1,14234,20309,30308,39718,11623,8808,2702,3194,4120,150059,0,3637,10405,11156,625591,9849,13240,3693,12882,862,0,0,0,4696,3608,63877,1,6153,32762,2234,1165
124,12793,1951,2406,24502,12196,0,10415,4867,696,1575,1768,21261,10239,0,10043,7038,0,66979,0,4878,11287,6214,2819,7789,6278,9042,1518,6929,6845,10990,0,0,3,39902,3272,19118,20327,1412,10211,226,1544,4323,5974,6662,0,1,0,3849,34,0,10608,1,0,0,7295,22324,13693,62522,12290,14454,631,5338,8168,234783,0,5379,74563,35025,277891,0,15418,3297,9876,0,815,3,0,10585,2789,106319,0,9940,43197,2059,0
125,26915,1708,5303,24478,5963,1902,9807,7367,124,388,3934,16962,32463,0,12557,20706,0,48069,0,3795,3017,2329,1,4119,3717,6450,1770,5651,8311,4980,0,0,942,35443,2911,7890,353,3193,6259,0,429,16149,26255,14389,537,0,0,10457,1029,0,10752,0,0,0,12353,55632,77171,46033,23382,14776,685,7961,7059,227777,0,11695,86042,17968,909125,0,24697,5006,2050,2081,707,564,1,13636,3721,50451,1,3839,23205,5485,0
126,8797,897,1729,8675,2169,1343,2455,1289,0,37,177,4103,3464,0,1728,1951,0,9862,209,1680,1631,1461,280,1975,943,2359,962,1573,2801,1657,0,0,1541,10631,302,2260,3206,376,1856,1,483,1251,1489,1510,0,0,0,2031,339,186,1176,0,0,0,5705,5365,5833,11863,2012,2627,396,1588,858,22425,0,1521,11510,6110,99329,0,2318,3038,582,323,0,0,0,2398,764,20233,0,2631,11569,537,0
127,8271,629,2465,14775,3786,606,6221,173,6,170,381,4627,3968,0,4106,4986,0,15697,0,2143,2533,2341,1,1578,1281,3717,1616,1798,2721,4784,0,0,3,12686,1185,4973,6212,411,3749,9,567,2010,2021,1147,0,0,0,1496,6,2,3594,0,0,9,9821,9756,6613,17962,2135,2980,95,3867,2410,74480,3,3033,10166,8592,243633,1797,6796,1539,5147,238,0,704,0,2612,599,30303,2,5327,17617,685,0
128,30609,2076,6943,45563,6091,17104,16359,7003,1,391,2966,34847,12561,228,14370,13214,0,59141,170,10462,9532,16021,861,5814,3264,10726,884,5171,10363,12260,0,0,5214,44092,3129,10935,6717,1354,6429,438,2553,6589,8058,6294,0,0,0,10125,1827,1229,9567,0,0,0,32936,21079,23972,53570,15560,13013,1078,8690,10224,182002,0,7088,86261,28148,677815,1204,29898,7162,7545,2589,46,2,333,10168,4424,86168,0,6843,62737,4788,0
129,7900,1006,924,11113,583,6125,3458,1029,1,80,383,5562,4071,1,4458,2203,0,13538,0,2487,1829,2489,0,1558,654,2755,479,1560,3435,3169,0,0,1497,7931,630,3743,1563,533,2924,78,916,1119,2106,1079,0,0,0,1202,273,0,3160,0,0,2,8847,6026,12065,18102,4438,3543,107,3196,1907,46400,0,2532,48007,6040,132784,220,6535,1301,2772,972,267,0,0,2390,591,18653,1,1497,14761,647,0
130,1381,219,1286,4660,511,2926,955,684,24,3,266,1375,1335,6,1010,1389,0,5146,0,1858,1072,842,10,1250,407,1229,479,745,1233,627,1,0,120,4414,772,1020,2162,361,492,2,203,732,798,790,0,0,1,222,97,61,1448,0,1,0,1561,3088,2762,6023,1033,265,1,1570,868,16472,1,162,16349,2176,59548,0,1969,724,607,98,0,0,0,721,118,4649,0,465,4271,253,143
131,5905,2124,606,3926,815,2059,1783,512,0,50,345,1663,1707,44,1731,1896,0,7951,36,1957,791,946,2049,1641,522,2326,219,1169,1579,2458,0,0,12717,9088,432,2564,773,277,2947,0,242,847,972,701,0,0,0,865,23,124,860,0,0,0,6277,3184,5878,8962,1592,2354,345,964,758,29179,0,854,8399,3659,73287,107,3863,1018,1147,0,0,173,0,2131,477,14072,116,115,4283,419,0
132,8893,1047,1487,11843,2628,2947,3167,651,0,95,364,6656,2600,0,718,2407,0,11586,1,1947,773,1582,0,765,609,1386,159,1623,2245,5379,0,0,0,8707,538,2732,2045,443,3655,0,652,1042,1668,1698,0,0,0,1077,61,0,3115,0,0,0,5800,3066,7583,6644,3675,2118,87,1487,1667,53680,0,1406,434,3542,74075,841,4505,2023,2827,417,261,0,312,2389,808,19431,0,1895,7759,650,0
133,3214,610,106,4845,998,426,1747,790,0,83,249,2928,1490,1,1148,1219,2,5256,0,1149,1700,977,67,611,389,1891,174,1157,890,1272,0,0,1,6696,272,1359,1597,484,2045,18,181,1018,1721,918,1,0,0,287,0,0,1220,1,0,1,2206,4053,3176,13105,2119,2163,72,1260,899,21028,0,642,1269,2996,68814,10,1871,642,1815,215,0,2,1,2152,299,10967,2,2558,7436,395,0
134,11130,2625,1230,15279,384,6795,4256,1785,61,428,679,7084,4090,1,4361,2287,5,11919,0,1829,3007,2850,0,2045,1372,3270,838,1867,4118,2532,1,2,2,6506,990,5163,3569,1105,4969,0,226,2239,3961,2031,0,1,5,1728,649,0,1450,0,2,0,8209,2190,11415,19829,4508,3282,0,2626,1332,50554,3,2439,60187,13474,186616,1,4274,1536,5676,3,0,677,41,3420,612,27144,0,2744,18927,802,1
135,7356,385,733,9999,1905,5031,3018,472,1,53,435,5936,1404,0,1834,3430,0,8783,0,1093,2082,1525,1,1167,915,2613,116,1182,1371,2415,0,0,118,7044,701,1679,224,283,1286,1,685,1434,1816,1690,0,1,0,806,330,0,3041,0,0,0,5716,2623,9297,9578,3546,964,83,1318,1231,49582,0,1159,5091,4505,68357,0,3302,1531,1855,383,0,103,100,1257,444,15262,0,2442,12836,438,0
136,3011,39,535,4146,3852,1,1193,1033,0,204,561,3917,3365,3,1518,2337,0,6680,55,1292,2788,5906,271,1972,2065,1833,505,1750,1449,845,0,0,147,11811,315,1831,1156,399,2493,3,892,1501,1589,1385,1,1,0,1429,0,0,2097,0,1,0,2951,3520,588,11659,2109,2406,143,1624,697,33256,1,814,3254,3902,27775,1,2411,803,518,260,0,14,25,1303,731,24678,0,1077,5834,369,0
137,7342,1119,2069,10576,1018,1792,2216,943,1,19,340,10579,3365,0,2335,3161,0,8665,0,2121,1798,1361,3,2035,1091,1865,510,1708,1475,2708,0,0,1,8619,274,3478,2135,347,2079,0,293,1644,1888,866,0,1,0,1723,1,1,3704,0,0,0,6465,6417,7704,6661,1457,2478,1,843,2427,45592,0,846,6877,4834,107298,226,4369,1455,190,272,0,0,1,3160,864,15545,0,1423,8858,540,0
138,18917,5,449,16151,1421,2309,7181,2796,0,212,381,9380,1524,1,4217,4931,0,10186,0,2137,1525,1135,0,3557,2772,5508,581,2871,2427,8591,1,0,5,12074,408,5418,4770,1653,4101,1,526,1931,4208,1307,0,0,1,1950,26,0,1415,0,0,0,5323,9464,16787,13354,6329,4786,1,3426,2737,60348,0,1684,14636,8260,265855,207,6298,2568,5465,402,0,2,0,2666,671,24414,0,5382,22203,794,0
139,2449,399,575,3635,929,285,3562,321,2,55,80,3704,1555,1,1491,2257,0,8690,0,1183,1188,1512,2,1139,1153,1900,162,1788,1855,1340,0,0,0,5351,155,1339,563,136,1056,1,867,713,871,571,0,0,0,806,0,0,1513,0,0,0,2931,3643,3866,7628,1843,1728,136,744,1119,26165,0,524,3544,2778,86510,478,3124,1982,807,354,0,2,1,1174,467,10243,0,1077,4822,417,198
140,14580,512,1673,32127,6935,874,22692,7459,1,1115,2215,23429,10356,0,5032,12558,0,43189,0,5894,9756,8112,9,9117,5108,11478,3530,5581,9793,9167,0,0,0,51144,4412,13331,7395,578,14767,1049,2537,8141,15726,7616,0,1,0,9033,0,1,11553,0,0,0,14684,11000,28385,43405,8185,3044,2052,8193,4950,151738,0,2824,10016,13644,556078,1,10869,6079,15498,1,0,474,0,6728,1797,98350,0,6399,45514,2103,0
141,6655,756,1309,10227,4248,4092,2706,869,0,103,756,4547,2455,0,1340,2745,0,12821,0,2401,1616,1447,64,2275,1074,2138,408,1789,1857,2395,0,0,3718,8914,537,2833,1452,872,1389,266,140,550,305,1271,0,0,0,1713,94,0,2181,0,0,0,4514,3417,6735,9130,1713,1726,258,2373,1687,45224,0,1416,318,5373,97606,1206,4410,1749,2044,407,0,0,0,2649,746,25165,0,1454,6345,515,82
142,7552,307,877,12929,2967,5363,2676,1336,0,104,505,8749,1648,0,2931,4158,0,8869,0,2718,4018,3050,1,2119,1073,2452,275,1863,1371,4859,0,0,0,9595,460,1306,2582,550,2553,0,811,835,941,1057,0,0,0,1700,143,0,1882,0,0,0,8115,4677,12980,13236,3031,3929,430,1781,2299,52451,0,1770,8093,5402,86999,1342,4944,2305,533,548,241,25,102,2813,594,19187,0,3158,13224,566,0
143,1395,1,495,6192,1925,545,1947,1268,1,0,867,2164,1117,0,1675,2398,0,3710,0,1109,1981,1,0,5001,2083,11026,2775,4814,1313,1530,0,0,3,5203,601,92,1644,1,515,0,0,1884,2117,544,0,0,0,2066,0,0,638,0,0,0,6959,2923,14621,5962,2201,444,3,937,359,4802,0,631,16966,2563,562034,717,4015,1195,10,273,0,790,258,2326,567,5791,0,229,5948,335,0
144,6600,1993,1076,19886,2016,93,4387,628,287,159,204,13687,3174,0,3684,5987,0,18671,1,3544,4347,3423,0,2717,1852,6723,1114,3392,3206,5677,2,0,3,10807,1235,5883,8219,1205,3218,15,945,1795,2250,1549,0,0,0,2020,18,2,5565,2,0,5,12373,7253,11005,22045,6134,3098,302,2141,2471,72476,1,1214,7577,4123,304965,3214,8221,3682,7059,321,0,0,0,5553,1122,47531,2,1783,11789,1350,40
145,937,74,366,1954,408,703,936,314,0,59,60,1069,350,0,355,868,0,2637,0,507,291,510,0,383,660,439,120,611,784,1138,0,0,1,2309,146,964,858,89,1491,2,189,692,191,320,0,2,0,377,46,0,808,1,0,1,696,1828,2343,2876,516,484,0,784,309,17488,0,293,3883,907,34911,2,848,476,56,84,0,32,91,520,441,4475,0,432,1707,141,9
146,7782,901,361,4015,1150,7609,835,319,0,320,41,1661,2202,2,4118,1123,0,9613,0,1867,1346,1049,2,1862,1282,4443,615,1497,918,508,0,0,1285,7502,587,2842,4,365,2187,0,908,915,2118,1270,0,0,0,1182,46,0,234,0,0,0,4079,1892,7709,12522,3144,2305,465,1145,651,19232,1,511,28672,3972,69450,0,2715,2929,1692,1,0,1,81,1732,152,9377,0,556,1226,533,0
147,2801,1,1657,0,0,2,0,0,0,0,455,0,0,0,0,0,0,2827,1317,1261,0,0,0,16589,15648,42933,8658,21010,4088,0,0,0,3,18225,0,0,2919,0,0,0,1,25,1497,2199,0,0,0,0,0,2,0,0,0,0,0,0,1,93979,8762,0,0,8,0,2587,0,0,0,4116,46585,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,440,0
148,43550,3471,423,54139,2613,1339,9771,4411,0,368,1238,21788,12283,0,16674,10742,0,51676,0,9946,12555,6620,0,6316,2618,10262,2498,6127,9340,15079,0,0,1,32339,2553,11226,15532,504,15668,0,594,8396,8827,7519,0,0,0,4273,866,0,6490,0,0,0,23984,13521,54468,58900,27217,9452,621,8348,5963,141554,0,5655,95788,20614,752566,1963,19954,4938,16435,2667,0,656,0,10740,4407,63515,0,7946,48115,4233,0
149,4,0,126,0,0,0,1,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,2194,2233,4136,2192,2161,1,0,0,0,0,678,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,3959,1165,532,0,0,0,0,0,0,0,0,233,49201,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0
150,3686,91,4912,16476,3209,2541,4911,10,89,598,354,4067,2397,0,4421,3941,0,12556,2,4213,2744,3460,0,5728,1939,15310,3023,5187,5939,4942,0,0,0,18380,3334,4455,8282,4026,2846,1,1100,1735,2910,5876,0,0,0,2455,2,0,6675,0,0,1,6504,4052,9597,19315,7644,3582,132,1222,3534,47126,0,3601,27682,14612,359147,0,9441,1112,4844,1533,0,1,20,5950,1036,30321,0,2309,29307,1550,0
151,6854,579,822,5155,2739,136,1425,1188,0,23,273,1856,1349,0,364,991,0,7384,368,1065,2377,886,147,1243,693,2198,391,992,1345,2179,0,0,2866,12800,375,1838,406,5,2394,0,1078,375,1175,924,138,0,0,1278,113,0,1322,0,0,0,3402,1775,4732,10140,2225,1482,95,1088,981,25791,0,491,0,2287,96027,2149,1196,1101,257,142,0,367,0,938,795,22073,164,2804,9043,422,0
152,11511,1548,583,17504,1686,8424,6862,2050,79,207,1101,15197,6997,0,5506,8290,0,30731,0,6326,4324,2498,270,3429,2694,8763,1101,3585,5450,9670,0,0,0,9098,2564,6059,9368,805,2962,2,1069,2760,3157,3073,0,0,0,4821,1,0,5823,1,1,1,19052,15473,17795,30825,6381,4960,186,4923,5476,107624,1,3188,46595,15398,381844,589,17605,3066,3764,0,969,1,0,11893,1929,27333,1,3828,35603,928,0
153,3575,673,1311,9318,376,1094,5952,409,1,419,697,5619,3689,0,4778,3363,0,11011,1,3588,2392,1743,3,3755,1359,4009,1010,2886,1823,734,0,0,3,9403,847,3536,5987,100,1430,0,516,2545,2146,1684,0,0,0,2507,207,0,1936,3,0,1,8500,2095,17874,7820,3103,2752,237,1572,2932,49086,0,1128,36725,7080,176759,0,6207,1080,5099,1008,207,1,0,3500,502,25363,0,1008,18750,758,0
154,9692,1740,1939,15700,2144,1674,6352,2683,1,45,204,8855,3744,0,2510,5574,0,13023,0,3232,3836,1180,0,2589,1366,3494,1069,3936,4355,6471,0,0,0,14734,829,3894,5276,570,3291,0,406,2926,2224,3006,0,0,0,2816,824,198,3110,1,0,0,10415,5164,9711,17750,4961,4885,33,3347,1347,71239,1,2625,7202,8613,298751,569,5532,2583,3666,465,0,434,0,2543,406,29688,634,5083,10374,1258,0
155,9,0,1,0,0,30,0,1,3,0,0,0,7,0,3,0,0,0,0,0,0,3,2,32632,12399,24891,3542,23630,1,0,0,0,6,3537,9,1,1,0,0,5,0,0,1,10,0,0,0,6,1,1,2,0,0,0,0,0,13,27868,0,0,0,0,0,1321,0,6,1049,2299,9783,5,0,45,0,0,0,2,0,0,8,3,0,0,0,2,0
156,12846,827,2701,12591,1092,6815,1552,1510,1,200,243,9686,5101,0,2326,2089,0,10385,0,2964,1719,1086,0,2110,1404,5074,783,1856,4039,2263,0,0,608,10571,326,3914,3432,807,2903,1,315,1403,1057,1533,0,0,0,1407,21,16,3333,0,0,0,6369,6666,6028,14890,2621,4396,1,3203,3027,46443,0,1116,33016,9432,173573,0,6539,2717,2090,831,0,0,0,3239,864,23741,0,1852,14688,1080,0
157,6821,361,662,10146,3185,743,1570,867,1,80,879,10124,887,1,2408,3047,0,11265,0,777,2495,1520,0,1098,581,1610,782,1386,1784,2607,0,0,0,11681,929,2496,2308,165,891,0,643,1298,1524,52,0,0,0,1967,0,0,2563,0,0,0,4429,2237,11590,10785,2345,2668,131,1032,1648,51015,0,1519,2059,3782,40465,1507,3380,2120,1641,234,0,0,157,1105,1181,17813,0,2817,8098,297,0
158,26193,4716,2718,19856,13635,35635,6355,1510,637,0,9819,71100,16849,1,11336,6906,0,93691,0,5611,12987,6496,5,16407,13485,28168,4000,15181,15845,3668,0,0,1,49693,1508,38820,14876,0,9169,2,5813,8771,11929,15894,0,0,0,8820,0,1,11898,1,0,0,20044,32197,47489,155818,28821,6830,1,11180,9054,203665,0,2415,57236,45573,332223,2566,23552,7213,16322,0,0,2,0,16834,6694,35048,0,20512,97900,5241,0
159,1707,293,173,1408,574,339,1144,288,0,59,131,1635,339,0,208,467,0,2350,0,279,558,503,0,370,330,500,170,357,966,1081,0,0,1,2948,93,752,201,94,627,0,297,198,473,488,0,0,0,594,2,0,632,17,0,0,1503,621,1953,3180,577,540,25,455,238,13572,0,266,83,1120,30113,172,618,1084,225,187,0,0,22,502,249,7907,1,680,1418,87,0
160,7587,750,1128,9326,1088,1395,5086,631,0,166,253,1835,1784,1,2832,2307,0,7498,154,2838,1454,1185,0,2582,1383,2307,200,2223,2099,4416,0,0,1,9284,730,3186,4148,886,1666,0,448,965,2312,662,0,0,0,1770,0,11,1337,0,0,0,6059,3461,6560,10764,2445,1625,705,1017,1970,52660,0,1283,7769,4334,130506,0,2095,685,3221,728,199,0,0,3259,175,15080,0,1627,11702,279,0
161,525,4,11,0,159,12080,1,530,668,287,1223,1,1228,2,1748,0,0,0,4,2,99,9,12,5798,4504,6321,683,7225,844,1,0,0,2,1087,1895,0,0,4,30,1,3,301,236,83,0,0,0,1655,2,1,904,0,0,0,0,0,2055,1,0,0,0,0,727,2,0,1,3,1,210089,1,2,661,0,0,0,1100,0,659,1649,1,1018,67,2,408,0
162,8802,201,1492,9097,1365,1171,2520,557,0,235,415,6187,1070,0,2798,2721,0,12748,0,2185,2031,955,0,1526,857,1632,587,1097,2031,2591,0,0,19,6433,526,2092,2036,188,2093,0,573,1240,2549,926,0,0,0,1576,1,1,1990,0,2,0,7994,3574,8476,13014,3220,2834,0,642,2778,40804,0,1023,14949,4477,76148,482,4952,938,958,258,0,18,2,1373,338,15805,0,1868,9841,566,0
163,1499,68,342,1885,218,88,1170,162,0,29,94,1354,912,0,1069,1191,0,3756,0,599,259,736,2,337,267,688,219,299,415,835,0,0,0,1791,151,571,859,35,1111,38,177,198,670,471,1,1,0,489,0,1,576,0,0,0,1131,1389,3708,2749,512,662,2,225,507,12073,0,472,4107,1003,40274,0,1901,378,1155,97,39,5,0,741,103,4506,0,521,2306,140,0
164,7377,729,3003,6118,1729,1040,2851,731,0,203,556,4150,4246,0,2518,1926,0,16213,0,2147,1754,1219,0,1076,990,1756,544,651,2465,1988,0,0,0,5190,415,2428,1250,432,2188,0,816,998,1803,925,0,0,0,767,0,0,1503,0,1,0,4565,6475,9171,11328,2783,2132,0,1752,2068,38298,0,802,19844,4378,46977,0,3495,1160,479,0,0,0,0,2006,569,13330,0,1748,10804,370,0
165,3461,216,1576,10031,5730,2100,3251,727,0,131,508,6668,5093,0,6256,3463,0,17946,0,1967,2394,4267,319,3518,4826,5591,1453,4032,1495,5526,0,0,0,19443,1354,6068,5195,1083,5195,290,612,1395,1262,2777,0,0,0,2920,194,0,3945,0,0,0,4853,4931,2903,20575,5898,1940,11,3000,1818,58516,0,2287,46625,8557,99693,877,4373,2665,960,563,241,0,157,2525,1110,17141,0,3885,14483,1471,0
166,5686,357,1065,9831,1936,4511,3651,1674,0,280,68,3363,3911,0,4829,2864,0,8211,0,2919,2215,1338,6,2277,1393,3983,285,1697,2356,4272,0,2,1198,8346,631,4179,7253,210,3005,0,781,1671,2171,925,0,0,0,1367,81,0,1568,0,0,0,6718,3507,11702,10855,1388,2253,413,2328,1013,36064,0,1177,11686,5391,119731,919,3671,1787,1623,0,0,1,0,3237,531,28455,0,2466,14858,496,0
167,3011,632,1272,7550,2845,1258,1236,2108,2,182,1217,15495,1589,0,2323,2410,0,11223,199,1441,3617,2705,1,3277,2616,6376,1132,4415,2712,2319,0,0,0,9882,1383,6722,1855,170,3789,178,1911,3047,2471,2686,0,0,0,1543,0,0,3510,0,0,0,4869,3846,3331,14837,2984,3600,0,2281,1446,48843,0,1778,9782,9009,26002,922,3460,3351,307,176,0,341,0,2060,2682,18771,0,2861,5486,1533,271
168,19146,4275,4347,29306,3823,8833,10259,3613,343,0,3623,6303,19762,0,13608,22539,0,54369,0,12735,6798,12128,1,6395,2620,10140,1648,7336,13534,14432,0,0,2374,23096,3491,9599,5594,3879,7886,21,546,15055,10643,12148,0,0,0,4075,216,99,10134,0,0,0,34170,30850,105422,36596,10342,13231,929,4766,9016,214955,0,8400,160903,22518,723858,4,27386,10116,3910,1352,659,4,0,11667,3546,44011,0,4109,36108,3440,0
169,17890,2456,3126,11395,7274,991,4853,1800,1,101,1150,14508,1828,0,2243,5065,0,12126,1,1531,4654,3265,587,2140,1413,3198,1144,2542,2180,3389,0,0,223,17291,1598,2013,2964,1403,2493,1,1051,2011,2591,3551,0,0,0,2773,299,490,3109,1,0,0,6258,4428,22589,7801,8057,2746,410,1741,2128,53700,0,1043,1351,3799,332824,2771,5224,2312,324,826,0,7,1,3063,1726,30050,5,4357,10454,1159,983
170,2,1,22743,0,0,1,1,2,1,0,0,0,0,0,13598,0,0,0,0,11279,0,7,2,207321,100054,207782,45706,160054,8,0,0,0,3,62390,2,20837,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,85,243260,10055,0,0,25611,0,1,1,0,0,2578,267834,0,0,0,0,1,0,1,0,0,0,1,0,17623,0,1934,0
171,3548,204,560,3023,378,1069,1206,366,0,176,241,1783,597,36,512,1457,0,4995,0,1506,883,451,416,882,557,1585,508,583,1882,497,0,0,315,3208,60,1622,1109,198,1519,0,593,301,1927,1057,0,0,1,940,5,102,827,1,1,0,2455,2419,4217,7754,919,898,130,393,735,14502,0,458,6509,2195,51604,0,2151,1055,674,281,0,1,0,932,288,6860,0,348,5800,510,0
172,6152,116,105,11395,1458,4504,4836,1834,0,0,521,487,1915,0,3097,1960,0,13290,1,1745,2090,2282,783,5263,3289,5418,1194,3941,2888,4341,0,0,574,11144,963,4731,1467,1263,2801,474,638,1190,4934,2876,0,1,0,2279,529,709,3006,1,0,1,5854,6207,12874,14415,2318,1468,541,3114,827,45276,0,1412,6782,7239,186337,0,3382,962,6712,364,448,2,1,2777,464,26217,0,1527,12231,793,0
173,3950,168,1145,7848,1268,3551,3699,1122,37,240,394,3364,4799,0,2024,1909,0,7994,0,2373,1312,2221,34,2609,715,1791,799,1984,2285,1842,0,0,118,5640,1075,1647,2269,1176,2167,0,203,1251,2272,1553,0,0,0,1262,79,47,653,0,0,0,8094,1192,9527,9722,1535,2801,244,2032,2530,31903,0,2901,24209,4607,100180,0,5402,1489,1246,110,0,2,0,4385,278,23470,0,1491,7428,345,0
174,11436,496,1572,5821,1171,6502,3227,278,0,284,464,6704,2839,0,1158,2530,0,11321,0,2580,1082,1707,0,2682,982,1183,668,1043,1682,2443,0,0,0,8254,176,2557,1386,639,3477,0,1034,2188,2633,1958,0,2,0,1227,0,16,2957,0,1,0,6639,7219,4860,9225,1997,3438,10,1447,2036,38783,0,1092,12252,4619,140489,0,3996,939,1039,307,0,0,0,1644,808,16598,0,935,8275,892,0
175,7810,787,859,6693,438,2150,3023,508,1,204,178,4672,1501,1,1978,2271,0,10094,0,1349,1162,1426,0,1494,773,2952,442,1163,2198,2781,0,0,0,6473,840,3006,1476,140,3110,0,885,798,1578,763,0,0,0,1071,0,1,1713,0,0,1,4015,3798,3685,9140,2403,2718,42,1326,1950,32931,0,911,12030,4135,86901,0,5079,636,2457,182,180,8,17,2347,567,20599,0,2981,8328,377,0
176,5832,556,950,6016,1284,2543,1283,862,0,0,232,5259,2823,0,2801,2750,0,10154,0,3417,2299,3068,0,3194,1458,2646,1474,1551,2147,2001,0,0,0,8844,596,2257,2874,290,2938,18,259,928,940,875,0,0,0,1493,3,0,1161,0,0,0,3751,5490,11352,7911,3936,2179,204,735,2426,41144,0,2335,4590,5174,18344,1708,3285,1367,3916,707,97,521,241,3366,492,17500,0,2409,9240,872,0
177,3538,185,124,3362,918,1392,1731,250,0,113,204,1881,1294,1,1028,1402,0,5110,0,235,859,1104,0,767,597,959,398,1002,708,1881,0,1,0,3845,283,2330,199,139,2331,0,177,955,1242,655,0,0,0,441,2,1,706,0,2,2,2562,1947,3587,3380,1221,1091,109,1130,387,17798,0,425,4866,1049,42264,979,1680,883,856,0,0,2,0,987,417,8209,0,413,1781,327,0
178,2181,20,491,3989,839,744,1481,355,0,14,252,2166,1136,0,1735,1565,0,5108,0,961,837,2033,113,1398,632,1550,231,1120,1125,2669,0,0,1,4740,243,1869,693,79,2175,2,431,1360,2145,1041,68,0,0,664,118,0,1032,0,1,0,2972,4326,4632,6197,1900,714,233,809,375,28895,0,781,4164,3706,49657,1576,2983,284,1323,198,0,86,157,2342,317,9139,1,246,5336,258,0
179,14771,311,737,21990,4488,1781,9409,854,0,363,1168,12678,7337,0,6142,8431,0,27166,0,5572,6896,3720,1,3582,1645,4164,1326,2748,5026,9236,0,0,2,22876,1497,6997,6180,601,6119,376,347,4500,10589,8043,0,0,0,2885,0,0,5780,0,0,0,7794,11003,17552,34037,6243,7752,629,4233,2867,106819,0,3360,4943,5725,302433,5575,6989,3734,8641,1335,0,576,0,3382,1669,53270,0,4517,15299,1499,0
180,6436,608,1014,6755,2460,3110,1185,818,78,96,553,3435,1150,0,2118,3196,0,7718,0,1473,2831,2096,58,1645,1386,1830,430,1842,385,1467,0,0,263,8721,445,994,2660,668,1448,356,453,1953,1550,486,0,1,0,1046,347,0,1760,0,0,0,5960,2199,8031,7124,3116,1737,156,931,1428,40311,0,574,1167,1106,129231,70,2145,653,1981,289,0,1,0,2321,978,14644,0,1722,10660,334,36
181,5690,680,719,4653,1695,1044,1574,1065,3,210,1124,3526,6707,0,4841,7056,1,15572,0,1203,1568,3271,50,1329,1504,1676,401,1337,2208,2705,0,0,0,7437,1050,3273,1440,347,2734,3,1267,2850,3429,1838,0,0,0,1231,262,1,2721,0,0,0,5628,8087,17446,12664,6250,3584,32,2176,1822,60937,0,1563,26241,6850,13759,0,4982,2792,312,437,304,1,3,4097,1580,9521,82,1367,8093,1158,0
182,9713,588,1376,7430,1079,1840,3069,1428,73,118,558,2617,1810,422,5041,3413,0,8308,0,3147,1104,1886,2,2088,1566,5186,1064,1944,2441,5654,0,0,1335,10158,669,4863,6037,969,1965,6,2293,1859,3395,1102,2,0,2,852,347,39,3017,0,0,0,3797,4277,6749,15580,3138,2026,14,2924,2509,35137,1,1148,15338,4946,121352,2,3578,1805,3147,7,0,5,0,1537,185,11681,0,1273,8394,522,0
183,3191,976,1085,8396,1359,3651,4085,1131,1,328,697,8251,4919,0,2511,2006,0,10992,0,1616,1856,2869,1,3215,3129,3841,507,2843,3402,2707,0,0,2,9660,872,4751,3359,744,3798,0,1203,2290,4595,2936,1,1,0,1986,245,1,3250,0,0,0,7845,4589,1464,14112,2003,2296,3,1232,1483,58797,0,2233,21342,8680,96633,0,4359,1455,194,33,543,3,62,6811,1808,10417,0,773,2897,1169,0
184,12113,0,6212,30290,4607,10679,3422,91,2,753,2997,28456,24391,0,3806,4876,0,42465,1,9538,6270,22213,1,4750,2796,8405,472,3488,1,7696,0,0,1,23196,2280,9313,4799,1231,7025,0,984,1662,4506,4709,0,0,0,6782,1215,0,827,0,1,0,33454,25295,44636,33413,4188,11703,0,3783,7997,254434,0,6774,67742,19669,129856,452,12857,7685,0,0,1,0,0,13130,1070,104243,0,5460,21205,4516,0
185,5657,554,558,6106,2257,0,4366,715,1,177,469,8029,660,0,2042,3040,0,12216,0,1728,3007,902,1,906,618,2279,727,894,1619,4671,0,0,3,11375,413,3473,3696,148,2585,1,600,891,364,1199,1,0,0,1415,12,0,2891,0,0,0,7335,2636,4122,11136,4368,2116,86,830,1474,48800,0,967,0,1522,92260,1783,3695,1716,2403,184,0,0,0,1048,679,31630,0,3112,11020,379,0
