,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
57,41540,9995,815,0,170,4,5843,4762,4892,25547,2022,2,1651,8983,83,0,26849,0,5645,466,687,1518,59907,9286,4090,10208,1275,6836,7719,0,3546,6939,69501,1732,2002,1289,6423,6578,0,5848,2931,1684,7231,6498,2261,746,23608,6345,45117,11360,2936,6187,14988,2655,0,480,14724,646,0,0,23256,0,545,1,37870,1434,0,171,547304,5308,416,744,1510,40625,6590,8050,2059,1,8835,0,8506,4506,2,3783,6404
58,11534,5531,201,0,17,283,341,4,825,3363,379,76,344,1311,16,0,1265,0,1331,37,75,449,2360,1325,814,1565,721,1073,417,0,1063,1409,13910,456,821,209,15,718,0,657,679,215,936,537,694,1804,2987,297,2382,2417,238,1554,2746,687,0,27,5054,0,0,0,1558,0,37,0,2382,310,0,0,45964,1521,88,151,694,3744,610,1440,851,0,359,0,1868,1062,0,153,844
59,769,351,181,0,2678,1934,0,425,114,77,5,0,822,0,259,0,0,0,170,1,0,178,0,1205,1010,1560,186,814,185,0,0,0,98,358,185,139,287,136,0,61,270,236,258,167,111,0,29,925,125,232,333,0,0,45,0,0,3123,0,0,0,1778,0,0,0,762,221,35,87,11979,21,59,157,90,84,0,617,235,0,85,1235,0,1210,0,173,501
60,1043,397,70,0,0,5,366,297,431,1036,251,0,0,263,17,0,1007,0,47,13,0,38,1679,637,765,791,224,570,391,0,198,576,474,133,263,48,190,251,0,632,283,209,432,922,187,15,1356,388,540,640,164,392,794,135,0,84,1564,0,0,0,1039,0,132,0,1464,86,0,67,36807,582,0,0,264,1058,10,475,445,1,504,0,484,190,0,98,265
61,1713,600,632,3,1,1,546,380,455,6789,1770,46,2,877,0,1,5675,2,0,0,215,0,4496,4640,5125,10363,1024,5396,1903,1,742,849,995,1561,1775,0,1226,1,1,815,1606,438,1049,2917,778,277,8298,3848,504,824,294,4590,4764,407,0,0,4232,4,0,0,721,1,852,7,826,671,0,0,150476,3101,1,443,0,314,0,1221,556,0,3124,4,3859,258,2,1331,1914
62,4183,1757,407,0,431,0,1088,918,2171,12588,632,232,258,2602,0,0,5433,1,1036,119,0,519,2839,709,825,2683,127,937,3069,216,1051,1436,3141,754,1530,610,158,1437,0,2294,499,648,1744,409,1541,1146,6427,1874,2448,803,508,6109,10040,2500,0,1179,4607,0,0,0,1322,0,218,0,7746,344,0,10,62213,1551,3,149,397,8439,1192,1985,1855,78,1470,0,2307,1947,0,493,2086
63,1052,1238,266,0,0,2205,602,1152,2770,13931,3139,4,1170,2346,0,0,2917,0,2971,258,206,52,3321,1301,2882,3748,1638,2396,1251,0,1338,1645,424,1220,1867,7,2589,2461,0,2304,1902,757,2273,999,702,3034,13,1901,267,456,1784,14617,17597,4408,0,2698,12517,0,0,0,1841,0,1025,0,13379,353,0,0,38750,3000,0,6,1,9054,2376,1243,278,0,1265,0,1126,535,0,453,1404
64,10014,1630,1257,0,0,2776,940,1359,3198,18650,1160,174,940,2149,0,0,12028,0,1512,1,0,221,7282,2879,1790,3878,559,2461,2133,280,2602,5803,10222,1782,3109,266,2130,3947,0,6406,654,427,5767,1753,1395,2904,9701,3610,3428,547,581,10976,19459,2830,0,575,14038,0,0,0,864,0,446,0,9061,964,0,408,212437,2675,174,843,351,15844,2786,4065,1357,1,1248,0,5648,930,0,1123,3960
65,12068,2713,0,437,0,895,1458,2436,468,9491,1797,0,336,3295,0,0,7023,0,1857,0,0,578,6074,1853,1259,5233,1920,3608,1676,0,520,3593,15480,830,1301,36,475,425,0,1429,654,552,1555,374,3330,1757,5190,567,6782,1522,357,3670,7912,1535,0,347,6619,339,0,0,419,0,414,0,5530,904,0,0,58564,622,0,237,465,8859,2720,2073,417,0,1353,0,3315,2025,0,743,4754
66,5509,1688,312,0,0,459,122,570,148,6471,425,0,0,2181,61,0,2538,0,886,126,0,118,2419,2429,1123,3016,434,1350,994,0,1670,596,5839,573,661,40,162,605,5,43,333,259,1448,719,1324,1274,3667,965,3258,210,2,1064,4776,224,0,0,6804,720,166,0,1102,3,347,0,2389,4,0,0,82650,862,0,207,26,4769,1338,848,442,0,955,0,992,553,0,813,811
67,2802,1441,0,0,53,1842,647,658,753,14485,845,447,1075,2263,0,0,3786,0,1832,0,0,81,1205,2452,1381,2758,1626,1360,784,0,2494,3241,4044,81,1031,430,394,1260,0,3694,123,268,1743,242,322,1454,3584,1230,5219,590,1017,3693,8739,3235,0,133,9793,0,0,0,161,0,349,0,8125,175,0,0,79277,863,353,97,1,4459,1407,1033,847,0,730,0,4654,507,0,528,586
68,10899,4761,1438,0,0,2315,1647,2852,7136,11125,5698,0,2916,2818,7,0,14908,0,2744,144,125,162,2381,2771,1708,4740,786,2729,3925,127,2255,4270,6937,3975,3063,0,1476,4000,0,14874,2138,761,7070,1936,2447,6533,866,4124,5339,2727,1024,16075,33429,6788,0,1881,23639,283,0,0,2721,913,186,15,8465,328,0,254,165072,1944,660,224,251,7843,2997,2182,444,11,2336,0,7393,2349,0,1344,2741
69,7306,3141,1309,0,13938,7065,831,1588,2989,9919,3204,160,1875,794,390,0,6991,0,3098,136,241,2230,2336,1007,838,1381,389,733,2281,116,1799,1071,1826,1587,1685,312,1518,1123,63,4041,2166,336,2391,1668,2127,4377,4479,5092,631,526,936,5683,13361,2276,0,573,4979,0,0,0,1632,0,242,1,6319,970,2,6,41293,5527,623,849,235,7329,1709,4417,864,28,3955,398,6503,1378,0,1264,2357
70,5469,658,685,0,158,6409,932,749,981,21703,2834,3,975,504,0,1,10588,0,1847,191,63,749,347,2601,2282,4540,822,3793,2233,0,2639,1776,17,1210,1063,961,398,1776,0,2698,844,131,1927,1401,2203,820,11599,2101,322,0,415,7427,3429,1553,0,0,8968,0,0,0,2064,1,1076,1,3275,10,0,0,115293,3344,617,631,0,2365,3053,1254,2646,0,3781,0,5662,641,0,1026,4762
71,3996,1658,1283,0,0,1043,1541,1170,646,10406,2113,0,921,1704,0,0,2714,0,714,0,0,489,11128,6286,3328,6479,1496,3844,330,0,3299,4225,7094,1767,1455,15,224,836,3,1274,2204,648,2886,2236,2519,2144,3980,1851,11914,219,909,3732,6236,1661,0,506,4476,2598,756,0,723,0,284,0,3041,1360,0,632,142162,1926,780,229,566,9365,225,604,843,0,2404,0,5355,136,0,919,3929
72,1858,406,306,0,361,242,179,0,741,15154,2965,0,1097,0,40,0,9163,0,453,0,0,2,350,3526,2946,4629,468,4111,1825,5,637,648,4,1116,259,687,252,514,0,742,492,164,868,1886,2188,1296,10452,2685,4,0,483,2797,5092,632,0,0,3895,0,0,0,1994,0,370,0,3289,377,0,300,27483,4612,0,284,0,2412,2137,1943,936,0,4194,0,3934,702,0,716,1764
73,553,77,101,7,0,76,261,216,326,1262,143,0,241,0,3,0,653,0,59,7,0,149,160,722,1243,1319,265,1173,262,159,217,312,525,178,40,245,77,96,0,696,192,138,327,432,178,46,1725,236,289,197,125,743,1171,136,0,2,1790,89,0,0,381,1,9,0,1082,202,0,77,14598,736,173,241,0,1124,9,316,1224,0,443,1,896,0,0,138,122
74,1966,2303,454,2,0,4047,1240,466,2743,13032,3778,372,885,161,0,0,8596,2,1453,0,0,218,2298,3490,3545,5503,590,3389,2548,0,1677,933,1,441,1528,732,1534,41,0,4128,947,312,1201,2357,741,3336,6387,2712,434,1,0,2475,5605,3635,0,1120,6670,3,1,0,566,1,465,6,3871,346,1,273,31786,4427,2,582,756,3145,2299,2751,3164,0,3190,1,6728,862,0,1139,1995
75,2896,5290,659,1,1,517,1231,3332,3046,8545,2956,379,1596,1101,280,0,7718,0,1217,0,1,458,16103,5374,3500,6089,1353,3657,3060,310,672,2692,20780,1658,710,1,1666,175,0,2493,3549,89,2853,1775,1181,1387,10502,1579,3772,4595,875,5752,5550,2467,0,0,1758,560,1,0,556,1,0,163,5353,690,0,621,148142,1111,1,1,427,313,1187,2564,708,0,2618,1,5149,2702,0,1023,888
76,935,655,1252,0,0,0,227,745,1684,4545,1924,1,1106,557,2,0,6324,0,958,31,381,2,1606,3149,2572,3433,1357,2369,2093,10,782,331,1365,321,385,0,1657,134,0,861,679,342,865,420,1875,842,3430,1473,585,940,400,4104,4374,1781,0,208,4267,1081,0,0,2020,0,0,4,1421,874,0,480,84974,1766,0,494,683,772,754,1621,384,0,1464,0,2591,1314,0,388,0
77,10198,3388,536,0,53,483,2649,1537,1809,17200,1489,357,1291,1265,98,0,8568,0,1069,52,89,193,8843,1192,596,1507,844,556,3429,0,2195,4553,27539,1122,1072,615,997,2470,0,3176,1362,565,2981,2092,2784,2555,9984,1752,10742,3870,445,5497,8809,2581,0,659,7391,0,0,0,1731,0,492,0,11203,1167,0,189,184364,4237,84,213,987,11828,2121,5796,2566,141,2580,0,5218,2366,0,1751,4194
78,1070,865,127,1,0,0,188,215,286,1508,391,0,169,248,2,0,900,1,576,0,222,67,444,2035,1706,2716,221,1649,718,0,0,10,1664,317,89,0,247,230,0,678,192,0,480,514,412,98,1511,638,804,443,239,530,582,177,0,0,2584,397,71,0,241,0,0,2,933,140,0,0,36406,181,0,227,459,830,154,130,346,0,69,0,350,318,0,112,0
79,885,1196,392,0,56,1996,36,417,1802,10632,2189,344,142,581,0,0,8956,0,921,0,0,174,7922,4516,2801,5386,444,3224,2496,0,423,1461,920,964,1446,23,0,0,1,1189,1411,186,1894,2428,1993,547,8385,2805,1775,256,253,1727,2587,1163,0,372,13517,0,0,0,3579,0,279,0,3061,454,0,0,97252,2413,276,372,0,653,173,1328,466,0,5585,0,3676,1166,0,996,669
80,1721,1810,839,0,154,0,16,1,3599,13556,750,0,1,512,445,0,8155,0,1001,0,0,1,1396,4671,4291,6553,331,5554,2717,0,1753,66,3,410,992,641,22,448,0,3346,928,0,876,1662,575,297,16699,3648,604,0,0,4175,5120,2137,1,0,6,0,0,0,1149,0,713,2,3841,1701,2,0,17743,1062,0,434,333,722,1886,1898,523,0,5235,2,615,2961,0,619,707
81,5775,2395,602,130,2853,951,1581,556,2292,5663,980,0,767,2498,88,0,5223,1,1493,2,0,43,7178,1826,1108,4103,771,1804,3536,73,1977,1546,12245,13977,1323,567,681,486,0,2446,1457,209,1012,3247,1323,1788,5948,1941,4448,2872,437,5717,6011,2338,0,1266,16109,1,0,0,6341,0,203,0,6125,207,0,92,233278,4025,114,157,1002,4758,391,1022,647,0,1138,0,4312,1026,0,1005,378
82,3554,1880,79,119,0,10,201,1065,1131,1162,725,1,666,938,0,0,1606,0,756,0,0,494,375,2209,1593,4692,1309,3269,1094,696,0,645,9747,582,554,9,385,1138,0,1335,156,3,1642,360,1091,316,2369,235,2415,608,2,2101,3257,2015,0,88,4914,0,0,0,182,0,0,4,2760,455,0,0,89580,4230,0,0,230,283,482,2139,770,7,411,0,1294,901,0,153,1179
83,5193,5482,1375,0,83,1904,3215,1531,917,29375,2817,272,870,1683,299,1,9934,0,4913,214,0,96,23800,4390,4095,4236,1587,4416,3625,1,3189,2215,17434,1934,3789,1708,1686,2204,1,2532,1897,167,4229,3016,1728,981,15661,4137,5552,6455,1280,8348,10264,2371,0,1198,22017,0,0,0,6690,0,2564,1,28308,2496,1,805,176525,1694,0,433,416,6306,4667,6597,3881,0,7145,0,4643,3607,1,2359,5006
84,10665,2136,1611,0,788,1428,3889,7,3477,30843,2128,0,1368,3593,621,0,10229,0,7780,14,0,919,28286,6533,3905,7545,1566,5968,667,0,4964,2131,11122,1539,3055,2157,1864,1242,0,10374,3586,530,4516,2967,3226,371,25781,6506,31374,4418,2055,5443,7892,3161,0,214,20932,0,0,0,7676,0,1961,2,9863,4981,0,0,440598,3641,1363,802,1584,10085,7639,2875,7378,0,7016,1,13028,2116,2,5471,6930
85,7838,2210,435,0,0,2011,733,1495,1906,8433,1761,0,1409,1219,0,0,2350,0,1148,0,0,217,6405,2133,1504,2603,1140,1870,1360,0,3030,1589,21557,756,1037,0,1768,532,0,2470,1067,527,2991,1484,1664,2974,3327,835,4223,2806,587,5651,9257,864,0,788,13544,307,424,0,2913,0,58,0,7183,65,0,24,87215,953,154,532,377,7548,2404,3070,1026,0,754,0,3474,1297,0,470,2928
86,19982,12427,1567,0,2,2515,3855,2556,8673,24522,9784,8,7231,6550,0,0,18501,609,7584,546,700,61,11360,4305,2134,7886,1875,4580,5577,0,8363,5605,5175,4607,4436,0,9662,8091,0,14638,4078,3143,14513,5819,5351,14491,4241,7518,1683,2540,1993,42849,64135,9791,0,6788,22806,391,0,0,5930,0,1283,0,26635,5550,0,0,422563,10347,0,969,431,39027,10529,11163,4074,237,5086,0,16900,9723,0,3040,6484
87,2802,676,565,1,0,1060,83,40,1423,5538,1886,0,1,199,0,0,4586,0,819,0,0,132,766,2831,1269,3028,890,2371,403,0,1207,933,357,808,1809,0,739,1357,0,1684,14,104,2469,180,18,1334,1481,1629,0,97,486,4989,5969,2170,0,2668,6241,0,0,0,2180,0,297,1,4591,8,0,79,38711,1649,0,58,116,5909,863,1410,267,0,1463,0,5335,244,0,485,1444
88,8819,3287,885,0,40,3332,2768,1577,5898,19481,2553,1317,1262,1243,0,0,11289,0,2570,121,0,83,9483,2068,2108,2749,503,2215,4185,0,3599,1903,1073,2404,1846,2027,348,1975,0,7340,2964,335,4630,2313,1405,633,17601,4854,10927,1854,798,3536,3906,1882,0,1548,9425,0,0,0,4063,0,743,0,10397,1295,0,338,178624,2696,0,246,481,12445,2414,3693,3526,0,6657,0,2336,1264,0,1713,3242
89,3836,3338,2,0,0,3,1235,1066,1348,8764,1828,0,2314,2577,1,0,10074,1,1585,0,0,878,14415,7324,5003,11256,350,4882,4826,0,1602,4382,24508,790,1817,502,1369,2306,0,3293,2452,258,2982,6453,1104,3124,9042,12,20459,13084,1538,1816,5246,497,0,1,14072,0,0,0,2987,0,226,1,2076,1038,0,462,311893,3380,0,269,1837,4617,1687,4392,3082,785,2888,2,8297,5629,0,1940,3257
90,2890,1642,223,0,0,34,398,411,357,8219,1550,0,1179,1887,341,0,4798,0,1496,0,0,352,4429,1843,1183,2470,605,1906,503,0,2632,1385,11037,734,960,1379,962,1032,0,1429,1076,358,1534,406,2171,2027,6705,838,3362,313,355,1133,7086,756,0,1307,9208,15,0,1,900,0,595,0,3950,424,0,2,92221,1516,92,49,965,6849,1238,1931,350,0,764,44,3112,319,0,1363,875
91,261,183,68,0,0,53,268,181,276,108,181,0,161,199,0,0,595,0,67,38,0,2,489,534,530,864,131,441,1123,0,386,161,220,50,207,0,207,236,0,254,161,17,252,223,176,100,810,178,131,21,79,908,1275,58,0,0,1320,1,0,0,69,1,103,2,123,29,0,1,21483,94,0,20,62,346,48,568,89,0,91,0,448,200,1,106,227
92,1097,1713,482,0,393,2716,128,1507,2830,7106,363,0,0,316,0,0,2828,1,930,0,0,303,2506,2956,2824,4305,601,2720,2673,2,1380,241,1689,996,202,2,0,157,0,5013,960,1,947,1038,235,385,5646,1664,3309,1971,733,1266,1263,1629,1,1066,4617,0,1,1,1665,0,248,1,2588,221,1,249,63946,2529,0,0,524,4809,0,322,236,0,4073,2,2082,106,1,588,472
93,4610,1055,880,1,97,297,200,1094,1924,18462,1963,173,680,1620,0,1,12747,1,2372,9,1,701,10824,1318,1581,2519,605,1548,1827,0,2698,1293,1884,942,2182,1123,1,691,0,6150,2372,719,2201,2397,2779,1639,11175,2656,3962,937,574,5322,5010,2552,0,819,3756,0,1,0,2676,0,1454,8,4388,1,2,168,50487,2135,0,373,275,2468,1617,3682,1507,0,4612,3,3989,1234,3,1721,4998
94,4010,2627,1326,0,165,2,771,2,3258,9585,1338,2,1352,1779,0,0,13236,1,1142,23,0,0,1908,5111,2568,4724,558,3035,2861,0,1063,708,3495,555,3861,673,5,321,0,2315,1164,542,2575,1857,1363,1260,7200,1550,6264,893,91,6799,5185,3072,0,100,2954,0,0,0,2810,1,496,0,3155,0,0,1,65597,1723,0,462,0,2413,2308,2776,983,0,2706,0,2506,1946,0,1000,1642
95,7144,2848,1647,109,0,1300,726,765,1851,14350,1983,39,820,1170,0,0,5505,0,1759,137,0,291,3324,1981,1001,2046,473,1574,2400,0,3298,1707,644,722,1553,0,739,2251,0,5338,789,381,2222,1637,654,3103,3567,3239,92,212,684,5355,12409,1804,0,168,10735,0,0,0,900,0,0,0,5207,926,0,81,44455,5632,0,276,80,14108,3142,1652,1479,0,1003,0,3575,711,0,976,3042
96,4478,2808,1674,0,0,238,183,446,706,7459,1376,0,1264,3054,0,0,2538,0,1215,0,0,32,3242,1695,1734,3832,1024,3519,1165,0,991,2079,5837,412,670,0,468,2182,0,1828,135,49,1585,428,1877,618,1938,437,520,732,268,3792,7487,105,0,23,6256,0,0,0,950,0,152,0,4062,60,0,0,79172,781,25,9,0,9918,1720,550,487,0,244,0,2176,1413,0,799,984
97,6041,2464,549,89,0,4561,2056,969,2696,21153,3847,3,1311,1077,0,0,12354,0,3460,100,341,523,11715,4246,2474,3601,482,2382,2891,0,3181,1910,2853,899,4491,89,1201,994,0,4834,3095,1136,2911,2906,2870,3469,7651,3922,4869,377,2001,7109,12148,2537,1,1270,27478,1,0,0,2300,0,1102,3,4667,678,0,241,95087,5883,1,401,483,10233,5956,3599,1345,0,5013,0,10175,2949,0,1769,4660
98,5098,817,876,0,0,516,1218,875,513,5959,1579,0,15,742,83,0,4255,0,2092,0,0,315,7099,2658,3634,4665,1274,4158,3414,0,598,1297,2950,686,842,959,571,760,0,592,2653,282,1477,1892,3694,721,6115,501,880,749,415,1392,1644,187,0,0,1345,0,0,0,1517,0,202,0,7119,744,0,0,54743,687,0,783,0,5270,1938,1783,791,0,1722,2,1469,1286,0,341,1730
99,3673,1356,270,0,0,0,630,1796,997,7430,708,0,694,4112,201,0,1851,98,918,188,0,171,3046,2724,1695,4168,1554,1718,860,0,1154,1656,6434,649,107,0,301,1237,0,1883,2322,863,2182,1690,958,1552,2410,653,2987,923,350,3796,7141,1231,0,0,6379,0,0,0,948,0,156,0,4315,208,0,35,75467,1343,0,392,311,3225,1018,1881,303,0,543,0,1515,1228,0,886,2682
100,49994,8083,4501,73307,13674,22327,29610,4380,12,1737,2225,45358,10083,0,25127,14730,0,63605,0,17478,20655,8232,0,9852,4969,10850,5022,10080,10247,21585,0,0,0,65302,3678,26674,33511,2352,13515,1310,5582,15434,14390,8114,0,0,0,19144,0,0,13484,0,0,0,71575,8095,75234,58379,13638,17115,1026,8039,8931,182356,0,9334,12658,29795,1087744,20188,31342,8787,2777,3708,0,0,516,13979,2030,463843,0,25438,110311,3000,172
101,11984,1228,2333,21004,5243,3841,5910,2647,98,215,1161,10457,2905,0,3389,3003,0,17933,0,1726,3342,2451,2,2847,1463,1712,641,2403,5597,10211,0,0,535,11658,842,6371,4381,887,4393,1,1523,3319,2491,2924,0,0,0,2948,544,1,4692,0,0,0,12156,5501,14416,25809,4429,5232,0,4745,2850,79044,0,3012,17783,11224,284971,214,7178,2337,4634,406,192,486,13,5501,725,26294,0,2829,10252,1176,224
102,43409,4937,3143,30223,4531,28446,12385,4740,0,948,2149,5388,11454,0,16165,16619,0,34117,0,8532,7524,5921,0,5930,3796,6637,4815,4051,8716,8599,0,0,0,23723,1867,12320,3829,3659,7711,1136,3967,4174,5437,4846,0,0,0,7622,810,0,6622,0,0,0,19224,11181,23519,22864,9858,4863,2653,1547,2592,109243,0,3519,44470,11984,289806,1,23561,4392,4070,290,0,1361,1018,7699,2432,45861,0,4982,31711,1380,165
103,11567,1800,1374,11379,520,29,3206,1833,1,289,1257,1101,14453,0,8804,10787,0,33298,1,2701,2033,2446,300,2813,1131,3425,363,1720,2811,6441,0,0,879,13130,1666,932,472,421,2774,2,834,3915,4149,4162,0,0,0,2261,859,478,4721,1,1,1,15610,18123,40325,31835,9612,8981,288,3473,4634,127795,0,3156,22610,7398,336649,0,8345,2825,501,817,840,175,0,6124,1918,20712,382,1903,8720,2239,0
104,1801,236,192,3726,2095,42,626,370,1,41,310,2195,855,0,329,1215,0,3642,26,586,1289,1649,1,347,399,644,171,254,666,1235,0,0,1,5506,186,978,886,165,816,1,190,717,854,628,0,0,0,738,0,0,752,0,0,0,2151,644,2808,4277,1497,1209,112,573,329,16415,0,270,60,1545,81254,883,1113,845,322,55,4,22,0,547,366,10384,0,1217,2772,343,2
105,352,712,329,0,0,1,0,1,0,1940,434,0,0,0,0,0,1493,0,4,1,1,0,0,4924,3463,5709,859,4595,332,0,0,0,335,1,197,0,298,0,0,5,168,0,1,25,0,1,1339,706,440,115,1,0,738,276,0,0,227,0,0,0,1,0,0,0,412,0,2,0,86211,0,0,1,0,0,0,628,1,0,1791,0,633,0,0,102,0
106,1268,1,1,0,0,7414,0,3,3,0,1,0,1,1,0,0,0,0,0,0,0,2,3,33775,20748,33267,3128,25544,7,0,0,0,10,8147,3,0,1163,0,4110,1,0,1,0,0,0,0,0,2,3,2,2,0,1,22,2436,0,3,23309,968,0,3,0,0,258,0,1,0,0,96123,0,0,0,0,0,1,449,17765,0,2,0,0,1,0,5,0
107,7558,1371,307,0,0,0,0,488,4621,0,487,0,0,0,0,0,0,679,0,0,0,0,1636,4984,3730,9915,1356,2552,7209,0,0,0,1,1502,1207,0,0,0,0,10618,2658,318,1648,1247,0,0,0,2109,0,4375,0,0,0,170,0,0,6506,276,0,0,754,0,0,0,0,0,0,0,306823,404,0,295,0,0,0,0,0,0,3217,1,0,354,0,1469,0
108,2932,348,0,0,0,6035,0,2997,428,85,739,0,0,0,1296,0,0,0,0,0,0,0,0,6064,3323,11355,2536,6639,6,0,0,0,1,1115,0,0,1726,1,608,0,1,460,455,16,218,0,0,0,1,0,737,0,0,0,0,0,0,1021,178,0,0,3311,0,2,0,530,3,0,47557,0,0,0,0,0,0,0,2163,1,4,1,1080,655,0,528,0
109,8274,9031,0,0,0,2,0,1614,1810,0,1323,0,1,0,0,0,0,465,0,0,0,0,13288,5733,4000,5189,634,5592,6595,0,1,0,3382,919,1031,1,1,293,0,6550,1722,338,1234,720,0,0,0,1199,579,7763,0,0,1,338,0,0,6363,0,17,0,3558,0,0,44,0,0,0,1,150106,173,0,249,0,0,0,0,0,148,3587,0,0,42,1,1635,0
110,748,1,0,0,0,1504,44,0,1,0,216,0,1,0,546,0,0,0,0,0,0,0,1,11549,8022,10692,3190,9529,1395,0,0,0,0,3884,1,0,609,402,0,1,0,273,413,1,1,1,0,3,0,1,1,0,0,1,0,0,281,12807,267,0,1,225,0,0,1,0,0,662,3569,1,1,186,0,0,0,1,0,0,0,2,0,1007,0,97,0
111,1232,157,857,758,1115,0,288,353,0,4,378,3583,1464,0,694,433,0,3844,0,699,578,817,0,2588,1230,3581,151,2565,1057,670,0,0,2,6126,1011,1114,365,282,1654,0,306,810,1199,748,0,0,0,652,99,0,192,0,0,0,2591,2265,20031,5645,1652,481,432,1304,455,6858,0,150,9334,1483,89890,0,1604,1036,339,0,0,1,0,550,311,4251,0,349,5788,434,0
112,52861,17120,3522,3545,5,53,14253,8438,0,1443,2747,0,14711,0,7280,4379,0,60017,0,192,2952,11297,1,3948,783,3894,2236,1497,14646,10483,0,0,0,1399,3996,6804,309,2366,415,2,1006,1365,5030,5898,0,0,370,3975,199,0,10497,0,0,0,19246,0,56302,64672,0,1316,0,3646,4355,113857,0,6917,208,2,840668,0,2310,6844,5456,641,0,0,0,8797,523,1471,2747,93259,67551,3488,0
113,16912,376,1761,37977,2737,1,9937,4360,0,439,1983,5832,41783,0,15107,26541,0,113536,0,5352,8138,7831,0,2220,2056,2839,1061,2408,2999,17051,0,0,37,29937,3280,5840,2166,2549,4161,0,1496,11552,22281,11331,0,0,0,5049,889,0,12842,0,0,1,81161,64534,84422,77349,37312,26733,15,4083,12661,333894,0,6329,10740,12965,671764,0,15454,5400,4130,1134,3354,1,0,14117,3578,38646,877,3657,32041,4129,0
114,1,2,1714,0,0,0,295,2,0,1,0,0,1,2,0,0,0,14,1,0,0,745,0,18519,10050,27563,7249,24822,2012,0,0,0,1,17145,2,1685,1,0,186,0,0,1,4,5,0,0,0,2,0,3,0,0,0,0,0,0,5,9252,0,0,0,3338,0,2589,0,1,0,0,20215,1,0,0,0,1,0,1243,0,0,1,1,0,1,0,2,0
115,83282,7926,18114,80824,10312,7808,27466,10187,0,1716,5360,32005,19636,0,52339,21010,1,102118,0,21506,14839,13775,1559,20500,7150,13131,1859,8183,19436,14377,0,0,142675,51506,7543,31334,29485,4283,18934,1,2386,6584,16549,18953,0,0,0,9760,2600,4180,32972,0,0,0,30390,27866,134744,92799,30883,16414,18,7716,14391,281959,0,14978,188545,57903,1301172,0,23747,3910,20495,40,786,0,0,24892,3140,120268,1,27237,234547,2889,0
116,32054,6631,14183,115869,39713,2675,19490,6236,0,1002,4762,54969,20282,0,6431,25574,0,111535,3287,14884,21302,3616,2205,8540,6675,10679,1125,14373,21572,26500,0,0,1,118654,5404,28453,18862,3810,29607,1,3503,8554,12077,19507,0,0,0,25728,71,123,28723,0,0,0,60210,36071,29932,122223,36990,27538,0,15665,14961,600544,1,14025,1418,15200,1027627,28789,27353,18912,18049,5775,0,0,0,12168,10198,240839,0,32119,59077,9296,0
117,45103,1307,14306,103128,30564,2368,63616,17227,1,0,9497,136647,43977,0,31130,29814,0,109827,0,20972,25092,3056,1,17505,10363,17902,4997,16088,19899,32459,0,0,3,101488,8086,45639,81386,5468,33690,1,8947,11454,24125,35507,0,0,0,15920,1,2,41798,0,0,0,96992,57439,36451,169344,32585,32583,1,38306,19246,716047,0,11910,26903,79388,1389786,2439,43479,8135,35452,200,0,1,2573,21326,7258,461413,0,37993,137778,8922,0
118,7302,1425,92,4650,917,407,1710,742,1,85,548,4664,2261,0,1417,1355,0,5194,0,1531,1801,1709,0,1936,836,2021,1136,1917,891,1115,0,0,0,6834,741,2757,400,709,1504,0,776,881,1578,1016,0,0,0,1527,77,1,2693,0,0,0,4355,3735,5346,7970,1749,2186,135,696,1463,29164,0,1588,845,3939,69340,539,2979,852,653,136,0,24,0,1477,541,12281,0,661,3045,355,269
119,6288,957,1422,5144,1331,1213,1108,1085,7,26,223,5493,3376,0,1785,1146,0,7320,0,1272,1386,708,1,1032,781,2704,869,754,1558,852,0,0,1,4995,468,1663,1634,556,1790,0,546,1139,1191,840,0,0,0,1646,23,0,925,0,1,0,1928,4679,2888,5065,1092,852,416,178,1012,18384,0,1116,12379,5172,92209,0,3514,822,1700,263,0,1,0,1477,617,10352,0,661,4746,606,0
120,29053,2311,2956,31775,2538,12956,12952,4653,0,0,2726,21390,12163,0,9964,6979,0,31394,0,8398,3428,4126,0,13385,8070,10822,1562,6752,6072,7915,0,0,0,40493,3487,7097,3329,4299,7528,0,393,15215,15012,6199,0,0,0,4490,2,0,5222,1,0,0,23749,21776,29399,41314,12382,5395,1326,8526,2852,193894,1,5499,38465,29535,307569,1,17016,6500,19132,1333,0,1625,1378,5354,2722,39038,0,6761,28931,4985,0
121,71083,5128,35197,58851,9121,1,23654,20099,522,2113,6050,8379,74959,0,61733,56361,0,185921,1411,5584,12118,13389,767,7346,4017,11869,1774,7893,8690,42628,0,0,7503,38455,9208,12643,1584,9680,6005,0,9202,8266,20662,22182,0,0,0,11615,1654,554,21878,0,0,0,140025,138679,168943,118878,59325,48891,3548,13992,23881,578709,0,16762,100482,21203,1733063,0,39544,6603,8007,2569,12689,5,0,45243,5237,68070,677,13829,54315,10458,0
