,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
79,23974,8776,74,2946,2984,0,1092,4465,3999,22162,3672,0,5600,0,0,13683,3248,5505,2507,0,0,19972,1696,23132,1904,13189,6037,7288,3711,0,2876,4904,1585,3858,2105,11168,907,2,2582,8693,2781,9618,657,0,43842,22425,7714,5230,1308,0,7592,24524,462097,0,9659,41,10234,3182,0,0,0,5117,6947,2398,7761,3160,13201
80,24173,11172,1876,374,7651,0,0,6713,2629,33809,7443,1,7955,0,14,7970,426,5432,10289,0,21917,26840,961,29865,6728,13368,10662,0,5849,26402,5162,6573,1686,22,5076,5355,4420,572,6331,8886,4275,7180,10487,22571,6136,6900,2687,9418,0,0,3565,35524,900866,0,4336,0,6277,5111,0,0,0,6320,3446,10971,0,3046,9975
81,7054,5609,1371,532,4079,0,1573,1818,6863,46283,5482,1110,4035,0,0,22771,1111,6442,7089,36,1822,9187,5465,9435,3184,5275,8272,6590,5212,5383,4948,1727,804,2233,2137,6701,2383,860,4193,2009,4541,16198,5078,16434,16953,33661,9837,3537,772,0,3100,31444,193264,0,11992,92,41938,7197,0,0,0,10476,4014,2215,814,1723,8262
82,14205,4769,1743,1576,3265,0,12,6345,3155,27731,5117,1,6771,0,0,18121,393,4991,8241,91,14544,5617,2762,9026,4417,4896,3959,5681,5152,22622,4313,2920,2225,4351,1504,4515,2215,2001,7403,5480,7730,9334,4462,23234,10284,15712,3127,12127,0,0,4535,18515,222843,0,8026,924,10589,1534,0,0,0,11198,7698,10124,36,2554,7975
83,9559,3269,1206,2269,2964,17,363,1461,4426,12469,1180,603,3041,0,0,6649,771,1826,178,940,7080,2283,1453,4608,644,2015,3812,2925,2232,15580,1310,4206,1235,1384,2204,7690,3172,153,2079,2964,3742,9170,2714,5374,15495,14604,3251,6789,150,0,3306,12919,187028,0,5919,533,8054,3524,0,0,2681,5877,3920,3879,2690,2036,1489
84,4502,1706,0,2965,879,0,0,0,4210,7059,520,28,942,1,56,1538,759,664,1600,1,269,1960,2588,563,1998,4478,1620,2244,961,1028,1382,652,402,1,1110,2783,1554,0,4718,1754,1654,2725,2411,814,3150,4764,1228,10628,0,0,1164,146,256065,0,224,0,476,534,1,85,0,2447,1155,3379,1266,630,1923
85,1074,967,400,109,588,0,247,246,1720,17049,1978,0,1001,0,0,4008,216,1592,1387,135,896,1647,1044,2731,699,1403,1021,538,1229,1,304,423,179,601,586,1812,314,263,874,281,1796,2446,987,49,6029,7779,1470,2650,0,0,956,4030,8556,0,4709,219,3452,1799,0,0,0,1258,1559,2337,763,335,669
86,3112,2321,728,1433,1605,0,67,590,1393,12212,1856,108,1641,0,0,5834,247,1667,550,76,1962,1365,1206,2281,863,2052,1134,2149,2885,385,817,705,20,870,549,1696,923,122,2561,1448,1393,4563,960,2605,5067,6971,2046,3025,1,0,738,4507,157373,0,1864,117,5909,1072,0,0,0,2543,2078,1151,1807,597,1760
87,6643,2043,882,669,1669,0,0,2862,4079,9725,1992,979,434,0,0,11397,169,2022,0,1,44,4465,2576,10587,1781,4818,4251,1289,1141,2,7295,1761,1463,821,933,5093,1319,1033,3772,0,3936,7024,393,1030,12318,7715,4904,5636,195,0,2401,2350,688649,0,1139,58,6052,1387,0,0,0,2690,3791,2322,676,648,2564
88,15624,5062,956,2601,3098,0,2103,805,530,58698,5862,988,6168,0,0,14665,819,8526,44794,68,5830,13354,1530,13328,4532,12544,4484,7669,5851,0,978,2987,4069,2538,3756,2332,1282,745,9534,6320,11895,24044,6256,2463,9838,31173,2547,16033,0,0,5662,24921,437667,0,18175,6,41518,1714,0,0,0,14276,3814,4735,3026,3218,25108
89,2128,1713,423,2315,3065,0,39,2628,2044,16361,740,5,1018,0,0,7261,99,979,492,313,17535,4846,3901,9232,909,3767,2862,3426,2276,12804,2359,2057,232,616,944,3159,1128,2,2095,879,1869,10432,5383,6318,5453,9465,5059,2641,493,0,1128,15445,98890,0,9477,956,19795,1067,0,0,0,2101,3601,2418,1948,809,1968
90,17558,4706,1184,995,780,0,5049,5810,1522,67194,11530,0,6581,0,0,27673,483,10169,18009,6,2608,26182,2308,28784,5953,15010,5306,10852,4531,0,420,5860,2371,4989,2430,1730,5,3,13588,2593,12680,38639,6635,2,15912,31732,7069,9543,0,0,13468,27795,270685,0,6816,867,24556,11584,0,0,0,9221,6518,11178,6674,1988,13526
91,418,86,1,12,34,0,258,0,2,3345,283,1,1,0,0,103,412,0,60,0,167,29834,7604,68920,7912,30750,3792,8,3964,3,1,693,2,12,0,0,831,25,3739,742,1380,100,0,344,3427,3186,648,822,995,1,10,2332,884120,0,4012,1,388,6,0,0,0,4003,2537,19,44,0,128
92,27232,10310,1,1,2845,0,2217,4573,3554,34137,6857,713,5924,0,0,18322,360,10303,268,0,4465,5497,970,20498,3332,7993,4352,4303,764,0,10074,3888,1178,4562,3141,9895,2322,2886,11686,4507,15351,19529,4638,295,34105,16822,11991,9421,0,0,14452,25140,171787,0,2294,1438,28178,3395,0,0,0,9372,5794,805,3777,2669,11416
93,3112,922,304,981,41,0,8,1122,2232,9299,602,1,393,0,0,4410,411,910,1,24,7023,7613,3345,5947,913,4647,1655,1064,805,1,778,2578,379,748,1177,916,261,1582,873,1900,212,6093,1361,2551,5740,5590,1676,1613,0,0,2036,4394,24658,3,1617,137,1405,1578,0,0,0,1040,3286,800,12,760,347
94,277,518,0,641,794,0,72,329,672,1404,490,41,282,0,0,274,10,467,486,0,2,746,492,1228,302,851,448,182,294,105,132,107,1,351,523,2602,232,17,805,417,406,1242,512,1,2252,1548,385,1643,0,0,554,503,5730,0,1239,80,983,884,0,0,0,238,305,779,346,149,182
95,1118,579,432,855,1351,0,214,710,893,2876,1,81,165,0,0,1733,108,207,0,1,0,876,896,1775,303,724,1464,369,670,248,4431,492,314,181,242,679,572,38,1025,632,1353,1677,346,632,1145,1163,167,1539,68,0,1992,999,98657,0,846,78,4037,1,0,0,0,670,348,1821,487,171,554
96,5202,969,124,2373,1440,0,313,566,2387,11084,2326,95,852,0,661,3616,149,1706,2493,927,3437,1524,1760,1748,535,2527,2073,1121,1159,2027,729,1573,76,1360,883,1256,1057,286,1062,428,2015,3459,1306,3398,3678,7234,683,8114,0,1,405,3838,162011,0,4053,335,3337,1738,0,0,0,1776,2861,3668,713,841,2344
97,2331,1765,50,885,680,0,4,286,162,645,639,267,785,0,0,1096,0,189,692,0,264,1091,1186,1002,113,1649,1287,780,150,4382,180,373,1,287,46,2120,806,240,439,1507,492,166,326,1037,1552,2241,332,2113,0,0,2054,1330,62840,0,189,197,3574,1271,0,0,0,329,109,599,553,148,0
98,5207,3382,609,1415,2710,0,1,1661,1080,15892,1636,0,4299,0,1,7515,623,471,2403,322,6501,8166,2637,8153,2951,5983,3439,5580,4754,3329,1347,3031,2,743,244,649,4013,1899,4339,9310,2467,11682,1920,13905,4042,6150,1521,15048,0,0,1888,12923,733922,0,6783,391,9622,2257,0,0,0,3084,2473,9163,1675,2321,6241
99,24851,6210,95,0,1692,0,4,5809,3841,46844,3347,844,3716,0,0,12226,625,4286,21706,3,2,11405,3012,24868,3183,17101,1483,4802,10316,1,2293,4424,2605,1597,5027,4090,2257,810,5125,3824,6298,13377,4259,2052,15775,20882,9395,20097,0,0,2567,11217,373611,0,8227,653,26356,3707,0,0,0,9551,5259,5411,832,247,12967
100,1165,1043,3215,0,2377,3391,2383,3459,0,805,2459,1895,0,1461,6480,0,1052,143,0,5147,207,3562,1810,6548,589,2320,1680,0,0,376,287,106,4535,923,1880,165,2181,2000,3026,1588,0,0,2802,0,0,0,49,4501,2171,1445,0,188,21890,2553,0,1481,0,277,1052,1306,3826,0,161,379,1175,1414,145
101,5988,712,3332,0,2263,5206,603,14311,207,40,5741,2917,1356,2648,6367,0,5696,0,0,187,1,9713,5349,14980,3859,8512,533,0,0,1525,1413,1120,8179,4249,2656,1666,2899,5892,5810,5033,0,0,5829,0,1,0,1,25208,9183,2148,0,2,316502,9502,1,2443,1,668,3793,4784,4117,0,202,482,88,4671,0
102,520,0,863,0,5,0,1129,1606,0,232,522,1180,0,346,2186,0,472,0,0,191,0,1553,865,2933,786,1662,350,0,0,0,109,51,568,235,156,1,346,499,406,746,0,0,466,0,0,0,0,2162,393,273,0,183,32490,1147,0,151,0,206,0,1347,0,641,56,0,213,107,0
103,1049,562,2638,1,1004,1679,340,4869,36,168,740,946,213,408,2108,6,899,1,1,1813,422,1384,811,1822,701,1153,540,4,0,603,332,250,1881,436,819,38,928,938,482,1186,0,4,1075,143,2,4,130,2293,1176,1478,1,6,16530,1398,1,877,2,1,511,602,897,2,68,513,477,306,5
104,5996,1881,8024,0,7850,6779,7275,15832,264,2086,6978,3667,326,4479,10454,1,4585,0,0,10537,1,2437,1873,4912,1226,3958,1007,0,0,20,990,870,6920,3733,5016,82,980,5949,3355,4725,0,0,4739,257,0,1,157,25385,6253,10026,0,0,358869,4110,1,2534,0,0,4044,6957,15123,0,293,1338,2412,3201,0
105,2729,740,6721,0,5100,2939,526,5334,1,746,2299,1466,0,2079,4644,0,2075,0,0,849,2,2990,2127,4610,969,2490,1833,0,0,896,447,106,4435,1301,753,657,874,3859,2457,2767,0,0,1522,1,1,0,219,9022,3564,1683,1,0,287482,4764,0,1482,0,0,341,3488,3293,0,286,1,129,1238,0
106,4628,592,8172,0,3333,4783,698,3470,0,823,3396,3717,0,1785,4191,0,5803,1,0,8091,0,5621,5180,9674,2023,7124,1309,0,0,451,1892,1165,3736,2252,2590,0,3785,2789,5898,2146,0,0,1664,1,0,0,776,34451,5020,6537,0,0,48087,4165,0,973,0,0,1540,13751,3071,2,965,1294,70,2908,0
107,6992,276,12536,0,3861,16998,4003,17050,158,3,6600,2650,1056,5763,24498,0,13272,0,0,58,854,13084,5108,25242,1991,12547,2357,0,0,6,2642,2772,7321,4162,2070,26,1270,7673,7237,10115,0,0,5561,1480,1,0,61,10634,8208,4184,1,1,193087,8780,0,3693,0,311,6304,4842,5976,0,336,0,9386,2853,2869
108,211,48,1742,0,1358,655,0,309,1,82,2375,123,417,67,587,0,521,0,0,557,0,277,679,610,0,350,7,0,0,1,580,1,1151,0,14,463,2158,276,1435,951,0,0,966,48,0,0,0,3724,1226,1281,0,0,35211,1538,0,558,0,0,1286,109,2639,1,2,0,326,219,1
109,1706,259,2095,0,1441,3550,1425,4057,110,489,1895,2039,1,821,4614,0,1733,1,0,1799,4,1742,1139,4021,936,1928,1480,0,0,5,447,126,2499,1200,641,0,620,1917,1963,1687,0,0,1734,0,0,0,28,5057,3545,1600,0,0,60206,2883,0,800,231,414,2755,3184,1303,0,152,114,697,941,0
110,1635,636,3557,0,1005,2438,1532,4811,8,203,2853,2609,0,2166,4852,0,2649,0,0,5016,15,2211,2390,2817,589,2410,394,0,0,382,548,522,3484,930,1477,402,1138,1338,1633,1637,0,0,2805,114,0,0,114,6577,3808,1299,204,0,22926,4238,0,1640,0,345,2082,2666,2726,0,461,393,625,1778,0
111,4,0,762,0,696,0,337,1728,0,289,1290,1464,0,739,4024,0,235,0,0,0,0,2489,2159,4735,678,2386,583,1,0,41,656,1,999,579,93,0,748,1585,1236,2220,0,0,237,2,0,0,364,9039,797,18,0,0,41260,2311,0,701,0,42,0,5024,266,1,40,1,571,439,0
112,1349,0,2891,1,2027,1638,870,3241,86,404,1193,1207,0,666,2461,0,3331,0,0,780,0,1794,1186,3309,331,2838,481,0,0,117,466,789,2693,596,569,674,223,817,157,724,1,0,1546,0,0,0,67,4642,2079,604,0,0,38153,2312,0,999,0,375,2603,1794,1309,1,115,16,1453,924,0
113,1344,699,6711,0,2640,2046,2100,4346,0,1033,1278,2812,485,4587,8375,0,1083,0,0,1307,403,3366,2689,4864,1639,2940,1413,0,0,33,313,203,2374,1562,965,1596,2485,2784,2095,3130,1,0,2061,256,0,0,0,4794,2527,5051,0,0,12015,3167,0,1322,0,0,1819,5255,2154,0,50,765,755,1048,0
114,238,151,1696,0,195,1108,578,2624,0,1,1175,507,1,0,3967,0,45,1,0,365,0,4015,3069,4006,819,2352,867,2,0,275,188,32,1510,208,56,121,807,921,1165,516,1,0,3,0,0,0,144,3128,600,3815,216,0,12557,525,3,843,56,0,0,778,0,0,0,0,126,524,0
115,1024,515,2788,1,1051,1280,1051,2200,74,220,1595,1050,0,975,1830,0,781,1,1,626,330,1580,1051,1974,736,1635,1108,0,0,673,361,246,1387,246,576,62,543,1395,1053,785,0,0,731,147,0,0,2,10587,1485,1380,0,0,155801,661,1,846,0,0,1790,1554,1568,0,34,350,205,1133,0
116,3509,645,8258,0,1470,6690,4017,7853,70,1175,5386,1458,0,73,9269,0,2111,0,0,996,12,6188,2166,7136,1225,5175,836,0,0,938,750,1357,8362,450,2378,0,2623,3566,5105,4896,0,0,1606,0,0,15,454,5724,8558,3446,0,0,273526,5133,0,4948,0,0,0,4507,0,635,273,0,1261,1964,1
117,3259,1546,9304,0,4202,8821,5808,17447,24,2605,3533,2056,0,5634,10716,0,6946,0,0,220,1322,10759,4882,15594,2960,10575,3648,0,0,0,2124,488,10664,7037,4060,32,2604,4974,2889,5870,0,0,6598,0,0,0,65,3540,6522,256,2,0,203085,7085,0,3470,0,0,1628,6957,3827,0,872,0,1017,2887,0
118,1808,786,4328,0,404,1195,1238,4770,251,569,3363,2782,119,1492,4340,1,2082,0,0,7561,873,3775,1560,2946,850,2026,942,0,1,5235,840,700,3124,833,1660,646,1114,2763,4229,2595,0,0,2444,157,0,0,1,8916,2955,2688,0,0,99602,3322,0,2449,0,395,2250,3218,1985,2,61,770,1426,1387,0
119,376,36,1816,0,397,883,31,664,1,639,2028,282,559,1261,1096,0,1269,0,0,390,0,2149,945,1728,645,2591,1,0,0,1,1,0,1150,132,320,1,814,2,1968,1357,0,0,254,0,0,0,0,5741,795,1714,0,0,110855,718,1,518,0,0,1905,1421,1434,1,0,0,694,391,0
120,538,1724,1057,0,1,6040,353,868,0,1564,4174,8386,0,4407,862,0,6560,0,1,89,0,4113,3193,361,0,9541,552,0,0,0,3,19,5041,2,4,2,4222,6863,13048,684,0,0,0,0,0,0,0,75794,10156,7574,1,0,177520,10241,0,0,0,1,3799,8490,0,0,1,2213,0,3014,0
121,906,177,4150,0,713,1992,2134,4785,12,1565,3407,1621,124,2452,4372,0,1867,0,0,879,523,3735,1118,3821,229,3001,1312,0,0,0,560,19,3009,660,535,366,1056,1240,2002,2644,0,0,2354,0,0,0,1,3381,2620,1000,232,0,87898,3038,0,1516,0,457,1556,1160,2086,2,221,389,1444,1195,0
122,465,1,0,0,3,731,0,1397,0,95,965,315,0,85,1272,0,418,0,0,1,0,180,1353,205,506,713,318,0,2,572,2,1,852,6,751,0,0,173,695,0,0,0,0,46,0,0,0,3727,810,1356,1,1,19498,0,1,18,0,0,758,0,29,1,2,0,2,584,0
123,2964,1574,7186,0,2718,3885,3413,5856,118,4,2891,1130,27,5107,4919,0,8179,1,0,107,0,8961,808,13294,2646,5424,923,0,0,54,1192,1313,7834,3586,2517,1,378,6725,2669,4222,0,1,1354,0,0,0,191,7030,1798,3684,0,0,428521,4766,0,41,0,0,2724,1427,2261,1,151,0,1848,1793,0
124,151,1,1003,0,1142,1607,129,36,1,0,1271,692,0,1552,1511,0,1702,0,0,0,0,1310,2807,2139,778,2203,2,0,0,1,1,1,473,10,1465,1,9,17,626,138,0,0,982,0,0,1,0,12889,1827,1822,1,0,58670,0,0,576,0,0,2946,383,1379,1,21,0,260,705,0
125,17575,3449,9885,0,5069,7721,4656,22194,769,3589,8856,2343,0,4825,19114,0,10700,0,0,191,1,6496,2211,12790,3045,6395,2189,0,0,0,3234,2056,17765,2543,3959,893,2553,7597,9761,3592,0,0,6722,31,0,0,148,36264,11893,9351,0,0,677434,13142,0,5111,0,829,6753,3146,9210,0,466,1540,2220,5597,39
126,2817,2658,1,0,9560,4954,230,2843,1,1444,8510,1411,0,9368,15032,0,11342,1,0,4281,1,8130,11855,6870,10996,11213,64,0,0,6895,59,974,4915,505,3551,731,3653,4270,3444,8531,0,0,4331,0,0,0,0,42306,3094,8748,1,0,1323632,11657,0,2369,0,371,15670,2289,14034,0,2,87,11,6673,0
127,1647,26,4302,0,40,2589,1174,1,1,529,2963,239,0,144,1724,0,1532,0,0,1500,0,821,1274,1936,1,3684,679,0,0,37,218,27,745,1,30,0,258,837,1351,2352,0,0,0,547,0,0,0,8808,1402,1851,0,0,266609,675,0,2407,0,0,1607,1176,519,0,203,776,392,537,0
128,199,0,348,0,627,674,364,466,17,31,828,194,0,112,850,1,175,1,0,660,0,796,497,1040,105,1172,176,0,0,75,102,3,404,271,332,1,133,300,369,411,0,1,516,0,0,0,4,3745,832,1045,0,0,8326,1023,0,235,0,0,705,1521,574,0,3,0,100,156,0
129,66,423,882,0,1,1306,512,1205,0,206,905,139,0,1326,944,0,1426,0,0,2,0,1438,1092,630,538,673,4,0,0,102,1,289,277,30,232,1,1,769,69,154,0,0,852,0,0,0,2,2428,11,561,0,0,31167,277,0,1481,0,0,484,1930,1583,2,134,0,128,362,0
130,1733,1233,6623,245,2602,3869,5817,12963,79,316,3221,2587,0,3128,6189,2,2977,1,0,6910,31,2350,1756,3592,540,2069,1529,1,0,1,898,286,4621,2136,1825,804,1126,1805,2169,3822,1,0,2227,1,0,0,233,4194,4171,786,0,0,39272,4560,0,1841,4,0,3026,6134,2011,1,121,1782,1278,1889,0
131,293,2,704,0,300,958,0,221,0,0,554,467,0,879,2165,0,1050,0,0,435,786,3187,901,2,1,1601,13,1,0,218,434,0,85,1,0,0,2896,1097,11,412,0,0,920,0,0,0,0,8579,3994,2642,1,0,81959,1498,1,352,0,0,528,1844,127,0,0,0,1102,801,0
132,3415,554,7613,0,1477,134,2654,375,0,5106,20903,1089,1,7783,6270,0,16769,0,0,1904,0,12224,3734,2487,1733,678,7807,0,0,1,102,0,6342,9983,36,4,5405,10311,2869,1431,0,0,9167,2544,0,0,228,43187,17188,6159,0,0,571335,3340,0,4314,0,0,14822,5272,5770,1,17,0,0,3323,0
133,517,0,888,0,458,1012,1046,5331,0,1,1690,1938,0,351,1573,0,1574,0,0,1942,1,2084,1044,1149,1,2708,17,1,0,227,117,710,1164,85,590,289,292,1260,2787,1146,0,1,847,978,0,1,203,11148,4016,1241,0,1,110858,836,0,343,0,0,852,1740,2338,1,2,0,508,1550,0
134,233,0,65,0,3793,1,3351,115,0,1547,5353,3959,0,0,4545,0,0,0,0,2719,6,30549,18048,52686,8976,18282,3,0,0,840,596,0,1712,0,0,0,0,0,1146,1818,0,0,3113,0,1,0,0,22709,0,0,0,1,74921,6941,0,34,1,0,151,11098,2250,12344,3,0,0,805,689
135,124,1,1980,0,58,2212,548,1980,0,0,1926,777,0,1536,3353,0,992,0,0,796,0,4139,1173,3386,0,1541,708,0,0,0,324,0,1000,127,376,0,1322,1198,21,421,0,0,2045,0,0,0,582,10896,0,2184,0,0,61161,959,0,565,0,0,2642,2766,1665,0,0,0,202,1365,0
136,129,0,495,0,1341,1217,67,297,0,273,2242,1897,206,1056,1655,0,1527,0,0,2594,1,5768,3004,6512,1132,2971,25,0,0,1514,167,532,2344,1366,1,0,936,167,391,1482,1,0,159,266,0,0,0,7919,1160,3238,0,0,231723,822,0,996,0,0,2367,1753,586,0,175,79,686,874,0
137,242,0,424,0,199,705,7,198,297,30,609,275,0,852,2039,0,202,0,0,362,1,1789,1662,3848,458,2381,257,0,0,291,38,260,777,507,23,0,68,282,781,197,0,0,562,0,0,0,0,5404,374,349,0,0,36290,803,0,548,0,0,650,1151,474,1,101,0,0,380,0
138,1035,1325,2446,0,1567,4812,993,5588,0,609,1835,1237,0,1802,4996,0,2113,0,0,3714,175,3202,2528,5324,1979,3357,962,0,0,622,734,177,2318,1089,1338,1,975,1230,3102,1940,0,0,2367,3,0,0,408,7143,1738,1503,133,0,134170,4607,0,1629,0,0,2015,2162,1659,1,77,0,1632,1320,0
139,352,1,213,0,0,827,417,1429,0,316,1289,1049,0,888,894,0,654,0,0,63,0,1965,1064,4082,990,2677,7,0,0,0,401,0,996,72,489,269,506,449,291,1346,1,0,1021,1,0,0,6,3999,1403,1159,0,0,88896,1125,0,2,0,0,0,3625,0,3,67,0,1,354,0
140,3601,1942,12165,0,4643,8601,7075,14147,379,893,3843,3828,299,2862,14384,0,8056,0,0,5236,334,6026,2158,8042,1867,4268,3645,0,0,321,2134,707,10057,3058,3918,1748,1207,5885,8603,3300,1,0,4647,230,0,0,32,13577,11962,2974,0,0,96256,4692,0,4858,0,446,3939,10436,7284,1,587,1169,1939,5072,524
141,110,183,2235,0,1268,4225,2483,4389,0,0,784,130,9,254,1309,0,4082,0,0,628,0,3261,1025,1006,198,2184,512,1,0,0,0,508,0,906,718,330,615,982,1023,1039,0,0,64,0,0,0,0,11306,184,2723,1,1,40899,794,0,0,28,0,1328,1510,2244,0,258,0,2832,403,0
142,1712,489,6123,1,382,4123,3389,10995,31,760,8530,4795,1,3,12377,0,4770,1,299,558,0,4439,1110,2554,539,2883,1639,0,0,269,2485,1175,5909,974,1557,481,723,1006,1639,4388,1,0,831,0,0,0,457,16,9869,0,155,0,24944,994,0,4828,0,61,1,5560,0,0,549,166,886,2146,0
143,138,49,135,0,140,2,0,0,1,24,118,171,0,4,163,0,115,0,0,362,0,1117,732,1639,476,850,0,0,0,0,74,0,258,29,0,0,233,133,319,7,0,0,223,1,0,0,0,2284,95,74,1,0,9045,423,0,272,0,39,0,1124,86,0,0,0,71,105,0
144,4552,95,3081,0,4112,3801,1112,1841,1,304,3626,1896,213,3117,8096,1,1609,0,0,5485,2,2633,1832,4829,707,4570,3246,0,0,396,650,507,1840,2085,1139,489,605,2098,3479,3409,1,1,2684,1,0,0,0,13685,3150,2840,2,0,110377,2245,2,1529,0,1,3341,4783,2766,1,246,134,1393,1789,0
145,205,80,189,0,1,0,356,90,1,0,345,134,0,165,322,0,28,0,0,153,93,1205,1077,390,242,874,1,0,0,46,8,43,315,57,89,0,192,90,402,170,0,0,72,46,0,0,0,3548,52,46,0,0,20940,34,0,38,0,0,0,1103,0,200,45,0,0,103,0
146,52,658,3050,0,131,1363,0,80,1,163,495,276,0,866,1123,0,538,0,0,699,0,641,2415,175,780,1574,1,0,0,0,487,0,282,523,1294,84,690,1941,849,0,0,0,175,0,0,0,0,7432,1593,645,1,0,30018,44,0,1965,0,150,1588,206,10,2,140,0,22,1544,0
147,1332,107,1047,0,409,868,541,2115,9,188,595,551,0,525,1629,0,1191,0,0,271,182,162,320,448,115,555,176,0,0,673,418,145,978,325,73,100,370,676,1127,475,1,0,698,103,0,0,59,4295,1020,1143,1,0,126033,1041,0,556,0,134,721,860,434,0,90,44,319,497,0
148,685,869,662,0,43,1073,388,224,0,997,1521,240,0,1699,3206,0,308,0,0,2,0,1309,2027,1508,683,285,2587,0,0,0,35,3,3,125,438,25,455,2180,1983,879,0,0,486,1,0,0,0,6180,2557,347,0,0,30621,90,0,265,0,52,1065,144,1100,0,0,1,0,810,0
149,2652,823,3813,45,3951,4222,1500,6424,2,1051,1249,480,1,2942,6847,0,2339,2,0,689,546,4006,1601,2657,1269,2377,1108,0,0,1562,246,521,3427,1497,1203,866,1629,3087,4033,3217,0,0,1507,3,0,0,274,7514,4247,5009,1,0,376333,2789,0,1690,0,294,844,2998,2893,0,208,433,1321,994,0
150,110,34,94,0,655,420,1,84,0,0,652,720,0,60,688,0,29,0,0,1,0,893,1027,1611,207,321,529,0,0,1,70,116,307,117,0,1,7,150,590,75,0,0,10,0,0,0,0,6372,58,706,0,0,137249,68,0,34,0,0,574,191,961,0,1,0,197,285,0
151,944,211,877,0,388,1014,417,1122,0,329,2724,1354,0,288,4258,0,1152,0,0,1498,1,4195,2475,4961,1632,3769,488,0,0,7,276,271,2042,810,891,35,349,1379,814,727,0,0,517,51,0,0,27,4585,2006,1287,0,0,19628,2459,0,430,0,2,1559,3447,578,0,156,88,156,818,0
152,6542,1966,10199,1,10381,10490,5121,18130,276,2332,5984,3440,786,5038,11248,0,6001,0,0,6544,0,2639,3668,5796,2565,4514,3490,0,0,3521,2352,1541,7678,4294,3545,1696,2844,5762,6480,6177,0,0,6843,888,0,1,2,26683,4917,6436,1,0,266793,6977,1,5701,330,383,6683,13541,3166,0,649,1587,1155,3296,0
153,5226,514,6362,0,4309,6473,3443,10387,100,956,2546,1669,386,2419,9739,0,3043,83,0,6793,193,1924,880,2419,286,2038,2235,0,0,544,590,164,6461,1317,2828,538,765,3248,3207,3328,0,0,3803,0,0,0,310,9450,8957,3161,0,0,86173,3919,0,2410,0,69,1401,8726,4392,0,278,511,2505,2376,64
154,605,33,624,0,677,1173,238,428,50,239,631,410,0,203,753,0,599,1,0,594,0,1256,926,2060,225,1493,194,0,0,1,39,26,673,572,325,3,272,501,497,426,0,0,1483,0,3,0,2,2066,897,1641,0,1,41725,747,1,375,7,9,405,1739,318,2,232,79,219,383,1
155,780,1,6689,0,5439,0,1,0,0,2003,4039,6236,0,4820,7708,0,2264,0,0,1273,4242,33046,18335,27107,8378,34393,402,0,0,0,2711,1705,3745,2601,1,3938,6120,0,5,2930,0,0,3975,1,0,0,0,34281,5589,981,0,0,7277,4694,0,887,0,0,0,13630,0,2,1,0,277,1222,0
156,2065,791,4629,0,763,3919,3616,6143,128,594,3626,4138,89,299,4863,1,1998,3,0,2382,1,2414,1584,1886,440,3180,1223,0,0,0,816,298,4415,587,1725,88,2073,1903,1689,3551,0,0,826,1,0,1,428,3855,4685,3704,83,0,45862,2026,0,2403,0,146,0,3590,0,2,247,470,521,1514,0
157,263,920,1,0,70,1739,1994,4965,2,460,2108,1437,0,424,1560,0,1694,1,0,1669,677,713,2374,1110,607,2394,510,0,0,0,482,136,707,629,714,0,49,138,1208,230,0,0,618,0,0,0,2,6828,2861,624,0,0,39561,1373,0,3,0,0,209,1804,1383,1,1,0,1057,747,0
158,5782,1307,7173,0,6189,6546,5087,8571,58,1267,3825,2256,101,6027,8022,0,3192,0,0,9729,0,2269,894,3537,518,1961,1367,0,0,119,900,750,7676,2187,2484,1306,1361,4908,7655,5457,0,0,1569,1,0,0,0,14702,7685,4978,13,0,532701,2166,0,3478,342,22,904,4894,8047,1,247,662,2516,2618,0
159,1036,4,0,0,715,835,600,946,0,483,731,796,0,1220,2837,1,1221,1,0,0,681,791,1558,2982,2,3014,47,0,0,866,347,6,1036,1,418,1,103,91,311,600,0,0,1472,198,0,0,1,7111,0,933,0,0,185981,863,0,28,0,0,1382,2733,741,1,182,0,773,640,0
160,2998,1444,12936,1,7851,5295,1070,10803,1,509,5731,2908,35,4408,18389,0,8194,2,0,3073,2249,4915,3710,6995,2367,3978,1538,0,0,4876,682,634,7009,4191,2943,0,3638,4326,7814,7362,0,0,4487,1580,1,1,435,26760,5773,10147,2,1,189982,4048,1,2456,17,2,1325,7268,8366,0,71,5,2979,3874,0
161,1950,1026,6129,0,3750,7997,6209,12926,15,2122,4367,2481,357,3145,8205,0,6008,5,0,35,10,11132,2706,12490,1011,6390,2906,0,0,50,800,981,4347,1791,1816,978,1672,4907,5540,7559,1,0,3423,3,1,0,511,9879,1845,1597,8,0,279808,4038,0,3112,0,0,2241,5223,3008,2,84,517,421,1985,0
162,35,3,40,0,0,36,27,6,0,0,38,45,15,9,70,0,13,3,0,26,1,7700,7724,21145,743,8535,28,0,0,43,24,1,18,12,1,1,5,14,50,16,3,1,3,16,0,1,3,118,15,27,97,0,21584,3,18,2096,0,0,89,36,0,4103,7,2,30,2,0
