,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
49,0,1409,17,0,0,1,0,0,0,866,3431,0,1001,1596,1,1199,684,3177,433,1619,0,0,1,1,8062,671,1057,5806,9885,1042,5452,2,90,0,224,5,786,0,1099,731,183,0,436,0,672,0,738,1,0,440,110,1345,0,202,3511,616,568,0,0,0,1080,944,530,800,350,284,0,167,420,285,0,1009,829,4785,125,826,24,1706,626,195,0,0,571,139,41,0,523,0,197,895,1535,0,1425,1188,0,428,1436,375
50,625,4601,235,907,9,1228,289,1531,995,927,13282,79,2148,726,0,512,1626,4107,1948,0,233,2474,939,3208,5793,984,839,3259,9248,1050,4479,2191,310,233,578,197,906,0,2410,2,1298,2785,859,1579,567,1702,243,3,3643,1184,1162,767,38,928,9836,1867,739,181,1772,0,3316,3783,885,4524,2010,0,707,1319,2381,1017,1303,4716,1107,135894,1311,2266,461,989,2651,979,949,4241,2055,555,229,0,757,155,1,931,4907,741,3525,1594,195,1153,1857,689
51,1426,7034,456,1054,755,531,1143,205,1726,4211,26114,1467,4830,4246,3327,1210,2926,15668,2126,3061,1667,5066,0,1657,4218,803,647,3198,4248,388,2602,1541,1096,1503,1345,1658,2406,5841,2108,699,1390,1798,1539,1907,3693,91,4055,2524,0,1620,2039,3417,1963,1042,18938,3132,2171,1693,1886,164,4941,6659,1977,14367,1108,652,1019,2418,1556,1609,680,9311,2610,34303,2618,3558,1814,1751,3571,568,1842,3484,1214,1176,2018,1216,797,877,267,3082,9351,939,3226,1172,1308,2032,4308,3042
52,108,175,1,1,0,1,0,79,2,340,1647,0,709,1046,279,289,0,1,463,269,484,140,0,0,3818,394,699,1438,4020,1125,4680,279,0,193,0,205,11,0,55,0,234,0,29,0,0,1,1,0,0,352,96,0,207,80,353,341,57,0,3,1,138,1096,22,1,119,125,112,3,0,660,0,229,208,9032,1,0,0,0,185,65,0,276,0,277,0,0,333,0,0,0,1436,483,58,0,127,91,0,240
53,507,3551,798,1862,0,2305,458,685,300,433,15635,1457,2088,1486,2146,647,1037,5669,2209,1756,2190,1534,453,2097,3006,441,183,1678,5130,678,2298,1493,755,376,537,775,1067,860,416,438,882,1426,48,868,1555,1,907,2206,1774,488,538,477,441,724,6264,1427,1866,184,358,1794,2344,4871,449,5532,383,539,910,1451,1581,2448,524,3803,1078,130381,1674,3218,1140,460,3744,985,588,2616,1386,832,721,252,465,661,698,119,3504,337,4856,1388,1773,774,1681,2297
54,576,871,348,204,96,828,294,196,425,612,7375,239,241,2583,0,0,136,5447,478,595,403,271,0,3050,1500,354,118,1507,3166,412,2899,1103,1089,0,250,173,1180,543,708,968,170,620,223,536,2112,322,475,418,868,611,509,859,721,326,4697,1933,895,1043,0,239,1361,2127,420,1738,242,3,306,2884,491,572,404,1389,214,26331,2910,2052,148,12,404,269,278,1236,302,337,286,119,249,98,275,0,2476,346,2101,368,213,640,283,873
55,85,1253,348,1314,362,750,706,885,302,483,7951,258,1723,256,2151,452,700,3675,425,1057,618,990,803,4628,2976,477,826,1698,4634,683,2916,1804,341,507,497,106,1381,270,492,3519,416,712,347,1181,0,1121,486,564,1900,175,556,604,285,898,5841,1960,2962,1411,278,262,1546,3066,281,3052,898,835,679,379,500,420,0,3398,287,101953,981,928,258,608,1399,1071,576,2784,430,1458,838,1224,544,697,255,516,1375,418,1309,1013,1488,324,2169,995
56,0,2720,450,434,1,207,0,127,0,1095,2485,295,2252,0,0,10,442,2074,240,209,238,21,0,0,3162,440,800,2099,2044,825,2376,428,489,136,0,263,272,259,457,3,357,392,60,53,1956,431,75,832,0,586,110,510,1346,384,160,179,1,0,0,394,1869,1983,165,536,399,653,956,800,0,99,0,1097,311,9740,597,1583,0,129,291,0,385,261,0,587,0,120,117,869,887,0,1656,948,1366,485,303,462,110,146
57,113,3249,567,616,903,1497,26,596,619,2910,8311,0,1030,1203,681,459,1,1155,646,1895,331,1669,0,0,3074,252,350,2624,6881,605,3040,563,718,588,227,94,2909,1743,287,2,313,614,1413,214,4512,1574,379,507,203,493,945,1532,927,432,9440,1349,1,1,368,320,2139,4879,773,2572,467,584,300,987,532,232,154,3153,855,80913,1941,1478,327,76,992,155,127,1165,863,389,1003,426,731,0,889,2081,3891,669,2572,1574,675,941,2444,0
58,376,3463,1264,523,932,935,1216,1499,466,380,5636,1017,963,1867,831,258,1077,3398,465,1453,486,1688,1575,7966,1046,127,74,479,1971,106,746,2189,536,613,2591,236,2649,110,1379,7454,395,614,1066,819,2327,680,708,2432,2332,1257,1181,1201,704,799,3487,1206,5248,1344,238,616,3224,4618,944,3194,321,396,473,2185,347,984,1789,5188,796,86576,2002,10319,488,793,1146,667,2414,1613,651,832,537,697,460,1117,478,779,706,1108,3640,508,1494,521,3878,583
59,101,3354,679,173,1050,623,475,1115,212,551,4547,886,970,2277,1032,310,191,1978,158,1268,889,631,769,164,2447,570,226,1515,2183,380,2002,761,419,959,1027,374,1872,227,529,686,263,512,396,204,1992,415,0,1541,137,448,275,155,206,223,2781,634,477,119,0,0,1502,2009,732,1508,474,526,376,303,239,340,0,1776,520,86851,654,2094,558,0,44,1116,292,1770,1889,470,371,0,383,0,497,332,3542,228,3032,622,982,457,1957,833
60,221,1800,871,242,341,93,31,433,612,724,5780,64,552,1015,64,416,91,3044,136,177,266,26,0,17,610,68,124,605,1050,260,586,646,322,184,33,183,708,183,528,62,171,300,901,323,409,309,209,423,4,436,226,193,449,704,3643,801,351,5,101,131,1189,3061,627,5022,187,219,241,568,365,510,376,4071,129,16580,152,1816,278,390,367,241,311,1121,357,105,230,141,175,159,126,148,722,59,639,0,410,217,757,378
61,1546,1934,488,3,261,9,3095,1617,306,448,6773,5254,1666,1045,1415,565,1383,4443,532,1244,117,2026,320,1181,4482,371,504,2940,2724,1617,3287,2908,71,496,836,484,922,124,1081,2022,114,1210,487,1116,2326,923,1098,1161,0,1200,374,1586,182,887,2831,894,5512,789,2,1,800,4070,105,5085,841,179,211,819,82,995,1601,3033,876,109657,1469,1144,369,2187,516,1104,1588,2584,1620,1654,1207,381,156,0,487,674,1433,703,2724,1655,289,1006,2403,634
62,3320,29392,12831,4531,1964,3782,5274,3865,5027,7105,55617,2313,7607,3987,2696,1744,7239,12659,1897,6180,5840,16749,775,12696,4030,465,565,3323,7988,3565,5409,4984,6709,5324,15914,3568,10533,4676,11951,14161,1614,5525,5988,2979,8196,1093,4905,10123,12552,4630,7094,8033,3168,6250,34048,11198,15393,2124,3686,2805,25188,25943,11848,15920,5769,5213,2581,8453,3346,3439,8552,29859,3979,280902,6664,67431,4867,1393,7786,9888,4564,8651,6935,7585,4879,3829,876,6004,2330,2356,8173,7583,13655,5965,13556,3414,13693,2684
63,446,1960,1626,0,0,1089,0,396,288,323,9980,24,1651,837,637,280,191,2085,580,876,1277,0,0,1163,3925,480,507,2416,5998,1523,4159,1909,889,2,0,7,0,524,60,519,328,880,324,435,309,1133,140,1413,177,963,492,215,0,58,4530,872,236,143,1267,328,1803,1901,386,109,1107,817,772,729,1639,740,0,1416,264,22059,764,673,0,0,386,238,407,2019,542,768,0,573,10,1243,458,297,4948,1346,283,61,591,436,521,252
64,580,2584,860,1328,278,0,202,116,227,1208,6988,637,1258,1773,1081,619,1065,3439,1316,1690,948,928,2,3758,3530,395,205,1667,3148,559,4652,1353,825,1108,2,413,1079,1318,702,2460,913,724,159,515,1848,292,777,140,47,622,87,897,158,580,3897,1338,209,481,612,264,1912,2958,641,3447,461,672,753,1866,195,1480,496,1778,573,65566,584,898,706,255,1065,501,710,1676,439,571,305,841,280,234,15,1195,3406,347,1778,562,180,750,851,458
65,337,3687,1548,543,300,797,108,24,402,358,9523,911,1376,1380,706,720,376,3268,410,1081,703,0,809,5153,2213,230,103,1441,1430,267,1906,947,304,0,1213,308,1541,351,1483,1592,609,813,860,800,1385,162,580,2036,1969,1069,417,609,188,542,5700,1066,3779,1062,743,1102,2553,2858,286,4303,582,336,643,1417,317,1252,774,3863,1041,86366,1909,6644,402,1753,935,297,664,1578,1514,508,412,376,136,433,130,417,1412,462,963,151,1767,615,788,1147
66,430,3284,1062,953,223,1642,1391,888,1060,605,9132,1853,1926,594,1107,1954,1208,4119,786,1380,621,2606,294,7089,1334,222,489,1521,2702,431,2451,1095,994,955,2083,486,1266,1,1045,8890,925,1254,685,706,1229,220,569,934,184,1142,613,705,324,1524,4776,1131,5264,2567,131,1248,1480,3221,255,3630,354,757,337,2135,1578,1448,1432,3292,749,80605,1372,3418,646,1767,1946,122,360,1691,899,812,1048,423,550,1236,590,504,2366,561,2486,615,768,486,2936,186
67,114,1419,1236,75,311,493,548,1105,177,1172,9758,857,1298,1522,847,235,862,1907,90,546,254,404,963,1829,2986,770,363,1880,5375,313,3174,573,454,13,240,0,381,1273,421,1054,103,418,319,18,1377,1418,291,1316,1574,577,477,1142,740,702,1813,700,1566,729,105,486,1232,3978,493,2592,0,300,254,1793,921,859,0,4493,1341,57081,892,617,421,230,710,470,0,1008,1301,196,11,531,266,1137,433,388,1825,715,490,383,394,471,0,527
68,292,3601,1690,331,0,0,1413,568,804,927,4208,1547,1039,705,425,826,729,3401,552,790,0,721,1271,3433,4189,459,396,2116,4984,1338,3567,2275,800,627,32,5,348,469,670,10364,260,1200,817,891,1402,146,1006,1294,109,1388,2169,1030,1535,99,4948,380,2543,1339,707,1306,2533,5269,159,4539,652,505,941,2539,565,763,869,3042,1409,104737,248,3942,195,697,1982,0,280,3228,1513,663,0,798,421,1343,89,143,730,840,4332,977,1158,556,1227,1712
69,240,563,125,210,265,159,119,0,0,523,5614,65,679,0,210,0,66,632,212,774,149,183,0,621,2310,523,425,2399,2833,1045,2009,42,73,0,11,0,790,0,423,1,137,279,31,371,197,182,0,0,0,316,69,356,251,363,988,551,0,0,0,221,1405,1018,2,426,539,503,240,0,0,0,166,1269,147,10061,1356,0,1,79,0,222,35,604,136,0,54,0,127,68,159,0,1659,0,0,257,0,232,358,188
70,1239,1540,481,410,543,195,620,102,93,800,5936,134,975,919,344,605,1025,3847,339,503,217,386,1,0,4472,565,477,2752,3678,1661,5038,360,4,130,279,402,357,478,943,1,221,129,280,332,2121,0,660,635,0,757,292,344,1936,145,1883,48,0,0,369,28,1959,4000,130,6164,352,438,539,302,980,761,1,2152,48,13272,34,564,818,481,991,480,35,371,2,619,0,885,1013,0,442,101,1051,612,1545,0,582,442,453,722
71,374,1174,441,0,372,285,62,27,0,267,5306,197,520,1947,626,22,1,1476,572,0,510,752,0,336,3635,435,666,2957,4490,626,3405,1274,431,292,20,491,787,0,271,99,446,180,14,513,520,114,322,488,627,117,192,396,324,477,4128,596,906,155,0,84,1169,2278,378,2023,106,316,158,22,268,894,11,1116,1,21036,728,350,0,331,8,673,286,792,486,1175,32,66,635,0,0,230,2721,93,1420,124,310,580,118,488
72,69,5382,2596,599,432,472,2431,1049,607,647,5641,254,1231,0,438,576,843,560,271,1253,503,1417,1762,1563,1686,112,163,852,1480,395,1060,602,100,717,1719,274,1190,0,1788,8544,375,370,962,595,745,875,854,548,1451,428,1685,811,279,1197,2038,612,2456,832,769,1232,2950,4759,1046,5090,1301,801,614,2302,620,1151,1419,1861,469,72980,854,7057,564,807,682,532,1305,2843,1691,974,372,864,282,759,1075,48,909,1337,3872,871,1140,495,1594,1351
73,1028,2861,3539,0,176,276,1370,793,825,169,4727,1966,2062,654,1040,512,333,2374,643,877,354,2155,1794,12814,2757,235,376,1780,4217,473,2751,2914,593,921,1285,382,731,584,737,9960,364,1144,836,1237,1306,151,1167,2282,0,942,457,2458,296,564,3715,2471,5582,5046,0,920,823,2707,26,4488,567,0,211,1923,291,249,445,3871,1864,130140,551,3782,307,1388,1564,1904,230,913,1179,660,679,1102,283,968,364,630,1289,0,5865,642,920,982,1843,808
74,230,2307,481,322,544,1437,410,487,236,908,8022,46,400,2123,494,566,524,4810,378,739,680,888,1608,5479,1421,329,509,1959,1869,564,2488,1078,873,258,1027,422,1252,959,765,3319,463,396,675,997,928,45,1395,912,37,964,799,1385,510,228,4038,2706,3087,1960,1,286,1403,2840,841,2194,1463,620,467,3938,302,193,689,3382,1924,88921,1610,1656,1139,1021,538,931,805,2019,499,1035,359,465,308,420,505,595,2787,496,870,470,1288,779,1671,409
75,356,1599,540,1268,0,644,209,94,363,211,9920,108,985,195,1132,19,300,3854,175,184,229,2596,0,0,2752,419,492,2386,3252,254,3937,0,84,831,691,258,1063,430,1269,1,130,436,337,875,590,316,201,1051,0,515,313,741,112,156,3473,1851,0,0,238,466,2787,1099,314,3825,464,405,101,549,246,544,0,1592,635,26043,2845,2738,601,252,1807,387,303,889,1522,461,436,366,335,0,270,852,1745,370,2324,1541,0,549,573,950
76,414,1131,1051,741,1113,806,584,394,357,736,7062,90,2287,0,1108,792,594,2916,530,1423,148,933,0,351,1595,84,156,778,2841,284,1534,1848,216,356,2025,765,1931,158,903,0,264,580,1252,587,1898,278,144,1299,0,1150,754,865,771,2552,4267,2191,479,0,646,1131,5682,9057,2009,6897,400,1066,395,532,605,571,3251,3425,416,13837,6768,6375,763,340,1098,434,1651,1478,579,1058,785,295,434,696,1455,1223,842,825,2080,645,513,429,2432,1801
77,502,2609,193,249,0,4915,0,930,606,958,13018,1,362,1133,1721,1426,129,4112,634,1026,926,3150,0,2395,3054,483,541,2111,3856,567,3326,1229,510,231,845,350,1709,240,2648,385,1001,1424,414,986,3254,316,862,1830,1658,799,896,0,448,977,3010,1043,3727,548,2674,297,2058,2556,1631,6886,125,185,331,361,10,397,270,5063,129,121873,4926,3775,1131,863,673,289,17,1943,3257,421,327,485,637,248,255,1704,1787,218,2701,1685,218,479,1077,1138
78,220,2012,529,1,28,178,363,1104,2,511,6185,1653,930,390,764,1028,537,2414,736,2,525,1427,2668,3000,3599,512,774,2678,3911,615,4875,1418,300,1148,308,2016,351,473,1234,2254,1157,394,58,207,18,0,657,364,0,192,299,1409,159,678,1543,310,2320,895,4,0,1047,2405,252,2473,269,365,236,3,747,156,5,946,185,74840,843,2200,0,526,749,754,767,787,525,1396,91,1,78,329,0,144,1070,498,2798,213,545,636,374,315
79,218,285,322,309,110,0,0,90,57,239,1368,0,309,0,0,195,0,1262,5,2,65,42,0,20,2408,340,323,1384,2536,610,2576,200,0,0,247,155,242,0,137,0,236,255,0,1,326,6,252,244,0,237,104,112,156,160,1055,231,3,0,279,0,826,465,109,8,230,0,35,124,310,38,0,110,0,983,610,0,0,4,143,3,0,302,0,48,0,246,411,0,34,0,864,0,1394,630,0,185,0,105
80,483,2450,1456,372,0,139,478,511,307,402,3849,188,915,202,1463,369,542,463,1,1275,491,804,0,1523,1525,102,76,906,1211,759,1079,758,97,916,262,58,250,0,1589,548,317,209,708,488,2388,288,642,1131,1494,403,545,409,378,626,1827,488,248,127,2662,326,3146,5859,301,2614,244,449,287,278,283,1340,0,6363,1013,63550,2456,3509,235,783,2070,79,541,1608,890,298,685,470,520,911,780,1229,396,741,1389,328,1312,293,1579,1603
81,2559,12084,1259,4270,777,2852,817,1649,1023,3123,33405,1849,4157,1879,2304,2325,1786,16885,1656,4461,1197,9820,4318,3958,4133,1291,1544,7816,9110,2002,8422,801,380,648,6870,1852,4758,1134,4625,1390,1261,2646,1102,1645,4329,1027,1601,1407,323,4151,3269,2111,1884,2479,22460,3938,10743,1339,2474,2529,8230,12808,5778,14769,3506,3049,1473,3624,2607,974,3634,13787,1397,157248,7628,23502,4114,5017,2178,2622,1116,8858,5778,1999,1592,0,2,93,1109,6054,5567,3689,12191,7711,1147,3286,1915,2432
82,913,2388,555,522,1071,437,87,22,12,461,6362,0,1806,0,1133,686,505,3842,657,889,525,39,0,547,5576,623,439,2910,2642,525,4108,565,328,0,400,1335,899,0,175,1,516,836,3,695,278,1004,763,1512,508,1176,170,1048,270,410,2812,657,957,163,775,843,2571,4169,1098,3363,416,577,755,445,42,254,10,1754,945,12050,779,3091,0,853,490,2,1,316,0,308,0,307,1088,627,1061,412,820,979,1950,361,709,748,305,1113
83,2482,4405,3481,1510,1479,2143,1919,2252,1377,961,12155,837,2927,1789,1476,2005,805,5788,1578,2497,834,684,762,4088,2254,242,158,1380,3697,672,1961,4426,298,1805,4734,551,2347,990,2454,6667,1425,1129,1692,1494,1980,779,2090,3386,186,1607,1380,228,970,2763,9154,2175,6482,1497,1307,1564,8233,14249,2570,8389,873,418,950,1755,2633,484,2931,11069,1483,189686,10152,21868,1974,1080,2597,1455,1164,4560,4719,1265,311,1074,721,1285,344,149,2107,640,5194,1269,2185,876,2841,981
84,26,449,5,18,2,29,426,260,0,163,261,37,141,18,154,21,39,131,0,45,226,156,0,28,1630,158,137,769,1111,871,1003,19,75,184,18,86,95,45,475,275,176,40,144,0,189,22,67,465,299,51,74,231,80,263,99,54,644,30,2,27,476,833,161,2745,47,95,10,15,24,7,0,284,1,41720,17,441,23,176,74,381,53,256,169,227,76,110,2,0,0,108,426,44,268,222,0,53,0,56
85,107,4654,4502,122,103,68,1241,1499,100,706,7485,1253,2403,3040,1446,1100,1787,6757,155,2059,370,3431,3743,4808,3425,475,489,1523,3157,957,2456,834,579,348,2784,141,2245,1457,1373,11919,498,1148,911,1460,1108,2383,441,73,1406,863,1605,1538,163,1243,5729,1063,3181,2942,1013,508,3558,6148,1322,5022,380,773,445,1044,418,1111,112,11873,899,95842,1760,8573,994,2536,360,888,2917,3522,968,494,1962,587,335,575,931,884,2099,1966,3784,2032,600,776,3845,903
86,794,6826,884,212,846,1116,207,832,596,467,6341,1424,1028,628,254,1652,533,1612,437,641,516,1408,3325,7519,1007,93,95,423,1780,380,950,1086,450,767,2018,605,1038,747,1718,21076,592,488,602,500,1048,1240,1326,1074,1678,2543,955,1497,253,936,2364,1375,6926,2002,1243,618,328,1796,459,5877,632,556,600,1651,720,158,946,2547,225,107321,2132,4209,230,687,241,532,950,2030,2449,784,950,464,282,229,164,275,960,866,2400,250,599,912,2476,238
87,104,23701,8087,775,0,779,1959,1037,275,1360,8843,519,1194,0,2645,1527,852,3473,2016,3501,337,4930,1493,12382,3130,767,243,1801,8072,821,4033,2332,718,1844,3315,880,3900,914,2297,19155,952,986,1759,1081,3608,905,906,3157,0,3213,1746,30,1009,3238,7650,996,3413,4430,4587,1548,7385,5645,2970,8244,2887,970,1038,1233,279,1687,712,5502,1868,231827,2964,15568,580,3048,2768,264,1950,3858,2180,3331,1217,1326,962,2276,1180,1041,2729,4010,15256,983,906,653,8268,5579
88,0,4712,6999,2064,0,594,1040,836,1003,384,11455,15,4073,123,1560,464,553,3613,2093,710,275,1147,5,134,4009,275,372,2561,4738,2333,2169,777,1153,812,1235,223,3453,968,1022,34,643,1744,918,628,1342,1,43,2281,977,1548,1345,1998,2,2790,3268,1287,535,132,914,915,7258,7824,1363,4129,794,870,861,701,428,2180,0,2125,927,27167,1815,2953,996,703,3488,252,1825,1320,887,575,852,1043,285,1590,236,0,743,1523,2980,985,3107,300,4487,2682
89,758,8807,5859,452,1138,298,4964,2324,2023,485,5673,4191,2127,1692,4164,244,2790,3959,749,3010,156,1207,3188,3808,3271,257,417,1944,4588,349,1719,3366,668,3244,1112,179,1245,1513,2947,16485,770,1207,104,857,3256,15,1531,2821,88,2685,900,1730,1017,979,5522,1360,6180,1569,1107,854,4956,10108,918,6905,797,429,590,3294,259,947,3,8258,1073,163576,263,6365,1332,2978,3298,1487,303,3360,587,1094,1119,2665,339,1256,783,390,273,806,3549,795,2205,1011,1828,957
90,3182,16033,3597,1421,1229,2198,2026,4575,4333,2989,20041,7258,4385,1657,3191,1433,3424,10635,2343,3612,1318,894,1600,20600,2418,169,156,1455,4803,254,2491,7402,1019,2949,2463,1974,5386,1202,4890,25233,2570,1823,4446,1881,8767,3498,3269,6772,671,5145,2563,4085,2168,5266,19891,5069,8594,7463,2529,2581,8605,6462,2731,7778,1795,878,1251,5649,1126,3433,1228,13354,1840,352076,12611,17526,2709,2711,5045,1399,1611,4756,7260,2053,626,5475,1576,2495,1411,3537,2861,2659,6660,4061,2744,2602,7978,1645
91,37,1099,357,247,358,256,118,381,117,454,2692,189,466,0,407,305,1,1065,166,207,284,267,20,125,1196,141,83,510,921,200,675,487,275,1,413,467,311,178,860,0,276,241,708,380,595,256,579,670,71,226,44,281,239,363,404,596,392,0,4,165,1012,3341,847,2920,153,112,161,206,345,45,307,1030,59,16170,1755,2378,60,722,128,364,576,287,0,635,451,138,277,114,1558,142,231,179,476,169,263,128,2,135
92,933,3119,2031,471,751,932,557,290,135,412,5523,636,1071,1487,583,720,869,2273,391,1082,253,865,3,4694,2645,554,127,2116,4494,700,3727,1350,708,1884,632,95,1637,425,656,439,248,914,477,517,0,1,828,1985,650,581,363,732,258,450,3380,842,5665,514,1703,1,1269,5074,442,3663,368,739,242,818,520,502,239,6351,786,78915,1273,3109,46,0,568,474,1626,2022,747,576,346,1041,21,715,156,497,1043,122,4206,847,740,159,249,748
93,652,8384,3039,1240,0,2,16,949,1366,3060,24017,1395,957,2127,1836,1859,3390,6133,871,7874,1135,2102,0,0,5186,501,258,2433,8208,1243,3234,3394,344,923,3553,874,2930,758,587,962,214,1188,3684,1926,1049,1,1402,3452,178,2919,1715,1648,1012,2573,8596,3246,877,193,1508,1141,7612,16025,3313,10856,912,1618,394,1174,1363,2181,554,12084,1518,118569,2184,9191,2001,2943,2916,1954,3681,4508,669,1603,5331,2192,1260,1068,329,1421,2045,1526,2437,2243,3165,528,7135,1939
94,1983,8869,4781,1417,1378,1,3490,3869,2540,348,5680,2175,1858,0,2388,1,3167,4889,2837,1523,239,8672,17041,17695,9213,1639,949,3876,8257,1511,6817,5310,355,1060,726,622,954,635,2284,24636,1262,2188,1478,970,5092,4073,2208,6405,384,1182,3563,1352,370,1939,6012,3657,11868,6411,0,1631,5199,10928,890,17266,1902,1849,1589,4939,584,1248,7308,7561,1132,376670,742,5693,119,4238,4540,1011,3061,1445,1432,1198,3685,0,997,692,508,0,832,2241,9637,1013,2662,593,1904,648
95,317,768,375,149,405,318,0,456,202,125,2346,28,243,776,116,140,100,696,82,325,171,28,0,2,637,159,127,483,1072,564,558,207,58,270,207,80,494,120,427,763,292,145,208,299,459,95,109,388,0,616,25,127,159,115,2429,483,235,206,101,1,1195,937,437,1875,261,136,82,94,408,221,393,2608,246,46395,378,1023,81,86,343,537,236,1166,124,548,153,71,155,23,71,102,531,181,190,262,35,244,382,118
96,38,1101,52,122,390,345,484,464,191,326,3433,98,361,183,520,341,279,1554,100,29,128,686,396,1137,687,86,36,416,601,194,858,384,42,415,408,172,223,166,558,4164,158,183,288,220,994,491,272,387,1278,287,803,210,288,606,1810,296,2177,352,345,144,1468,2109,456,2394,238,219,185,328,417,218,2,1558,214,54182,83,1844,302,234,462,401,638,567,582,617,368,238,113,65,0,409,441,213,1284,104,357,215,337,305
97,334,3333,1450,1186,960,356,4140,878,780,1255,6424,1310,3705,0,931,1576,1181,2971,940,2026,728,1049,0,3338,1181,131,174,957,3548,1138,2642,2054,2309,1128,4488,286,1698,571,3134,2,1040,1029,850,544,4319,0,1304,3387,0,827,654,545,990,3156,774,1829,186,181,1433,1614,4056,10366,984,5827,763,477,306,445,1489,202,3759,6957,183,83512,2675,15915,217,2402,3181,766,1084,2060,927,521,254,1381,453,2014,1163,0,765,1550,10033,1459,1264,442,742,905
98,586,2982,1020,1,577,403,1264,1884,1900,492,10711,1976,1525,346,1,0,609,7771,1853,1477,118,5599,5370,12182,2346,654,251,1902,3790,1847,3729,2923,1416,1124,3030,513,1649,402,630,9331,707,1454,1444,791,65,754,1721,708,1539,3362,760,3040,127,1399,11620,1240,5351,1048,3255,0,1949,10236,1023,5539,809,591,110,2232,0,461,349,4979,885,172401,3842,7416,1369,771,80,180,407,1858,1170,518,330,1101,1477,0,0,408,649,905,3866,1112,33,1152,2568,767
99,83,1467,661,203,0,0,926,161,96,281,1582,674,534,0,6,95,370,978,131,693,31,228,2133,1815,1143,85,70,468,2412,362,1352,662,64,0,348,179,517,0,852,6392,50,623,228,282,466,165,841,1155,144,1174,308,148,125,482,734,366,1968,1358,220,223,1348,2462,378,1184,236,41,115,356,106,310,0,3252,356,28758,739,1186,382,849,502,33,0,151,477,275,171,195,161,325,1,362,300,169,1598,0,527,214,238,112
100,1252,2090,1633,1380,783,4669,237,624,1351,670,8780,464,1949,0,2113,1063,1679,3436,636,2392,904,1228,0,659,3465,263,687,1274,4059,1576,4351,2009,447,697,3806,2647,3503,0,1071,0,1507,438,1578,602,2621,0,1056,825,0,264,1825,428,1291,2281,7435,1765,0,0,966,345,1723,14765,881,4554,1033,746,112,1226,1201,476,1131,6128,506,34389,5812,10946,2585,151,1971,1001,2567,1540,811,1295,468,1317,1215,424,1242,1638,1334,986,6538,1827,0,482,8246,529
101,2039,2984,800,719,749,1572,518,1296,1240,29,11510,467,1725,287,1041,1228,2210,5258,860,1537,212,5896,728,53,3447,444,458,2428,5262,2272,1997,1048,785,637,2926,945,510,21,1490,61,863,678,1328,1220,1327,0,989,2269,0,602,928,524,241,327,3473,1459,399,0,3026,0,4409,5713,751,4344,653,375,313,1932,1,961,756,3037,0,117381,3720,8094,826,43,338,118,981,2327,1810,7,633,583,0,410,413,15,1134,649,7390,710,557,33,4369,796
102,8,2770,1106,243,457,1057,0,340,423,1057,8493,0,1927,0,11,746,188,3229,338,2775,368,560,0,166,3510,208,389,1432,5039,297,3095,2048,489,335,619,167,564,369,12,0,1221,566,679,508,2216,307,536,138,0,1241,649,658,1612,2416,1920,160,1,0,2276,514,7145,15745,3666,2266,10,1169,627,523,1147,543,534,1803,0,8436,3322,1869,5,716,2180,454,934,1463,1,157,35,458,848,297,3332,412,1580,778,1547,433,8,375,259,2061
103,2644,10218,6394,395,908,5324,5181,625,1218,1003,14273,2620,3226,3230,1745,432,2940,5038,1477,3426,5232,3314,1020,8511,3062,480,316,1268,4117,989,2677,974,865,1753,3305,779,2854,1139,1375,11334,1135,911,2028,1255,2664,449,2209,6055,5907,2808,3256,1698,526,1720,9193,3930,5979,1186,1085,1328,9461,14241,1795,6767,2894,1069,1505,325,1155,2668,1080,5099,1083,200770,5315,13487,2341,2555,3922,1543,46,2278,1914,1575,868,1529,874,2907,955,2415,2334,2556,8061,3405,1634,619,9958,1127
104,0,4073,1338,1428,456,817,1068,901,244,438,7032,217,1186,0,364,523,1757,2080,29,2375,278,1275,87,5352,2980,443,99,1862,4207,780,3333,1608,185,584,2715,1009,309,146,1720,13659,618,954,997,650,2474,355,1666,2775,0,1205,1231,504,432,960,2779,590,2113,1771,432,2051,5008,10879,1679,3769,567,556,369,2029,1541,308,227,3390,661,154887,1719,5882,73,4145,4386,277,639,2385,1437,556,489,1130,1042,445,291,1465,410,1400,2541,1136,257,553,3349,1029
105,875,5861,3731,1133,1161,0,2452,2228,3402,1039,16235,4835,1505,3235,1639,1065,1798,9233,1057,739,555,0,1502,10862,1199,322,201,1387,4863,776,3149,4591,1063,32,1850,641,3060,718,3053,21098,3170,1427,3232,1563,3614,3648,2467,4848,3369,2895,2626,2543,2294,4155,17312,1727,7048,3248,1600,1346,6911,15959,4383,7951,1280,1163,1175,6377,2634,2926,1617,19053,1830,389425,3155,18441,3827,1316,2044,1040,1684,6408,2740,3261,2164,486,741,1527,428,65,2744,1441,1837,697,1162,1933,3039,1228
