,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
53,3006,243,1753,529,897,833,422,9,325,106,1609,337,492,1094,760,433,4551,416,712,459,645,474,139,443,1282,198,320,686,784,520,212,715,3951,325,401,572,482,683,64,104,500,662,222,794,382,524,223,629,1176,1343,3715,369,6603,842,1349,329,430,210,826,657,17358,559,204,2458,1018,247,354,61517,630,603,105,1414,887,661,373,198,353,377,279,131,611,338,4365,327,327,708,364,519
54,6406,1229,7566,1844,621,2333,1310,1110,834,452,4286,3444,538,1881,1930,453,8826,1549,1693,1542,1140,1012,32,887,1387,1,330,745,1596,1723,617,1799,9503,364,669,3258,1457,1410,1460,756,1679,2441,2656,626,2333,2758,1562,1621,6586,3494,3436,1101,13149,2180,2403,1266,963,626,1204,726,23677,1465,697,17766,5544,1341,321,104543,796,2365,676,3654,1479,1215,970,1087,778,1040,838,1504,423,541,14125,487,2309,9160,747,1603
55,2350,643,1713,869,498,1104,138,223,235,274,1125,617,198,1182,621,206,3681,824,415,776,967,532,114,641,1023,51,116,586,826,493,151,823,3734,181,455,1128,1038,973,343,292,879,984,541,620,540,747,353,549,1493,1296,3403,347,2315,609,381,246,328,369,432,482,13041,236,441,2467,1411,724,346,50752,304,807,199,1056,841,342,149,163,223,1144,152,1,337,237,5660,289,512,3076,262,431
56,8371,3229,11298,11324,657,2326,1220,2136,2118,1156,5806,3942,810,5738,3284,1981,17961,2439,1147,2787,4034,2656,481,1718,4443,0,268,2428,4385,3219,1417,3332,25163,780,2105,5950,2923,4987,4661,1532,1255,3259,1506,23,4083,6853,1134,388,6453,7842,8308,880,16731,7756,4718,1493,762,850,3889,2311,83692,1712,1381,162,5836,2269,1245,228619,2706,2030,7800,5935,3916,0,2143,3062,1802,2312,2549,499,2483,2983,42227,532,3846,8005,1449,2582
57,5134,1038,7304,825,1716,3038,944,1162,932,382,4036,2482,1024,2347,1691,456,7436,712,1955,1219,1686,1239,158,1019,2504,0,733,1119,1713,3410,686,1147,10368,1035,1546,2342,3398,3278,162,409,1142,778,1205,1203,1380,2167,959,1952,4113,4140,4521,829,6508,844,2014,458,247,1812,1033,1037,28451,2755,1165,13466,5010,1385,785,78140,1360,2146,0,3978,2679,834,1497,187,701,2371,474,778,1586,455,25630,952,1114,7334,1588,1391
58,13991,1298,9436,4098,5296,480,1338,1041,1853,789,13094,3496,1072,3075,2237,1809,8814,1942,1816,3462,1618,2828,209,1330,3249,0,439,1777,1365,549,1540,1884,12584,1684,735,1499,1850,6028,1258,1421,446,1686,611,685,1668,1913,1454,1871,5214,5124,4867,1299,18700,3926,2346,866,2149,959,2585,3581,20577,1149,388,13286,8469,337,565,34118,618,1023,1,5201,1395,896,140,1571,1373,1705,998,834,755,1393,18035,993,3968,25957,825,1865
59,4415,85,2608,472,316,900,216,259,1047,68,1027,618,277,882,615,138,3373,459,522,705,1398,973,59,508,620,25,149,486,909,636,228,488,3498,359,69,931,441,370,447,241,180,596,307,604,365,629,347,617,1212,2057,2632,472,3396,850,1029,525,519,839,728,320,14526,460,289,24,1250,298,194,43225,241,427,11,2000,404,288,268,781,547,379,117,109,554,85,5312,312,445,3313,236,626
60,1439,443,3499,558,1672,897,404,421,409,550,1686,2095,298,616,711,467,6420,1278,1267,1090,1125,1274,184,745,2230,148,258,1243,2102,1867,313,1208,3570,432,638,1652,2091,1153,3,399,1495,2147,934,1249,1062,1132,92,642,3220,2141,2573,598,8371,1693,1085,901,351,287,1573,448,18041,1391,665,9771,2367,974,682,43075,1418,1651,1,1273,722,916,67,1239,582,1760,371,333,363,237,7570,369,1299,6532,318,856
61,3837,578,5775,445,722,1495,105,777,854,470,3653,2049,864,2194,1670,956,6090,1135,1394,543,1038,1059,36,555,1913,229,562,747,1258,1723,201,492,4418,516,859,2420,419,1110,541,1175,1419,2662,1332,539,1067,1055,103,745,4474,4090,4363,629,9189,1062,1550,300,873,932,753,774,25578,1127,473,4874,3112,849,441,58326,1207,604,109,2796,239,1029,412,151,500,974,717,282,845,417,9283,1658,1255,3012,268,1303
62,3548,310,1985,1554,209,131,189,423,159,184,1336,920,26,488,353,426,3024,203,177,938,230,312,11,204,437,19,123,138,384,244,188,570,4138,241,635,396,331,577,298,157,182,306,372,0,409,596,298,84,1059,439,863,148,2530,1450,646,230,25,316,367,122,4189,191,251,0,469,168,104,27516,94,283,322,748,257,52,72,489,386,170,78,126,400,333,6436,44,807,3079,205,316
63,2982,312,2879,1349,30,1034,131,401,214,479,943,1013,105,412,1289,376,3051,397,505,1374,886,537,22,389,580,126,46,386,660,1137,427,957,6920,247,899,850,210,1040,2732,544,363,749,386,0,1166,1060,350,136,2466,1442,3701,205,3159,1471,1439,707,186,493,831,777,21075,618,520,0,1003,769,356,79761,253,833,994,1706,659,635,954,564,553,751,500,193,693,485,10609,342,1949,2866,250,571
64,10281,1004,15466,3512,5643,10261,3981,183,7,2027,4199,3068,4796,5838,3875,2218,34132,4274,1702,5027,10444,12848,2387,7999,17073,0,1823,11375,1913,3260,3890,2876,21405,1488,2346,10345,4063,9454,3213,3627,2399,9404,2299,1079,4114,3450,7,1235,5575,6303,20803,5348,13272,7181,4348,4094,2099,1082,2046,2644,62226,2183,3606,26948,8932,5639,2267,386481,3305,10796,0,8027,2338,0,0,1635,2697,3830,317,2778,1596,2419,11656,260,1332,12663,948,1682
65,5262,602,4057,1763,317,1753,671,622,410,343,3006,1423,216,1451,1797,1184,6555,830,1116,1542,1374,623,99,449,1357,293,250,605,2019,2432,308,1539,8238,224,572,1245,490,1797,1480,261,1488,736,1087,579,2213,1606,938,592,4255,2144,7558,494,6960,2606,1243,498,203,392,1343,773,30130,400,353,34,1172,797,279,113013,696,1307,1510,1742,765,714,871,936,779,1759,411,156,836,617,15780,311,898,2008,912,625
66,8451,850,14114,1445,9578,6583,1841,1096,1663,2412,4793,5743,1481,4623,3074,651,15320,3080,3232,1600,1587,3466,636,2457,4903,361,1718,2294,4810,6343,1799,3374,16753,1507,841,7631,8850,3098,546,900,5517,8186,3907,69,2665,4781,3264,747,5145,4562,21380,1119,14229,6110,2714,3185,930,3176,581,2554,49933,6232,902,41273,11277,2260,2363,329868,3779,2159,1339,7742,2811,4989,1226,1338,1913,5042,1228,1269,333,1042,25786,1006,595,12691,1169,2595
67,2515,1840,8471,2294,2178,6817,1908,561,1072,591,1583,3481,1335,3020,4127,154,7893,2012,890,3233,1821,6555,365,3655,4572,0,2167,3409,690,4730,434,2163,10868,1024,1941,5567,1083,1673,931,761,1368,3326,1413,0,1284,5604,0,1584,4125,5438,13678,2181,21363,2429,1359,1448,1945,1420,2123,543,46859,2821,323,5321,3356,837,1781,295928,1240,2624,699,3591,1115,8462,934,2840,427,1889,2238,589,469,639,19936,685,819,5161,575,1115
68,1375,399,2355,705,241,1153,195,136,287,470,1678,244,35,361,564,241,2832,306,390,536,1026,711,129,412,776,12,179,508,418,549,435,542,4315,193,210,1078,711,799,588,194,439,911,398,89,898,743,520,275,1663,919,3001,131,3629,936,1084,230,334,236,813,541,13105,262,304,172,339,1179,189,47142,747,770,683,991,400,93,212,133,479,388,341,311,676,378,6245,302,655,2697,392,252
69,14049,5003,18948,9440,2482,6751,3153,1100,3156,1803,4757,5287,251,3450,8670,1816,21380,4472,2347,5616,4653,3002,275,2048,4367,293,647,2913,2831,7098,2633,3743,35181,2019,2021,4758,4161,6408,1469,1343,3888,7602,3527,458,4917,7014,1537,2249,10516,9425,13351,2077,40415,9307,4477,1149,840,2403,3861,3048,98325,2288,3373,16022,5467,2885,1881,497979,3227,2658,2846,4652,2469,7027,3600,3840,3095,3306,2172,2417,5510,2593,39152,1259,5544,14785,1229,2830
70,13788,1757,20207,4703,4212,7812,3783,4623,2176,1521,7233,10210,1321,10209,7880,1976,30453,6092,5246,3953,2189,7928,1430,3427,6759,966,2509,5797,4889,6875,870,3780,27180,1188,2885,4711,4997,2537,2032,3169,3318,4319,3039,2251,3763,5815,3016,1049,9153,11136,34909,1532,32835,11531,4198,4427,1402,1672,5005,2073,92314,4371,2240,39564,6345,1139,3074,490923,3067,3047,0,6880,2249,12189,2948,4363,1572,8221,2060,1717,1915,2085,27447,2168,3036,7202,1633,3003
71,28,2,0,0,0,0,0,68,0,89,0,3,1,1,0,0,0,0,0,0,613,6882,1529,7892,15896,1937,3580,8180,5,0,0,0,744,13,496,0,11,0,2,0,0,5,4,0,150,0,0,0,0,0,48,0,5300,1036,0,0,0,0,0,0,0,1,0,0,0,0,1020,11329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
72,3135,546,6251,712,0,1956,223,638,1087,606,411,6180,1027,3827,4646,615,16202,1109,735,807,1028,645,54,204,693,43,107,482,592,1933,566,1168,4333,635,535,622,119,686,6551,1358,941,1367,1758,327,850,1536,902,1986,7668,12897,14891,689,9239,4815,3377,1343,1462,547,1214,1584,52147,849,33,2215,1567,1255,584,177319,1197,746,0,3091,630,468,1724,1342,505,1798,901,1855,1378,784,3331,1869,1173,4884,1043,1007
73,3412,296,3187,2154,35,1969,282,491,132,260,1948,532,89,345,1214,472,4478,594,570,1582,1773,570,62,412,638,331,186,978,498,1583,510,1144,6689,186,439,992,1909,844,832,285,345,594,750,0,986,1046,387,169,2486,895,5145,374,4393,1254,1434,736,86,609,638,421,19665,184,590,0,1060,818,313,74684,1126,835,1560,1983,884,386,935,617,631,714,593,730,1087,381,13842,258,802,2800,950,375
74,22,128,0,0,1332,0,1,0,0,0,0,1,1,211,0,0,0,0,0,41,0,7459,1418,5242,10399,1541,2057,7017,1549,0,0,0,3340,119,255,0,1,0,4,0,0,879,0,0,5,0,0,0,0,0,308,0,9405,3624,0,0,0,0,29,260,615,1,0,0,0,0,0,19279,0,0,4,0,35,0,0,0,0,0,0,0,1,6,0,0,175,0,0,0
75,3,0,0,0,1797,0,0,1455,0,3,0,0,1,0,0,0,0,0,0,95,0,8496,829,6216,12479,1687,3129,11412,3,0,0,0,771,1,381,0,586,4,4,0,0,0,0,0,42,1675,0,0,0,0,5,0,0,0,0,0,0,0,927,0,0,1,812,0,0,0,66,30072,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769
76,2147,0,6588,1529,2278,2266,1003,1047,523,394,5983,889,276,1609,1655,615,6416,1319,1510,1489,923,557,95,598,1695,1,311,653,2175,1961,545,1165,7354,507,736,2091,3399,2289,734,343,251,1113,971,78,1323,1508,1126,300,4750,1725,4887,318,6770,2261,1742,1039,0,479,1791,848,34372,606,1050,833,2211,1621,1135,75866,736,958,1121,2321,767,1882,2224,388,786,1165,751,379,1327,336,25860,277,1181,6755,797,837
77,22374,6714,40308,10607,7498,8704,4622,4501,7293,2259,9367,7465,2348,20823,17963,2486,47054,13643,10328,11955,10228,13744,1777,6951,17958,4620,1627,6694,7150,16276,6393,12336,51782,1059,5838,15155,9907,10428,4809,2510,11911,7589,4586,5675,14282,14975,9191,3198,23303,31613,30691,4675,70893,15583,2909,9352,3275,6345,8980,3936,187018,10173,7206,13221,15610,3305,3629,493436,6735,11853,14045,10409,7454,21567,11280,5560,2426,4162,2614,3992,4523,4179,104448,3743,5700,36963,2091,2735
78,4335,306,5380,1207,1772,2431,1114,676,763,605,3840,1490,248,1544,1762,1003,8759,796,1645,993,1803,979,252,355,969,149,550,770,1028,3288,419,682,7014,250,554,2001,2556,1443,587,754,322,251,519,1042,890,1332,474,872,3254,2256,4846,667,6496,1891,1577,651,728,298,924,539,30416,988,692,1204,1744,946,150,79322,409,1396,644,3151,669,258,847,769,725,999,638,603,533,706,10520,558,3230,11367,871,795
79,8129,462,3333,2277,0,389,334,570,172,614,3921,2120,22,816,572,678,4932,887,765,2386,303,1224,61,528,1146,200,377,460,611,408,488,1155,7384,632,996,1534,720,1892,2131,799,114,741,613,189,1124,1443,521,369,3254,1800,1381,589,10770,1729,1985,1183,806,813,591,837,15098,514,253,0,824,337,269,23887,161,636,766,2185,989,73,340,1736,756,581,196,1581,591,778,12622,135,1188,4937,459,842
80,5885,1495,9260,2091,1310,1460,99,671,1241,447,3840,2841,271,2307,2479,825,11779,791,1284,1699,1713,1553,136,750,2374,123,273,1338,2280,2456,895,2434,7821,341,503,2643,1723,4495,2831,355,1146,3347,1614,533,2219,2426,673,1191,6990,3157,4482,1050,14273,5056,2121,1452,268,265,1063,1473,32873,721,876,5604,4449,1024,602,94474,855,1568,1749,2583,3087,1996,332,1105,621,1379,402,417,1086,624,20351,470,2088,14870,963,1241
81,20261,2417,41964,13543,11723,17552,9267,3243,3879,3808,17888,14922,3102,18224,7048,6044,43825,8564,6574,12587,8245,6621,915,6870,8800,1,4539,10735,13390,5694,3284,7426,33670,4257,3118,16237,15358,13218,8600,2598,5474,11171,9707,9133,10567,13366,8764,3178,32668,29679,5389,4764,84180,10257,16907,9638,3296,4263,14562,7504,195666,6214,7588,27744,23997,4369,5569,438933,9144,7267,7565,18956,4756,6298,808,6006,5103,9256,3213,1326,8132,2197,91001,3035,14757,64890,2404,9216
82,2641,436,5447,651,1039,1381,838,994,764,254,3234,2518,838,819,2389,1194,6838,1457,1479,1737,2671,1119,303,1079,3080,599,802,1625,1065,1508,824,1117,8663,371,727,2653,419,1595,898,1814,1712,1540,1252,876,600,2689,882,507,2245,5348,2585,605,10080,2358,2570,865,165,917,885,194,22863,1129,429,6732,2161,1137,190,75441,1234,956,1,4535,894,1241,771,777,699,1678,1184,614,847,648,8832,794,1496,5082,359,1195
83,9281,6351,5693,7144,5101,530,1989,271,3341,2033,18554,11667,1105,2830,1455,2154,14486,6949,3023,6197,8528,4258,243,1384,3910,1,388,2103,2842,2704,968,3063,24573,3624,1679,7894,2384,6484,2149,4346,2753,4554,3359,1430,5515,1938,2971,1145,7305,7846,29016,554,18241,3040,4846,615,3004,1284,3948,1104,31884,203,454,25826,21549,1455,857,77103,1066,2195,35,3861,1942,6,34,2143,1504,1506,264,7,1708,2662,19227,905,2229,9147,308,2375
84,5814,1650,6146,1208,5511,3527,1851,726,962,315,10513,4116,594,3517,1429,266,7128,1973,2436,807,705,2449,632,2308,3544,137,573,2617,955,1487,889,731,9080,957,349,2263,3215,1527,613,1921,3838,3695,1548,651,665,1202,1055,940,2827,2871,11245,1204,11666,1462,901,470,800,663,3897,930,34315,1413,762,19015,8347,1011,2022,199750,1721,2433,0,5613,1032,3759,686,1308,1474,1792,1131,301,192,899,9658,726,1284,5881,277,520
85,6009,5050,7520,11804,5974,1694,4185,1,3487,344,24610,4901,2953,4125,778,1597,6394,7843,1384,4228,12410,8375,590,2616,4361,1,1,4425,5841,1810,903,3470,21696,2338,1224,5932,4715,9183,5,1199,2544,8490,1796,1962,1498,2784,56,383,8465,5704,16583,269,24638,683,6072,169,5897,2223,4351,1025,25257,975,858,42497,22440,1670,2196,64406,1018,367,440,8870,2279,214,77,412,1959,1449,373,1463,144,1703,29117,878,2149,7230,363,3670
86,7758,2056,12525,3915,840,7833,1067,1814,2940,625,5579,4148,820,4980,7143,1644,16228,2702,2910,4683,5013,2489,580,1920,4238,2142,1398,3581,3108,5924,1398,3407,21216,1345,952,6160,5938,6128,2239,660,4578,5166,2094,1880,4387,4930,1910,2686,7592,7231,19133,1636,22016,7319,1917,3840,2387,1601,2329,807,64265,992,2933,5343,6599,1413,1747,353938,1561,3425,2075,4019,1317,5923,2417,1728,1098,2337,1416,766,4238,2148,43947,856,2466,7429,637,1734
87,6176,2008,9536,2151,3721,10583,463,951,2634,860,6035,5066,1554,5127,4240,1498,14463,5228,2700,2588,4557,4853,615,3225,4019,0,322,4385,2839,4038,4384,1180,14511,341,2227,9242,4528,3830,3862,1148,4499,8537,3888,102,1544,2254,1159,1295,8759,6058,10997,2295,16000,2807,5762,1699,2042,1662,4340,2160,66908,2874,603,13079,4713,2404,3629,394616,4056,3680,0,3709,3408,3644,2789,1061,1923,3006,2351,1794,493,978,26284,1680,3620,12691,1352,2401
88,4091,528,6249,1318,373,2904,658,652,790,340,2784,3813,672,1515,2161,548,8054,1516,872,1021,2846,2150,126,1064,2567,652,776,2245,1406,1841,430,1629,6330,619,953,3277,681,1534,559,847,1974,2196,1116,2085,737,2348,497,385,3576,3677,3946,1077,10364,1973,1921,2073,667,520,455,1035,28434,835,1425,6460,2631,1278,455,106853,1121,893,37,2333,1429,1282,871,720,381,1455,712,953,876,1448,10212,1413,1011,7048,1441,1529
89,8864,1335,17130,7300,593,6215,2460,1371,4672,1303,5001,3191,805,3929,5362,4736,15562,3617,2509,8600,3454,4242,380,2384,4073,453,1116,2913,4071,7847,2027,1909,30112,862,1349,3607,6711,3572,2381,1186,1724,3884,5766,2385,3370,6312,1775,1580,7733,8433,10797,983,24473,10805,1867,1363,534,3044,7353,2099,80088,2644,4069,187,5820,3934,2503,466326,2182,5407,1322,4237,3779,1513,3606,1412,2636,3026,3223,2108,2576,2581,31893,766,2109,12232,2180,949
90,15127,4856,18162,5524,1608,11068,3001,3434,2273,1006,10573,6826,1956,3820,14106,3382,20765,4017,2949,5749,3573,4478,840,3513,3878,676,1532,3564,2645,7828,3413,2236,29163,1054,2350,4884,2672,5308,6214,2472,2066,4400,4205,5312,3248,6538,3772,4517,13014,13062,15243,1803,31280,15796,2089,3136,1679,2081,5026,4210,75187,1260,2673,12658,8342,3215,1399,408648,4205,2949,0,5320,3856,2826,3854,1462,1456,4103,1778,2156,1163,3548,42765,3290,3178,14188,1413,1860
91,2804,540,6224,1031,1223,1986,815,958,567,390,1793,1534,398,1323,1455,586,5317,667,859,1425,1063,1039,80,637,1405,1,327,1007,1615,1458,559,791,5754,258,456,1396,1548,1497,330,289,448,1368,1002,4,883,1606,913,1449,4829,1941,5237,462,5510,1256,1382,915,371,484,1088,990,26518,716,508,6087,2862,1173,486,69728,863,1126,324,2834,625,1513,1448,489,384,1696,1087,152,1012,291,12948,548,1930,4113,594,580
92,4,0,0,0,4392,0,1,0,0,1931,1,0,0,1,0,0,106,159,0,0,1484,7172,2034,7566,20983,3327,1385,11224,0,0,0,0,1267,1632,0,1,2,0,10,1,0,0,2,0,1,0,0,0,1,0,763,0,10668,952,0,0,1,0,0,1,463,2,0,4,1948,1,0,6631,0,540,1,2,1,2,0,2,0,1,0,0,0,0,4,0,0,0,1,0
93,6750,1078,8637,261,63,2711,189,1432,1507,870,1637,10893,1136,2575,11417,1465,28085,1008,1176,1391,1467,474,27,376,919,499,351,428,704,2237,840,986,3460,1117,1197,1039,52,461,21903,1228,677,2232,2371,1,734,3379,1748,3555,21875,12979,22396,888,21059,12684,6837,3942,2001,1235,1457,3629,82899,1046,654,1013,1480,1608,1045,153268,1430,1801,1,4109,2097,510,1941,2120,424,3461,753,3889,1799,567,6360,3680,654,2351,1531,1687
94,45578,9587,78906,1165,5,25210,1828,5880,20210,7418,2478,67177,12829,17315,54346,8953,190608,6276,6534,8831,4921,3504,672,2059,7435,2897,1778,4239,7047,30423,4129,5654,29268,4182,6921,9127,3837,8378,50560,7871,4693,16678,15655,0,14205,22133,24786,35919,123695,136320,127799,8943,76985,58795,41466,23762,18305,4509,12418,20138,649511,12269,1214,21623,10958,16412,6687,674403,16282,9319,2,23227,10912,7225,21183,18947,2914,39102,9953,27742,18701,4328,51018,40060,11609,64977,11547,13822
95,4273,132,4575,810,2453,1305,654,475,761,147,5377,1042,724,1438,1620,333,6669,453,744,673,990,1273,35,551,1323,161,406,575,821,3185,557,583,4573,305,497,2878,787,1422,620,541,635,1251,963,121,884,1563,163,980,2587,1255,3410,689,4054,941,602,531,0,607,1405,918,22951,814,577,2948,1000,1135,581,45295,1276,1796,1014,2535,871,1937,626,601,578,664,586,778,1287,210,13433,479,369,4040,873,839
96,4230,327,4049,1112,895,1632,418,441,662,364,2231,2058,173,1482,1086,532,4835,641,1074,597,1456,692,234,669,1695,2,377,790,699,1463,613,904,5443,404,225,1350,732,1120,1797,641,625,1091,392,734,899,577,114,448,2745,2118,4069,653,5855,1502,1108,570,784,272,1308,707,18175,531,430,1233,1652,763,465,55243,778,131,548,2565,744,809,145,562,335,1118,552,41,769,311,10014,533,1370,5397,585,686
97,14006,3648,18937,9776,4429,5123,6376,2901,5815,675,20898,11355,3436,5358,10818,2625,37103,5187,5288,9056,9007,6817,635,3986,8746,896,527,4631,4935,6829,4263,7263,28036,2930,2889,14862,8728,6131,2242,3773,5526,2329,7099,2911,7258,8976,3049,4658,20647,12613,6711,1946,33797,6766,2605,2469,968,1701,4118,2630,129928,10065,2513,23369,12627,4899,1256,124228,4263,4992,6270,8493,8101,944,2513,3107,4905,8153,3827,2685,6155,3661,74982,1638,8890,26473,4697,7521
98,4936,1760,7556,1320,1876,1190,1991,881,715,378,5525,2565,489,1549,2299,961,9430,1482,1003,2487,2305,1188,216,517,2791,547,153,801,1281,405,966,1093,11680,682,715,3472,684,2173,187,1611,2225,2488,1544,1314,979,2832,836,525,5560,4343,4111,1413,9582,2588,1941,978,547,1604,1878,1295,18334,876,277,12654,1493,428,1162,78763,387,1346,1285,3046,2011,2025,1265,867,661,792,623,151,747,690,14480,277,251,5908,590,1856
99,2832,923,8122,1414,905,3192,1440,831,1411,434,4116,3216,841,4086,2315,380,7337,1908,1307,1522,2192,1349,209,875,3014,158,394,1455,3553,1209,940,1591,9459,560,258,3582,2410,2255,337,803,2047,3043,2768,1471,1395,2355,768,635,2948,3834,2253,1217,15065,2659,1810,1227,464,1325,511,1162,27756,887,979,12710,5831,1956,874,89577,1505,1897,704,3036,1321,874,1511,838,583,2033,642,112,1270,400,18004,515,2234,11805,1422,1278
100,6521,924,7397,1975,2314,2413,1500,746,3374,243,3393,3311,542,4407,3972,739,14637,2739,2582,1656,3518,2678,690,2484,5016,722,689,2623,2355,4618,1408,966,12853,845,1596,4488,603,3024,4343,2215,2338,2794,2928,1254,2343,2117,1162,576,3947,5203,23506,866,14809,4289,2122,934,848,612,3223,754,30629,2087,1454,14439,5694,952,1218,237970,556,2006,273,4469,1504,1011,1552,783,1686,3784,1602,233,999,491,17067,1313,696,5284,1162,2965
101,30589,2289,44602,9529,9759,24549,4660,5524,11344,711,30734,17295,2557,9755,14123,4437,62036,5159,11069,9245,12668,12122,622,4828,14470,2756,2718,6863,6478,12298,6216,3039,42902,4071,105,10409,13161,11558,8824,3963,4795,3533,2537,5805,6837,12229,7628,3684,34577,19396,33537,168,88680,20590,10016,1979,3249,8149,6052,8548,261722,8277,5160,5409,16901,9133,5122,791729,9117,4307,4261,16187,7153,16499,12196,6304,4037,10576,8683,3825,5420,1591,144654,7452,13942,65284,8,3285
102,5134,653,9062,933,1869,4237,1385,1917,2577,651,6842,9872,2256,6729,6651,1076,22047,2217,1742,2425,1850,2023,56,1155,1503,694,834,1542,3797,4991,1823,2314,11264,208,1019,2620,1349,1974,3752,1807,4666,5760,4171,1916,2850,5263,3316,3170,9435,17298,28759,588,16678,10455,3840,4300,2110,1066,1176,730,62555,2315,2212,18727,7527,2384,754,306056,3740,4246,1,5280,3279,4045,1478,1963,1271,4285,2458,1905,1482,1122,13688,6208,1610,12343,1570,2300
103,17832,5188,14819,3373,5985,3358,3135,185,2865,1173,4061,5569,789,3475,8260,2182,18241,3770,1513,5452,2980,5102,370,3597,10303,3561,1723,6120,3563,11065,4033,2618,30444,1863,2010,8714,1415,1900,1057,4330,3821,4410,7973,3861,2932,9010,4765,1795,4861,8965,38264,2572,30169,7516,2937,3457,1109,2627,5043,1365,48675,745,1343,17968,9962,2323,863,508704,4087,3859,1,7713,4054,9137,3214,3630,2201,5188,2480,2515,3960,2383,29763,2683,3035,15215,7946,1606
104,18468,533,17147,4896,1643,5357,2958,2007,6672,943,6498,7460,1166,4708,7252,1651,22947,4640,3967,5246,4373,8986,1559,4109,10192,1882,1393,7228,2810,7902,4511,3498,21597,969,3701,6768,10335,6831,3786,498,7590,5933,4311,3808,1123,4282,4738,5763,5812,4201,19544,1998,22732,14564,3667,5930,3582,3176,3561,3377,96360,2187,5017,4163,6892,1429,1053,628827,1751,3856,2779,6271,3836,10793,1561,3897,3286,5656,2430,1373,2745,2002,41137,2503,2401,20647,5038,2424
105,4639,463,7359,1177,1201,1688,1442,1205,589,390,208,2544,0,1250,2036,562,9700,948,2164,1659,2425,1925,212,1191,4154,1388,1351,1376,1254,1721,405,1886,9149,514,1494,2236,840,2447,1718,542,2562,2254,1994,858,1129,1473,347,1296,2841,4896,2955,2088,16612,2395,2563,865,322,455,1590,817,31372,1099,1334,1657,3590,960,721,106881,2657,2581,824,3954,949,2449,707,1529,698,917,1433,361,603,677,13893,450,4671,14624,1154,776
106,5217,2870,23152,2853,4408,7260,1418,2634,5055,2617,9799,6279,2124,5166,7920,1678,20244,2095,3873,4953,3381,5696,1626,4530,7328,3,2128,7880,4058,7068,1836,4580,22958,1860,503,9087,10370,7122,340,2764,1534,6632,1712,4036,3199,3522,3236,1334,10679,11266,12082,1440,32398,5968,1790,3077,861,2752,3484,1777,77787,3937,806,35602,10770,1671,1564,549935,4608,3695,0,8690,2619,3915,4359,1232,1272,5710,1726,28,2588,1671,41066,2533,5175,27769,3518,2842
107,12351,763,11589,2766,418,3914,806,730,937,415,5848,2214,0,2147,3583,1165,12566,1066,1324,2897,1470,1241,70,782,2116,403,198,937,1777,2297,466,2269,11120,263,1718,3446,2416,1105,4043,419,356,1491,785,35,1772,2278,1940,455,9206,1924,5843,307,8377,2400,2874,1653,205,1362,1268,1414,36292,1152,1499,111,2834,956,345,94753,1365,2061,3384,4252,2287,5201,430,673,559,2226,1067,478,1515,699,32719,468,5098,10454,2707,1251
108,2672,846,3257,488,564,2192,326,869,528,188,1682,2319,605,1387,1887,446,5862,709,1270,733,1384,463,84,709,2978,148,576,1420,2026,1034,862,717,3292,167,515,1779,403,2960,2338,368,961,1647,769,81,986,1480,862,629,4160,4158,9358,596,5950,886,989,552,1253,355,633,978,23350,1107,499,15595,3042,1127,508,61149,956,1104,0,3127,871,2359,708,410,409,1708,384,703,505,356,7140,778,1325,6954,233,1110
109,1649,135,583,342,879,166,190,279,213,59,2237,572,231,401,232,42,1674,500,385,401,252,290,31,232,889,5,62,257,199,46,79,366,1527,70,120,421,174,362,158,303,272,224,231,40,286,316,94,92,907,696,1978,200,2396,258,403,251,297,192,164,357,2436,130,104,1440,1255,77,226,11629,172,279,0,370,151,91,79,216,195,256,63,206,157,189,1893,174,468,1708,92,257
110,33977,3004,35826,11461,19408,17019,9358,3499,5960,2397,16126,6566,4786,14407,21607,1098,52559,9630,9093,11668,9283,7446,1222,5273,19148,3137,3517,7876,6300,21795,2907,308,44954,5419,2747,17084,12800,5489,7876,7559,9626,19391,18232,5470,8413,18442,3985,17853,14257,29808,15053,7968,74435,24615,10252,7719,5918,3899,6840,6759,275934,8007,1573,26098,14437,8617,7111,580572,14249,19488,4292,29861,3599,12274,8568,8185,5674,13141,7620,5448,3279,3054,81600,10483,7452,24453,8472,5422
111,0,478,0,0,3130,0,0,1030,0,419,0,1473,0,269,0,326,402,114,1,0,0,5937,512,4607,5929,1,1522,4740,1,0,175,0,782,0,1,22,476,12,3,0,0,377,538,0,870,71,0,0,0,0,1,797,4407,1551,0,0,0,0,0,0,3,1141,0,441,1477,0,0,15033,0,382,623,0,1,0,0,0,0,0,171,0,28,84,0,0,817,0,0,0
