,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
112,6671,1348,9694,1420,471,2643,834,1264,2093,1066,4927,3955,2546,1424,2459,728,11419,1580,1645,1529,2449,2383,255,1444,4705,322,514,2785,2231,2343,1107,1986,9013,226,381,1928,1441,2212,1000,676,1631,3733,2824,1155,2069,1115,1675,911,5491,3773,5030,2127,11625,2204,2933,952,1097,622,1111,1634,31367,733,1367,15053,3012,932,1012,123281,1033,1670,1467,3758,1778,2629,592,1069,833,3845,1203,1253,670,422,14300,752,1447,7098,1234,950
113,3410,250,1745,1824,80,189,26,597,132,762,858,888,89,557,562,751,1671,788,312,1853,526,1041,81,889,2193,199,259,981,799,148,221,553,9851,333,604,198,185,1475,186,232,190,602,220,0,1095,557,340,385,2033,782,7537,275,6442,1958,1326,160,0,309,857,273,5821,157,110,0,735,407,741,69445,208,427,561,461,407,350,3,387,274,422,113,98,246,672,6809,107,1285,3875,51,500
114,40858,6973,48295,24349,736,24237,3893,4090,6201,6182,20405,12922,110,3564,15374,6949,44625,4889,5477,15631,10508,4322,1108,2735,5104,1,1095,3346,9213,25607,8595,11926,74832,1569,5953,14215,15448,14262,19800,1065,4917,10136,11653,0,14956,14186,6455,3037,42035,10856,23556,1285,115451,32318,13108,3642,0,8099,18393,3275,316712,8660,4642,0,7198,8025,2523,533924,20677,21075,16205,7804,6274,9240,7417,2507,8200,5299,4698,1843,11903,4921,219255,4342,31362,80709,6521,3633
115,8141,411,5789,1320,1,1685,348,564,515,521,1543,1053,162,1209,2603,632,6917,770,1175,2778,783,1043,37,464,1540,533,276,827,1014,1716,666,662,8794,378,1544,1350,1442,2736,1688,336,431,704,846,488,1469,1057,427,404,4082,2320,3206,426,6087,3724,1008,821,100,874,766,581,26731,1012,263,114,1845,908,256,50492,568,1225,910,1243,1044,1807,1284,784,469,1236,820,782,1457,349,22137,634,2897,8034,1274,351
116,11150,3137,10081,7509,1230,2176,872,0,1159,1595,7908,26526,4346,5755,3124,3532,20118,7507,3152,6023,12078,732,392,2181,4588,597,1097,3902,2650,1122,355,1925,18441,1731,562,4045,39,8810,811,4799,1641,3027,2870,642,1307,3614,2465,1058,12715,23753,22217,2395,17864,9275,6993,1911,6285,2504,2040,1341,64528,1803,692,33451,7956,2385,2472,75571,1040,1989,1,16916,2813,168,63,2166,3115,4178,922,4766,688,4588,29847,786,2046,13427,1091,4055
117,16821,4029,22491,4338,2032,8387,3419,1640,3950,1454,17235,7587,1370,3446,6806,2228,26386,3439,3078,7032,6736,3712,208,2156,6926,2264,1197,2943,4611,7789,1138,3921,23351,1999,1640,11395,2600,5313,6826,2627,1968,4644,5995,3641,2831,8414,1998,2916,9826,16374,5132,2818,28950,8565,2919,2181,3024,2413,6253,2903,96696,2154,3294,23092,12249,6330,3312,96296,5269,6101,1,7176,4478,289,2394,2643,1674,2737,3973,754,1759,3171,32316,1112,5155,22876,1561,2618
118,10970,1050,9170,650,5271,4503,860,771,999,427,2960,3460,1705,2061,2504,340,12767,1601,2336,1510,1354,1158,168,827,2721,144,200,807,2755,3424,748,1673,7554,622,808,3802,888,2686,1938,1149,1798,2802,1314,820,1453,1836,303,1088,5741,4999,9489,1195,12274,2243,1433,990,681,1110,1295,2116,34887,1481,460,23483,4117,1349,817,140101,1504,1510,0,4465,1175,2292,828,1530,574,3232,1708,701,1066,784,11923,1285,1390,9505,1461,949
119,2894,109,2963,1264,784,2274,730,404,516,359,2680,1641,338,880,1599,243,4717,780,909,778,434,637,168,620,710,0,400,464,545,1468,577,1313,5212,145,415,1128,1393,822,1433,390,254,431,485,789,652,1301,546,777,2570,2145,3775,142,5637,1392,1287,370,382,211,516,1099,23076,571,386,500,1743,392,254,75598,712,1074,906,1491,1042,623,318,1245,249,1323,548,425,592,602,11160,246,1652,7219,500,759
120,4774,265,5507,267,41,2094,808,797,922,349,887,4784,1875,2324,5305,995,15512,913,902,875,969,518,101,398,714,7,224,772,947,1733,570,705,4186,669,668,660,182,662,1628,1250,955,1297,1152,421,845,2624,777,2009,5736,9768,14571,850,8921,3882,3377,1451,1436,299,1317,1499,51552,779,167,3705,1894,1430,479,150688,1363,608,0,3528,841,223,1414,1290,804,2658,667,960,1257,561,4515,2159,531,4466,640,1253
121,3457,0,5437,9809,8396,203,2751,1178,1,1422,8973,3551,1211,3260,320,1817,6862,4130,2327,2791,2409,10085,2007,6583,12119,0,4346,10698,2029,4466,0,1318,15244,2906,985,6052,2334,515,1,2110,992,2649,3308,0,1443,954,2047,2179,3443,3408,6763,0,512,0,0,2,0,0,0,2666,11818,1424,2,53773,9908,84,0,66295,0,422,4,2787,1633,1,0,4,0,0,4,2,0,3957,17546,0,0,4967,752,1626
122,2778,622,4242,181,200,876,938,495,1467,419,2565,1435,538,1337,1507,163,4747,869,1358,1350,826,1238,166,709,1838,117,838,1125,1001,1130,262,1135,4177,492,366,1663,1446,671,646,911,1488,2274,1686,1292,1499,2280,795,999,2522,3784,2379,702,6203,1145,1191,1712,587,359,1138,1196,17747,606,1079,8897,1619,505,619,69141,696,676,0,4321,117,1798,271,629,635,1342,728,782,1266,369,6996,415,2047,5298,726,766
123,60977,5978,57487,23338,1209,23563,3824,7698,2793,1254,26400,6589,719,4148,27255,12637,71663,3941,4698,22999,14901,9177,667,4585,9171,446,2116,4037,5042,19783,16215,15005,102161,2390,5198,11889,12236,19127,24006,3781,5811,8866,8601,0,15183,13947,7881,4315,37593,26248,45080,6786,78791,29955,20317,6740,1084,20,12324,13014,313801,6354,9410,0,11456,11234,7100,621783,9916,24034,24305,6663,10774,22613,11711,3912,8117,9111,5650,1563,7867,2683,227481,6309,20739,36342,11784,5911
124,2301,356,1838,729,382,923,161,295,398,257,1925,790,121,719,693,279,4293,629,576,537,736,354,91,370,811,131,240,613,876,951,379,397,2772,212,200,1122,562,944,1050,275,559,736,266,607,470,514,42,222,1578,1463,3446,290,4235,583,715,549,366,149,313,437,14042,55,346,1862,1824,474,55,61990,515,962,0,1067,885,93,224,325,252,607,144,408,473,274,5972,431,338,2861,190,512
125,7916,558,11354,10118,4273,2378,1343,1415,2237,611,14040,5901,1112,3606,5969,1699,18607,3639,2476,7802,10732,4113,522,2743,3964,355,1099,3546,4476,4653,1252,2890,17104,1142,1340,5913,4582,7610,1130,2680,3299,6172,2446,2314,2383,3998,2020,1908,4612,10153,2252,1702,28275,5685,3735,4226,2009,716,5569,1816,104601,798,1236,19476,10151,9842,2457,33663,4385,2904,3208,4182,4058,1094,2360,1541,2353,4932,2198,2239,2388,2059,36000,1747,1480,14176,1548,2023
126,7296,772,7728,1992,1768,2055,604,675,502,612,6040,1751,314,690,2473,1343,7610,1000,1202,2481,2171,772,34,519,797,154,356,922,1567,3045,952,1290,9668,550,745,2282,1633,2254,1259,339,975,1532,1198,854,1830,1558,1011,315,3226,3498,8116,834,8762,2596,1219,804,948,797,1073,1129,38637,897,724,581,2331,979,421,88196,1073,1842,1680,3944,1290,662,1726,836,999,1615,835,448,1482,856,12817,662,982,6776,964,1145
127,1654,360,2212,1797,1236,955,707,1075,2191,830,9184,3478,2003,1044,1539,466,8260,3492,1406,3032,1396,4863,745,2233,6186,511,2109,5338,4395,2199,2941,351,10935,2056,52,5842,2508,2712,1253,2268,3764,3657,3099,2735,1110,1350,2501,806,5543,14220,10660,1694,15235,2796,2431,1706,976,467,3838,1893,42305,2655,1051,16841,4969,2374,277,48992,1220,1509,1962,2599,524,986,628,1674,724,1038,1490,1183,1399,655,17370,816,575,1657,8,3184
128,13358,3710,23489,3619,3212,9577,618,2008,4898,1452,10944,4509,1956,6774,11503,352,21122,3509,2998,4092,3459,6902,1023,4222,6258,1352,1124,4930,1411,5182,2702,4151,29083,806,2384,7698,12666,3647,0,4376,5788,11292,3887,2826,2401,4926,4821,2727,6158,11720,20506,2867,28101,14259,6146,3124,2165,1389,4530,1014,95293,8456,2008,25314,10858,2128,1532,561110,2830,4639,1062,7315,2304,4864,3434,2475,2093,6548,3646,1769,620,1100,44638,4201,8017,35966,880,2942
129,12835,2375,13938,5541,5592,7650,8657,0,4319,505,39558,8217,3997,5508,3476,3548,26615,4673,1216,6564,5410,9551,1659,6858,8635,732,3308,6748,7936,1462,2020,2197,27533,1008,1557,11809,7978,6870,1971,4797,3878,5308,6699,1592,9044,8386,4093,539,15712,16305,8448,1845,45623,5890,2469,2031,1263,1141,4010,1664,73914,4737,4548,23771,10190,2156,3557,314874,4090,8123,10237,11980,4001,0,706,4171,3227,3018,2767,3438,3084,1266,70212,1547,3994,12811,1318,4148
130,7498,380,11135,885,1762,4084,1211,2190,1774,841,3219,3203,1621,3307,4265,884,10285,1938,1996,3816,3143,3720,682,3671,4012,0,1743,5637,1520,4284,1799,903,11004,922,1439,4020,4903,2793,1491,1808,1891,5125,3491,1441,1942,4104,493,1176,2349,5600,17862,1521,13799,3478,1083,2782,1435,1332,3231,1468,45209,2864,1417,17146,4887,1765,991,349197,5084,1357,985,4652,1502,2891,3074,683,355,3117,850,0,953,1097,14257,1691,3419,14083,412,1509
131,4202,388,4684,687,2635,2644,315,625,421,128,968,3805,248,2088,2029,581,8034,743,1271,614,905,1074,54,357,1480,73,354,611,847,1929,476,1141,3545,372,829,1317,0,727,2225,823,691,607,1079,1014,1401,1980,902,1347,4003,2982,10927,1082,5498,2070,1490,1424,944,1094,585,1014,27724,1599,694,8807,3101,702,163,73605,968,1561,93,2706,654,1470,353,1148,182,1377,1321,1377,1003,213,9952,1837,1170,8266,1287,599
132,3349,684,3515,1084,405,1150,496,561,739,67,2199,1104,281,1098,1360,441,4403,599,593,557,1772,843,46,487,1294,69,291,1277,1041,1087,424,809,3763,94,701,1116,1366,1209,448,616,492,786,605,1055,812,1004,326,553,700,2866,3377,511,5574,463,794,441,826,111,902,576,16094,340,275,380,1089,892,303,68986,1063,1672,0,1334,1240,565,582,808,591,510,415,96,484,306,5474,346,378,2312,484,524
133,3629,344,5951,938,821,1619,440,673,694,713,2315,1903,575,770,1989,333,4816,644,1418,1316,1600,775,249,464,1060,0,225,908,877,1788,613,908,7328,291,407,2371,1232,1013,534,556,466,896,403,646,721,1079,571,568,3015,2554,6053,512,6954,1861,562,611,451,373,1151,621,24611,830,273,1978,2414,828,62,98388,1109,1530,0,1671,849,2079,264,264,621,818,770,418,575,613,12085,702,802,1857,554,744
134,3459,479,3477,220,2072,1646,1101,788,730,237,1766,2085,575,1794,1809,637,6974,476,784,1316,686,631,86,564,1925,2,394,531,1170,1439,374,934,2858,642,369,992,1175,1136,680,683,1250,1556,518,1279,927,1314,377,966,2885,1745,10746,1261,6406,1948,998,701,596,544,839,532,24324,567,418,12470,3478,651,247,59179,390,1395,72,2237,601,947,1070,551,330,1274,366,331,784,345,8051,844,458,3031,1101,955
135,228,0,2,0,3238,0,0,0,0,196,0,67,0,0,0,0,0,0,0,5533,0,12005,24,11357,13592,3661,27,9320,4,0,0,0,4289,0,0,1840,11,2181,2,0,0,3,0,0,2,1,0,0,1,1,8,0,17992,966,0,0,0,0,5553,0,1387,0,0,1,1631,0,0,3980,0,0,2,1,1,0,0,0,847,0,0,0,0,1,1,0,2074,0,0,0
136,3,1,0,0,15166,0,0,2,0,9201,0,2,0,4,0,0,0,0,0,0,1,139979,14869,57746,147375,8527,23962,90999,5070,0,0,0,339,1,2,0,5419,12614,11,0,0,2,1,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,143692,0,3,2,0,2082,0,0,0,0,2,0,0,0,161,0,0,0,0,0,0
137,8308,450,9275,3230,147,2430,1295,714,666,459,3484,2259,1,1761,1604,635,8185,1290,698,3770,1889,1492,168,798,1793,447,328,1126,3792,1903,690,2225,12882,709,651,3635,1509,3648,1056,118,1417,1986,2884,2,1657,3827,1197,406,5998,2968,5290,839,13721,4237,2726,1269,0,1482,1552,847,36402,586,1792,93,3318,965,1118,113231,1301,1294,4181,4384,1635,633,548,1643,1168,1960,542,514,1864,1181,42352,579,2666,12817,1100,1805
138,9385,840,7929,3994,925,4012,1919,1386,934,1272,13201,3743,1210,2571,3215,1026,15791,1768,2863,4499,3457,861,53,718,1219,2,317,765,2949,2900,1200,3063,15666,787,1932,5489,2072,3081,1572,835,2321,2699,2697,1457,3892,3638,3332,1747,6155,10067,3796,820,19986,5998,4929,1175,482,1777,2412,1133,66654,1545,2542,4309,5180,1107,2227,123589,1369,4021,5994,5276,2895,4958,1480,2544,1884,2676,1554,1381,1332,1670,41691,962,2170,9799,3360,2474
139,3180,546,7148,660,2944,2211,422,1016,555,334,7855,1508,671,2081,1662,543,8772,1403,1428,1336,2712,4038,443,2095,3974,0,782,2155,1239,3061,726,374,8337,358,286,3328,696,1090,284,894,1902,4869,2759,1178,1852,2087,214,847,5538,3730,17968,308,10806,4534,2613,3314,177,518,1645,293,31853,1182,377,13677,5590,2623,604,162146,1911,855,304,2235,1678,802,1224,1293,817,2799,1013,518,903,569,6440,590,1655,2547,845,500
140,13295,1045,6770,10132,568,2963,795,1540,547,999,5697,2099,28,1005,2631,2111,9470,2130,1980,3503,1970,1536,128,521,1752,204,439,1680,1938,3278,1358,2433,14867,665,1693,2087,1203,2419,2205,206,2077,2817,1379,0,2777,2409,886,316,5826,2427,15208,377,13800,5087,2282,1522,60,938,1890,1586,56826,954,2032,0,1341,1475,442,160905,869,2187,3142,3441,974,163,333,1771,1702,1991,1986,746,2229,1556,36668,185,5536,9041,712,1431
141,5540,253,5413,506,3650,1697,1326,765,1344,325,5520,2820,1381,3419,2296,690,8786,3178,1031,1941,1888,2584,345,826,3012,219,648,1705,1738,2736,959,760,12315,1020,541,3197,3505,1108,700,919,2068,1412,1883,2324,861,2772,639,1460,3453,3656,6718,830,9519,2314,1897,1718,1298,1442,1564,865,29557,1095,917,16563,3154,390,368,146830,453,2784,3,2392,1373,1208,1001,701,493,1340,1079,190,981,657,14864,1561,481,4623,850,946
142,357,80,575,21,0,117,27,102,241,139,79,1757,269,174,510,77,2576,123,85,146,102,19,13,28,110,7,22,54,37,106,38,98,551,52,102,57,9,120,474,212,93,192,101,0,159,332,218,150,2699,1417,2219,77,1789,971,918,276,302,122,210,382,6012,92,43,158,183,101,122,24450,150,54,8,372,175,35,81,366,34,436,78,696,189,59,270,166,189,977,172,309
143,4444,2691,9033,1289,204,2543,1181,1278,1562,421,3125,2902,543,1805,2591,304,13800,984,1377,1760,1739,1313,143,787,2482,37,324,802,1594,2262,885,2278,7540,144,1207,3228,3478,4108,1771,1292,1237,1260,1910,2188,904,1685,1018,1753,5222,4634,2634,815,9291,3919,2684,1581,469,578,795,1080,33849,621,1952,1891,3548,1577,866,85287,1954,1490,1001,1920,2899,2431,1915,771,683,2848,1168,303,1209,336,15589,767,1316,10576,1321,908
144,2561,972,10142,821,1832,5718,3415,615,1372,1053,6587,1749,1191,2896,3335,466,6300,3205,2992,2734,3296,4714,573,2913,4448,1263,1610,3543,1981,8316,1677,799,10967,1341,516,7723,1945,2711,2302,655,1417,6454,2740,1116,31,3100,473,1,4670,6479,12205,356,15409,5423,2183,3433,338,557,2127,39,47717,2892,1991,26620,7626,1643,2718,316200,1301,643,925,2459,1298,6047,3726,2003,1232,3467,581,898,553,638,23274,962,272,7026,1474,1760
145,3768,454,3606,1735,288,1386,228,346,638,326,3151,1508,159,902,2244,408,6934,1003,602,816,1647,515,141,436,575,247,295,904,658,1124,452,521,6775,224,356,1256,348,1017,2668,438,745,257,676,209,1097,1456,356,737,1823,2785,7207,253,6314,1955,1319,552,432,472,650,469,27237,721,523,142,1004,916,545,96879,775,1071,1063,1000,597,749,99,777,321,1191,241,743,918,391,8833,461,1579,4120,831,307
146,14945,1818,17255,10070,1,6441,2447,2313,1802,2396,5852,3467,220,2866,9175,3064,13781,3557,1844,5526,2351,3035,649,1794,2549,855,941,2880,4277,6931,1481,3797,34758,2448,3108,4738,6343,5002,2539,771,2816,4531,4015,0,5369,6397,1489,46,13442,5542,22076,1305,37093,9169,4650,2388,0,2201,4828,1848,84594,1462,2611,188,3158,1611,1513,429298,2756,4288,2918,5300,3096,2312,1348,1191,2793,1890,1825,1064,2833,3362,41698,335,4372,15835,1978,1509
147,2963,825,7104,495,516,2847,214,1154,851,222,1704,1163,829,1462,1786,375,6600,914,1494,1281,1944,1253,165,871,2194,170,398,955,1010,3141,1012,1253,5123,435,715,2872,1651,1237,624,680,153,1107,1402,385,1635,1223,983,758,3750,3165,3008,818,7071,2466,1171,1337,714,515,1443,706,26645,237,849,10961,2337,1961,917,83051,2306,969,3,1553,2576,3714,466,878,632,1543,1074,458,621,399,5780,446,2211,9459,1760,1397
148,11804,2023,21077,2355,6533,8876,2296,1409,4883,1800,18637,10647,2100,6455,12986,1663,29290,3194,3711,2462,4503,5342,794,4177,10588,2,1315,4842,4998,6779,2948,4844,21095,1013,1445,11226,6947,3703,2215,3305,4060,5625,2917,3254,4839,8650,3703,2693,11836,14333,34970,2162,37097,7979,2921,8017,1594,3498,7125,1533,116461,3193,2127,52512,7601,5879,911,548070,4373,8675,1039,8999,2380,9680,2730,2012,1671,1720,2548,2982,2565,2203,24556,5569,1840,9433,2390,2947
149,4532,1390,12768,3458,5084,2965,1142,678,684,979,4010,4813,822,5023,3856,879,6960,4615,2285,3022,2477,4986,523,3708,5776,1250,1607,4609,3029,3438,517,3152,14642,2299,1591,3985,6007,2362,481,3075,3859,5313,2816,634,1537,3192,784,1035,3383,4906,16671,798,14302,4055,2347,2045,360,821,2996,1297,45321,2044,2399,35426,6436,1430,1228,373901,1346,942,1103,3958,3016,2893,782,1588,1703,2506,1180,3397,424,1333,14522,82,1219,14906,1422,2313
150,8169,772,11391,654,91,3608,369,1524,2331,1293,988,15037,1508,4634,8160,1107,39470,1527,1374,1600,2697,334,82,526,1234,295,179,658,1147,5254,941,2729,4509,764,1383,1530,157,859,17319,1534,1670,7238,3781,0,1987,2672,2409,4061,25252,20605,7863,536,13985,12519,6286,2621,2342,1765,1145,3232,98179,1923,460,7224,2058,3161,2375,188917,2161,1265,0,4287,2605,2659,3618,2237,429,4949,1132,1921,2247,968,10682,3304,500,5465,2285,3310
151,2827,459,3054,1570,890,1660,677,523,794,198,1890,1320,507,1054,1363,369,4916,696,845,858,812,706,98,569,1641,161,269,357,1078,1130,211,601,4625,501,277,1524,1572,1126,1125,531,470,544,964,739,1013,1548,573,507,1709,1854,4853,307,5109,1246,1203,459,536,539,440,486,19990,724,698,2293,1671,1401,416,72839,662,1056,396,1560,1023,779,895,560,239,718,431,668,1100,155,7913,525,678,2654,632,551
152,3850,3708,13254,5996,2272,2705,2328,2472,3381,811,7664,10976,1982,6570,5234,2115,24545,2185,1643,4160,3768,4969,605,3385,7794,1285,2866,4789,3662,6957,1846,4676,17533,1417,1186,7149,2325,3647,1410,2711,1867,3162,506,4067,2034,5250,2838,370,3188,13239,4822,1202,20858,9233,3114,952,2909,572,3885,1327,66338,2589,1651,7878,7741,4838,569,118565,6969,5072,0,8220,2077,796,2440,1550,2200,2975,3868,1940,3124,1325,14772,1945,3077,10307,1895,2347
153,6500,365,7065,1364,2243,2466,536,506,634,83,5806,1284,115,1406,1707,409,8350,622,739,1830,1514,1277,142,790,2153,545,121,971,1086,1725,505,925,5584,764,879,1042,1149,1583,3443,66,675,524,910,0,1086,1151,889,652,3634,1705,5691,301,8790,1565,1298,912,195,938,2587,827,40267,810,659,2139,2693,1326,805,82792,566,1436,1652,2030,1098,2415,1594,404,869,1605,594,141,1546,298,18543,221,1188,5274,767,1381
154,6464,470,1634,0,34,1916,112,970,749,801,0,2643,1123,2047,2515,79,10922,197,26,1001,2980,319,32,239,582,60,86,352,1607,631,0,61,162,295,702,615,32,161,78,84,327,1459,1037,0,653,1754,76,1082,2526,0,12995,704,14745,0,1041,1262,10,0,629,1471,20930,983,659,193,151,1258,159,140054,72,779,0,554,1464,243,2152,0,0,1217,432,1124,155,107,1,45,10467,10586,110,176
155,21405,9441,33728,14350,1789,14484,2485,6879,11078,1881,27419,3891,1469,5527,20553,2468,62460,6075,12354,10738,10807,5926,1364,4493,6017,383,2441,6974,8233,26568,6356,4855,55213,3015,4189,19578,19089,5014,11986,4636,6815,10709,5934,1500,8115,16428,9743,7479,37812,25086,30405,2463,73872,34284,11640,5385,2998,10485,14062,3291,206396,8212,5046,0,20523,9619,6672,490397,7532,7565,18304,13389,6864,27241,11654,9549,5788,8062,6216,1129,12128,2818,79270,6983,3022,34570,5079,3855
156,4011,775,4676,2219,204,1575,316,276,795,758,2351,800,63,682,1335,477,4892,498,585,1416,1048,413,81,415,728,1,237,474,1408,1652,1167,656,5923,63,405,1151,1297,2008,737,138,919,977,872,0,1307,1371,468,386,3365,1228,4253,393,4820,2122,702,721,0,772,647,576,21566,127,613,0,1398,1127,96,72546,801,693,907,1963,947,0,1200,227,509,592,786,226,473,458,12812,254,1504,2955,344,864
157,3574,478,2819,1833,1,1594,261,715,511,133,1320,714,67,453,1129,627,5169,360,810,1683,1525,895,59,524,1461,255,343,984,1351,1268,473,1907,4865,199,442,1356,1123,1726,526,75,501,812,1037,0,1754,1664,223,201,2439,3079,1724,1121,7763,2145,1048,339,0,442,1434,622,18504,682,661,3,1602,411,550,48219,589,859,1665,2042,1217,2077,235,598,489,701,678,197,1254,322,15961,164,1112,6903,963,753
158,6669,1613,7100,4227,320,2615,831,1411,1165,228,3065,1563,408,866,2225,1073,10432,990,887,2218,3550,1865,143,999,1792,12,78,1695,2216,1081,381,2606,9196,449,2053,2873,951,2928,2179,70,1925,2361,987,0,1293,2190,1161,276,4663,2712,4858,508,11434,3292,1976,702,84,1391,1983,762,24074,381,1117,0,1160,774,695,134680,1351,1366,2487,2727,2202,2138,428,1942,835,1238,73,606,1560,1024,26447,294,1746,8754,507,1246
159,4205,156,4724,1199,366,1591,740,610,674,56,2677,975,404,746,1567,719,5497,455,485,1334,1327,1048,134,669,1681,624,570,651,1032,1858,606,672,7511,666,287,1293,613,1637,640,549,227,1137,451,797,949,1586,459,487,2362,2523,5871,404,7589,1902,1329,821,639,501,733,637,20909,612,368,1588,1557,879,514,65222,458,679,881,2726,949,1123,238,554,409,1062,506,712,1205,419,9185,398,485,3174,146,728
160,4237,252,4347,1585,916,1090,443,734,845,224,2220,1157,96,795,1596,199,6840,493,1118,1194,1543,1023,71,920,3139,565,550,1418,229,631,355,1121,4231,237,164,2248,125,1148,169,374,1581,1343,621,297,612,649,732,787,2266,2572,3488,646,8183,1698,286,375,472,812,1062,162,21608,731,5,152,840,679,157,43417,1058,682,696,981,798,1660,772,581,563,1174,337,174,1300,451,13687,118,1007,2964,72,882
161,2402,138,0,0,0,0,350,944,0,1,0,0,0,0,0,0,0,0,130,0,3,4243,701,3276,6248,8,1547,3556,3566,0,0,0,421,866,186,0,0,0,0,0,67,577,1216,0,247,356,0,0,0,0,1209,0,1,0,0,0,0,0,0,0,1,24,0,0,348,0,0,195625,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,170
162,7,5912,7500,0,33786,0,0,0,0,9,0,4697,0,11545,0,0,0,0,0,0,1,122639,16766,38272,131863,13026,36156,196160,5,0,0,0,11604,1,0,0,21961,24,9,0,0,5127,1,0,2,0,2,0,0,0,2,0,7677,2392,0,0,0,0,1405,0,0,3,0,0,0,106,0,425016,0,0,1,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
163,5385,744,3021,823,20,2424,317,712,1344,835,3971,867,631,759,816,144,3470,573,797,929,2552,1278,182,704,2507,7,211,1010,1538,886,130,742,5126,1113,662,2053,404,797,625,397,858,2105,1624,1456,444,978,390,752,2024,3702,2220,793,6473,1068,426,408,584,94,897,333,13952,1020,912,2190,1979,440,762,69501,919,681,567,990,1284,1970,1110,625,684,1074,785,200,487,468,10501,328,3822,5254,741,1267
164,4367,407,3881,1925,877,1239,2,1129,924,276,1551,2240,557,2455,1624,671,7057,1148,941,2133,2331,1153,226,1561,2087,375,772,1449,1040,1416,437,1056,7140,249,550,1967,517,552,661,859,2000,1866,525,793,1407,1406,235,729,1475,4656,10438,535,8037,3085,959,627,388,15,1224,306,20669,1327,579,3776,1483,254,655,150955,1532,865,184,1577,1344,2166,606,913,885,1771,417,462,1050,686,8901,499,665,2046,587,969
165,5266,151,4218,2220,895,1719,158,388,548,121,4849,1123,74,1336,1964,453,5056,1431,1404,1498,1187,964,272,556,2313,133,209,1406,1012,2266,435,1621,9077,291,1054,886,639,1687,2510,363,1011,698,948,728,1240,1357,265,104,3133,3088,9486,426,9222,1445,1429,882,397,711,1241,669,23793,247,375,0,1223,623,108,68036,511,1416,879,1206,1066,906,1130,269,871,652,447,625,1277,723,16521,329,1110,3277,679,719
166,4926,651,10837,1036,1500,3859,1242,401,2475,461,3431,2697,993,4276,3137,459,10976,2208,2277,2063,2812,2359,250,1567,2385,22,778,2085,2266,2200,1009,2280,16015,873,729,2977,5202,2436,1457,643,2513,4993,2966,682,1228,2698,1776,1357,7728,2742,11328,517,15053,3904,2578,1369,503,1395,2863,704,33320,1404,1519,13543,3668,1047,654,246461,2047,1973,2083,5209,1371,1863,871,1199,1345,2355,1226,608,1893,1044,22583,797,1554,11292,978,1369
167,735,86,620,174,150,277,18,81,72,26,352,135,34,93,300,62,993,87,137,227,130,2142,225,783,2040,50,172,1377,228,513,66,256,3119,48,166,196,124,505,159,33,74,169,158,23,176,238,118,157,671,312,721,246,6742,1278,239,87,76,36,202,37,3989,102,138,10,208,186,27,9924,121,217,183,120,153,133,195,124,97,197,105,56,94,90,2381,22,252,613,139,69
168,7059,1323,8598,7126,0,1559,969,966,218,796,5049,1204,10,583,2469,1812,6505,853,573,2001,1904,598,178,731,1339,659,178,1085,1150,2436,1195,1897,15878,1052,2475,1723,2272,2605,3070,666,436,1479,1429,0,3528,2821,375,142,6792,2115,10241,413,10677,2627,1950,726,0,753,1144,447,42922,1128,603,0,1044,2129,375,104417,1269,996,2255,1422,1481,276,1691,1163,1194,1099,1186,820,1859,1384,24694,275,5504,10795,331,955
169,7317,1405,7791,1690,1150,2222,1035,361,1041,648,4744,2326,1359,5152,2464,624,11512,1912,1863,1598,1548,1496,210,706,3067,223,509,1232,1358,2985,571,1122,11006,385,930,2805,460,2439,1177,1572,1254,653,915,1478,1246,2008,1265,1220,3068,3717,9793,1043,8815,3320,1140,693,911,821,1895,1378,28990,1726,1090,7594,4120,1118,687,99922,1251,1850,56,2856,781,417,620,573,644,1357,821,426,891,885,7628,1315,3160,14135,873,1336
170,2077,0,6633,736,749,1885,440,445,786,149,1784,2023,1125,756,1785,359,6552,527,974,1346,1507,1757,251,649,2363,161,344,912,1443,1562,352,1412,4593,275,264,1995,804,1221,998,559,1569,488,394,207,1109,1822,79,919,1927,4951,4546,1040,7905,1756,1483,1387,403,812,1645,628,26028,786,818,9131,2901,1263,974,85721,1526,1049,0,4311,1112,2299,1029,1041,527,2263,590,166,782,268,10396,423,507,4746,1034,1147
171,4222,476,2795,587,1515,1763,327,250,533,42,1961,752,117,806,727,543,3462,321,626,945,769,638,129,595,1178,308,343,1080,914,1824,369,546,2985,49,458,591,444,1069,147,233,399,853,670,200,565,692,588,251,1660,2487,5328,464,3560,1185,821,467,359,457,864,462,14075,87,105,3098,1166,585,241,65392,347,983,1,816,523,571,624,97,332,726,255,242,395,294,7677,277,1042,2488,668,515
