,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
122,809,2,2,1265,0,1750,0,3,7,2,3274,0,0,33,10,0,0,0,0,0,1470,0,0,13,0,10323,1432,511,11747,18168,0,0,5446,10,0,0,1,0,1988,6,0,5,1,3214,2,0,539,8,9,1,0,55,12,3,1,0,0,0,218,0,1124,0,3,673,0,2,0,0,0,13597,19,0,0,1,0,0,36,0,18,9,0,0,0,555,0,0
123,19232,3963,1258,23677,1265,0,10604,2564,71,634,3467,4735,0,32910,4656,27697,0,74876,0,3667,944,2075,5703,5890,1,2898,473,356,1329,2916,24,659,1433,2283,7974,0,0,1091,17131,2093,2372,362,1815,2190,781,1798,4560,6794,6208,0,0,3551,521,11755,1,0,60859,45261,71850,56605,35962,17829,0,6474,8951,205666,0,944,5304,656536,115,7844,2843,2233,1748,2289,2,11981,1909,16383,44,5115,17004,2527,439,6301
124,4112,351,877,2246,370,0,279,294,11,19,219,827,0,2762,880,873,0,5516,1,560,34,11,407,336,0,261,15,25,105,279,55,68,188,359,168,0,0,1,2301,248,236,2,160,200,28,66,356,457,312,0,1,471,1,725,0,0,3201,4911,3221,3706,1531,2095,37,457,1108,6101,0,1860,1061,49222,0,1660,219,19,75,15,304,873,285,2118,12,175,1481,389,0,553
125,21634,7886,3192,6688,0,1,3305,4774,1,737,2024,0,0,18655,3198,8263,0,46915,61,792,432,0,1990,35923,0,1370,126,139,981,2378,191,460,1230,8258,935,0,0,253,659,2468,1731,21,4601,512,1,1502,600,3572,2567,0,18,2323,899,5972,32,0,7404,0,15270,67910,0,1482,121,2227,2511,68628,0,342,556,270253,0,629,2664,2144,493,0,247,2724,685,907,764,31748,38487,1751,1,1398
126,9064,1861,0,1,0,1,0,1709,7,0,1296,0,0,1,595,0,0,1,686,1,356,0,0,2009,0,10053,821,815,6844,13588,1753,2726,7540,5752,0,0,0,595,1357,14079,0,51,1278,103,3,4335,504,828,6368,0,0,0,0,0,1,0,2,2,11586,1,0,1,617,0,0,5,0,3,0,129808,0,1,1,1,0,0,0,0,4648,2,18,37392,723,5020,0,1571
127,43004,2291,4849,43193,21991,0,20254,3759,0,891,4607,17535,0,9679,6718,13177,0,49515,0,4664,291,1,12441,11680,1,3854,484,198,2028,6244,47,1707,4534,8225,19133,0,0,0,58243,5016,15149,13137,2911,18697,0,1692,6968,11195,13068,0,0,12907,1326,19166,0,0,27055,8837,23883,78576,21441,11612,0,12782,5464,266820,0,0,7222,465468,14036,13603,5950,8159,2916,0,1075,7174,2455,167215,0,15355,42324,3009,0,5777
128,2606,203,296,2948,727,1176,1039,340,0,35,242,1865,0,1070,1518,774,0,3548,0,807,59,0,1050,919,0,553,58,121,452,1182,316,349,596,1044,1009,0,0,0,3875,278,668,1360,75,902,0,0,372,611,271,1,0,461,51,1036,0,0,2244,1421,2141,3451,560,696,0,474,274,15379,0,6985,2144,56035,0,1413,513,87,176,1,143,829,275,5093,0,439,3973,204,0,422
129,3,1,692,2,0,8,1,1126,1,2,1047,0,0,0,4,0,0,0,1,0,2,0,0,1,2,8016,2275,2113,10863,12722,0,2386,10214,6,0,0,0,2,485,17,0,41,383,0,3,0,41,1,16,0,0,1,0,0,0,0,0,0,0,602,0,0,1,0,0,0,0,0,0,24054,1,0,1,0,0,0,1,18,275,0,0,11,0,157,0,0
130,4066,176,21,3063,367,441,888,389,0,1,317,952,0,706,407,1721,0,5465,0,446,26,0,1311,909,108,734,165,156,704,827,240,455,902,637,713,0,0,1,2807,513,1359,210,229,1010,1,454,380,130,295,0,0,688,83,1038,1,0,1576,2193,4699,7351,1141,480,133,950,684,18362,0,711,1549,39508,505,1490,672,419,0,264,162,1114,331,4609,0,1032,3655,239,0,473
131,14082,1864,1339,35659,9851,1,6544,1871,0,0,752,15897,0,5438,5572,14501,0,30771,0,5865,453,0,5148,4941,0,4580,434,377,2261,6822,3186,446,5968,6023,10604,0,0,2,34235,2180,6178,5668,558,6698,1,1113,3469,8940,4249,0,0,8762,0,13331,1,1,8282,8373,8659,40300,6691,6918,658,4915,2836,156033,0,18,4982,178548,5229,6531,7751,4956,0,0,2,6402,1648,57623,0,3601,22650,1780,0,3470
132,3902,265,201,2967,605,825,1289,133,1,59,89,2483,0,934,535,966,0,4606,0,572,1,0,788,601,2,518,94,64,587,1090,8,290,494,1099,1231,0,1,84,3485,121,829,881,148,1283,1,76,418,1126,547,0,0,1009,0,1032,0,0,1144,1364,3692,2952,1217,589,64,491,563,16821,0,0,1276,41164,555,853,545,322,399,23,1,522,452,6216,0,694,3574,211,0,665
133,4991,4,353,3828,1140,1609,2183,842,1,33,279,3810,0,1512,1066,1870,0,9956,0,841,56,0,1726,2442,1,1415,160,217,1132,2552,0,294,948,2619,1311,0,0,3,7864,463,1556,611,164,1840,3,151,1775,2283,1353,0,0,1652,37,1588,0,0,6139,4463,2345,11751,1660,1626,2,1416,327,34062,0,647,1699,46925,1461,1470,1772,2903,602,120,149,1793,246,13761,0,1257,1308,452,0,641
134,3417,242,164,4625,1427,34,1145,568,0,33,206,1800,0,836,661,1551,0,4700,32,580,42,0,1536,2163,187,743,80,78,430,982,2,106,560,780,1180,0,0,4568,5515,126,921,639,159,1018,0,92,286,1391,220,0,0,1025,1021,765,0,0,2145,725,3363,5147,1401,1361,105,317,362,19809,0,0,686,51389,740,1378,587,1076,303,0,1,558,496,12727,0,805,2571,329,1,623
135,5739,749,636,8388,245,0,2162,1382,51,96,719,1536,0,14474,1342,6983,0,37761,0,872,175,0,1049,1518,1,450,59,45,215,537,62,37,567,1314,1920,0,0,87,2004,646,1064,72,552,744,1,1029,2019,2552,2749,0,65,1580,24,5658,4,0,33324,15293,16879,14627,13227,9612,131,1166,2912,71570,0,384,2020,142548,0,2357,2010,633,190,1328,42,2941,597,1551,139,6701,19108,674,0,3500
136,1916,252,419,3039,702,207,1302,121,1,0,117,1177,0,640,1096,645,0,3930,0,664,33,0,352,1202,1,590,199,99,559,803,21,250,765,713,404,0,0,1,3174,378,979,350,105,107,2,194,461,747,539,0,0,695,0,610,0,0,1192,995,3657,4914,1394,798,7,322,642,14855,0,989,1300,63823,0,1347,797,278,14,0,2,480,224,3933,0,404,1621,218,0,440
137,10106,0,1269,6401,6810,13236,55,228,925,922,1735,17177,0,9591,1269,987,0,12344,1,14625,2116,0,4603,11511,0,3482,2179,1043,2836,8476,1,3,7633,11750,1234,0,0,2,42239,562,5703,1390,882,2877,5609,796,3158,2591,3567,758,0,4308,0,4643,2,0,4624,8318,18072,13451,1366,5570,1,4077,4753,13743,0,31208,24512,40323,1,5192,1943,10,0,0,1,1845,2553,15011,0,4813,1490,3068,0,2077
138,4010,1245,2199,13772,7505,3361,2968,6154,0,0,2556,19702,0,15762,5412,4599,0,39324,0,8313,1761,0,5825,127,1,24858,1713,1541,5943,30738,73,7699,15101,17002,5945,0,0,0,30437,525,9862,8264,985,4828,1,2037,8804,6459,5690,0,0,6474,23,10874,0,0,7962,14672,17013,14998,6871,5879,1,3183,5444,175357,0,32311,18388,258610,1407,9741,4366,0,1964,0,0,2347,4223,35444,0,3700,12089,1197,0,13948
139,4,1,0,0,0,6914,0,9519,642,0,16854,0,0,0,2070,0,0,0,0,0,3012,0,0,1,1,81070,7097,7541,29838,118783,12931,12001,115254,6495,0,0,0,3,4151,2,0,1482,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,8,6792,0,0,0,0,0,1,0,0,0,166790,7625,0,0,1,0,0,3,0,1099,0,1,8714,0,0,1,0
140,2761,512,481,8303,976,674,3468,685,0,259,668,5066,0,1759,2348,1450,0,12757,0,1215,69,0,2239,1276,0,1901,164,200,879,3206,427,590,1829,3325,648,0,0,1,5507,479,2787,2709,252,1964,494,638,824,3202,1992,0,0,2070,95,3234,0,0,3275,4698,5413,12535,2057,706,857,1931,998,29780,0,24798,5038,55459,360,2753,719,4044,122,0,16,2539,354,12066,0,640,8278,478,368,1459
141,2476,281,300,1136,880,13,95,182,0,45,119,1143,0,493,177,447,0,1508,0,162,2,0,498,231,0,173,21,34,173,574,159,75,271,195,149,0,0,0,2559,151,319,141,39,341,0,181,178,310,90,0,0,218,0,459,0,0,728,494,642,1896,713,553,25,206,417,3233,0,0,614,17767,150,580,475,10,105,0,0,364,214,4252,0,578,1794,101,0,303
142,5570,746,1755,8937,1069,2194,2233,1162,1,63,796,2254,0,5111,1918,2161,1,11508,0,1551,337,0,2641,2499,0,1618,162,241,423,1697,58,403,1091,2719,908,0,0,721,10499,948,4193,574,175,3696,298,1041,3828,3451,2965,0,0,3365,12,2892,0,0,5444,6300,10394,14764,2676,928,418,1781,781,30291,0,14698,4575,114283,1636,3712,629,3901,343,406,159,1350,650,12641,0,1104,6664,956,85,1079
143,2668,111,892,3422,1387,1,1040,919,0,2,398,2918,0,1315,627,1340,1,3073,25,1465,0,0,1972,1353,30,2415,342,391,1718,2338,303,0,1996,807,750,0,0,2590,12523,451,2095,974,415,1786,197,368,1513,1817,1559,0,0,696,600,1277,0,0,2405,2357,10870,13206,2074,2247,0,1760,731,20690,0,833,1607,127385,706,1206,990,1952,234,259,82,763,697,16994,0,967,2659,294,0,1303
144,3102,112,974,6906,1202,4496,1315,1668,0,62,195,6394,0,2258,1643,1223,0,7615,0,838,68,0,1331,2090,0,794,164,106,652,1030,386,216,998,1318,1288,0,0,0,5005,444,2915,1852,472,1805,1,575,1343,2707,2177,0,0,1098,1,1602,0,0,5442,2353,1469,11390,1542,1855,524,777,758,20081,1,18507,3397,103308,292,4011,1096,1258,0,0,1,1578,447,19762,0,1793,7983,547,0,1327
145,2788,251,628,3575,1137,40,1766,891,1,132,359,1651,0,871,994,1312,0,4677,1,479,55,0,1149,1319,1,696,105,157,421,1114,80,81,698,1200,883,0,0,2,5692,158,1115,1264,127,482,0,301,734,998,961,0,0,536,428,818,0,0,2235,1013,3736,4674,1169,613,277,797,618,18018,0,327,583,82249,647,1009,524,882,4,0,0,1178,444,13002,0,1436,2480,167,0,260
146,3024,411,365,4156,1570,117,1251,791,3,173,697,4269,0,2254,1109,1940,0,5340,0,1533,3,0,380,2435,0,1535,138,51,919,2313,296,548,1124,1289,394,0,0,0,9071,301,1137,1057,567,3649,1,459,2205,4197,1525,0,0,1201,0,2200,0,0,1613,3000,1842,6303,1908,1480,85,608,658,27909,0,3617,3099,69364,143,2991,2091,1871,352,0,0,1537,444,8635,0,309,2536,647,0,1445
147,1535,156,315,5259,2107,1994,1459,540,4,102,184,5934,0,1480,849,1518,0,7523,0,1066,34,0,300,1908,261,1914,249,169,766,2587,293,623,1278,2173,1711,0,0,175,8085,283,2054,1443,296,1936,148,617,2235,2889,1722,2,0,1072,0,2215,0,0,4348,2397,5380,13879,2259,1511,481,1320,1160,26914,0,2944,2035,68959,195,5452,1582,4279,0,0,98,1730,465,23517,0,1878,8186,594,0,951
148,415,1,2,0,0,250,0,0,0,0,365,0,0,0,269,0,0,0,1,15,60,0,0,1,0,3048,479,244,2196,3231,0,847,2905,1,0,0,0,0,1,210,0,0,0,6,0,1,298,192,115,0,0,265,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,5080,0,0,0,1,0,0,1,1,81,1,285,127,1,109,0,0
149,9487,946,948,8764,5350,1,2344,1241,0,144,786,5061,0,3403,1137,4207,0,13370,4,1282,307,0,2185,2820,7,1203,178,186,985,1398,371,348,1311,3776,1159,0,0,2,18708,1144,2393,2386,380,3525,0,656,675,1899,2167,0,0,3080,0,4249,0,0,5469,4577,3426,18838,5542,1410,513,2425,532,41521,0,110,2600,139224,3356,3593,2034,3655,290,0,2,1749,1255,38705,0,1140,5557,651,0,1355
150,5424,429,414,5327,497,395,2622,161,0,0,86,4089,0,2484,1851,1151,0,6370,0,799,222,1,1955,1473,0,803,85,105,515,1510,304,256,737,848,698,0,0,0,4049,271,1765,782,216,1621,0,212,1004,1005,467,0,0,1481,0,1076,0,0,2468,1663,3308,5309,995,1559,1,405,1569,22390,0,1755,3364,56810,361,1583,268,336,280,0,1,1059,499,13277,0,1096,6058,307,0,879
151,12743,3,2332,21301,5704,13,8660,2499,248,1,2451,13750,0,8114,7462,8991,0,26977,0,5567,288,0,3795,2339,1,7725,805,326,2635,8906,2,4809,3718,3861,8016,0,0,0,15483,1179,9110,9851,354,5350,0,1058,7860,11683,4785,0,0,2371,0,5070,0,0,14364,11563,16257,42721,13790,7164,37,4657,4157,114644,0,18338,8429,560825,1623,9093,2683,7621,30,88,2150,6548,1837,47975,1,6573,32379,1844,991,2905
152,8343,1848,934,11616,5486,1843,2039,1118,41,333,701,2031,0,946,1391,999,0,7863,574,1025,1356,0,2505,2704,0,589,21,88,475,674,114,471,468,2423,1656,0,0,0,14172,572,2972,971,395,2605,0,140,623,2361,2653,0,0,2938,79,4549,0,0,7662,1381,3742,12023,2796,1916,131,2586,730,36510,0,0,1006,131035,4037,1963,828,445,358,0,180,1042,776,31810,0,4605,17731,792,0,896
153,3006,272,243,1753,529,897,833,9,24,94,106,1609,0,337,1094,760,0,4551,0,416,52,0,459,645,0,474,139,61,443,1282,198,320,686,784,520,0,0,1,3951,325,572,482,174,683,2,315,500,662,222,0,0,382,10,524,0,0,1176,1343,3715,6603,842,1349,1,826,657,17358,0,2458,1018,61517,105,1414,887,661,200,0,1,377,338,4365,0,327,708,258,1,519
154,6406,716,1229,7566,1844,621,2333,1110,106,203,452,4286,0,3444,1881,1930,0,8826,1,1549,259,0,1542,1140,109,1012,32,157,887,1387,1,330,745,1596,1723,0,0,274,9503,364,3258,1457,386,1410,139,225,1679,2441,2656,0,0,2333,77,2758,0,0,6586,3494,3436,13149,2180,2403,232,1204,726,23677,0,17766,5544,104543,676,3654,1479,1215,456,0,0,1040,541,14125,0,2309,9160,769,0,1603
155,2350,253,643,1713,869,498,1104,223,1,39,274,1125,0,617,1182,621,0,3681,0,824,41,0,776,967,0,532,114,80,641,1023,51,116,586,826,493,0,0,1,3734,181,1128,1038,215,973,0,430,879,984,541,0,0,540,123,747,0,0,1493,1296,3403,2315,609,381,0,432,482,13041,1,2467,1411,50752,199,1056,841,342,124,0,0,1144,237,5660,0,512,3076,94,0,431
156,8371,1998,3229,11298,11324,657,2326,2136,68,237,1156,5806,0,3942,5738,3284,0,17961,0,2439,138,0,2787,4034,0,2656,481,143,1718,4443,0,268,2428,4385,3219,0,0,1,25163,780,5950,2923,1004,4987,538,870,1255,3259,1506,0,1,4083,227,6853,0,0,6453,7842,8308,16731,7756,4718,0,3889,2311,83692,0,162,5836,228619,7800,5935,3916,0,1563,0,0,2312,2983,42227,0,3846,8005,1328,0,2582
157,5134,1788,1038,7304,825,1716,3038,1162,0,128,382,4036,0,2482,2347,1691,0,7436,0,712,277,0,1219,1686,0,1239,158,28,1019,2504,0,733,1119,1713,3410,0,0,1,10368,1035,2342,3398,225,3278,158,442,1142,778,1205,0,0,1380,4,2167,0,0,4113,4140,4521,6508,844,2014,753,1033,1037,28451,0,13466,5010,78140,0,3978,2679,834,301,0,1,2371,455,25630,0,1114,7334,151,0,1391
158,13991,899,1298,9436,4098,5296,480,1041,0,223,789,13094,0,3496,3075,2237,0,8814,0,1942,219,0,3462,1618,0,2828,209,244,1330,3249,0,439,1777,1365,549,0,0,0,12584,1684,1499,1850,608,6028,0,413,446,1686,611,0,0,1668,284,1913,0,0,5214,5124,4867,18700,3926,2346,371,2585,3581,20577,0,13286,8469,34118,1,5201,1395,896,14,5,0,1705,1393,18035,0,3968,25957,1235,0,1865
159,4415,253,85,2608,472,316,900,259,1,0,68,1027,0,618,882,615,0,3373,0,459,44,0,705,1398,0,973,59,115,508,620,25,149,486,909,636,0,0,3,3498,359,931,441,65,370,74,225,180,596,307,1,0,365,0,629,1,0,1212,2057,2632,3396,850,1029,161,728,320,14526,0,24,1250,43225,11,2000,404,288,28,0,0,379,85,5312,0,445,3313,124,0,626
160,1439,77,443,3499,558,1672,897,421,2,0,550,1686,0,2095,616,711,0,6420,0,1278,23,0,1090,1125,1,1274,184,133,745,2230,148,258,1243,2102,1867,0,0,0,3570,432,1652,2091,244,1153,208,315,1495,2147,934,0,0,1062,1,1132,0,0,3220,2141,2573,8371,1693,1085,298,1573,448,18041,0,9771,2367,43075,1,1273,722,916,840,0,223,1760,237,7570,0,1299,6532,302,0,856
161,3837,693,578,5775,445,722,1495,777,51,33,470,3653,0,2049,2194,1670,0,6090,0,1135,110,0,543,1038,1,1059,36,91,555,1913,229,562,747,1258,1723,0,0,251,4418,516,2420,419,114,1110,0,535,1419,2662,1332,0,0,1067,17,1055,0,0,4474,4090,4363,9189,1062,1550,428,753,774,25578,0,4874,3112,58326,109,2796,239,1029,263,0,40,974,417,9283,127,1255,3012,366,0,1303
162,3548,410,310,1985,1554,209,131,423,0,54,184,1336,0,920,488,353,0,3024,0,203,62,0,938,230,0,312,11,33,204,437,19,123,138,384,244,0,0,1,4138,241,396,331,111,577,0,66,182,306,372,0,0,409,3,596,0,0,1059,439,863,2530,1450,646,36,367,122,4189,0,0,469,27516,322,748,257,52,49,0,42,170,333,6436,0,807,3079,202,0,316
163,2982,242,312,2879,1349,30,1034,401,1,54,479,943,0,1013,412,1289,0,3051,0,397,51,0,1374,886,0,537,22,67,389,580,126,46,386,660,1137,0,0,1,6920,247,850,210,267,1040,47,395,363,749,386,0,0,1166,1,1060,1,0,2466,1442,3701,3159,1471,1439,43,831,777,21075,0,0,1003,79761,994,1706,659,635,6,63,3,751,485,10609,20,1949,2866,237,0,571
164,10281,344,1004,15466,3512,5643,10261,183,2,39,2027,4199,0,3068,5838,3875,0,34132,0,4274,458,0,5027,10444,3,12848,2387,1170,7999,17073,0,1823,11375,1913,3260,0,0,3,21405,1488,10345,4063,313,9454,3,1323,2399,9404,2299,0,0,4114,17,3450,0,0,5575,6303,20803,13272,7181,4348,0,2046,2644,62226,1,26948,8932,386481,0,8027,2338,0,599,0,0,3830,2419,11656,0,1332,12663,178,0,1682
165,5262,677,602,4057,1763,317,1753,622,21,78,343,3006,0,1423,1451,1797,0,6555,0,830,26,0,1542,1374,0,623,99,75,449,1357,293,250,605,2019,2432,0,0,0,8238,224,1245,490,278,1797,0,277,1488,736,1087,0,0,2213,109,1606,0,0,4255,2144,7558,6960,2606,1243,0,1343,773,30130,0,34,1172,113013,1510,1742,765,714,93,0,0,1759,617,15780,3,898,2008,254,47,625
166,8451,960,850,14114,1445,9578,6583,1096,1,88,2412,4793,0,5743,4623,3074,0,15320,0,3080,167,0,1600,1587,0,3466,636,427,2457,4903,361,1718,2294,4810,6343,0,0,1,16753,1507,7631,8850,443,3098,418,999,5517,8186,3907,0,0,2665,227,4781,0,0,5145,4562,21380,14229,6110,2714,562,581,2554,49933,0,41273,11277,329868,1339,7742,2811,4989,995,254,207,5042,1042,25786,0,595,12691,889,0,2595
167,2515,430,1840,8471,2294,2178,6817,561,0,65,591,1583,0,3481,3020,4127,0,7893,1,2012,679,0,3233,1821,0,6555,365,521,3655,4572,0,2167,3409,690,4730,0,0,1,10868,1024,5567,1083,502,1673,2,857,1368,3326,1413,0,0,1284,0,5604,0,0,4125,5438,13678,21363,2429,1359,373,2123,543,46859,0,5321,3356,295928,699,3591,1115,8462,595,0,363,1889,639,19936,2,819,5161,739,0,1115
168,1375,303,399,2355,705,241,1153,136,1,213,470,1678,0,244,361,564,0,2832,0,306,86,0,536,1026,0,711,129,115,412,776,12,179,508,418,549,0,0,1,4315,193,1078,711,114,799,0,290,439,911,398,0,0,898,19,743,0,0,1663,919,3001,3629,936,1084,6,813,541,13105,0,172,339,47142,683,991,400,93,155,0,1,388,378,6245,0,655,2697,282,0,252
169,14049,1605,5003,18948,9440,2482,6751,1100,93,266,1803,4757,0,5287,3450,8670,0,21380,32,4472,446,0,5616,4653,191,3002,275,388,2048,4367,293,647,2913,2831,7098,0,0,21,35181,2019,4758,4161,939,6408,3,1459,3888,7602,3527,0,0,4917,9,7014,0,1,10516,9425,13351,40415,9307,4477,149,3861,3048,98325,0,16022,5467,497979,2846,4652,2469,7027,997,0,1291,3306,2593,39152,225,5544,14785,1281,2,2830
170,13788,701,1757,20207,4703,4212,7812,4623,0,70,1521,7233,0,10210,10209,7880,0,30453,1,6092,3267,0,3953,2189,2,7928,1430,794,3427,6759,966,2509,5797,4889,6875,0,0,1,27180,1188,4711,4997,998,2537,2,2051,3318,4319,3039,0,1,3763,1,5815,0,0,9153,11136,34909,32835,11531,4198,0,5005,2073,92314,0,39564,6345,490923,0,6880,2249,12189,849,0,1066,8221,2085,27447,0,3036,7202,1488,0,3003
171,28,1,2,0,0,0,0,68,2,0,89,0,0,3,1,0,0,0,1,0,7,0,0,613,2,6882,1529,1770,7892,15896,1937,3580,8180,5,0,0,0,2,744,13,0,11,1,0,9,0,0,5,4,1,0,150,1,0,0,0,0,0,48,5300,1036,0,5,0,0,0,1,0,0,11329,0,0,0,0,0,1,10,0,0,0,0,1,0,102,0,0
172,3135,241,546,6251,712,0,1956,638,0,53,606,411,0,6180,3827,4646,0,16202,0,1109,75,39,807,1028,0,645,54,85,204,693,43,107,482,592,1933,0,0,55,4333,635,622,119,298,686,68,387,941,1367,1758,0,0,850,88,1536,2,1,7668,12897,14891,9239,4815,3377,0,1214,1584,52147,0,2215,1567,177319,0,3091,630,468,91,5,0,1798,784,3331,84,1173,4884,724,0,1007
173,3412,213,296,3187,2154,35,1969,491,36,204,260,1948,0,532,345,1214,0,4478,0,594,20,0,1582,1773,4,570,62,80,412,638,331,186,978,498,1583,0,0,64,6689,186,992,1909,423,844,0,462,345,594,750,0,0,986,60,1046,0,0,2486,895,5145,4393,1254,1434,3,638,421,19665,0,0,1060,74684,1560,1983,884,386,158,148,47,714,381,13842,1,802,2800,321,0,375
174,22,2,128,0,0,1332,0,0,0,21,0,0,0,1,211,0,0,0,1,0,282,1,41,0,1,7459,1418,1810,5242,10399,1541,2057,7017,1549,0,0,0,7,3340,119,0,1,0,0,1,1,0,879,0,0,0,5,4,0,41,0,0,0,308,9405,3624,0,0,29,260,615,0,0,0,19279,4,0,35,0,0,0,3,0,6,0,0,175,0,1,0,0
175,3,0,0,0,0,1797,0,1455,234,0,3,0,0,0,0,0,0,0,1,0,322,0,95,0,0,8496,829,1665,6216,12479,1687,3129,11412,3,0,0,0,2,771,1,0,586,184,4,3,538,0,0,0,0,0,42,1,1675,0,0,0,0,5,0,0,0,0,927,0,0,0,0,0,30072,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,769
176,2147,386,0,6588,1529,2278,2266,1047,0,284,394,5983,0,889,1609,1655,0,6416,0,1319,208,0,1489,923,0,557,95,137,598,1695,1,311,653,2175,1961,0,0,1,7354,507,2091,3399,586,2289,0,541,251,1113,971,0,0,1323,10,1508,0,0,4750,1725,4887,6770,2261,1742,298,1791,848,34372,0,833,2211,75866,1121,2321,767,1882,569,0,207,1165,336,25860,0,1181,6755,787,0,837
177,22374,5276,6714,40308,10607,7498,8704,4501,1,0,2259,9367,0,7465,20823,17963,1,47054,0,13643,7,0,11955,10228,0,13744,1777,1702,6951,17958,4620,1627,6694,7150,16276,0,0,1471,51782,1059,15155,9907,3593,10428,2,4058,11911,7589,4586,0,0,14282,5430,14975,0,0,23303,31613,30691,70893,15583,2909,28,8980,3936,187018,0,13221,15610,493436,14045,10409,7454,21567,15,0,0,4162,4179,104448,0,5700,36963,2782,0,2735
178,4335,586,306,5380,1207,1772,2431,676,49,35,605,3840,0,1490,1544,1762,0,8759,1,796,280,0,993,1803,0,979,252,58,355,969,149,550,770,1028,3288,0,0,0,7014,250,2001,2556,484,1443,1,1,322,251,519,0,0,890,71,1332,0,0,3254,2256,4846,6496,1891,1577,61,924,539,30416,0,1204,1744,79322,644,3151,669,258,61,0,114,999,706,10520,0,3230,11367,274,0,795
179,8129,628,462,3333,2277,0,389,570,0,165,614,3921,0,2120,816,572,0,4932,0,887,63,0,2386,303,128,1224,61,15,528,1146,200,377,460,611,408,0,0,0,7384,632,1534,720,147,1892,0,449,114,741,613,0,0,1124,1,1443,0,0,3254,1800,1381,10770,1729,1985,0,591,837,15098,0,0,824,23887,766,2185,989,73,336,0,64,581,778,12622,0,1188,4937,625,40,842
180,5885,618,1495,9260,2091,1310,1460,671,1,143,447,3840,0,2841,2307,2479,0,11779,1,791,2,0,1699,1713,0,1553,136,190,750,2374,123,273,1338,2280,2456,0,0,1,7821,341,2643,1723,626,4495,0,175,1146,3347,1614,0,0,2219,111,2426,1,0,6990,3157,4482,14273,5056,2121,429,1063,1473,32873,0,5604,4449,94474,1749,2583,3087,1996,19,110,72,1379,624,20351,0,2088,14870,756,0,1241
181,20261,700,2417,41964,13543,11723,17552,3243,2,853,3808,17888,0,14922,18224,7048,0,43825,1,8564,1451,0,12587,8245,4,6621,915,1666,6870,8800,1,4539,10735,13390,5694,0,0,2686,33670,4257,16237,15358,1180,13218,1,2567,5474,11171,9707,0,0,10567,1,13366,1,0,32668,29679,5389,84180,10257,16907,350,14562,7504,195666,0,27744,23997,438933,7565,18956,4756,6298,2976,0,86,9256,2197,91001,0,14757,64890,5287,0,9216
182,2641,928,436,5447,651,1039,1381,994,0,0,254,3234,0,2518,819,2389,0,6838,0,1457,158,0,1737,2671,14,1119,303,190,1079,3080,599,802,1625,1065,1508,0,0,1035,8663,371,2653,419,318,1595,1,633,1712,1540,1252,0,0,600,191,2689,0,0,2245,5348,2585,10080,2358,2570,115,885,194,22863,0,6732,2161,75441,1,4535,894,1241,171,0,0,1678,648,8832,0,1496,5082,610,0,1195
183,9281,557,6351,5693,7144,5101,530,271,0,621,2033,18554,0,11667,2830,1455,0,14486,0,6949,217,0,6197,8528,0,4258,243,528,1384,3910,1,388,2103,2842,2704,0,0,1,24573,3624,7894,2384,1501,6484,1,310,2753,4554,3359,0,0,5515,349,1938,0,0,7305,7846,29016,18241,3040,4846,0,3948,1104,31884,0,25826,21549,77103,35,3861,1942,6,0,255,1,1506,2662,19227,1,2229,9147,2897,0,2375
184,5814,383,1650,6146,1208,5511,3527,726,2,0,315,10513,0,4116,3517,1429,1,7128,0,1973,434,0,807,705,5,2449,632,398,2308,3544,137,573,2617,955,1487,0,0,1,9080,957,2263,3215,589,1527,3,754,3838,3695,1548,0,0,665,561,1202,0,0,2827,2871,11245,11666,1462,901,253,3897,930,34315,0,19015,8347,199750,0,5613,1032,3759,298,0,24,1792,899,9658,0,1284,5881,742,119,520
185,6009,1,5050,7520,11804,5974,1694,1,0,2111,344,24610,0,4901,4125,778,0,6394,0,7843,576,0,4228,12410,0,8375,590,1458,2616,4361,1,1,4425,5841,1810,0,1,0,21696,2338,5932,4715,2873,9183,1290,835,2544,8490,1796,0,1,1498,1,2784,0,0,8465,5704,16583,24638,683,6072,2,4351,1025,25257,0,42497,22440,64406,440,8870,2279,214,0,0,0,1449,1703,29117,0,2149,7230,1749,0,3670
186,7758,754,2056,12525,3915,840,7833,1814,0,4,625,5579,1,4148,4980,7143,0,16228,0,2702,0,0,4683,5013,2,2489,580,163,1920,4238,2142,1398,3581,3108,5924,1,0,0,21216,1345,6160,5938,482,6128,2,555,4578,5166,2094,0,0,4387,1,4930,1,0,7592,7231,19133,22016,7319,1917,6,2329,807,64265,1,5343,6599,353938,2075,4019,1317,5923,934,0,1,2337,2148,43947,0,2466,7429,971,0,1734
