,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
83,2611,2460,349,2930,4088,4677,2330,8713,4505,2882,1794,2540,10225,6583,2238,41,4933,3287,9434,3432,6411,1206,5169,3444,2167,3528,1031,2805,5243,1143,786,6001,1230,1233,16534,3748,1276,1500,1070,870,1631,1176,1530,266114,7691,2766,1003,1895,1931,219,5366,4893,4434,4579,1213,903,3275,844,3731,2583,2530
84,148,4486,3119,3056,1825,6759,3171,3439,9855,783,1017,1905,4598,10520,2025,1704,4930,7236,10819,1654,5707,1531,867,1099,4382,195,0,41,13261,654,5623,432,435,0,31964,7,2290,6012,5013,179,0,1169,0,143689,2919,783,1609,0,9778,4400,12986,7193,1338,1157,1125,1251,9126,2,144,3005,2961
85,1407,3783,2231,1702,786,4487,2383,3626,3591,1710,4315,3284,4680,3628,1830,3171,3877,3939,5670,1110,3545,629,3171,1781,824,172,1211,2856,2437,1765,241,2403,1596,2594,29002,2971,641,8005,3826,1302,810,1381,1064,147616,3936,1177,2592,999,1470,489,2862,6730,4819,6333,1203,937,2952,1509,1872,779,1314
86,6652,6779,3643,1563,4292,26432,4370,17603,10117,3536,1780,986,11240,5684,1823,3,9448,3472,12665,1170,6850,1900,11594,1389,2069,3188,3264,9351,3018,12044,833,2221,2427,14388,22817,14991,2615,7733,3561,3301,3639,2933,6084,139211,5124,0,1434,4079,6614,2448,0,5851,0,3066,655,8601,0,3271,5289,1642,2671
87,3171,5668,3385,1,1007,7531,1836,607,0,1959,16,6711,994,8939,472,432,12907,13726,10395,2886,10297,25,3381,284,1,1263,268,406,5979,576,98,5956,0,368,37907,226,0,5176,902,1104,9,0,254,245010,35,8678,772,692,331,1,0,738,593,1996,1966,4559,4700,657,444,2709,45
88,13044,2874,9409,8304,4594,4746,1940,14628,5796,982,3296,5850,4732,2438,498,8837,30,7992,17391,6907,16264,438,1653,14,371,2074,1,4981,4072,2827,3551,861,4518,0,41326,13209,1665,12705,11903,2732,4655,211,1076,717354,14636,2379,614,10,2012,5005,10480,2861,8703,250,6796,2320,3513,1442,1202,2185,3246
89,177,297,227,189,295,105,0,197,294,697,346,126,270,31,238,380,2524,1337,1928,499,1801,102,185,277,274,337,366,318,118,497,15,564,236,7,4773,154,116,0,262,114,0,410,281,19480,470,100,13,0,0,377,0,2711,0,22,231,410,120,115,582,21,161
90,1033,63,39,431,14,201,9,483,509,838,197,389,752,507,68,237,4980,2054,5493,1702,4471,155,32,2129,46,914,1,1221,1550,283,16,211,307,109,23875,408,15,4903,12,210,338,26,48,346030,306,0,472,0,480,526,1120,2521,220,3590,0,192,243,6,134,147,438
91,3152,6173,212,6523,1179,6848,4779,4613,5543,3885,390,7530,9506,4659,4266,1027,15004,4295,16686,2813,12144,2655,13072,3626,2217,1764,2869,9932,6759,3465,700,5590,3331,2149,9425,5186,1444,10584,3752,1705,5098,2267,3682,440370,6910,7461,2041,5834,4942,5822,3736,4918,6216,8032,5127,1136,3954,7518,4327,2867,3781
92,4,732,103,174,0,403,553,1371,569,726,600,572,1224,219,193,116,642,1214,2275,651,1750,1,464,170,450,680,274,326,1000,121,224,152,29,436,3475,377,321,216,553,160,72,168,1152,31667,643,234,565,483,435,158,0,2036,167,0,541,97,141,100,792,398,108
93,3664,16519,1644,544,2970,12372,441,8368,6078,5990,1056,12126,6922,6431,2875,9123,6899,9531,7638,4471,8324,2164,2710,265,1928,3639,26,6121,7536,2515,4919,1035,38,5027,41218,4629,4410,4310,4654,2161,3507,2,2,145910,9092,12528,1889,4569,475,0,6775,4774,5459,33,0,3864,6628,854,1020,4359,3674
94,200,435,0,410,358,148,298,0,360,59,316,238,288,198,19,1,2493,1596,4503,1011,2765,0,1,156,255,74,657,99,7,242,0,412,171,210,13187,0,264,1060,7,81,0,0,0,14320,644,0,0,0,489,0,0,1029,0,0,971,346,637,0,51,291,0
95,2049,8306,922,5553,5788,4951,3991,10356,3623,2480,1431,2224,4849,2814,4347,6142,3057,2213,5356,915,2867,3868,6309,2349,2445,1763,1789,1867,2424,4102,1920,5887,1562,1996,3524,3415,2574,1503,2367,2435,4790,1332,4088,67063,5663,3664,1308,1323,2267,731,1094,8693,2789,2137,629,2230,1021,891,3002,2316,1840
96,8232,7448,4464,3599,3185,9464,4297,10530,12187,3440,1181,5197,8649,10250,3303,370,9073,4054,11087,3043,13033,4136,12263,2320,2887,1953,1047,12130,7079,8854,2625,5155,6144,6947,19265,7798,1428,11008,5843,4767,1097,4749,3801,215258,5919,18040,569,1212,6743,6127,2717,6215,13377,1793,4462,3951,2361,3111,5959,2301,6884
97,5097,19177,2411,9849,13713,19171,12190,36555,9820,8590,1198,8745,23047,12019,9896,6814,7310,3304,14905,1790,3603,6636,17461,6974,1785,1292,3695,8915,18341,18915,2126,10410,10481,10156,11025,15381,4631,3016,13688,8304,12313,10873,7117,371641,22424,9845,4859,6329,3176,1993,7461,19589,5295,2417,6126,5664,6940,6800,4211,4581,6178
98,354,1720,467,555,54,669,307,2756,1604,2963,86,447,619,541,557,218,2771,3188,4117,1036,3698,335,416,309,0,354,722,98,1155,1291,78,1294,1186,353,2883,710,1032,0,484,398,60,1162,223,51021,1694,273,28,0,272,1001,0,5844,158,0,1287,354,346,784,702,359,515
99,2408,5373,427,1123,624,2479,1713,9498,1631,3667,101,427,5780,2553,2828,4872,1799,1545,2752,649,2176,2294,2322,727,1608,43,969,2057,4563,2231,1824,1816,1418,3446,2111,4643,1858,345,1226,2382,853,729,1469,133879,2170,1764,207,1938,1816,679,237,2796,4049,1231,696,813,431,1792,1079,2274,1562
