,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
66,1,0,0,0,0,0,0,1,0,0,817,0,0,0,191,0,0,0,158,2891,225,208,0,408,1365,6404,1771,984,1462,2998,5,185,324,0,0,3,244,122,196,0,0,0,165,0,1,2,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7880,0,0,0,0,496,0,0,1,41,2
67,8625,398,19130,8777,129,4636,1632,2128,6667,4370,10,349,3238,16886,487,1124,874,5407,5622,708,18,45,199,95,611,545,209,65,284,1004,135,110,2445,4724,4699,484,21597,982,2939,3866,3709,3204,1317,4371,4810,3194,1415,0,5350,17630,2289,3394,25462,6628,5412,140,1153,2303,1203,76801,1553,0,4198,3060,180816,2218,4364,4724,5204,0,2434,62242,6941,19328,1531
68,578,2681,0,0,50763,1,0,4694,0,0,3049,5341,0,0,4380,0,2,0,1,19619,2201,585,0,3600,9526,34666,1,66,7190,16326,2574,1371,2557,0,0,0,2,0,1,0,657,3644,6,0,0,2816,56,4,0,0,1,2,0,0,0,4039,0,8053,0,0,7784,0,0,0,21960,777,0,17,0,134,0,2,0,0,0
69,3123,0,5047,693,137,1752,541,486,2301,1349,0,1537,1146,4807,224,1666,1141,992,1315,1599,3,89,109,139,975,1925,4,0,782,1070,117,107,1867,1847,778,1512,6100,542,381,2266,4015,1174,1425,1923,812,619,222,104,746,2551,1946,3282,10688,932,1791,0,479,753,478,18742,629,11328,2632,216,102686,1080,2373,306,2324,0,1438,12475,1074,4423,860
70,1815,0,680,300,52,524,198,292,1405,619,0,355,251,1674,74,650,382,481,1074,1289,118,101,43,63,719,1875,171,0,189,620,175,44,612,209,172,2987,2666,178,209,926,212,575,250,388,295,313,61,0,162,820,556,3280,3329,264,87,157,174,737,436,4850,20,2415,2200,190,32397,92,1510,284,193,0,265,1295,156,1532,558
71,3352,0,12411,2884,143,6330,1853,1560,6356,2966,0,4206,1655,10194,685,1911,1107,3022,2231,1538,109,150,149,111,700,2499,398,145,951,2074,23,23,3571,2797,2117,1,11379,684,621,3871,5033,5108,1246,3238,3337,3887,473,0,4350,9037,2803,5825,10672,3925,1462,0,1569,2000,1024,44007,2254,18408,6299,2057,125438,2784,3960,1560,5569,0,1885,40266,462,6347,1570
72,2534,0,8412,929,469,3156,725,1618,9636,5753,0,4097,1974,17850,499,3374,1585,2910,2507,4467,267,349,587,441,2803,4804,868,0,790,3517,154,168,3763,4574,3891,1,12625,1015,327,6305,4536,4190,1599,3600,4000,2383,288,0,3205,4815,7981,2375,14863,1715,3456,1491,961,3028,1844,77229,2815,6592,10086,2578,136605,4356,5935,2009,2412,0,5650,28381,2646,7151,1647
73,52,1378,0,0,4921,0,0,601,2,764,5,390,0,1,216,219,0,0,381,6839,247,503,0,976,4173,5080,426,275,1156,5377,210,263,10,0,0,0,1010,532,8,0,659,6107,403,250,4,537,1,0,407,0,1,7,0,0,0,2572,0,120,0,7,814,4,0,399,41804,381,407,368,0,0,0,2706,2,0,0
74,2039,21,2871,449,106,1301,167,77,1847,650,0,485,762,2875,67,486,322,949,595,320,22,63,134,50,234,677,97,0,179,440,27,62,484,1284,535,0,2665,139,180,1238,924,736,831,789,793,588,183,0,581,1781,894,1282,3221,897,854,44,426,602,333,12813,303,616,981,647,24759,652,643,460,830,0,647,5584,191,1655,381
75,10785,0,19116,396,0,7181,2617,3024,1775,5034,0,5193,4176,22329,601,2843,6506,8978,5593,7102,0,1013,1031,1186,4050,9388,1600,641,3000,4988,231,1183,4239,13228,4004,29699,18407,1901,3078,6169,8971,5639,2277,4267,2982,4169,648,0,4425,17105,9424,7760,26521,3946,2622,0,3317,4071,1328,53376,4460,16787,5340,2274,114190,1318,7042,2327,3559,1,3649,28570,834,15698,3830
76,1833,0,4020,578,154,1122,271,752,5533,1193,0,1532,787,5799,377,1151,765,1595,2057,1501,78,162,1,152,1205,1502,315,0,301,1381,240,162,2683,350,2272,4652,4287,336,468,1958,1653,2119,1169,1992,1108,286,44,131,1290,4285,2345,2162,8332,950,554,184,921,482,783,15122,1492,8690,4554,896,46320,236,4487,801,872,0,836,8797,345,3126,1116
77,257,0,0,0,14,2,0,1,0,0,7005,1,0,0,6004,0,0,0,28,25995,2642,1996,2016,2822,13206,35758,4077,0,7564,28423,1369,4949,2389,0,0,2,1763,4195,161,0,0,0,0,0,0,4,0,0,2,0,0,821,0,0,0,0,0,0,3,0,42,0,0,0,158534,0,0,0,1,2,0,0,1,0,8
78,4826,0,1253,4031,1,462,3128,405,13029,5394,0,4056,1315,6556,880,2445,5295,8291,95,3691,0,943,0,1405,2842,7648,32,0,1980,7727,0,320,3692,632,3535,1179,12728,2531,0,5173,8911,2458,3360,7840,93,4894,646,0,0,1351,4920,24832,8298,3819,2605,0,0,286,1369,32387,269,37208,3901,3399,519654,983,7384,5253,161,0,2705,33269,1342,16586,1831
79,13894,2579,19259,2425,6103,10375,3351,5012,10280,7707,35,11582,6352,23939,1033,2868,5971,5035,3947,2779,581,659,332,196,1638,6040,1907,254,1406,3879,745,119,2979,8518,2961,6391,14510,1941,1658,6365,16374,7027,2998,6351,2405,3890,1002,0,5760,20326,5165,10217,21091,2787,1818,15,4142,2083,3137,78524,3228,40831,9343,1524,190450,3609,8170,2725,12975,2,6630,63425,1528,23088,4426
80,1835,184,5547,1283,843,2189,1308,483,5042,1858,122,1932,1208,4807,136,748,1026,1482,1977,1176,0,144,0,166,916,1442,141,1,353,1148,169,95,1417,2167,1247,523,5351,561,276,2112,3000,2917,765,1497,2135,1226,348,0,2007,5142,2249,2126,6694,1593,1417,1,890,1452,416,34575,1656,11125,3437,2255,48990,204,1663,970,606,0,2098,17063,190,1064,1444
81,1860,0,9654,788,352,1722,1061,311,1587,1118,0,2151,1441,7209,118,2011,2403,688,904,1737,131,101,479,221,869,2530,210,0,261,1745,60,124,2181,1670,986,1,5253,263,500,1801,1733,708,2029,2390,2017,1270,538,0,1249,3185,2960,1991,6877,1840,947,237,651,1334,717,31498,1218,21573,2488,1144,118572,1522,2964,908,2995,0,834,12573,558,5996,991
82,8204,0,28282,804,5980,15351,7320,3571,12600,6974,0,12598,4634,23818,1530,5821,8046,5670,3725,5657,1181,964,1765,995,7111,10265,2026,1295,3870,7352,327,1436,4334,10050,2965,5125,20974,1920,1786,14366,35354,7344,7032,4639,5030,8519,1153,1,7516,17769,8128,52072,21391,6495,5428,2427,2718,3032,5053,119593,1796,60246,7721,3636,739281,5901,11608,4212,3595,0,9143,33830,732,7340,3480
83,792,30,1340,170,251,391,228,108,465,284,0,284,488,1376,60,331,279,228,40,3187,3,551,751,269,2760,4916,85,1,873,5434,18,469,289,284,180,15,1552,57,88,343,217,160,351,437,250,100,72,0,106,829,525,744,3146,708,290,29,250,282,203,5378,174,1741,619,78,44336,227,546,66,440,10,365,1852,168,1087,106
84,5542,0,13,1974,6,213,443,32,4162,498,0,394,1261,292,446,1674,23,3471,150,2555,2,336,734,572,1958,2836,1,0,2726,1351,284,172,43,404,602,34,10841,251,608,330,442,375,1333,584,264,335,234,0,162,6,3375,10937,1382,919,433,0,106,1080,540,12679,0,791,3759,2169,123233,262,1104,1855,0,0,262,1995,399,948,40
85,12394,0,820,4750,3499,1,332,281,42545,3817,0,8664,2189,6650,1999,11984,4897,8521,8268,9943,0,1151,0,1644,9817,15388,0,1,9322,11629,202,2580,2,5597,12618,11,45549,3699,3596,8081,7677,1804,19310,4558,3,7136,1630,0,0,6733,10970,65169,22557,11628,8857,0,105,2181,6053,69741,5999,103146,19815,11969,1149271,11032,20322,5129,4711,0,14723,19376,853,13102,13223
86,30782,1,37188,5630,434,15582,5277,3988,28421,7060,3,8849,9297,25443,1624,3068,4748,8536,2566,5560,395,410,2,458,2371,8870,2107,27,1908,2210,1529,393,9141,13781,3639,3,34282,3489,2714,9728,23552,9248,3405,4880,5962,6946,3248,74,7538,16188,9757,13203,37993,7811,7992,0,1205,9421,6612,182474,5723,28336,23127,5860,337349,2436,11621,7529,8217,0,9153,90852,5701,26865,4896
87,2199,196,3123,2063,235,391,506,295,8390,1014,1,1360,768,5834,240,1141,1352,646,1116,1671,95,165,319,93,773,1768,175,0,194,1119,178,116,2796,833,711,2,5374,738,288,2043,914,2222,615,999,725,861,624,0,719,1709,1505,611,11275,1670,1290,5,878,1071,766,28777,1,6363,4143,1521,4744,256,2427,588,468,0,1231,5873,742,1365,1149
88,9824,1,42074,1796,3733,18070,4817,545,19321,10458,705,15510,10798,39100,961,6938,12130,9886,12797,4456,1162,1508,0,894,4254,6009,167,0,3525,11097,729,1511,10884,15706,9444,965,31357,2694,459,14158,15109,7204,7546,5271,7452,7347,955,0,9950,9076,21404,30457,37805,8044,2137,0,5653,2782,5796,157467,2721,39333,18962,9077,855288,6811,24367,3881,8593,682,7702,45290,4938,15777,3393
89,14,0,0,0,2,0,0,2,0,1,21,0,0,1,2097,2,0,0,0,25788,3213,2338,3958,1746,14162,35128,3844,0,7363,19633,2928,1064,1,0,0,1,15,2,0,0,0,0,5,2,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,2,2,0,0,0,22189,0,0,0,0,0,0,0,2,0,0
90,25340,0,35668,2494,2583,16803,5572,4378,10378,23702,0,11413,20798,40722,2021,8562,6400,6386,8615,5364,894,1293,1758,1499,5321,6423,55,11,3248,6401,1554,1048,5582,12990,4725,946,29976,2640,3307,7148,19595,6479,7040,4866,6443,6878,3841,901,8803,13806,29323,111003,39623,14812,11228,991,6999,5146,8614,169540,8569,74181,16459,9211,1017878,13292,14888,3979,4146,805,3800,40297,5608,29544,8215
91,23319,2205,40371,16833,697,10458,4484,5055,9742,9162,0,5089,5446,37323,1850,3921,4042,15071,6662,2338,193,323,0,318,2074,3030,235,2,1338,2217,236,154,7400,7992,7290,23,33410,3096,2783,9201,11876,6328,2513,5410,5444,6625,3206,0,9253,37361,5048,13645,51005,16597,9813,3,4165,5597,3404,136765,5309,0,7102,4863,179710,4210,5208,5259,3427,1,4818,197386,8928,32081,5407
92,2,367,0,0,103,0,0,10,0,0,540,151,0,0,88,0,0,0,0,2737,51,552,248,807,2313,5591,1699,0,1456,4698,879,364,1,0,0,1,0,281,26,0,0,451,1,6,274,42,134,0,27,0,0,164,0,0,0,339,0,187,0,0,9,0,0,7,35767,4,6,272,0,418,0,256,1,3,0
93,79719,0,13106,25008,3979,7030,5364,3796,19817,4825,0,16437,1785,6979,5429,12852,5697,4567,56,15108,865,1352,546,1112,4769,10296,2093,880,3053,8710,1047,1783,3233,4065,4431,1,73889,8223,3975,3671,18430,10074,8670,15747,1041,6337,1508,0,3690,17083,8256,51716,13875,27132,9588,396,1934,1622,7018,56128,1334,67522,24234,9622,841984,4855,13162,15021,7,0,11792,36366,5506,32119,5421
94,21303,10,27454,4166,4111,2055,6297,5462,16850,16957,0,8692,2462,19342,1721,14182,14821,3946,36258,12677,0,392,0,1229,7230,22396,0,0,437,5372,691,606,14430,3112,3875,54141,50952,4892,3747,6400,10613,9065,7804,15831,4060,11677,1786,0,12312,37075,4162,77144,69630,6280,9995,0,878,6550,9243,93894,2632,111766,25205,789,195830,3072,22678,6360,610,0,6868,44487,8732,31201,7716
95,6869,0,16393,2030,2279,6298,2566,561,7845,2826,0,3934,1422,16295,761,1723,2093,1910,2151,1471,43,100,0,93,700,1890,2,0,31,1468,56,105,2822,4217,2381,6,14011,906,1018,3294,7173,4882,811,2815,3159,2727,562,0,4216,10198,2555,3594,15195,3955,2357,0,1262,1291,1902,57609,1252,23929,9099,4121,129313,1757,5523,2226,4421,197,2820,40800,646,7632,2347
96,15866,328,27663,3962,2166,5049,2322,2739,9080,4715,116,6860,3226,13670,797,2325,7048,6273,5007,2918,111,373,950,428,1930,3939,576,3,389,2576,276,108,6592,6369,2710,4730,13675,790,1205,8575,7091,7545,1533,3129,2759,3079,2892,5,5287,19346,4582,13409,22121,4084,5470,4,2319,1377,4465,71433,3819,45269,6787,3867,220732,3863,7362,2598,1967,404,5382,42724,4958,26587,3564
97,13,0,0,0,1,0,1,2,0,1,489,1,0,0,4484,0,0,0,0,36310,1,2189,5340,4717,28165,870,0,0,6577,12665,389,5408,4,0,0,9,0,0,5202,0,0,0,0,2,1,3,0,7445,1,0,0,20,0,0,0,1,0,0,0,0,1,0,0,0,28235,0,0,0,0,0,0,2,1,0,1
98,3,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,1,10724,0,4340,0,453,26199,25553,114,0,9137,34074,0,0,8,1,0,3,589,6,0,0,0,0,0,1,5,5,0,0,1,0,0,4,30780,3237,0,0,0,0,0,0,4,0,0,0,25316,0,0,1,1,0,0,0,1,0,0
99,36688,0,13237,16510,2,5796,0,10229,22764,11878,0,6980,7146,342,7055,8080,824,1856,7230,7938,5908,2695,1,1665,19188,16808,93,0,4262,4957,969,3082,214,2020,8248,1,88216,4851,0,665,43534,21322,7007,21870,7891,11224,782,0,8363,2817,13680,60705,38378,16621,5518,0,4490,4663,6637,146725,5914,38801,42522,24389,1788550,6973,9041,14191,9271,0,14539,73823,7926,11303,7861
100,186,1766,0,0,699,0,0,573,0,531,225,541,0,0,109,248,0,0,153,3559,0,460,597,475,1744,11616,19,0,2468,4250,529,579,1,0,0,0,180,0,174,0,10,941,412,448,0,0,0,0,295,0,0,2,0,0,0,927,0,0,0,0,275,0,0,0,9459,0,0,0,0,1296,24,0,0,0,3
101,2461,0,2597,337,89,2875,660,1078,2778,2749,0,2802,1729,6479,144,842,2075,1112,1433,1134,4,154,334,150,614,883,248,70,311,1667,216,103,1025,2898,968,4661,5369,411,304,772,3498,1645,410,905,1191,347,408,0,1319,3097,2202,2925,7647,1561,465,220,711,1043,838,26831,1195,8192,2098,3505,78421,1128,5155,447,454,0,1726,9260,694,4457,1414
102,41762,0,8208,6785,4250,2197,4521,3072,21006,7825,0,8275,1792,7295,4550,7312,8163,2614,366,7604,5,813,636,1185,3442,7347,1044,879,2930,11093,1484,1298,2709,1542,3484,315,39812,2766,5380,2594,8214,4961,5042,5237,663,4510,2737,0,2245,11445,6407,54716,16316,3693,2597,0,1297,3135,6469,37207,2592,34264,15856,5406,359993,1652,12744,3130,140,0,1162,24186,6136,21731,1480
103,27,0,0,0,1,0,0,1,0,0,0,0,4,0,21,0,0,0,0,3506,0,1079,0,1934,5723,5210,0,0,0,9569,497,2306,4,0,0,119,1,1,1,0,1,0,0,2,22,0,0,0,0,1,0,7481,1,0,0,0,0,0,0,0,0,0,0,0,833096,0,0,0,147,0,0,1,0,0,38
104,4944,223,13602,5509,0,3641,1686,1606,4468,1318,0,1455,2951,13873,534,1674,1352,3401,3139,700,121,134,0,95,635,2070,85,78,167,1250,313,29,2127,3324,2583,1670,15829,701,1680,3933,4348,3471,2322,3044,3338,2333,690,0,2888,14138,3477,4925,16081,5540,2946,0,2487,3102,1071,49399,1151,150,5542,1979,134654,1708,2934,2219,4916,0,1671,52664,3972,22258,2713
105,14738,1080,28500,4088,679,8394,5011,668,10398,6414,0,5858,5138,24366,440,4056,6666,11353,2801,1166,158,540,0,217,2670,8900,1020,0,500,4902,311,339,6016,6553,3820,1270,25306,2010,1218,4563,19624,6134,1107,3506,2932,4625,1876,0,4784,23088,5149,19818,35514,6423,4705,0,4196,3795,5343,114250,710,21234,17244,2832,221161,4171,8449,2391,3290,272,5337,67817,6468,35192,3550
106,140,0,0,0,4,0,97,0,0,1,2,0,0,0,0,0,1,0,0,6485,717,1279,282,1626,5566,11552,3559,1193,4125,7633,1596,1380,878,442,0,4407,213,416,169,1,0,0,0,0,2,0,0,0,0,0,0,13078,0,0,0,0,0,0,0,1,0,0,1,0,233132,0,0,19,0,0,0,2,579,1,1
107,14707,0,1945,13380,1,2923,3171,478,22905,735,0,3657,1928,2719,1757,19318,2008,10149,734,17728,597,2403,1,1565,10877,9861,2295,0,7350,7832,3806,268,84,1566,2127,2,78860,6336,189,1021,601,1462,4036,11975,1310,4064,2919,0,53,3287,14023,57880,3638,10269,4958,0,51,2610,4373,32273,657,84128,13330,10148,717385,2636,7175,3587,500,0,5158,12054,224,2463,169
108,31684,0,31989,6886,684,16397,1595,5523,16432,9086,0,9853,13981,45184,2360,9419,6759,8723,11127,6613,300,516,9,343,3494,14938,1207,0,2150,7798,26,892,11865,15775,11863,53,41558,3404,7770,14940,14098,10556,6435,7355,5865,7483,1938,0,4367,31809,23248,45270,42655,14786,5987,0,6293,4787,7173,197661,2684,16885,20807,7422,850189,9377,18249,7746,13661,0,16787,95843,2838,13484,4309
109,7,839,0,0,601,0,0,221,0,582,457,586,0,0,6,0,0,0,29,5509,1476,788,1142,650,3764,6777,3907,584,257,3625,217,410,0,0,0,0,212,334,467,0,185,656,2,5,0,0,243,877,0,0,0,4,0,0,0,273,0,0,0,0,0,0,0,0,13295,362,0,9,0,566,0,0,0,0,3
110,30454,0,9708,5045,20098,7327,9068,7723,22967,1594,0,1168,6242,25947,3724,15457,5182,13974,9512,24564,0,2905,0,3433,7887,6183,0,5,9986,15975,5193,2854,10670,1173,8193,0,37637,8334,1,9646,14914,6143,10095,11794,2394,5069,2149,0,2094,7272,31417,398467,26691,17638,1296,0,1254,9438,11870,120695,278,175671,18208,23694,1426371,9512,19645,20806,7,0,17371,39970,81,32161,5457
111,38907,6,43936,0,3,30034,2231,7753,493,61513,62,9538,66729,142923,3702,3970,2260,8572,28842,5774,380,791,0,685,2615,6156,1169,0,667,5308,252,448,7852,17250,4862,1297,1031,5093,4129,1334,1330,822,6379,12733,8849,7151,4126,12,21396,96881,0,164463,147996,34274,21597,40,23337,5166,18017,441511,9173,25241,7989,13647,1780670,16937,15716,8057,0,0,16437,6802,6328,12339,12682
112,1257,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4782,0,3042,0,1,5431,3488,0,0,4660,9829,657,2230,444,0,0,2,2718,0,1,0,0,0,0,77,0,0,0,0,0,0,1,13316,0,0,0,0,0,0,0,0,2,0,0,0,559293,0,0,0,0,0,0,0,0,0,0
113,1627,237,8398,1995,120,4324,1045,1218,12201,2376,0,2734,2033,10773,462,1845,1358,2816,3857,941,66,128,1,65,737,1718,336,228,127,1163,180,71,1430,3683,1949,6,11337,456,684,3404,6185,2904,2311,2292,1341,711,760,0,3965,3931,3192,3757,13227,3662,2169,0,3392,1490,1308,52294,1175,10458,4033,3626,116378,1525,2478,2111,4042,0,1108,22633,695,5674,1971
114,5,1,2,0,2,1,0,2,0,0,2704,1062,0,0,1136,0,1,0,0,14885,706,3400,14,1725,13223,20514,818,1480,4389,11024,2516,986,11,0,0,7,1,551,0,0,1323,0,0,2,2,2,30,580,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,0,25273,0,0,0,0,1420,0,3,1,1,0
115,16794,0,3519,7500,0,852,1548,759,4698,1001,24,677,1049,2322,1166,1546,783,1911,411,1169,53,222,14,84,552,1726,280,0,623,1294,0,265,740,1149,1632,2612,15953,1935,2131,1161,2483,1210,2358,2233,681,2613,1311,8,1280,3103,1862,21854,9037,3635,1100,0,617,1042,1102,15687,79,0,2549,3002,205567,864,4123,2338,16,0,1375,12194,3635,8124,804
116,3135,35,10305,502,0,1388,851,378,5654,1918,0,1298,2036,8804,357,862,2123,1587,2096,1333,122,162,186,107,708,1580,321,79,144,1377,203,113,1736,1479,900,319,7468,1019,131,2783,1106,1304,978,2975,2664,1254,361,0,2528,4778,4990,6050,15568,2461,2190,75,510,1263,461,28788,1468,12749,6603,1380,116618,535,3325,1559,339,0,1997,19268,1371,7802,1244
117,6688,0,11726,6109,0,2706,1365,2822,3779,2513,0,1212,3454,10333,767,1098,883,4582,3801,1712,27,275,0,222,1587,1931,262,68,1015,1846,374,92,5061,3120,2686,467,18364,785,1560,3306,3914,2097,2197,2792,3809,3135,1569,1,4014,9657,2960,9634,18139,5092,1498,0,2057,1986,792,51269,1035,0,3385,3922,180049,2083,2460,2140,2328,0,2146,46109,2963,7699,2428
118,8545,0,30002,2436,880,10212,2606,5345,18269,7778,19,10309,7387,25462,1471,2519,6648,4688,9145,5489,364,882,1,541,4051,8264,1,0,1487,5800,673,427,6230,7364,3247,676,22765,1307,1438,8996,18257,12706,2023,2615,5540,3281,3312,0,11481,14186,3744,20051,29349,6447,4133,688,1424,3869,2533,143281,1480,49939,15561,7517,681879,5397,7882,3113,1867,0,6020,58045,5513,13934,3236
119,4953,0,12720,2942,1092,3464,3080,467,6890,2613,0,3349,1880,11008,422,1604,1304,1741,2308,1541,0,161,317,110,617,1689,571,228,413,1134,67,105,2596,4628,1302,0,9863,519,95,2575,6936,1400,1454,3691,2236,1753,472,180,2954,6555,3052,2445,9178,3868,1633,114,759,1240,832,46758,1042,1260,4691,1458,84905,1513,3553,1537,2510,0,2153,24796,1176,9009,1481
120,126,0,550,0,6,0,0,0,0,968,171,959,0,0,397,148,0,0,0,6589,584,1142,506,745,5371,10253,0,0,1650,5277,584,608,5,477,673,1,175,139,0,2,1,592,7,0,1,408,0,0,5,0,1,2370,0,0,0,0,2068,0,544,1,0,0,0,747,8713,752,0,37,0,1,1148,2,0,974,0
121,2044,0,4139,682,2,1236,702,1146,3616,1212,0,1144,845,6991,309,1607,2537,1228,1236,1762,164,616,551,192,1709,3649,538,260,861,1825,343,80,2007,2056,818,11,5989,279,211,1379,2336,1168,1824,3181,1188,773,339,0,1693,4913,1513,3795,11242,2178,1845,260,900,1731,473,30171,766,18094,2195,625,103461,313,2999,876,2541,0,2054,13550,2925,9621,698
122,81,0,25,0,1,1,0,0,0,0,596,0,0,0,1,0,0,0,62,11393,9,1802,0,1042,9853,18985,2688,42,2537,12990,2903,1251,4,0,0,2,0,3,1,0,0,0,0,2,0,1,13,12,1,0,0,4,0,0,0,566,0,1562,0,0,1,1,0,0,21324,27,0,3,1,1612,0,0,0,0,0
123,12378,479,16104,4114,706,5204,2212,2045,10087,2648,0,1785,2957,14287,550,1897,2283,3727,3421,1397,0,242,1,218,1161,1711,173,18,966,1701,292,234,3564,5043,4017,0,15735,1068,1749,3299,7913,3100,3238,4138,3212,1454,309,0,2993,10695,1697,5485,20311,5476,4695,172,2804,1409,1327,61080,1876,352,5895,2395,183884,1392,3919,3556,4998,111,2390,49686,4134,13790,1700
124,2,1546,0,0,2951,0,1,16,0,0,1087,1858,1,286,532,0,1,1867,1,9534,0,1350,1190,1073,6717,11705,1119,0,3295,11005,1,1151,3,0,0,3,121,0,1,0,0,44,0,3,1325,230,495,31,0,0,0,33,0,0,0,1903,0,970,0,1,42,0,0,0,86208,155,0,148,0,678,1,2,0,0,621
125,11454,511,22947,1234,506,4988,2533,2184,11517,3424,0,3684,2503,14876,460,1792,2918,3790,2115,3170,228,445,0,284,1521,4436,691,0,1850,2617,606,416,4155,9280,2098,0,11425,641,1642,2123,10806,3018,1777,1049,3202,2979,2604,33,4009,9008,5771,12075,15212,3856,3090,0,960,1684,1600,63044,2490,59904,10079,5746,189310,2872,6035,1682,4266,0,4179,45946,4380,21105,4164
126,3320,0,7367,1136,655,3598,717,1203,631,3159,0,2974,2475,9180,185,1918,856,1921,2222,1570,228,162,0,71,1277,2074,89,0,754,1739,313,149,1685,1698,815,1968,8674,412,1026,1327,934,2030,1679,3240,2595,1269,462,0,811,4453,5771,7055,13767,2320,2009,647,1657,1560,1002,34962,958,6424,5448,1148,134070,1318,1696,1427,1102,0,3591,12736,1106,8096,1479
127,6,3,1,0,2,1,0,2062,0,1,1775,694,0,0,1033,0,1,0,0,5618,723,1331,801,1074,6500,14003,1158,4,2853,9125,1279,1788,2,0,0,3,722,0,0,0,0,1379,0,2,1,0,3255,239,2,0,0,29,0,0,0,0,0,3,0,0,1,0,0,0,15774,0,0,0,0,1243,0,0,0,0,0
128,3860,0,6187,1391,789,2319,1989,461,10057,2030,4,1532,1399,8795,503,1734,1117,998,2946,2673,0,498,0,216,1831,3463,227,72,728,1660,578,203,2941,1729,2054,0,5868,709,323,3522,2401,2434,1006,3073,1330,1535,127,0,2347,6311,4395,3311,13208,2276,1048,472,971,1691,906,39277,1367,4536,5051,1536,64933,1310,3755,675,269,0,2817,17524,3664,9481,1125
129,2967,139,6265,935,550,1563,1115,936,8108,1431,26,2315,678,7666,352,1808,1352,1551,1820,1743,144,106,588,174,696,1475,257,53,429,854,57,79,3241,1669,1172,509,5250,417,543,2264,2497,2761,480,705,1599,1502,378,0,2974,7404,1488,2129,9273,1281,1274,438,695,1356,1007,30162,758,9913,6075,1851,44113,572,2391,1486,714,0,2163,36447,567,3860,2266
130,2988,311,9197,971,580,2104,975,1511,3257,2925,0,3439,1861,6429,242,903,2319,1087,2882,1941,124,67,182,160,1255,2169,1,138,793,1575,75,88,1054,2927,1082,2184,6715,302,351,2792,2743,2120,1831,1847,1303,1475,341,0,2238,3876,3962,3940,11505,1577,1565,0,852,1674,744,24963,886,7939,3078,1359,64001,522,2831,2004,1326,0,843,14203,3254,9523,1345
131,8370,0,15950,883,809,5734,2903,1629,7987,5163,113,3753,7923,27784,494,3559,3858,2512,2826,2949,276,463,0,157,1646,8332,881,0,1881,3027,814,270,2838,5282,3906,2414,11125,984,1439,5525,8946,3814,3525,2136,4006,3731,770,0,4916,14978,11818,23650,23951,6136,6854,0,2706,1418,7117,85981,4246,26744,6233,3389,221448,3031,16219,4055,8068,410,7173,27087,973,25903,2509
132,11073,0,28143,3165,746,15302,3918,3072,17446,7113,0,8148,6309,19531,440,4967,4423,6892,12161,3873,65,467,0,904,5172,7121,43,0,3630,5674,880,1201,10087,10283,2297,1942,23218,1531,881,7815,22905,7665,1827,1607,3309,5444,4628,0,9517,13677,8210,31323,32012,5457,7656,0,4593,3387,2399,98225,2518,51747,14195,5843,557361,5699,3331,2919,5612,1,7155,42640,2690,13228,4942
133,25474,0,6836,2125,5046,397,4,4285,2300,14644,0,6466,11135,9999,2138,4739,3710,3,6655,10489,140,2808,0,3150,9674,18028,0,5,1,7172,0,1236,1305,7765,3009,21482,22589,4889,18,15273,9069,1,4645,7247,1070,3992,4242,0,66,16721,15568,168516,15175,8636,3603,0,274,2453,2,66557,5207,82370,14100,13115,1000977,7226,7956,15383,0,0,2616,8416,4513,5492,2030
134,33514,0,50296,9494,28338,7752,9537,9515,43997,12333,0,15941,6588,42025,385,16919,32418,18596,24023,17879,0,2021,2344,1218,9104,16691,4798,16,5090,11260,1316,2652,15769,3993,6579,56306,69351,1989,9927,19615,17703,25519,12141,10620,12817,7816,1725,0,10946,47958,22098,139241,87684,16940,4302,5236,8562,23784,9966,120326,2711,142376,24592,8778,339705,6261,42247,10987,534,0,18258,147431,6590,34288,8220
135,7,0,0,0,4,0,0,17,0,2,298,399,0,0,1,0,0,1,3,7866,1224,1912,3069,1414,5716,13255,4249,1224,2428,12682,312,1882,15,0,0,15,1,7,3,0,1,0,0,1,2,5,283,715,0,0,0,36,0,1,0,1189,0,0,2,0,0,0,0,0,26860,1,1,1,0,31,0,0,565,0,0
136,8680,215,22306,5870,728,6109,2010,2195,8847,3962,1,4499,5177,19305,729,2961,3960,5011,6910,925,33,49,0,35,276,1319,271,0,140,335,42,27,4005,6576,3070,3833,23554,1780,1765,6020,8214,4932,2920,4632,3772,3855,982,130,5620,13298,3952,5318,26770,5609,3755,255,3154,2593,1988,93644,2737,28278,7472,4459,195930,3109,6135,2991,3343,0,2589,52092,2467,17956,2235
