,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
109,2630,12548,5728,5168,1757,4412,11175,7088,1833,62376,8100,3059,3079,5355,4796,13261,7003,8750,11309,0,22891,6352,29689,3369,6668,22423,3843,1791,1034,16947,7566,0,1,4580,6025,1183,507,2236,5760,1964,1086,12709,5398,6746,99,3840,8402,48296,5392,2268,1,3505,5385,22634,47513,10413,13845,679,3501,7073,432,2624,14790,3266,32287,7282,126190,3843,3425,43,17281,5560,87,8501,547,1760,8120,58,3254,6027,5056,4582,5257,5052,7966,5580,6916,23,4244,8042,1427,18733,5533
110,4460,20895,1433,1222,8,2577,3985,0,1028,21375,7002,8408,4526,102,13227,23144,5805,4515,2796,15474,27133,4344,41208,4844,3448,18749,4161,2438,2515,3359,2009,33923,1523,5021,860,235,1031,1,2,2799,2,8845,6270,2383,0,3192,2427,6363,2806,14821,8555,2181,3571,3223,7477,4430,12551,898,3074,2344,1350,4645,5229,3960,11282,1732,269024,915,5119,642,11372,3140,1,1032,502,2,10052,5139,2851,3224,648,0,1092,2432,5367,2158,2221,2190,3082,0,5926,8141,5349
111,260,1045,188,75,18,54,219,95,361,2603,657,546,207,5,71,1553,417,433,14,519,1722,745,1250,230,304,1358,377,0,284,217,351,100,279,223,95,65,140,1,306,311,180,335,213,128,120,37,375,676,345,248,0,175,88,392,1650,378,1864,271,156,178,199,605,323,155,529,325,8003,247,461,166,312,17,153,609,170,39,173,172,287,113,103,53,0,83,2069,343,293,100,210,156,111,2,258
112,9,890,278,116,2,430,154,44,51,1649,401,368,425,276,281,518,198,34,130,1234,543,664,579,147,152,605,741,201,78,115,124,2230,155,417,38,138,91,306,240,88,294,454,551,214,380,168,499,635,312,727,340,0,184,269,1277,356,1135,158,191,223,127,325,285,49,1369,60,8302,149,331,35,550,333,233,276,149,253,791,118,103,123,55,38,129,174,691,154,738,287,54,87,191,314,132
113,1450,6549,6570,783,4949,1931,3111,565,3625,24022,3820,4517,7941,2983,1676,13024,3290,2411,318,27257,13359,7099,17070,843,3251,7066,6394,1780,1432,4736,4033,22210,1047,2018,3463,3096,2056,1428,2556,3355,4662,7193,7371,2029,4097,636,1874,7224,3558,16800,7150,2251,1,4516,3874,1784,25127,1555,35,1186,4620,2976,2942,2698,22145,1435,858909,798,4378,816,33140,2587,683,2843,7784,1331,3269,3672,3253,1,2707,1223,0,595,4749,490,2583,3354,2,1451,1532,6163,1742
114,1437,4537,2421,4089,2,3150,4578,1377,5267,22099,5313,0,339,1190,223,7189,5290,2983,838,7540,7818,6510,10107,0,3307,10692,7049,4208,6247,5631,4516,1,4347,2049,4353,3607,3043,2896,11347,4893,2956,5203,1515,1788,2816,8553,6741,3094,7611,9501,4,1474,2668,12728,25976,4703,48533,4433,2355,3065,2555,4086,0,1477,11143,898,156944,5334,1977,5146,25662,2,7794,4480,6478,5228,1718,0,1938,2751,8131,7326,14687,222,4930,3524,4400,0,1298,2438,1029,7303,1147
115,131,3902,1644,843,0,572,1081,1059,1127,8330,1735,119,2018,2700,524,2239,1451,109,1298,1965,2202,1523,2420,0,737,2525,1493,583,415,359,996,1,631,492,810,1096,1134,633,3965,1235,427,1445,785,564,479,335,2305,3325,1469,469,5,1063,514,2962,4820,936,2765,501,238,281,436,770,708,439,6116,533,86263,172,2809,390,4144,530,751,3425,807,439,1226,939,422,555,2126,490,439,58,1126,1313,3662,533,1933,521,516,2246,1084
116,1981,10996,5281,3285,505,1482,1943,1823,1680,16679,2353,2891,3247,955,1405,18210,2029,2431,1381,9861,6066,2126,7082,509,1784,3797,4866,2544,342,10213,4207,2145,2071,1751,2708,1441,1961,1445,8202,1728,3234,10272,4238,8792,4697,958,2249,11358,4353,16127,2221,1413,710,10104,13361,3948,3659,3324,2104,1124,860,3199,2366,4384,13882,1380,121827,1797,1120,1965,20522,3782,3699,1488,4158,2166,8624,1567,1337,1983,18,1121,1836,1982,5331,2640,5667,6299,1468,1533,2092,5772,3633
117,234,297,334,14,24,174,396,378,545,3047,282,328,232,3,693,1377,55,300,154,231,785,515,1427,503,290,716,252,87,40,413,546,1,42,93,117,10,36,126,317,262,114,209,225,58,74,236,329,912,152,2,0,122,133,1088,1452,458,1232,58,0,70,221,73,193,1,1789,280,6444,180,420,5,1805,260,172,189,46,30,158,84,196,78,0,401,171,94,389,150,431,368,293,201,143,192,212
118,30,2402,671,705,261,1046,82,218,398,3852,781,354,830,149,94,711,437,142,1337,6,2221,1155,1424,559,1035,1920,117,178,377,607,384,186,161,206,555,184,32,137,1154,589,904,1141,560,304,107,199,656,2352,167,733,62,259,104,2376,2011,888,2057,269,176,196,77,234,1075,108,2151,538,33721,265,1210,799,604,13,275,1257,286,442,604,298,913,530,5,339,203,178,634,230,2282,96,908,1148,160,28,152
119,957,7626,1545,0,2059,1714,1094,1968,1438,16188,2222,974,189,31,1967,3396,3739,2711,5,7,7238,3662,8074,1583,1667,3924,4344,4040,1233,3110,4662,1,1696,1026,1118,2790,240,1332,3087,947,1137,4201,3459,5692,1034,1075,1060,6574,2174,134,23,366,1120,12888,17105,3316,8811,34,742,1219,4077,1489,4287,3384,14429,228,204047,1494,990,1444,21296,2079,252,6263,1652,3573,4101,5658,448,2349,459,1168,3,822,1522,1819,464,1452,2433,2545,874,3101,891
120,10045,10829,1003,0,734,0,606,2181,669,30148,3471,5425,2052,0,2014,23296,1716,1951,1130,10023,22163,5838,14894,397,2154,16456,8006,5468,3075,6093,728,0,1622,786,6282,5052,2869,44,3,2367,552,6225,2,5173,1930,960,2488,17943,6083,6605,0,1817,2934,8476,12469,3538,13922,736,1862,774,3213,1478,1745,0,10099,2496,468887,4961,4205,5282,11098,4858,2,8533,1436,3124,1436,2481,739,0,0,2119,0,4601,3467,3674,3396,1128,2793,1,2390,4208,5732
121,2399,14680,5245,1399,16,3527,4627,3880,2927,27198,9551,1172,1766,1952,5163,9819,2729,1,13309,11273,10478,6359,23487,9695,2960,16472,3962,3700,486,7562,2631,15832,1455,1440,3160,3025,2577,2550,9536,6448,1141,5964,2952,6654,2237,2733,2913,10299,3309,301,4,59,190,10104,11302,2193,10715,662,2101,1910,846,889,1845,1,24747,832,762247,8809,7232,6567,14330,8,5708,9993,2319,4412,1520,1016,4467,2476,2494,1512,0,2603,4408,119,5666,2754,2202,1428,1323,2575,4563
122,1854,9625,5403,4,3569,15598,2040,1746,751,5649,2363,1386,74,1564,7045,15158,4094,1191,8673,24436,17559,4305,20619,0,4164,10490,3813,5338,2231,83,3534,62944,2368,2702,544,3038,1187,4282,2227,1156,5454,4541,11606,4642,4976,1420,3202,5923,1406,19802,16815,3,561,7122,10389,2158,16795,1044,2462,969,18349,891,1248,1944,9580,3437,462373,6003,5548,3215,5479,0,2486,5507,568,1934,1086,9872,3094,4729,1845,0,1216,1387,1753,13,18537,0,4148,2699,3192,4177,3
123,64,395,178,142,221,91,43,93,234,2236,324,0,137,113,34,481,261,133,269,45,424,304,479,21,80,663,219,210,128,219,105,2,130,187,100,138,131,16,280,76,79,174,193,93,138,96,193,867,270,1,1,37,83,395,862,368,682,154,143,85,206,160,97,26,704,57,2816,24,359,167,742,163,182,113,81,195,525,120,15,133,55,163,149,104,457,103,634,52,302,10,76,686,152
124,152,2782,665,216,82,1607,84,888,646,3234,659,380,519,1048,1207,2468,878,202,79,1767,1830,1407,2002,81,387,2297,614,350,95,749,1004,1062,506,480,464,119,428,348,1121,788,744,834,518,252,237,186,782,949,476,2798,1428,475,907,773,1915,606,726,645,183,355,670,426,601,406,1759,427,16057,457,907,363,1532,414,763,1054,23,849,1967,1371,472,648,49,257,340,943,1474,566,1422,584,428,1236,481,48,489
125,765,2838,517,261,1270,636,802,688,669,8362,1458,837,630,568,220,5139,1594,471,1014,581,4170,2833,4382,211,1179,3302,1252,362,1254,937,1065,0,518,476,197,922,1042,103,455,4,83,659,1072,659,1101,131,1389,6475,1264,188,0,0,1066,665,3757,737,4552,613,439,295,608,1247,189,0,5109,406,18682,870,1340,470,3051,284,1794,2759,2343,983,1527,644,656,1705,0,516,275,12,4082,622,2726,1024,791,530,770,2650,290
126,486,5455,1063,830,1286,1091,597,731,1813,12663,1589,981,371,111,360,5344,1615,1301,2728,1285,3670,1392,2976,2,699,2509,1414,954,556,1727,1831,401,1436,734,829,840,525,436,2885,335,1692,1290,800,1181,1194,1145,1764,4491,2016,3136,1698,458,535,3895,6176,1659,3149,240,559,390,1351,2467,842,234,7995,701,231260,172,1232,376,2155,883,1101,629,515,862,947,782,866,902,0,1677,97,268,2665,562,2901,628,655,431,952,2930,764
127,233,1103,148,2,43,474,189,6,814,1772,574,307,0,4,352,963,146,218,177,96,1276,914,1914,229,146,820,264,165,137,306,487,145,43,133,87,58,173,0,887,88,5,528,117,429,18,592,307,806,419,77,120,278,142,2700,1423,845,1389,82,153,56,0,127,721,137,803,64,36398,448,72,122,880,54,47,42,259,119,490,147,248,0,22,240,1,59,248,384,298,0,124,365,142,426,58
128,148,519,273,270,427,523,137,208,399,1651,182,530,853,530,410,1901,699,172,722,293,1250,703,898,113,465,699,701,311,135,271,1057,0,255,246,228,88,353,26,769,167,143,746,440,348,387,97,170,2672,153,128,41,8,312,1088,1718,598,1959,76,120,213,426,421,464,544,3065,558,23709,215,744,452,3347,522,604,999,264,883,648,195,203,216,520,116,146,457,397,117,1274,439,748,225,114,540,177
129,509,1214,1079,706,80,588,101,265,89,2137,785,849,200,0,253,1032,279,194,701,180,1167,915,1438,78,274,1472,320,436,392,949,438,1,231,125,282,259,327,63,1115,1,272,691,123,397,430,47,630,4186,321,0,0,2,0,1128,2690,1046,3296,309,2,79,557,185,698,368,1472,301,11991,547,2551,684,2174,862,586,1225,450,488,855,586,1143,239,292,149,1,437,405,415,556,502,278,142,130,372,285
130,0,935,1245,433,4,817,259,16,452,2632,1,0,0,0,412,2906,724,624,200,382,2569,2901,5755,888,997,2226,2243,1,103,1334,691,4809,173,65,582,0,489,298,1813,1,385,2035,1118,635,1159,790,512,3,95,823,615,898,688,2235,6096,458,2,729,0,391,808,351,279,481,976,173,97646,82,1230,355,3281,1016,0,642,132,858,799,338,0,302,305,1179,0,521,545,793,1466,364,22,646,170,1156,0
131,6578,10143,6931,3180,3493,6099,706,819,2315,22913,2127,0,1459,1604,6410,14968,5012,2,0,342,29070,9004,19238,21,3035,18759,6165,7010,923,1799,981,426,1130,2721,441,2862,2946,1508,283,4100,724,3838,342,5374,6898,3217,1769,398,4653,418,2185,4021,3247,18126,25180,4294,16756,1990,819,1670,2633,1993,855,4,2584,118,587533,3913,3121,1242,8720,138,2297,2403,0,19,1682,815,174,485,1936,7261,5655,0,3470,3044,2054,1,1520,6021,933,0,942
132,300,865,8208,0,105,82,1975,224,1635,6202,4176,0,2743,2,3011,2519,346,1,86,122,32295,7000,35214,2852,11110,30311,5307,38,1457,0,1659,13089,1032,487,5548,369,0,990,2,1,0,1967,3645,3215,8810,2547,3222,5231,1,8087,2989,0,3858,15043,10190,71,17835,7,39,2779,4398,318,608,0,2990,787,94371,9721,2549,6011,11180,2562,1714,3538,23,720,2702,1267,795,95,46,3225,2050,3676,553,1358,6533,1,0,951,1618,4784,0
133,0,9943,0,1,0,0,0,2,4038,47452,6238,10822,2616,550,0,21654,1443,1687,0,0,12435,8275,11238,2963,4086,18403,97,1,0,5958,1475,6270,4529,552,151,0,5498,0,4416,9184,1,4914,3898,0,0,5024,0,28449,6450,34331,0,8,148,6017,21247,36,33252,3,4106,4154,98,9920,0,0,23019,0,1164003,0,421,143,0,0,342,0,989,5,279,746,1716,0,150,0,0,49,3119,0,925,8188,0,8279,1056,0,4631
134,143,1459,557,214,3,465,848,42,959,3036,241,313,767,237,714,2193,168,366,147,2159,1496,410,1464,610,388,1049,663,1555,446,804,186,1115,381,436,450,292,19,347,2831,922,464,827,766,609,566,640,47,1420,357,733,1178,537,201,2252,2447,730,982,197,216,208,236,293,237,0,1573,124,53014,339,310,237,1924,557,465,331,209,487,667,67,227,619,116,125,102,544,479,314,667,412,223,510,281,729,100
135,257,416,261,118,13,565,471,14,163,1878,64,341,190,108,472,1637,470,52,214,2288,781,264,934,2,187,493,81,229,2,268,316,1872,125,353,150,56,32,186,624,24,246,980,303,344,426,283,221,907,122,2066,839,199,294,244,1521,282,793,159,67,213,1106,231,509,438,1427,32,53859,31,497,198,1870,167,449,392,182,613,315,66,179,87,1,0,2,353,367,122,838,743,275,329,175,667,10
136,223,3799,298,0,1320,2687,1406,387,560,9376,1346,1627,747,80,1701,2036,0,235,0,843,10465,4542,7955,3064,3500,5205,1579,208,990,1699,2010,10,157,549,1547,840,319,395,1168,456,1333,1193,612,943,85,1,577,3087,1600,2296,17,736,77,1197,3481,568,2501,300,0,329,1492,356,680,61,3869,311,383978,995,1437,2363,3916,1550,7,929,1269,1254,2014,1331,982,330,906,148,0,0,2700,1,19,2297,9,34,1299,1957,1049
137,1722,6648,1119,1716,1113,294,8,2531,1809,28973,3017,2691,3036,3215,680,14895,1120,1707,4948,6465,6591,4828,11305,1713,849,8853,4080,3544,1074,9,1784,3,679,790,265,467,1250,0,3985,717,966,925,1792,1743,1819,2107,3888,8332,995,16,5,4226,3432,10058,11032,1165,7975,49,1615,2381,1470,986,3519,2194,7733,2048,29104,1911,12970,186,11075,847,357,938,1690,5111,3208,3936,1703,499,1,3792,28,1763,4241,19,2255,1846,589,3389,447,5187,2969
138,4084,13640,11671,3832,449,6205,1730,2120,3935,13424,5460,4289,1933,2639,9407,6029,7003,172,5388,14467,12377,3434,11071,2954,1767,9918,3344,6259,2865,6186,6198,17031,2589,3515,4469,3569,2157,1005,6713,2326,4387,9453,6326,11870,6276,1680,8454,5945,2188,4123,7953,3680,7322,12981,34342,4249,25019,4943,2828,1160,5778,2480,1264,1599,20193,4571,773742,12938,6236,3746,25704,3529,2958,8124,2282,1831,5730,5513,2357,1753,5824,2909,1919,1465,2428,4644,7162,2773,3671,5978,2128,9176,5189
139,5227,2008,2508,2571,593,2673,1899,249,1361,11128,3249,455,2903,545,4980,5180,886,151,8631,11045,7317,2340,6738,1124,904,6889,3933,1969,504,2727,4726,12031,1356,1857,1450,2286,4067,754,1846,1029,2560,10419,5724,1659,1240,845,1981,3827,1954,12345,1794,5,1051,5737,12334,1161,5706,1449,1899,604,1851,984,1296,854,9656,1652,410009,2980,2136,169,4442,2040,230,1563,1840,691,2512,2673,830,936,2411,764,790,2293,1849,1369,3422,442,2222,595,778,2648,764
140,4327,11462,2344,1029,0,1514,85,34,6625,3171,11645,1,1693,7525,2679,11218,5525,1605,2405,5990,17772,9569,30596,1919,5448,26615,4262,2814,11335,2061,1577,59,2069,3562,3300,346,648,1298,2529,2194,9,10544,2338,69,1600,1180,9035,0,753,1206,2,6267,8,23613,29429,5414,29718,1149,5300,1649,1883,2040,25,2,5617,1209,288873,9617,2,1147,5842,9,8332,3391,756,3948,7842,659,3581,463,12428,1727,2258,0,9407,193,4201,1994,3479,4040,1933,616,2743
141,821,9671,8827,6101,1390,4546,2560,7756,8759,32343,6651,0,1336,1444,4969,25035,10658,2077,3977,3,8671,4298,10765,1687,749,6496,2849,5016,2653,14907,5126,1,2308,4896,4782,3382,3759,1772,7146,2585,3849,5238,1740,2963,4346,2827,7496,13837,3936,280,0,911,6044,33293,55638,10672,5339,2493,4056,2838,10925,3504,3018,3068,16071,1501,73793,3772,11676,2110,42557,966,5134,3649,3584,3662,3618,3163,1466,3887,2670,6371,5270,2046,3628,4987,5512,0,2923,4957,1939,8879,7407
142,8853,15192,8354,2,0,11666,4152,3936,985,34775,12520,3395,4328,1,15935,17418,1937,2874,5109,33485,8527,7578,19490,2890,2006,10232,422,8190,1339,10390,3304,20321,0,3563,8489,1423,166,161,958,2266,2875,14127,10290,10544,3040,1485,4158,25990,7555,15286,4122,2116,1383,2431,18951,3375,25120,3992,1247,2911,3345,2088,6327,7863,47982,3175,415231,5415,4801,3064,13182,11369,391,10590,61,6740,10287,9669,935,596,3013,0,0,4132,12264,3080,11158,6188,4548,2926,5830,4312,1273
143,1200,19376,5616,1257,28,2574,6243,2163,3443,35792,4564,5864,3822,971,5532,17223,3411,3937,566,21647,7882,2973,6960,55,2774,4115,6113,1067,1401,7082,5335,14810,1934,4883,2376,2378,1548,2194,4266,4205,4197,3134,4187,3666,2597,489,1504,21752,5420,33754,4690,381,4015,9978,12893,4900,6751,2342,2157,1462,6705,5287,3631,7641,15109,2869,108975,2492,4874,4313,19320,6024,2418,3991,1343,4026,11052,6280,1825,6473,1276,2559,0,631,8854,4186,9472,4778,809,2195,2358,11394,5994
144,3612,310,1,0,1,2950,50,2,1597,13725,4081,7006,68,3979,3612,4379,2,1562,0,8136,16213,10933,40116,706,6509,15776,2361,1812,4405,894,6242,11681,1027,6101,1756,1,30,35,1,509,130,2463,1321,4172,4576,6621,1614,8829,3345,1258,4072,0,277,20588,30303,647,20337,1076,1066,2884,6395,6612,8363,0,6378,5645,241662,2054,690,3066,5965,2015,2,2123,619,1,191,3020,9067,4634,737,6,0,2588,4642,5213,1408,3905,0,2404,774,1583,2543
145,1893,11712,5725,894,5748,6988,4441,4121,7812,44378,2552,3730,6520,1503,3947,10772,4808,4271,5614,14921,10033,6892,16004,438,3932,12330,5801,4901,4131,8473,10223,38926,3184,12238,4494,4247,3597,674,820,5988,4954,3554,8433,5921,12964,6110,3954,28196,5589,39925,1563,6312,1379,15611,20018,3321,45519,2783,913,2082,10660,3301,2491,1907,30431,3297,899317,2133,6247,3772,44872,6959,3478,5642,8584,8882,9703,4785,4591,987,104,470,929,6662,9127,2226,4857,5003,2045,1102,4519,19063,508
146,213,1054,295,996,550,295,281,725,805,6978,1009,50,209,0,1391,2973,536,641,767,676,1742,1902,3622,339,798,4094,595,1370,30,906,1408,4,165,371,697,330,718,0,995,0,97,765,255,451,1402,106,1474,3311,272,280,0,463,375,2604,3983,798,2587,587,147,227,922,1093,1258,1067,2702,152,10847,616,2158,676,4284,846,144,1191,1314,1870,927,1098,500,1,28,21,0,924,1273,960,1203,733,166,387,312,5646,1118
147,167,5672,2369,495,0,5110,1596,711,1355,10300,1712,4499,1130,890,1662,5876,844,547,1658,3727,2373,2328,3928,16,968,2031,3157,2138,327,1819,2933,6086,1191,540,111,1048,1385,717,2166,632,322,2858,1509,998,523,206,1966,6322,2013,4909,2268,1037,1229,2376,4598,1357,6258,1091,1306,1149,1387,1540,1458,958,7814,769,250625,1389,6740,2310,9853,1213,0,1562,1021,692,2630,2421,786,944,1439,714,653,736,2285,1976,3867,1511,1718,3574,643,3821,1371
148,198,13701,5758,1431,1569,77,1332,1,5966,21827,8344,0,3987,1347,4845,12869,2964,1407,1747,0,12790,6856,11552,1153,3946,8319,4349,4213,1736,2811,5199,1,3408,1988,2321,3664,3163,129,9331,5080,1689,7300,4433,6096,1938,5419,9037,9937,3026,0,0,966,3183,12051,36335,4322,30255,3046,2687,1346,6492,5970,494,18,10040,1859,233869,3798,5456,2540,28541,443,2645,4758,910,6161,2213,2150,1579,1829,4770,4264,7371,6052,5617,4956,2359,540,2104,2884,1377,10498,10139
149,543,2057,188,1556,0,0,111,0,928,5785,2575,0,800,268,141,1066,1042,450,3392,298,15098,7637,23658,1646,2434,19976,1380,1464,9,764,735,1,196,132,45,582,2,1,561,136,0,2354,1139,2313,0,658,1,505,101,0,0,100,0,4063,6865,1325,3705,419,1575,2236,0,0,2020,158,1633,1685,582120,455,2403,254,1348,2567,474,0,387,12,30,856,933,0,530,2,0,3,819,220,3176,1388,0,0,121,1,53
150,1565,7593,5789,3126,1670,1060,4743,4275,13180,8785,6884,0,3112,3066,3843,15463,6308,6205,89,4393,2447,1408,4083,259,420,2582,5924,9418,2919,4278,2509,558,4548,3166,1756,2184,3843,1942,24375,8556,1925,4478,4381,1852,2690,3879,6851,924,6864,8255,1382,1852,3233,16766,36540,7744,15055,3404,3184,2574,1730,3417,460,5153,12971,1051,51658,5339,7717,2900,24075,1068,3531,4903,921,1235,3354,0,1928,3057,3559,7173,9994,1052,4048,4526,6235,3089,1493,2800,1421,242,2212
151,4897,16675,4278,2758,2044,3526,2751,2604,3818,36996,7583,12533,8972,5007,4465,15654,7302,2079,25224,2737,12691,4932,11785,2033,2860,7149,9358,3295,263,7333,3721,2,960,2943,7675,4538,2980,3464,4207,2327,2482,12544,2997,2386,3856,1815,14225,29338,1776,515,1,3325,1,16484,26787,4147,22174,1056,1750,3136,4928,7108,6587,0,20968,2594,610723,4434,6789,5150,27624,9764,15,5484,2501,7178,13535,4889,1323,1649,1854,3173,975,3931,9459,2634,13194,1461,4870,4478,3241,14495,5042
152,8990,16176,7282,3921,3207,7359,6934,7014,2143,22179,5979,2587,10441,2360,10442,10530,6652,0,4441,34461,21609,7314,15862,2135,4207,17361,8975,5962,1512,13683,6894,14395,1976,2696,7412,2176,903,1962,1566,18,8217,7346,2749,4977,5998,2030,15241,17980,1925,11987,7433,3150,7604,15261,32596,5245,15061,756,1880,1788,8929,23,6985,62,20093,3231,742623,7956,2323,5176,13658,4465,607,10924,1937,1576,9364,3055,5961,0,7621,1419,1253,982,2382,1276,9556,1861,4330,2673,1971,3656,407
153,92,860,234,277,434,361,34,450,244,9502,360,1255,372,234,435,838,102,367,354,740,3159,1512,2895,792,2147,2080,1228,91,401,59,1565,3,180,585,385,383,198,381,780,3,5,1398,899,762,166,148,184,3389,1681,664,167,842,1,1094,2289,1517,2393,344,360,453,867,269,1101,1093,3541,399,59879,23,1694,408,2433,1207,236,310,16,1115,424,633,574,1,125,8,456,446,1305,169,1230,402,786,173,373,748,838
154,806,3998,1757,630,518,1097,1463,1001,1680,8355,1538,1772,801,268,1898,3764,1923,856,902,6705,2810,1662,2119,157,622,2118,2643,411,588,1937,1292,9272,1700,699,721,614,759,1347,4376,1483,658,2057,2520,3161,1597,2007,1008,2784,1076,4435,1396,625,805,5771,6626,858,7324,1023,525,903,3883,661,1064,3019,6489,276,126781,971,2946,1083,9364,0,869,941,957,530,1912,1101,962,1086,138,1259,263,412,1646,1810,2206,1782,1865,1643,962,1169,328
155,2814,1448,626,29,1900,443,1437,1114,1068,15441,2239,908,242,515,156,6834,1148,2242,6667,8,2451,2715,6467,287,1300,3715,1082,3929,1119,1143,2262,2,544,1083,2351,970,456,93,1546,1483,717,2416,1607,1451,2334,397,1690,7876,1365,1412,0,2200,337,5404,6627,913,9675,398,267,353,872,823,3036,15,8650,599,171560,12,2914,3252,8027,2414,302,3486,804,1720,1766,3122,647,205,1,604,20,2104,1149,540,1475,193,1239,242,704,2911,144
156,2810,5415,1438,1697,609,1703,1660,2124,1746,8343,1541,525,561,203,4026,9617,872,481,289,8386,3745,3566,8818,785,956,6969,293,150,767,956,3407,2085,1184,3651,1169,400,810,480,310,535,1500,3777,1565,1441,2007,770,1860,5707,971,2434,844,759,991,4510,7712,2003,7585,228,150,853,3743,817,823,273,3510,723,288173,535,4859,983,6913,1473,50,47,554,2083,1442,1201,1524,851,437,0,0,1269,3262,914,3496,2382,1225,516,944,2565,875
157,1205,1835,1196,2778,1205,425,1708,1880,2093,22850,4033,4047,1544,1887,3552,16097,983,1236,2503,5344,12833,5940,12371,1215,1208,8658,3586,1805,818,889,5335,2244,1100,2397,4733,2769,1529,184,2058,17,3093,3923,5485,5065,4373,592,1279,9881,1660,5020,158,2,282,6334,16811,2785,11261,306,2202,658,1892,577,2538,3679,18838,3606,431577,1350,2699,4608,19296,7120,4326,2061,1416,6384,987,281,1109,792,2160,3,769,33,3036,1187,4765,2439,2472,1422,2009,5304,2143
158,6028,16130,6626,3708,2641,2702,2564,3751,8042,27080,5699,4990,2537,1627,4031,12704,8836,1715,19137,6164,8801,4437,8446,805,2810,10703,5725,6247,1806,4047,6489,2952,2702,2973,1288,5697,2433,901,10993,4343,1230,8080,1562,4880,3090,8875,5505,9048,5174,4506,597,2933,2867,31979,39235,8353,19184,4706,3926,2468,3998,2343,1642,3746,8817,2922,1075976,3908,8958,399,15207,2058,4186,5559,1061,1450,7601,8642,3269,578,2801,3688,2775,3056,4904,5190,5319,4381,2875,2206,1284,12789,5272
159,7338,18681,4225,1623,2996,10440,7070,3914,2052,41537,9682,1369,1196,2706,12961,18591,3988,1858,10621,15607,11896,5056,22359,828,5980,13918,3950,9548,2946,3433,9009,25688,3708,2589,5539,3783,3135,3035,6831,465,3207,10346,9513,4302,4286,1769,4527,21323,6065,11191,9449,3032,2228,12808,54856,8003,21306,6307,1824,5629,15953,441,1512,8702,5748,2384,953590,13020,9709,7744,31048,2651,1089,5201,2881,3662,4617,3252,1784,2531,4341,3214,1719,9134,5799,3202,19283,7992,2294,6165,3259,9213,8231
160,5,706,19,281,3,407,1043,1,255,638,272,110,16,414,199,911,826,710,235,360,2831,2098,4252,53,1343,1500,159,6,137,66,315,1535,0,643,46,389,15,1104,184,387,335,19,170,666,195,224,721,64,27,2331,77,0,89,991,1024,101,17298,21,310,122,307,602,534,58,281,187,24862,124,80,265,543,3,397,46,604,167,597,317,213,344,148,238,23,30,419,62,569,341,2,91,239,35,39
161,1341,15980,4247,2,3108,3855,1358,1270,1293,6958,3005,0,3212,2,2073,4979,1797,681,6356,5423,6976,4857,10188,759,5093,8371,5086,1203,1604,3416,5509,10245,485,1611,1711,1607,385,1280,1201,2,1776,4540,4131,2031,3605,1054,3998,12008,1827,6542,4413,1,2814,4629,8033,1791,12110,293,2059,1345,3793,268,0,1433,3988,850,393332,4324,3138,1671,6210,3522,3417,1710,556,2569,3956,1737,1054,956,2844,2024,1846,2744,1844,783,12107,909,4274,1718,1893,7310,5
162,841,10416,3442,1591,849,560,4700,1963,1769,29795,4715,3049,5454,1542,4233,13310,8135,2297,542,1685,9629,4918,11984,1539,1291,11277,946,2807,989,2479,5975,214,1113,1438,3576,5193,1448,1006,726,1,1329,9531,2752,3317,4665,4023,3511,13937,3381,1126,1257,571,1986,12998,9909,5546,18881,666,2210,1231,1083,2946,3170,4922,17498,840,248847,3281,1936,22,12671,7433,1258,6331,3165,2007,5801,3726,195,1239,857,948,1989,317,7063,2160,2841,2064,4692,1938,927,2466,3221
163,458,6406,3586,0,4035,3311,167,2618,7434,32090,5750,5331,1893,2307,1941,13565,3411,5111,8519,0,16540,7575,15759,4647,5019,13402,4670,1708,2653,2793,2488,0,1641,613,2084,1733,944,2397,4549,3920,3308,1836,14,2921,1888,302,3809,16891,4071,0,0,1133,1,17308,34929,5742,7671,450,2114,2292,2450,1163,3023,25,10205,4090,28354,586,6880,1973,16644,2302,0,3979,1428,2661,11503,1360,819,166,1563,0,984,3916,4590,2175,5734,90,57,3920,1901,5588,2169
164,556,6102,133,1,1176,257,4429,175,1881,24994,10751,3104,109,1170,5097,2849,1574,2681,4306,1860,22887,12293,34615,35,11025,29813,1817,123,2562,312,8178,263,910,2428,849,8453,365,0,2,423,1761,2060,1353,1664,698,11,4673,9176,2322,18,0,1,2968,8699,7895,1759,26812,1873,1772,931,2722,1642,6931,626,1861,377,216281,1069,5547,2855,3818,550,787,10190,2255,404,7329,3388,3526,2325,2658,0,0,247,16562,1416,5490,497,595,719,939,798,2435
