,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
52,5,402,243,377,94,970,55,443,203,3911,416,258,12,304,269,809,403,133,189,228,1300,571,986,1,511,1410,710,10,75,306,26,0,133,313,62,84,138,83,548,86,271,377,76,230,87,166,199,0,303,1,0,100,171,1073,2099,266,1345,95,96,121,257,67,228,0,2685,118,3438,42,368,79,497,55,0,412,88,111,740,198,129,0,0,85,69,73,681,17,843,208,213,414,48,199,171
53,18,1925,69,952,0,19,182,38,2786,5842,2572,0,0,1589,603,2105,1263,863,22,618,27,405,723,11,9,817,1373,341,513,44,477,350,0,682,1154,171,9,0,1997,1194,172,1298,835,260,1126,3215,855,178,748,585,418,0,767,7829,7642,565,17155,107,45,632,1006,1227,0,34,238,73,60567,652,1820,1299,1404,0,882,2335,220,19,899,1176,364,3,1158,775,2698,426,1275,953,3516,1260,0,84,1142,0,883
54,0,1041,87,4,4,0,0,466,34,138,252,164,0,493,0,0,342,914,0,0,2276,1865,2402,603,754,1973,447,1,977,253,0,1,24,176,2,122,39,1,0,0,213,258,18,89,0,0,558,0,1208,0,0,134,0,0,0,0,2232,149,0,52,0,0,0,47,20,0,4452,0,1,0,0,0,0,0,0,0,536,225,176,500,0,114,126,328,746,241,145,0,0,111,209,0,0
55,1055,2664,957,1169,2547,790,2092,1207,1694,12849,1690,0,541,767,1197,4096,1134,1048,1578,201,1803,1139,2913,1027,638,2267,435,966,418,923,1212,3,754,1034,1535,1149,459,124,2740,1079,345,1319,873,753,364,916,2520,1395,1052,156,2,707,1161,10736,15041,991,2435,979,1092,412,361,1254,1114,1352,5787,573,30867,452,2641,695,9203,0,1178,1021,240,3036,3007,453,1045,775,700,1648,1529,958,968,1002,1882,401,1241,345,197,2895,726
56,67,3611,1284,1095,1043,117,140,453,414,7871,1366,2833,1060,1258,1327,2832,2176,594,1183,1725,1359,1581,3496,987,302,1565,1647,790,1079,1407,827,947,530,1434,966,873,401,909,1977,43,774,1919,584,1219,105,238,678,4064,1,1972,215,1871,409,3274,5477,615,1745,683,994,514,793,455,2104,618,4715,495,87688,284,3009,269,4055,1812,492,849,46,679,986,763,595,585,5,701,840,903,1572,782,1440,206,1069,1932,279,2441,259
57,694,6688,2365,1577,414,1534,3654,655,6384,27704,1372,2996,1176,2066,2517,13174,1823,2403,454,12416,3873,2596,5331,1447,378,3034,5496,1801,944,3896,1894,16127,2133,3564,3858,1597,1958,268,9349,5100,1525,1044,1736,940,2505,1769,3639,11684,5168,8866,7531,335,2424,8381,10795,5410,3852,643,1145,1263,2002,2505,3765,4328,14015,2586,165441,846,5043,3492,23348,2029,2848,1071,6199,4731,3477,2769,4346,2854,57,1285,985,938,4316,2155,2639,2840,1548,692,1656,3533,1948
58,1408,16277,5073,1394,4127,953,1656,1270,1249,16966,3698,2,2836,959,1607,8740,2812,1539,17006,822,6713,3658,9586,3162,1624,5195,1410,2195,2578,3490,3098,0,1964,2822,2982,3818,1570,510,4259,881,1084,6353,1495,2559,2396,1715,2902,12803,820,173,0,2157,2526,12452,23360,2939,21488,477,1694,711,2278,3819,1114,778,13404,2256,101438,1255,6167,2591,14937,4987,1473,3521,4644,3695,5998,1836,1248,1634,3482,1330,3811,1070,2783,1794,5877,1003,5039,223,891,7503,2964
59,4322,13177,4309,2001,2,2331,5559,3155,3185,9866,2932,2361,3498,690,3761,17043,3116,342,19386,11419,11634,3329,12793,2541,1709,9356,9204,7162,20,5918,7408,33498,3128,1886,2121,1838,2494,969,4957,2,1338,6361,2089,3329,3664,2774,3405,11499,4726,8750,2565,12,0,20187,31688,3730,10823,2067,2254,2312,3181,3596,1383,4024,19780,1703,790968,3571,9671,2645,14007,2997,7635,4923,2060,3827,9574,4478,395,1703,2256,5775,467,2219,3988,2873,5759,1375,2462,1931,1752,10550,3806
60,5487,16810,4839,1935,3469,2091,1692,1442,3763,22660,5491,4598,5303,2010,1592,15956,3957,2566,48,0,11235,5428,27530,0,1548,15707,4170,1114,370,5456,33,1,3370,653,4137,4358,3128,0,8304,1956,15,3563,4176,5337,6154,1777,6047,17213,6798,309,0,0,1444,19445,33727,3767,8184,544,2412,757,7115,1419,3166,0,17167,5535,394936,4363,8353,4024,20730,8462,12,7815,173,4007,6901,2048,569,3150,8601,2190,0,1008,4467,2778,3749,4035,2437,1128,2215,6775,3260
61,245,774,438,903,230,515,273,230,488,3660,487,812,255,184,309,2502,901,389,38,224,1840,1751,2198,33,571,1339,319,284,274,940,234,15,204,427,437,110,617,114,907,497,1,102,48,95,665,217,368,1912,108,9,73,1,267,1465,2847,369,2858,156,372,248,1074,43,278,41,4256,367,14963,42,446,14,771,153,283,651,186,175,459,90,0,185,124,0,0,22,1298,59,1466,517,162,470,215,164,102
62,386,9588,2533,1154,791,2807,878,381,3304,13220,4708,132,1163,2241,2084,7503,2117,917,1150,2119,1809,1277,2149,690,672,1922,1514,753,2156,2397,2329,479,674,1399,1923,1067,1407,684,4024,1898,635,2653,966,1273,551,2229,3087,4476,1374,125,88,962,687,8131,14877,1028,7216,3454,1608,1550,1845,1752,1162,220,6441,1530,156648,787,1509,706,4358,796,1762,3669,1096,1719,6727,605,2597,3891,4221,2646,1828,159,4222,775,5228,465,1016,1486,989,2366,2533
63,42,353,97,211,447,157,272,126,227,1817,505,2,437,476,103,1120,78,156,587,82,1260,1438,2339,298,608,1901,174,94,164,135,118,0,477,123,28,1,240,48,362,1,391,437,61,49,82,47,331,927,305,60,5,68,165,305,1535,190,638,261,9,116,713,536,168,114,1215,303,12240,149,228,103,781,7,60,426,149,129,710,54,239,0,327,51,301,96,374,0,1294,288,357,0,166,312,150
64,0,801,120,300,725,228,47,142,1210,3982,615,435,0,96,198,1311,125,345,5,109,1574,1338,2036,185,277,1246,168,0,8,222,128,383,152,224,311,175,245,66,1063,562,247,757,315,52,363,210,149,1875,293,105,4,0,265,1604,1953,637,2417,4,207,200,326,567,157,0,2321,581,7158,144,66,74,157,11,257,148,0,0,341,59,53,197,218,0,218,0,734,16,289,0,17,1,276,157,230
65,7,1139,285,300,755,821,265,95,255,2211,977,0,483,243,661,1721,777,213,1,1554,1092,681,2584,513,436,942,464,51,268,305,187,2287,103,301,540,253,117,237,1322,115,499,275,113,183,660,379,147,1017,225,1547,1130,1033,640,1574,1789,319,2333,353,189,415,225,23,319,346,2328,134,61110,67,193,204,819,4,19,874,120,0,228,681,1173,350,10,220,72,101,300,87,1275,187,8,462,213,401,202
66,297,1431,815,350,904,1194,386,405,276,6508,717,1256,975,549,270,2221,685,255,225,177,2162,1065,1740,887,977,1659,619,920,278,573,1051,0,162,226,136,190,178,95,546,0,191,1530,76,320,376,237,1253,2726,109,125,1,0,94,1178,2195,272,823,185,185,347,320,199,460,0,2197,711,19662,251,1005,212,1288,1108,0,679,244,1210,672,362,343,2,160,302,0,607,880,958,394,2154,403,1363,168,965,435
67,1274,29973,3841,1,2315,5413,716,266,1266,23679,6270,3426,2991,7,4957,32286,11426,2364,95,2,25149,2459,71042,5676,6567,31569,5180,0,18,0,7,1,1,3934,9784,2,94,21833,3797,3323,50,2578,472,5284,1043,1873,14752,16376,1702,0,0,4307,396,9414,32279,8700,2947,5879,1785,1559,1478,0,18708,0,10444,1384,256041,5144,2037,2581,786,2276,0,4041,142,4829,21631,1,779,2210,3937,3564,2005,587,6609,2224,7735,2278,1976,3518,1919,7879,3064
68,411,1167,2251,0,2236,3279,457,1,5837,9851,3565,0,0,0,844,4908,39,2316,122,594,3387,2683,1394,0,3,2491,80,552,1224,35,1561,379,1221,2017,0,1,760,0,20,5,1,2328,0,604,0,655,670,5719,2142,742,0,0,0,4115,11603,1075,20183,2014,387,177,1591,3247,1,0,1279,145,59585,998,2120,1063,3822,90,0,0,124,226,1335,26,93,2,400,0,4714,7,3210,0,4650,0,1590,85,527,0,0
69,59,5149,366,0,1780,0,700,0,1603,16530,2970,0,478,0,1353,4216,6655,97,1104,0,21739,8477,33794,5858,7896,28829,13,1412,116,22,656,1,0,73,3795,251,5433,651,1560,1898,22,0,1190,2570,1822,1308,4659,2726,1575,0,0,0,189,6855,12565,211,1369,933,9,1543,2157,2180,162,65,2001,0,138903,1596,682,1662,83,100,0,7,439,4523,3398,559,25,0,0,0,3603,0,3536,1795,3441,105,264,0,1330,904,0
70,1807,4175,4577,1788,3270,141,13,1901,4422,16406,2580,0,3978,4339,7344,11680,2432,3203,7266,5457,5417,3902,11179,3192,2199,9476,2568,10083,1449,2052,4237,1,1748,2883,2808,6053,3812,214,3153,3768,1657,6927,1480,3595,5156,3516,6457,12094,9386,1,1,915,1553,12190,15023,1876,10768,3034,3306,852,3555,3040,941,1801,13580,15,149545,8787,865,4172,15425,0,2879,2414,1588,2122,6592,3344,1228,2772,1685,1009,5996,2215,1715,3030,5888,401,3294,4186,1738,5885,4386
71,2680,25155,19061,2193,1,13427,5123,1800,1656,9349,4869,0,6222,3567,9274,2756,6874,1391,587,19040,8697,3794,18622,565,441,9198,2329,2347,2769,4060,4100,39924,3062,4586,3719,2810,4480,4875,6933,822,3815,13038,3558,1583,4143,1971,5517,4483,5025,9291,10088,5883,682,13903,11359,3182,11477,2165,3808,1312,8170,1115,0,57,10436,862,400505,4864,1219,2132,2286,0,11489,10184,44,2024,1650,0,989,2207,10788,4033,2967,1036,2636,3750,7845,1127,2175,2743,3026,40,5705
72,353,3870,1889,1460,2226,1665,229,1794,1820,21503,2647,1595,805,1656,1575,5837,3243,1003,1595,1637,2269,1308,3988,0,889,1703,1960,1162,499,2457,1040,130,855,1323,1166,706,2416,20,1918,121,1125,1910,1557,1226,660,738,1453,7845,2204,914,243,911,804,7119,9033,1704,7149,1274,398,480,1288,1559,1015,1075,10418,937,109680,392,3498,474,4374,1759,704,1133,197,488,3623,652,777,527,123,1246,799,763,2059,415,5383,2067,1632,437,678,2686,1378
73,7,2348,4169,334,73,1704,41,608,1218,1833,1357,0,9,658,759,2265,850,402,94,1388,1809,1157,2093,281,429,1626,1744,365,223,795,57,0,558,149,703,422,1740,391,1924,1204,250,1305,263,255,303,1224,1119,929,1329,1,105,124,115,5126,8664,901,2439,614,551,296,515,1043,88,155,1552,328,10449,147,440,452,1282,0,278,1060,59,389,1552,140,357,783,929,867,1978,405,651,694,2413,940,161,469,342,613,317
74,188,3940,390,1045,643,2621,928,928,2276,11510,3009,0,145,1936,1106,4818,1842,811,1011,2823,2743,1494,3826,802,609,2113,1691,726,2148,1778,2899,1006,332,1501,1625,1431,1666,0,3264,1653,829,2642,816,750,1364,2514,2457,2775,1215,187,769,683,1812,6257,6687,1895,4362,1973,959,659,1986,1064,475,223,3906,790,139760,774,2854,784,4691,765,1832,3116,539,1168,2693,340,1627,1119,1087,1677,819,0,1286,395,4465,794,507,1144,867,2020,1802
75,2750,7983,4561,2774,1633,4559,6086,2593,4323,29717,3715,1352,1820,1325,4527,8648,4466,1517,3968,12662,3991,2034,4631,1077,191,3461,3391,6152,2202,3189,4969,4419,2433,2898,184,1863,2905,956,12746,2454,2077,4283,3032,3302,4628,2402,5416,12911,4633,11627,6238,1591,2682,19376,30763,4634,9514,1632,2093,1393,2537,2970,2536,3476,30172,1972,70011,2261,12225,1406,25509,667,4107,7013,1179,4975,4786,2757,2946,1141,4502,1978,1710,1597,3395,2125,7238,5108,1180,2193,1683,5425,2156
76,988,5336,2045,867,0,18,1718,1644,2067,2428,1556,809,662,0,765,3356,1184,876,789,2518,1823,972,2359,474,959,1280,3678,3598,169,2707,375,846,457,751,940,1400,1701,392,2843,1502,1643,1600,851,2795,499,2512,1572,1800,831,6660,0,286,1144,5682,6715,1413,6677,587,894,1272,1661,756,3310,0,3488,830,164658,584,349,788,7213,2555,853,2387,694,549,2949,305,1302,1106,376,2152,847,923,1675,1982,1196,1429,1326,664,687,3302,939
77,3905,652,1306,877,1309,1667,481,957,1469,15375,1342,2252,2146,2,1,7595,1885,824,27820,699,8013,3197,11602,0,3057,8082,1471,7380,368,1349,2279,2,306,0,2612,1429,763,1,2559,873,832,1668,681,322,973,831,2818,7657,1332,0,0,1,632,6343,7133,2370,11478,790,683,418,916,0,1143,0,9605,1370,128527,1852,2343,223,8939,2190,2233,1797,3447,2505,4158,1524,383,157,1967,1389,783,4181,2998,1524,4922,23,1764,7,884,5080,1535
78,2505,8279,6276,2158,4828,4479,3309,2243,1321,19388,2111,1990,2052,2032,3816,7989,2124,1628,2930,8978,5033,3052,4916,460,1448,3707,7861,4048,619,3107,4812,8871,2015,2141,1763,1036,1330,2045,4322,1208,4501,1086,4927,1370,2768,691,4284,7348,2781,18833,6634,2422,3039,5219,9077,1689,5172,906,1389,1006,3341,1513,1915,1055,18830,883,138482,1372,9941,2241,12546,2429,713,4478,2625,2557,2957,5756,1622,1555,942,3134,505,785,3136,2394,4007,1531,3621,703,1282,653,194
79,2360,23974,8776,26,1106,2946,2984,4465,3999,22162,3672,3231,2933,921,5600,13683,5505,1183,2507,0,19972,1696,23132,1870,1904,13189,6037,7296,2353,7288,3711,0,2876,4904,5906,3858,2105,16504,11168,4593,907,2582,8693,4952,0,4368,2781,9618,657,0,0,3583,6411,43842,22425,7714,5230,8238,6094,2781,7592,17,5710,351,24524,1313,462097,3274,9659,780,10234,3,3,3182,1784,1633,5117,170,1590,2776,6948,0,3382,0,6947,6015,2398,0,1040,7761,3160,13201,1195
80,9013,24173,11172,0,3438,374,7651,6713,2629,33809,7443,4869,15,1096,7955,7970,5432,3068,10289,21917,26840,961,29865,3734,6728,13368,10662,2921,2579,0,5849,26402,5162,6573,15334,22,5076,4068,5355,3,4420,6331,8886,1531,6713,1735,4275,7180,10487,22571,18752,3499,2361,6136,6900,2687,9418,43,204,616,3565,3073,0,2,35524,1937,900866,4955,4336,1814,6277,4172,4576,5111,392,4498,6320,3976,1844,0,469,214,0,6955,3446,1553,10971,9802,1472,0,3046,9975,0
81,1493,7054,5609,5338,4686,532,4079,1818,6863,46283,5482,10336,4268,3702,4035,22771,6442,2383,7089,1822,9187,5465,9435,2164,3184,5275,8272,6852,4095,6590,5212,5383,4948,1727,3310,2233,2137,3114,6701,244,2383,4193,2009,4189,2135,818,4541,16198,5078,16434,976,2568,0,16953,33661,9837,3537,714,847,1250,3100,2879,6292,13830,31444,3170,193264,1656,11992,1147,41938,5702,754,7197,4721,6422,10476,3890,3968,3366,4055,1966,5772,2086,4014,3749,2215,1807,4616,814,1723,8262,1367
82,3471,14205,4769,3493,912,1576,3265,6345,3155,27731,5117,5134,3184,1188,6771,18121,4991,3017,8241,14544,5617,2762,9026,3118,4417,4896,3959,5722,1653,5681,5152,22622,4313,2920,5269,4351,1504,1499,4515,3220,2215,7403,5480,2640,5634,3632,7730,9334,4462,23234,4079,5529,1509,10284,15712,3127,12127,1777,2073,2544,4535,5797,3788,2001,18515,1496,222843,2832,8026,1598,10589,2172,1378,1534,1480,1391,11198,6360,1818,30,1319,48,179,4088,7698,3925,10124,2327,3629,36,2554,7975,1277
83,1422,9559,3269,1304,0,2269,2964,1461,4426,12469,1180,2640,4672,1078,3041,6649,1826,1813,178,7080,2283,1453,4608,295,644,2015,3812,629,1574,2925,2232,15580,1310,4206,4018,1384,2204,5646,7690,3832,3172,2079,2964,2553,1441,2504,3742,9170,2714,5374,4661,1095,2489,15495,14604,3251,6789,1881,1425,1855,3306,2039,6203,2480,12919,1254,187028,722,5919,2493,8054,1514,4536,3524,1733,1835,5877,1262,2746,1027,1144,820,860,631,3920,905,3879,2097,1468,2690,2036,1489,1105
84,195,4502,1706,1596,1,2965,879,0,4210,7059,520,0,0,812,942,1538,664,0,1600,269,1960,2588,563,0,1998,4478,1620,1216,14,2244,961,1028,1382,652,1475,1,1110,879,2783,101,1554,4718,1754,1064,65,2120,1654,2725,2411,814,1821,1,0,3150,4764,1228,10628,1998,836,580,1164,174,2,0,146,804,256065,356,224,0,476,1,3498,534,0,1762,2447,0,2667,0,1331,0,1758,1,1155,71,3379,0,0,1266,630,1923,1787
85,157,1074,967,357,1447,109,588,246,1720,17049,1978,122,271,363,1001,4008,1592,455,1387,896,1647,1044,2731,2,699,1403,1021,411,1115,538,1229,1,304,423,581,601,586,528,1812,900,314,874,281,353,589,1295,1796,2446,987,49,1,295,1002,6029,7779,1470,2650,579,749,461,956,1134,644,886,4030,632,8556,694,4709,1027,3452,570,656,1799,629,1170,1258,430,1116,546,11,541,710,485,1559,508,2337,306,850,763,335,669,607
86,745,3112,2321,799,404,1433,1605,590,1393,12212,1856,3663,165,248,1641,5834,1667,452,550,1962,1365,1206,2281,14,863,2052,1134,1609,696,2149,2885,385,817,705,1561,870,549,928,1696,646,923,2561,1448,785,341,322,1393,4563,960,2605,486,2078,703,5067,6971,2046,3025,1153,816,817,738,1164,1852,1260,4507,994,157373,449,1864,861,5909,731,923,1072,1422,587,2543,658,1373,608,438,578,55,349,2078,1180,1151,1112,639,1807,597,1760,932
87,2468,6643,2043,654,3707,669,1669,2862,4079,9725,1992,251,2194,1791,434,11397,2022,930,0,44,4465,2576,10587,1452,1781,4818,4251,0,327,1289,1141,2,7295,1761,2983,821,933,1996,5093,2916,1319,3772,0,2020,103,6037,3936,7024,393,1030,748,1489,2274,12318,7715,4904,5636,316,416,658,2401,2026,1571,905,2350,669,688649,1363,1139,990,6052,2003,1490,1387,277,0,2690,1626,459,99,326,854,1847,392,3791,1690,2322,709,1179,676,648,2564,420
88,3335,15624,5062,4872,7686,2601,3098,805,530,58698,5862,7349,3536,3453,6168,14665,8526,3303,44794,5830,13354,1530,13328,5950,4532,12544,4484,4075,2258,7669,5851,0,978,2987,2977,2538,3756,992,2332,0,1282,9534,6320,2860,1435,991,11895,24044,6256,2463,513,8301,3007,9838,31173,2547,16033,1438,2855,1974,5662,5304,9100,8160,24921,4913,437667,6653,18175,6386,41518,6351,15,1714,7901,8203,14276,5493,1931,1352,4505,2270,0,4340,3814,5393,4735,848,3067,3026,3218,25108,7801
89,225,2128,1713,1955,1367,2315,3065,2628,2044,16361,740,1571,562,408,1018,7261,979,1160,492,17535,4846,3901,9232,549,909,3767,2862,665,388,3426,2276,12804,2359,2057,457,616,944,1038,3159,1573,1128,2095,879,1380,514,1359,1869,10432,5383,6318,386,1011,590,5453,9465,5059,2641,541,630,490,1128,2611,706,3496,15445,777,98890,1157,9477,2554,19795,4997,1921,1067,1995,1,2101,1099,930,419,576,773,1177,1,3601,2456,2418,3932,1258,1948,809,1968,1092
90,7443,17558,4706,2107,4600,995,780,5810,1522,67194,11530,666,13733,3930,6581,27673,10169,4758,18009,2608,26182,2308,28784,2781,5953,15010,5306,16508,3039,10852,4531,0,420,5860,7047,4989,2430,5,1730,1,5,13588,2593,4980,8131,1399,12680,38639,6635,2,0,9215,2343,15912,31732,7069,9543,772,5074,2760,13468,3526,3983,1147,27795,5258,270685,10632,6816,2410,24556,15238,12887,11584,2888,2908,9221,7341,1567,0,3987,3208,3493,1054,6518,1863,11178,272,5029,6674,1988,13526,8489
91,1509,418,86,0,1,12,34,0,2,3345,283,2672,0,3,1,103,0,208,60,167,29834,7604,68920,7069,7912,30750,3792,2,136,8,3964,3,1,693,46,12,0,0,0,471,831,3739,742,4,1,105,1380,100,0,344,129,19,58,3427,3186,648,822,533,38,10,10,3,1302,805,2332,71,884120,2,4012,2,388,3,0,6,220,46,4003,0,705,0,97,0,28,0,2537,10,19,0,0,44,0,128,0
92,2100,27232,10310,1138,10957,1,2845,4573,3554,34137,6857,0,4154,4680,5924,18322,10303,2904,268,4465,5497,970,20498,2844,3332,7993,4352,2022,358,4303,764,0,10074,3888,13029,4562,3141,3288,9895,9171,2322,11686,4507,1826,5484,10967,15351,19529,4638,295,990,16440,4359,34105,16822,11991,9421,1503,2147,2293,14452,9471,7771,956,25140,3695,171787,3176,2294,559,28178,2553,3663,3395,1121,0,9372,2218,1016,4226,0,2844,1519,5919,5794,3282,805,3,43,3777,2669,11416,2663
93,589,3112,922,2592,1471,981,41,1122,2232,9299,602,1477,1159,933,393,4410,910,1044,1,7023,7613,3345,5947,0,913,4647,1655,1728,651,1064,805,1,778,2578,547,748,1177,248,916,1979,261,873,1900,385,792,2064,212,6093,1361,2551,312,1203,896,5740,5590,1676,1613,135,644,721,2036,2665,1283,0,4394,1924,24658,221,1617,1046,1405,1009,527,1578,1767,1403,1040,866,432,389,26,637,167,3012,3286,565,800,2080,910,12,760,347,1195
94,62,277,518,216,37,641,794,329,672,1404,490,0,324,249,282,274,467,80,486,2,746,492,1228,63,302,851,448,210,198,182,294,105,132,107,165,351,523,108,2602,675,232,805,417,199,325,448,406,1242,512,1,88,197,277,2252,1548,385,1643,184,170,93,554,402,179,517,503,365,5730,283,1239,334,983,178,461,884,331,326,238,92,476,460,101,0,102,73,305,316,779,289,176,346,149,182,273
95,244,1118,579,312,194,855,1351,710,893,2876,1,0,359,142,165,1733,207,184,0,0,876,896,1775,234,303,724,1464,279,203,369,670,248,4431,492,694,181,242,173,679,959,572,1025,632,799,404,901,1353,1677,346,632,581,325,873,1145,1163,167,1539,363,8,59,1992,519,605,0,999,378,98657,38,846,315,4037,550,214,1,362,329,670,633,643,125,208,106,21,0,348,66,1821,247,591,487,171,554,1
96,500,5202,969,992,634,2373,1440,566,2387,11084,2326,88,1641,760,852,3616,1706,199,2493,3437,1524,1760,1748,47,535,2527,2073,1046,943,1121,1159,2027,729,1573,570,1360,883,442,1256,1092,1057,1062,428,603,2460,701,2015,3459,1306,3398,1688,443,266,3678,7234,683,8114,961,837,784,405,995,911,153,3838,961,162011,432,4053,894,3337,664,1841,1738,443,1617,1776,946,1855,884,1872,1002,396,522,2861,1676,3668,370,2202,713,841,2344,764
97,14,2331,1765,225,2,885,680,286,162,645,639,207,0,894,785,1096,189,0,692,264,1091,1186,1002,368,113,1649,1287,523,77,780,150,4382,180,373,47,287,46,450,2120,185,806,439,1507,332,192,381,492,166,326,1037,1319,315,0,1552,2241,332,2113,165,140,12,2054,173,545,456,1330,194,62840,420,189,355,3574,0,1163,1271,190,18,329,32,294,160,996,162,189,109,109,820,599,387,295,553,148,0,331
98,5520,5207,3382,2961,708,1415,2710,1661,1080,15892,1636,838,75,6,4299,7515,471,1413,2403,6501,8166,2637,8153,3,2951,5983,3439,3083,1117,5580,4754,3329,1347,3031,1999,743,244,463,649,2237,4013,4339,9310,3606,676,594,2467,11682,1920,13905,1391,467,3206,4042,6150,1521,15048,1147,1501,748,1888,2587,1302,4614,12923,1036,733922,5372,6783,1216,9622,3298,1946,2257,512,3595,3084,7600,1410,0,7,1042,2632,2091,2473,2177,9163,1583,776,1675,2321,6241,1798
99,6638,24851,6210,2766,4457,0,1692,5809,3841,46844,3347,1209,2479,1857,3716,12226,4286,7528,21706,2,11405,3012,24868,3618,3183,17101,1483,647,1607,4802,10316,1,2293,4424,8339,1597,5027,432,4090,3630,2257,5125,3824,4950,4153,2457,6298,13377,4259,2052,0,4759,0,15775,20882,9395,20097,1762,3327,1278,2567,5807,3222,277,11217,2840,373611,5436,8227,7566,26356,268,1125,3707,2109,116,9551,6202,936,5754,1718,9083,7969,0,5259,5117,5411,6014,1877,832,247,12967,2072
100,324,1183,160,39,875,365,488,23,1403,5365,1311,956,591,45,403,1763,3131,894,1002,991,5802,2107,6917,939,1915,4776,1166,295,265,1395,2335,0,638,754,254,832,359,446,902,133,377,31,830,53,478,261,1202,1581,279,0,90,8,180,2284,4528,994,4288,430,510,179,902,139,412,1692,1831,1022,15577,878,1844,252,2331,23,865,1567,1485,1692,947,850,3032,652,0,0,1123,1137,1642,0,1784,1019,342,806,226,127,351
101,5780,8689,4247,672,4706,0,0,3525,4781,26770,5031,0,10250,1875,836,7850,2017,1050,131,2164,26105,3577,29152,3465,8499,18576,16729,2103,757,7757,2326,0,15211,7537,12543,2990,4152,4525,6598,1064,3098,6371,57,4059,1092,8761,4095,23931,4886,0,1,4579,2198,33746,26457,7787,21343,1366,806,2614,7506,9375,8889,1799,24778,2672,265889,4782,1483,4966,37777,154,4432,6048,1595,1464,5573,3387,792,583,0,1216,0,0,8141,4050,2923,436,979,5718,2223,2892,2791
102,8781,25267,9296,1509,665,12269,1262,2213,915,12374,4725,2777,181,2303,4850,14603,6396,874,5155,17738,23964,2458,22773,0,1196,14047,934,3652,2719,10290,8873,15097,22,8077,3822,5016,1191,1596,6854,3293,3982,12382,855,12974,649,3193,16138,6603,3818,18670,6610,3418,2679,13089,24242,4465,9712,4462,3023,1069,7691,1465,2125,6962,7572,1420,330582,7604,1039,1929,24609,4540,3394,3281,713,1109,5,968,1651,1923,1304,3699,3277,4336,1550,2001,4892,1479,1433,677,1646,14061,1304
103,221,4386,793,369,3,1090,1111,688,1059,13269,2017,1366,1976,647,1170,5168,1707,911,5058,2137,6161,3242,6292,890,1405,4852,3905,1065,268,836,733,1,1228,2032,1624,1667,615,530,2044,156,669,710,1931,924,2764,302,2940,4474,946,411,177,2,1108,3237,12248,485,5676,655,964,1231,1221,847,1321,2669,5763,387,96831,610,424,582,4869,384,356,1058,1578,2179,6182,393,1881,1969,234,863,2093,538,4821,1104,3206,593,3003,2608,950,2500,3602
104,174,448,8,111,84,404,165,30,98,1248,138,565,171,83,405,1168,304,90,404,587,1065,986,1605,325,375,473,0,236,81,276,322,285,182,37,109,120,55,196,0,1,331,347,17,172,148,150,211,919,366,774,810,0,22,231,1022,65,1436,192,59,124,452,449,26,482,1107,117,37158,142,415,147,1077,98,0,154,221,361,273,402,330,48,0,19,0,32,203,15,120,666,3,85,163,296,421
105,0,571,423,174,218,0,2,152,211,280,321,0,208,251,58,0,61,346,34,0,1465,613,866,2,220,1388,649,27,1,0,1,54,1597,496,10,159,236,94,273,74,501,204,122,305,90,152,413,0,1365,17,16,213,0,0,0,63,1384,67,0,95,77,0,0,2,17,293,13178,0,297,0,0,82,1,78,0,0,761,0,113,16,0,0,113,69,363,65,467,909,0,361,277,148,53
106,816,1731,383,109,117,293,464,421,739,3941,330,1309,259,421,417,2314,682,153,46,1681,616,450,865,162,266,726,1080,182,465,613,913,1537,173,415,249,413,408,167,1371,588,712,1155,526,661,890,556,610,1977,563,900,114,595,425,2570,3056,1204,2847,208,145,376,567,671,548,770,1015,412,77896,99,1353,768,2237,182,445,712,655,1215,935,353,1217,933,321,356,0,14,806,681,674,1018,508,474,272,622,252
107,1341,4656,1192,1449,2484,600,4122,1757,2876,26375,3758,3026,2143,807,1900,13036,2888,1565,15088,1404,4000,2359,6994,1953,1140,3737,784,4454,2040,4708,3106,62,1274,936,1860,3313,582,1224,886,3412,3160,6400,2188,1296,2393,898,5337,18782,4146,1864,127,2167,212,9292,12230,3122,8599,1827,2777,777,3676,3668,3392,2230,10749,1064,368817,1616,2244,2644,9987,2224,3013,2640,4632,4217,7497,2298,1262,1670,2543,2108,1491,1933,5035,1169,4174,2240,1670,1065,1180,4448,3796
108,7237,9129,2888,6180,0,7328,3,1857,413,27363,3732,957,0,891,5263,19671,0,3502,12443,10198,18740,5262,20022,7874,6690,26944,4704,14629,2762,12774,9579,98744,7080,6738,1236,2488,3946,1656,3878,820,8105,19249,12130,9787,1201,2236,6368,8356,6264,18210,10055,14971,457,21012,19162,1040,7416,3704,1686,1186,15873,0,2681,2251,17829,2172,629052,11154,2548,1024,9856,2814,2680,8412,166,879,2749,6329,3384,3746,96,81,0,9555,1943,2159,13982,4705,3199,6703,2682,164,0
