,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
140,4754,341,8836,6882,0,3021,750,0,263,8662,0,2892,2787,2360,0,9571,0,3154,0,1446,1864,0,1210,692,2556,1101,2313,1573,2775,0,0,3,4797,627,1164,3559,1000,0,300,798,1638,848,0,1765,1,1363,0,0,3304,3531,19767,13652,1391,988,380,1528,31591,0,721,18746,6853,2393,138462,1908,0,4554,4582,426,281,0,0,115,3295,489,16788,1,566,4875,2
141,1787,476,9699,1312,0,1364,549,138,1107,4282,0,2053,2618,2886,0,15990,0,1103,0,2261,3489,0,2211,838,3906,928,1567,4738,4806,0,0,34,11433,351,2953,2075,5870,2,376,2025,6429,1279,0,2147,110,1966,0,0,7893,5052,3220,16672,3456,4515,521,1304,64447,0,2064,895,3280,3112,79840,2598,3433,2135,4361,0,0,0,365,231,2897,616,30681,0,4455,8189,1
142,13057,2452,16972,3285,0,6169,713,371,372,8380,0,5658,4295,5401,0,18919,0,3759,0,2881,252,0,1960,990,6344,908,3114,1396,7491,0,0,0,10581,679,4261,1390,3020,0,285,2249,3786,3591,0,3889,0,4734,0,0,7764,5695,11173,16785,4198,4187,1,2136,86500,0,3038,3702,9895,1217,510076,3020,2582,4080,1540,1869,1399,0,173,0,3226,833,47265,0,3522,13962,0
143,8616,1053,22840,5041,0,2831,1611,0,643,8231,0,2887,6883,4703,0,26703,0,2319,0,2016,2893,17,3055,1376,2113,1270,2428,3585,7429,0,0,1,13643,392,6770,5115,5434,416,2202,2200,3143,4768,0,4229,639,6733,1,0,8621,6767,7218,24003,5028,3739,791,2401,79096,0,365,30369,11451,4085,157084,3434,1616,11095,5079,0,1,0,129,33,4905,1162,30774,0,2583,22371,0
144,4015,305,10056,740,1,5164,1737,182,109,8356,0,4005,3194,4109,0,13378,0,2660,0,3279,4404,168,1954,1313,5415,693,2180,6776,2999,0,0,0,7284,883,4473,4307,6044,0,442,5025,5335,2026,0,2371,0,4609,0,0,3918,9975,29394,14720,3293,2266,24,1095,56201,0,1935,42592,7394,4552,149216,3761,0,10034,5140,0,25,2,200,1,2580,416,24181,0,1218,8695,0
145,1873,329,5186,2739,0,2889,534,1,436,910,0,2220,1618,1724,0,7486,0,1451,0,1569,776,7,1538,894,2167,509,1281,559,3244,1,0,2495,5714,557,2005,2378,1592,0,256,487,1484,853,0,1196,730,623,1,0,1766,1560,7673,7518,2491,636,1,402,20482,0,1048,5874,2770,630,94700,1917,1685,3789,2633,214,6,2,0,0,263,185,12958,0,934,2041,241
146,8661,1081,23447,392,0,7991,2215,416,963,10534,0,4218,2321,5153,0,19494,0,3279,0,2986,587,0,2739,914,2347,488,2880,4318,12495,0,0,1,10360,489,7606,9677,10216,193,1226,1910,2185,2614,0,3198,1046,1170,0,0,12131,5390,13163,18044,3409,4660,199,2621,102133,0,1729,20110,13868,2755,281363,6605,0,6110,3760,33,502,6,0,0,4154,723,40164,0,1365,27906,0
147,38,428,0,425,0,0,124,0,84,0,0,0,687,0,0,0,117,78,1,0,0,0,978,654,1101,199,855,1247,0,0,0,85,154,122,1,0,0,0,0,132,232,954,0,78,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,1,0,0,32621,0,0,0,0,0,0,0,1,102,0,1069,0,1,241,0,0
148,4158,458,6658,3844,0,2342,988,47,354,3739,0,1885,1982,1309,0,7943,0,1391,0,661,1613,12,1237,674,1937,676,868,824,2528,0,0,580,6021,769,1824,4106,1621,0,395,697,1234,1100,0,909,138,1451,0,0,3070,3340,5527,8644,1112,1043,42,892,25986,0,990,44168,4197,1747,111255,1432,0,3246,478,304,230,0,0,0,1925,275,7538,1,1697,7010,0
149,4921,1069,9014,3282,0,2821,510,21,169,4989,0,1953,2113,1880,0,9051,0,1279,0,979,946,1,1416,687,2812,478,1167,1727,2619,0,0,2,5189,381,3270,4192,1634,5,888,991,1314,774,0,1632,0,1769,2,1,3276,3509,12636,9075,2874,1890,194,1263,28288,0,1061,18206,4970,445,108883,2317,304,2093,1373,233,144,297,236,1,1361,437,9947,0,186,4164,0
150,1060,272,4355,1024,0,705,573,99,266,4791,0,989,566,777,0,7901,0,1410,0,1813,557,0,869,523,965,231,664,2201,799,0,0,1491,6850,466,2057,794,1712,13,409,1214,1354,1750,0,1601,69,1126,0,0,1941,1330,4075,7868,1925,1790,60,501,27119,0,367,3051,4218,714,13885,358,859,2484,932,205,0,82,41,0,1159,700,14406,0,857,1827,113
151,5321,276,14550,2774,1,2931,2348,7,752,10619,0,1952,2916,3308,1,14972,0,1400,0,4607,2655,0,2186,1539,2798,1018,1615,2519,2166,0,0,3,17472,727,4940,3252,5475,1,884,1333,4212,2534,0,3585,44,4224,0,0,4567,6079,4099,16607,4101,2765,0,788,38799,0,1797,7147,5220,2239,180079,2570,1312,5501,5924,0,1,0,294,16,1857,734,26217,1,1988,7528,0
152,1112,901,0,9,0,2,174,0,301,0,0,1,0,0,0,0,0,0,0,0,7,770,573,391,588,86,567,1566,1,0,0,75,382,136,0,1,2,2250,829,140,367,360,0,286,2,1,0,0,0,0,354,21,0,0,478,0,2,0,13,0,0,0,5684,0,1,0,0,44,0,0,3,0,0,1093,25,46,35,0,0
153,3455,586,7057,1332,0,1419,900,280,390,3639,0,2299,2082,2104,0,8781,0,1839,0,1875,1958,267,1434,930,2416,591,1207,1851,1410,0,0,124,7958,531,3164,4356,1735,3,935,1032,1303,1337,0,955,0,1584,0,1,2515,3126,5201,7406,2657,1182,0,1100,24840,0,866,5603,2398,2772,103352,1669,767,3066,2388,267,0,0,0,273,2138,340,13010,0,1497,5105,0
154,10546,552,22606,2872,0,9692,4266,137,833,4986,0,4672,6969,6369,0,29375,0,1916,0,1557,187,1,3255,785,4268,594,2878,4444,8513,0,0,0,10641,1403,5627,3958,3427,0,1652,1873,2378,1914,0,2917,559,6090,0,0,16161,7862,10477,21196,5627,3494,0,4858,98683,0,3784,20878,9184,492,778775,6193,1191,9121,1077,1636,0,293,0,0,7422,560,39396,0,7039,37498,0
155,4496,373,7629,3916,0,2266,1590,252,705,4329,0,2630,2058,2011,0,8344,0,1877,0,1122,1434,1,873,874,1760,406,1514,1088,3710,0,1,1,4513,494,1517,1599,1820,1,659,778,1692,1538,0,1077,92,1580,0,1,4172,3889,10983,8582,1591,1649,3,1029,33103,0,1007,23402,3353,1695,114249,2425,0,2945,2012,0,0,185,1,0,1263,496,9480,0,1246,4993,0
156,5396,651,10110,2329,0,1716,698,225,399,7172,0,3680,2147,1751,0,11098,0,2013,0,962,1156,90,927,430,1487,317,754,1476,1567,0,0,0,7134,1135,2628,2735,1784,0,414,1129,1866,785,0,1051,0,1766,1,0,4757,3961,5251,8971,1437,1681,495,1905,26767,0,1586,20782,4337,596,123294,1873,172,4418,734,0,116,0,1,4,2466,495,13672,0,1959,10131,0
157,160,53,0,0,0,0,65,0,38,0,0,1,0,0,1,69,0,23,0,0,0,134,546,333,917,79,609,1079,0,0,0,0,209,122,0,0,0,453,832,13,70,109,0,1,10,1,0,105,0,0,331,0,0,0,328,0,1,0,20,0,0,0,7831,0,18,0,0,2,0,0,2,1,0,151,0,1,63,0,0
158,2094,536,3629,258,0,1039,246,67,260,996,0,2078,929,830,0,6328,0,654,0,810,3215,1,799,465,1346,370,658,1197,844,0,0,6888,3907,193,2659,341,1545,0,237,486,953,943,0,460,336,1419,0,0,3555,2689,4708,8746,1099,737,116,449,15602,1,670,2194,1840,728,31646,572,0,2409,737,225,108,0,0,0,714,217,4351,0,815,3866,26
159,7343,845,17982,386,0,7814,1243,398,985,8142,0,8320,5111,11543,0,28493,0,3696,0,2023,132,0,951,836,2394,1035,1349,5012,3846,0,0,1,8394,730,3005,6847,3185,0,806,2563,5783,4000,0,5079,15,2363,1,0,7571,13279,26570,20641,10566,4970,257,4022,101248,0,3993,12240,9938,1740,493884,4572,2,7407,6638,770,0,0,37,118,6090,833,22684,0,1189,24427,0
160,439,50,3451,976,0,1574,234,29,525,3277,0,2047,1566,721,0,4895,2,894,1,571,2434,2,1030,914,972,395,1009,2158,1195,0,2,3,3120,188,1680,949,1364,90,424,582,1309,494,0,546,44,437,0,0,2154,2697,10190,5941,1429,1248,4,1086,18257,1,779,11793,4890,1681,61683,772,19,1841,483,17,3,94,31,153,1227,620,3546,0,190,3246,0
161,776,36,2458,313,0,429,271,58,138,843,0,320,338,390,0,2448,0,263,0,530,205,0,263,143,782,66,344,644,225,0,0,0,1804,41,756,285,378,1,77,324,354,563,0,298,55,509,0,0,1094,1369,304,2542,353,337,60,183,7204,0,151,1289,911,241,23509,368,223,674,843,87,1,0,0,0,515,76,3569,0,172,888,0
162,2318,127,5231,2377,0,1077,896,156,288,3062,0,1975,1588,913,0,8274,0,1018,0,1930,2851,170,672,877,903,291,680,1786,1609,0,0,4114,3699,472,1391,449,1447,82,310,729,1493,1288,0,1334,106,1979,0,0,3152,3751,13378,7680,968,2360,254,624,23129,0,1353,8904,2532,1152,47967,1977,0,2954,642,0,397,440,56,18,1554,198,7401,1,927,4093,0
163,6511,9,21209,1506,0,5525,1943,367,1523,11049,0,8727,7196,7487,0,20130,362,2093,0,2455,4972,237,2108,1040,3778,1734,2065,3717,3611,0,0,883,13886,1550,3568,3515,4674,0,190,3690,5096,4593,0,3174,523,6722,0,0,9208,16028,18495,17734,5721,3027,424,2622,72755,0,4092,81471,9808,2446,241564,3576,0,9702,4679,0,321,0,139,136,5520,993,19339,0,2718,26785,0
164,6148,849,13388,1079,0,5482,1601,56,206,2583,0,3787,2504,4223,0,17221,1,881,0,1915,76,0,975,1038,4809,1361,2464,2617,6538,0,0,0,7464,631,3125,8181,4536,142,842,795,1101,1252,0,1856,878,4367,0,0,8945,3626,10074,8612,4622,1782,259,985,75578,0,3006,14413,5550,985,590888,2325,176,5432,1677,365,616,0,0,0,2692,221,25169,0,1414,13939,0
165,16668,1778,24412,1371,0,6787,2150,395,1108,17145,2,4137,5945,7688,0,12903,0,5295,0,2909,957,91,4637,2338,6601,1438,2969,2164,12586,0,1,0,26369,1485,7409,14963,5368,158,1099,2817,1523,5193,2,5136,457,5083,1,3,12139,10293,23820,26339,12105,5212,129,2540,108888,6,2802,9316,8885,5527,487428,5872,6073,8418,6836,1603,407,1,1,0,6305,1851,46729,3,7729,31197,0
166,7308,366,9941,2980,0,2413,1438,609,606,8022,0,4449,2728,2974,0,14541,0,1853,0,2705,2833,1,2721,1531,4144,903,2689,4122,1049,0,0,2,12235,1328,2848,3052,4842,0,230,3480,4490,5846,0,3149,1,3193,0,0,4936,4080,2669,19343,4281,3110,1384,1257,39542,0,2464,5090,5666,2997,182147,1077,947,3683,1831,278,0,268,1,0,1304,594,35381,1,1113,12340,0
167,10884,992,9095,13890,0,5704,923,132,1243,8281,0,6357,8546,6109,0,17125,0,4291,0,2562,1361,3,2344,1546,4044,1415,2593,2983,4291,0,0,3,9316,1397,4253,3732,3677,1,420,2710,4175,2144,2,3091,1,2418,1,0,8189,6377,39000,22157,6303,1824,0,3928,69082,0,2484,85939,12884,1893,399363,5825,0,6007,5156,518,0,159,697,432,2995,1478,13332,0,2285,18780,0
168,3817,724,9683,572,0,2553,674,178,273,4401,0,2289,2770,1783,0,13543,0,1481,0,1157,2049,0,1405,761,2451,311,979,1408,1967,0,0,0,6519,309,1860,2741,1790,1,245,527,1765,834,0,1011,476,801,0,0,9612,1912,7969,12736,2083,3643,175,1405,31721,0,529,8184,5589,407,179972,2040,1193,4165,973,194,0,0,252,0,1218,631,20377,0,1540,10683,0
169,5947,591,10371,677,0,5949,1341,139,731,12119,0,4384,2234,2131,0,13837,1,1705,0,3429,1317,0,2723,1807,4606,890,2526,1477,2316,0,0,0,11593,1175,4498,5493,4382,66,726,1226,3720,1852,0,1901,100,5329,0,0,7203,2583,11616,10075,3632,3127,0,1689,48485,0,1766,514,4505,1240,291801,3052,3776,4695,2804,544,474,0,0,1,3218,494,30980,0,1276,6109,1
170,3909,237,6853,2612,0,5684,948,359,737,4445,0,6790,2427,2464,0,12401,0,2671,0,1877,1195,2062,2127,1481,2968,397,1833,3381,1323,0,0,50,8862,812,1788,3690,1905,809,855,3282,4165,2298,0,1514,0,2620,0,0,5325,6755,10733,8795,2406,2792,234,1793,41764,0,2798,34846,8816,1656,118481,1822,0,7625,2266,468,0,546,0,0,3910,458,13065,192,1158,12265,0
171,25732,4938,17983,9318,0,2541,2967,612,608,5770,0,6069,8123,798,0,17624,0,3906,0,5698,1183,84,4102,1804,5176,2497,5834,6907,346,0,0,0,16841,915,9126,7091,3788,1,1380,1870,4006,3643,0,2123,68,2917,0,0,11138,3893,38302,29458,3284,3710,0,4262,32798,0,1353,49204,23536,2676,701254,3533,1,11770,1649,0,0,0,2,0,3532,838,22867,368,1021,10779,0
172,13082,612,12812,607,0,4951,2209,83,852,5755,0,1707,2761,3636,0,12043,0,2291,0,2607,1568,1,1651,778,2706,171,1434,2908,4123,0,0,127,12539,757,4652,8139,2481,0,584,1490,2049,2097,0,2432,352,1565,0,0,8184,3922,11607,12164,2638,2720,239,3480,54634,0,960,2237,6444,4261,237315,1718,817,5092,2268,271,308,1,0,38,5616,957,33468,0,5292,14653,1
173,6319,1337,13674,12,0,4095,1049,0,189,1485,0,4793,1324,7472,0,26004,0,1285,0,919,167,1,1084,179,1337,263,121,1812,3828,0,0,0,2905,216,1396,1013,908,0,714,619,1998,2104,0,1648,436,4795,0,0,5635,7466,8245,8793,10655,3519,45,2062,66453,0,2053,2454,3592,597,697682,2357,759,4650,2302,219,1254,0,0,0,4909,116,16509,92,891,10909,0
174,5698,451,9238,1524,0,2761,1840,0,210,5963,0,3328,2929,1861,0,15851,0,1476,0,1028,3126,29,2125,1704,5159,521,1608,1560,4374,0,0,1200,7042,508,3132,4504,3341,479,743,2874,6970,1803,0,2803,101,3703,0,0,5085,5818,5992,13828,3143,2965,242,1230,46749,0,1159,26200,2717,1545,101114,417,0,6470,1520,0,1,0,0,0,2468,253,15849,1,900,10935,0
175,5303,253,12591,198,0,6255,939,192,293,5174,0,5484,4502,5713,0,17105,0,5056,0,1466,1417,55,1585,1076,3361,115,1252,1874,2271,0,0,268,6672,784,2577,8453,1600,1,505,1210,2556,1252,0,1549,3,3121,1,1,6576,6483,26096,11585,2947,3690,187,2725,56172,0,1251,53547,6523,1885,217416,4696,164,5746,2057,261,158,128,33,2,3838,347,15710,0,1152,6473,0
176,6181,405,7458,2206,0,2356,460,11,275,3014,0,1720,1847,1898,0,7694,1,1741,0,1553,929,0,1837,834,2124,199,1863,1082,2913,0,0,3,5049,652,2803,904,1641,2,299,469,712,1071,1,1376,61,1257,2,0,2728,3491,11209,5513,1116,2130,0,300,33064,0,1382,6007,4746,2145,126069,1576,64,2398,1502,410,14,56,259,44,1811,909,7872,1,2433,10892,0
177,11780,506,23015,2334,0,14890,2172,201,834,7053,0,7921,6198,6239,0,21706,0,1877,0,1759,296,1,6373,1037,5151,2535,4275,5001,5441,0,0,2,10070,1157,9539,12272,1655,2,1235,2109,3769,2285,0,2592,0,4725,0,0,20492,5539,12859,14520,3807,3524,390,3771,73387,0,3417,21054,10651,905,349977,4289,0,11045,2422,861,102,0,1,0,5408,886,51916,0,2195,30468,0
178,1854,322,3494,1459,0,1136,277,0,105,1161,0,783,441,709,0,3504,0,550,0,403,659,0,971,341,1280,225,812,669,1084,0,0,0,3328,164,1579,968,417,157,85,532,845,567,0,446,10,797,0,1,1600,1944,401,3439,937,261,258,290,15264,0,296,3935,1895,348,23895,550,690,1982,589,138,0,0,0,0,545,110,7225,1,333,4147,0
179,15601,2067,32607,1909,0,8102,1156,434,753,11462,0,8329,4893,8319,0,22696,0,2129,0,2306,1280,1,2264,528,1598,656,2138,2362,12114,0,0,1,9546,546,5054,10773,2401,10,981,3368,2116,4400,0,3016,478,9045,0,0,6176,4727,2778,15681,8423,3265,628,2322,133068,0,4710,7182,13225,333,445163,1808,3108,6696,7803,1029,546,0,3,785,2494,295,47654,0,2762,19149,0
180,3508,222,5634,929,0,2453,133,40,395,2699,0,1411,2056,2329,0,7826,0,1074,0,1836,2822,160,1307,846,2058,172,1416,1375,1257,0,0,0,9673,524,2309,2952,1689,0,362,1763,1265,1330,0,745,0,1754,0,0,4343,3355,2152,6359,1475,1403,116,1187,23002,0,1214,4261,3151,829,65797,657,0,2074,2775,409,1,0,0,0,2502,1004,9936,0,1415,5882,0
181,1420,404,2527,909,0,1213,454,7,98,2286,1,2320,1044,1149,0,6905,0,748,0,751,2916,409,697,460,895,76,378,539,1017,0,0,3,3937,110,1742,58,1531,3,455,931,604,905,0,1168,94,1580,0,0,2596,4048,3678,5366,1389,1095,0,592,21559,0,457,1547,1332,925,25218,1215,85,1795,1049,181,0,0,71,0,1494,282,7301,1,247,1436,119
182,16236,1788,25292,5515,0,9436,1218,242,1068,9367,0,5218,7033,9162,0,30856,0,5346,0,2451,572,0,3408,956,3135,680,1896,5512,10725,0,0,1,11616,1130,6646,9511,5862,0,1419,2425,3926,3576,0,2192,10,5817,0,0,14444,9916,25918,29322,5677,4231,349,3550,127102,0,2579,42071,11390,1244,248992,6233,487,8722,5248,1673,336,568,1,69,7519,859,34428,0,6078,41834,159
183,5000,1340,6716,318,0,2865,1185,221,479,5947,0,1864,1321,1955,0,10900,1,1084,0,2183,1790,5,1357,721,905,42,995,1910,2366,0,0,0,5983,193,1662,3160,3003,245,276,1154,1150,1561,0,1029,768,2041,1,0,4073,1948,6033,13828,2937,2676,133,901,31311,0,1273,1814,2369,2906,105981,1734,1044,2943,2711,243,0,37,0,1,914,543,13281,0,1208,3293,0
184,6453,470,12554,4955,0,3379,1218,112,553,5481,0,2937,1897,2793,0,14892,2,2643,0,1548,3017,241,2927,1673,3657,1009,2581,4428,8151,0,0,27,5933,664,6264,4984,2152,1261,956,3053,2699,2726,0,1737,293,3792,1,1,5494,7214,3012,11992,1774,1832,12,1123,51138,0,595,23581,2324,2354,81559,1062,415,8457,6139,0,1294,0,335,0,2911,538,20095,0,2632,9758,521
185,3261,343,4597,2686,0,1150,165,16,137,2197,0,2391,1964,1173,0,5657,106,1221,0,983,977,7,450,490,1031,343,507,1192,1794,0,0,2,3086,254,1449,718,1874,2,719,529,1137,882,0,1323,24,1102,0,0,2446,3168,5546,5143,1137,816,288,568,21859,0,703,6718,2420,471,69766,951,134,1760,1518,200,151,54,2,204,1058,305,6980,0,1894,6513,0
186,18491,1650,14188,0,0,5312,1846,168,693,2878,0,10596,4703,14741,0,46914,1,2353,1207,2004,363,552,1530,447,2097,270,1139,2417,5109,0,0,1793,7030,1012,3769,949,1569,0,1027,1812,3923,2095,0,2010,438,3909,0,2,19270,22910,17366,18235,16636,11511,200,4767,158409,0,3310,8030,6808,1054,348536,6649,2,8736,2251,515,201,847,1,0,7109,676,18583,0,3421,17628,0
187,9073,3,10962,1247,0,3166,1123,174,845,7054,0,3211,2472,2514,0,11054,4,3131,0,3368,2630,1086,2307,1460,3680,1519,2707,3819,7770,0,0,583,9952,414,5082,8892,3575,3,711,1129,1181,1492,0,2120,478,3706,1,0,9858,2564,2608,15692,4111,1314,321,947,41822,0,733,10037,6681,2952,88346,2624,9,3091,6110,0,17,0,1,0,2262,1194,23165,0,699,4492,0
188,2195,224,2610,570,0,1573,142,32,351,2341,0,485,635,440,0,3520,59,577,0,639,1031,202,726,408,673,60,463,739,1209,0,0,251,2121,174,1134,369,752,58,123,830,436,301,0,400,0,1167,0,0,1143,1305,2742,3984,802,640,16,302,12070,0,693,1605,1051,541,40039,784,0,1931,464,125,2,0,4,142,166,209,3775,0,625,3571,93
189,15936,2374,17892,17542,0,9890,1383,901,873,8893,0,1074,3882,8661,0,31001,0,2143,0,2764,575,4,5218,1225,6355,1347,4883,3824,8125,0,0,0,11139,555,3909,1873,3654,1,624,2341,2615,1103,0,2975,166,4110,0,0,8192,3542,16740,21682,7765,6000,487,2588,85506,0,3240,33256,12800,1701,302734,4067,0,11962,9487,780,918,0,0,588,4432,698,23507,0,5146,41664,468
190,5456,173,13379,2059,0,5481,2041,427,758,7548,0,3638,3410,2417,0,15834,95,1218,0,3699,3423,0,2365,982,3138,439,1897,4489,4070,0,0,1,20749,696,5953,8056,5817,2,1309,3526,5355,3513,0,1153,143,4366,0,0,8787,3343,4076,21690,5519,2947,934,756,54798,0,1492,3679,7455,3946,201490,1860,3989,6880,2617,0,0,0,0,14,1125,1191,40629,0,4538,10413,0
191,2529,253,4702,634,0,1242,582,67,251,5311,0,1535,975,671,0,5636,0,852,2,1238,2861,0,881,526,1139,288,806,2101,734,0,0,1,4227,186,1693,664,1394,55,278,352,1229,1004,1,675,4,1407,0,0,3497,2968,3692,11266,1074,1094,0,535,21698,0,557,0,2505,1151,33915,747,1003,2274,735,0,10,0,2,0,694,470,7759,0,803,4199,0
192,7632,982,16586,727,0,5439,3746,99,229,4979,0,2610,2425,2622,0,14787,0,2934,0,2622,3420,1,2814,1127,2794,1216,2416,4038,2287,0,0,0,9279,741,4251,6851,4507,453,1177,3165,3989,3514,0,2330,0,2933,0,0,7488,4888,3598,19434,6070,2014,184,800,45937,0,1068,15269,11322,3408,116407,3444,3145,5135,5905,6,11,0,0,0,1370,733,33075,0,3388,16845,0
193,6,1,0,19027,0,0,3051,437,1559,0,0,2500,3097,0,0,1,0,0,0,0,0,0,35211,13405,21884,7985,14240,1307,0,0,0,3,27,1052,0,4064,8,1,0,0,1177,1,0,2594,1,0,0,0,0,0,30,0,0,0,1,0,2,0,3,0,0,1,182594,201,1,0,1,0,0,0,1,7876,0,1,4,0,0,3309,0
194,9972,1942,15477,7891,0,3285,3108,427,766,6776,0,5302,6763,5325,0,23132,67,4385,0,4107,5668,1158,2213,1182,3630,595,2026,3800,5672,0,0,7745,20688,1080,9806,2320,7083,318,837,3950,9744,3812,0,2702,223,7433,1,0,9108,10056,3066,23940,4468,1446,399,1432,57311,0,6117,30300,9454,2142,171862,2391,1913,8297,5564,7,24,0,412,0,4478,1176,31674,0,6449,18859,308
195,5063,331,4474,586,0,2192,756,0,204,4765,0,3159,3007,4853,0,13874,0,1774,93,2104,1643,8,1358,492,1162,445,695,907,2949,0,0,6099,5364,477,1421,3203,1724,2,904,780,1099,1608,0,1313,1335,1932,0,0,4308,7129,13574,8522,2552,2333,0,845,39771,0,1530,8186,2597,1419,97161,1892,555,2689,2402,0,256,0,0,0,2100,590,10457,0,1133,7895,1
196,2659,948,13796,4178,0,3421,1184,569,302,2511,0,5672,2158,3994,0,14092,0,2087,0,3846,5651,0,3843,1220,6365,1068,2838,3256,8497,0,0,0,7512,866,3780,3573,2246,2,1009,2956,5851,1870,0,2275,0,3715,0,0,8000,4189,2409,17410,2754,2513,639,2580,43863,0,1025,30447,6404,2870,124469,2389,447,5159,5715,1730,1,408,1157,372,3566,975,28231,0,3813,21656,0
197,10355,1592,17105,8569,0,5671,1922,126,1774,6927,0,8367,8911,7225,0,29613,507,4493,6,2645,5550,4017,2055,917,1500,342,1947,4320,4012,0,0,17013,16675,1491,5878,2780,4453,0,1374,5156,6101,4788,0,4601,4572,5811,0,0,11475,17882,15858,25229,7280,3280,144,2329,102159,0,4051,29585,6537,2858,255910,2962,3,9904,6887,914,47,490,4,0,6067,1170,24198,620,2825,14592,30
198,12430,1743,10092,912,0,4801,2235,73,471,4008,0,7820,6841,7954,0,32501,0,3415,0,2469,3100,0,1182,514,1181,307,1706,2511,3511,0,0,6392,9375,967,2098,977,1522,0,467,2869,3890,2798,0,1400,2587,2346,1,1,11688,12041,33369,20522,6615,3885,1,3425,66040,0,3725,15444,5350,1388,329232,1682,247,6846,112,239,1,600,157,55,6489,1404,16189,1,2946,9167,0
199,10359,237,15299,2457,0,5094,1882,0,147,2133,0,3213,5534,3635,0,12959,1,2059,0,1073,648,1,3564,2018,7182,1290,4586,3491,8305,0,0,1150,11618,1791,7113,7657,691,0,695,4544,4659,1210,0,1966,85,4169,0,0,5782,5759,35416,10522,4390,4115,2,1204,52884,0,3012,14559,12059,3056,540830,1574,6,7315,2757,2,1,0,3,0,3330,701,21901,3,2571,27285,0
