,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
74,9240,15245,0,1,7,950,10147,922,7048,5445,20880,1,0,2016,10415,14455,2,15492,16956,8762,3916,6472,3348,17516,340,0,7670,8210,4859,1195,4,3,1070,9092,0,1,165,10305,13487,3773,5685,3,1,0,91565,0,9916,24981,0,1,2,0,4065,311897,7182,0,4091,7935,5273,12419,1,3,2673,1688,6193
75,3479,7282,0,2003,108,6278,6719,4220,10016,4294,3815,0,340,1918,2096,3625,6,4477,7356,2168,319,297,222,1729,4076,185,1144,2610,265,340,2018,609,1015,5668,0,0,12,1464,5017,2598,4999,1178,0,0,5042,0,5689,1973,0,0,3748,0,327,52493,5391,108,1916,479,3816,3793,395,0,1373,1470,1662
76,1393,2859,0,0,0,2850,4167,2093,5459,3000,2869,0,5,2598,2129,10701,0,2955,13,8251,806,1,677,5558,11313,1673,2313,9379,1534,914,1684,437,797,4334,0,0,0,2636,663,1325,2505,132,0,0,18067,0,2533,5944,0,0,4316,0,97,275770,5282,0,629,3157,5072,2690,56,0,632,816,2250
77,2025,7742,0,14,2,7964,6465,3681,9251,6603,3187,0,131,6437,4233,14513,2,7706,8331,5544,694,0,1535,4650,12013,0,1979,5921,93,632,1458,8853,2673,9127,0,0,24,3909,8914,7308,5911,0,0,1,40397,0,7759,11317,0,0,1487,0,3,197351,5490,0,4879,4473,7968,4429,1632,1,2675,1073,2964
78,11147,6715,0,4631,0,0,9569,3819,9645,11731,5847,0,0,366,10536,9920,36,9860,3396,9686,782,3480,2535,5816,14957,0,3966,6400,0,2891,4244,3859,71,8506,0,0,10,2645,22157,5246,1553,1548,0,0,38820,0,7710,16374,0,1,5330,0,0,770368,17573,0,23,5166,8135,3051,39,0,2252,0,4945
79,17735,36,0,3725,3,2,9256,7822,8384,8409,471,0,255,4344,19528,8894,0,22638,8714,22214,2348,0,4136,12173,4902,0,4541,9922,5038,5191,17786,24,2,3920,0,0,3,13778,21130,4177,5146,1,0,0,65715,0,0,1601,0,0,0,0,0,1038564,1,0,4952,9137,7068,3,4607,0,7908,2103,10777
80,713,0,2413,650,5864,0,5117,0,7036,4257,5,0,1,3670,831,7396,0,0,3802,24953,3220,6014,3778,9951,25196,6268,14748,38470,3455,2330,552,0,0,2869,0,0,290,1583,3143,3677,5784,1,0,0,40690,1,0,41,0,0,62,0,0,79731,8094,3541,1787,0,8652,0,801,0,4263,0,1108
81,305,13,1581,0,0,1465,5326,0,2107,4366,118,0,0,2834,2827,7457,0,3593,934,6019,1288,2307,1290,1809,5776,0,0,4534,0,649,131,0,0,2981,0,0,0,5085,721,3046,40,0,0,0,25305,0,0,11545,0,0,1,0,0,161553,4430,0,2474,10230,705,2190,1108,0,25,0,1817
82,4434,5057,0,0,1,597,10436,5680,4524,6062,331,1,0,5259,1903,9943,1,5309,1517,2609,3037,0,955,3267,15409,0,14,6166,765,134,2837,3725,2036,2971,0,0,66,4603,8572,134,351,0,0,0,49445,0,6593,7464,0,2,708,0,0,300052,1711,0,778,2729,2029,29,0,0,0,8,8842
83,2611,2460,0,20,1,2930,4677,2330,8713,4505,2882,0,984,1794,2540,10225,0,6583,41,4933,763,1676,1106,3287,9434,957,3432,6411,510,1042,1206,1,2041,5169,0,12,0,2805,5243,1143,6001,0,0,0,16534,0,3748,1500,0,0,1530,0,960,266114,7691,0,1931,5366,4893,4434,1743,1,2583,3307,2530
84,148,4486,0,0,1,3056,6759,3171,3439,9855,783,1,1,1017,1905,4598,0,10520,1704,4930,1569,1,1927,7236,10819,1957,1654,5707,4,2381,1531,289,3084,867,0,0,18,41,13261,654,432,2,1,1,31964,0,7,6012,0,0,0,0,0,143689,2919,0,9778,12986,7193,1338,2726,0,3005,1394,2961
85,1407,3783,6,0,0,1702,4487,2383,3626,3591,1710,1,2481,4315,3284,4680,1,3628,3171,3877,928,677,671,3939,5670,2734,1110,3545,724,115,629,927,1649,3171,0,0,845,2856,2437,1765,2403,205,0,0,29002,1,2971,8005,0,2,1064,0,682,147616,3936,0,1470,2862,6730,4819,682,1,779,1329,1314
86,6652,6779,18,0,2,1563,26432,4370,17603,10117,3536,1559,2898,1780,986,11240,0,5684,3,9448,1339,1306,733,3472,12665,2558,1170,6850,1098,281,1900,1,675,11594,0,1,22,9351,3018,12044,2221,0,0,0,22817,0,14991,7733,0,0,6084,0,18,139211,5124,2758,6614,0,5851,0,379,1,1642,672,2671
87,3171,5668,0,0,0,1,7531,1836,607,0,1959,0,0,16,6711,994,0,8939,432,12907,0,0,3396,13726,10395,0,2886,10297,1783,5823,25,810,2,3381,0,0,0,406,5979,576,5956,0,0,0,37907,0,226,5176,0,2,254,0,0,245010,35,0,331,0,738,593,0,0,2709,1168,45
88,13044,2874,0,8,6,8304,4746,1940,14628,5796,982,1,1,3296,5850,4732,1,2438,8837,30,560,0,875,7992,17391,0,6907,16264,3171,1527,438,1470,3,1653,0,1,0,4981,4072,2827,861,348,0,0,41326,1,13209,12705,1,0,1076,1,4,717354,14636,0,2012,10480,2861,8703,3578,0,2185,0,3246
89,177,297,0,435,0,189,105,0,197,294,697,0,1,346,126,270,0,31,380,2524,259,3,163,1337,1928,159,499,1801,43,104,102,2,68,185,0,10,0,318,118,497,564,247,0,0,4773,1,154,0,0,0,281,0,0,19480,470,0,0,0,2711,0,1,0,21,498,161
90,1033,63,6,8,0,431,201,9,483,509,838,0,0,197,389,752,0,507,237,4980,570,0,269,2054,5493,1957,1702,4471,121,296,155,811,155,32,0,0,31,1221,1550,283,211,0,0,0,23875,0,408,4903,0,0,48,0,507,346030,306,0,480,1120,2521,220,13,0,147,9,438
91,3152,6173,0,572,1,6523,6848,4779,4613,5543,3885,0,234,390,7530,9506,1,4659,1027,15004,1061,2944,1097,4295,16686,4946,2813,12144,1263,1298,2655,1,10,13072,0,0,381,9932,6759,3465,5590,1111,0,0,9425,0,5186,10584,1,0,3682,0,1283,440370,6910,0,4942,3736,4918,6216,2124,0,2867,5098,3781
92,4,732,0,155,0,174,403,553,1371,569,726,0,0,600,572,1224,0,219,116,642,183,758,160,1214,2275,125,651,1750,503,257,1,0,251,464,0,1,0,326,1000,121,152,0,0,0,3475,0,377,216,0,1,1152,0,0,31667,643,0,435,0,2036,167,275,0,398,98,108
93,3664,16519,0,0,1,544,12372,441,8368,6078,5990,0,0,1056,12126,6922,3,6431,9123,6899,2035,0,903,9531,7638,0,4471,8324,0,836,2164,3,286,2710,0,0,0,6121,7536,2515,1035,0,0,0,41218,0,4629,4310,1966,0,2,0,1,145910,9092,2,475,6775,4774,5459,0,0,4359,2772,3674
94,200,435,9,0,729,410,148,298,0,360,59,0,693,316,238,288,0,198,1,2493,448,0,250,1596,4503,203,1011,2765,0,93,0,2,473,1,0,0,218,99,7,242,412,0,0,0,13187,0,0,1060,0,0,0,0,0,14320,644,0,489,0,1029,0,0,217,291,0,0
95,2049,8306,0,2343,1,5553,4951,3991,10356,3623,2480,0,1093,1431,2224,4849,442,2814,6142,3057,97,877,439,2213,5356,247,915,2867,259,542,3868,200,1283,6309,0,29,157,1867,2424,4102,5887,898,0,0,3524,0,3415,1503,0,0,4088,0,246,67063,5663,508,2267,1094,8693,2789,1404,0,2316,1693,1840
96,8232,7448,12,1066,2,3599,9464,4297,10530,12187,3440,2,1615,1181,5197,8649,0,10250,370,9073,745,0,833,4054,11087,0,3043,13033,0,817,4136,1966,1565,12263,9,0,3,12130,7079,8854,5155,686,0,0,19265,4,7798,11008,0,0,3801,0,3,215258,5919,1,6743,2717,6215,13377,1497,0,2301,725,6884
97,5097,19177,615,4164,3,9849,19171,12190,36555,9820,8590,0,6410,1198,8745,23047,2065,12019,6814,7310,1101,0,1439,3304,14905,3793,1790,3603,782,798,6636,1040,810,17461,0,8,177,8915,18341,18915,10410,2820,0,0,11025,0,15381,3016,0,0,7117,0,4,371641,22424,1607,3176,7461,19589,5295,1742,0,4581,0,6178
98,354,1720,0,143,2,555,669,307,2756,1604,2963,0,1,86,447,619,0,541,218,2771,304,1,667,3188,4117,498,1036,3698,169,310,335,3,29,416,0,0,0,98,1155,1291,1294,0,0,0,2883,0,710,0,0,0,223,0,44,51021,1694,0,272,0,5844,158,78,0,359,430,515
99,2408,5373,0,170,1,1123,2479,1713,9498,1631,3667,0,869,101,427,5780,279,2553,4872,1799,372,326,115,1545,2752,219,649,2176,0,171,2294,2171,969,2322,0,0,0,2057,4563,2231,1816,188,0,0,2111,0,4643,345,0,0,1469,0,2,133879,2170,0,1816,237,2796,4049,268,0,2274,956,1562
100,1659,0,6371,0,6202,0,0,0,0,1,1,0,0,17,100,8692,6027,0,2631,50105,3203,7502,4097,20454,41000,21090,13036,39667,6036,4869,0,0,949,3091,0,26,14978,71,1,0,0,0,0,0,1649,0,0,145,0,0,1335,0,0,31213,0,4789,0,0,0,0,0,0,0,0,5
101,9,0,0,0,0,1,0,0,0,390,0,0,0,426,0,531,1,557,0,12406,1835,2413,2400,6714,25255,1263,3953,11728,1135,1155,880,0,593,1,0,0,0,91,1,1,0,0,0,0,48,10,0,0,3,5,0,1,0,24447,0,0,0,0,511,0,0,3,0,1,241
102,21389,7863,0,22916,9208,202,0,2656,333,7499,12436,37920,20044,0,0,18539,25300,1597,2566,19173,1967,0,1264,15020,41300,4583,10535,22687,3084,778,33030,0,52669,2585,999,8583,15738,3395,3129,7455,5111,10191,20710,3953,46,75874,1,0,6400,35419,2103,140298,63830,22147,0,28361,947,0,0,0,3124,49448,71,20406,823
103,7,3,0,0,1,2,0,0,1,0,0,2,1,646,0,0,0,1325,0,10658,3258,4726,3472,9551,19778,7634,2837,15421,0,2112,6,1,929,1,2,1,1832,0,3,1,0,0,0,1,5,2,0,0,0,2,0,0,2,28000,0,0,1,0,0,0,0,1,0,0,0
104,42,8,1124,23,1804,12,0,5,17,215,1,690,19,1328,0,1652,60,4,7,16952,2842,39,1268,16948,38977,5122,7711,22537,480,2462,20,7,667,1,5,1,3226,9,2,5,10,8,9,6,85,40,1,0,12,151,4,28,17,36064,1,9,2,0,0,0,4,59,7,10,6
105,5202,9510,3268,21091,8442,1241,2,1442,3,2422,18,23773,15754,0,0,13830,27404,2744,14366,26500,1841,4447,2142,8012,40998,15,7040,17274,2387,2355,9211,146,30456,341,14124,9457,14347,4005,5266,7048,4120,6520,7100,7914,75718,65155,153,0,8030,60271,1902,184917,19834,244686,0,33956,1262,0,0,0,7272,16978,3827,7685,5252
106,22,1,2956,1,861,2,0,1,2,354,0,1,0,2294,0,737,1915,2424,1,19163,2533,0,2002,10262,21914,421,7475,7490,184,1826,6,1,7,122,1713,2,860,0,1,318,0,0,1,1,6,0,2564,0,0,1,1453,3,0,74297,0,1623,0,0,0,0,0,2217,0,341,414
107,13,1,4,1,14,1,0,2,2,452,1440,0,0,54,0,1,0,1,0,22696,3220,2595,1708,15044,24538,8902,4748,14960,1574,2452,4,0,7,1,0,0,0,1,2,3,1,0,0,0,2,1,0,0,0,2,1914,0,1,14853,0,82,1,0,1,0,0,3,1,0,0
108,1,0,20,0,1,0,4,2,2,1,1,2,0,1072,0,1184,3,0,0,20843,4065,1889,2439,16512,31893,2203,6615,23288,4798,1902,5,0,597,0,0,0,13,3,1,2,1537,0,0,0,3,1,0,0,0,1,0,0,0,46046,0,1,0,0,0,0,0,0,0,1,1
109,3723,894,57,11927,756,3226,0,774,1749,194,1206,5915,1333,0,0,3507,11827,331,4837,1767,219,241,252,1092,3776,0,926,1843,50,127,3868,3458,9561,528,4410,3899,2877,2844,7202,3453,2221,3060,13505,5265,4673,18831,0,0,3627,38061,2466,25821,6112,115320,0,5425,416,0,0,151,3049,17535,323,12432,778
110,2,0,5159,0,1235,0,0,0,0,2,0,0,0,8688,206,1791,272,4617,2849,10754,2554,8023,2713,13974,29472,23,7140,35031,2147,5036,1,2,4435,2159,0,47,3919,0,326,2,1,1,0,0,546,5622,0,0,0,0,0,0,0,20594,0,0,0,0,3,0,0,0,0,0,668
111,35981,15674,0,36941,1,16332,0,4092,7538,5651,2379,41418,10655,0,0,12698,64350,3072,13576,8164,1043,0,535,3112,7910,728,3540,6842,775,255,9128,8705,59166,10234,14686,11317,6734,12066,11598,6980,16935,13232,32101,27418,37351,53283,1162,1,12562,303182,6116,18950,15706,894459,0,11141,618,0,0,113,17145,103997,6116,17528,3115
112,38068,8140,0,22103,26408,2550,0,0,1776,1393,4429,77254,24904,2,1,13473,19418,4600,23635,21747,1473,1,954,11584,19919,1,6008,16064,693,3392,14141,55632,85920,2529,24994,18720,14989,7265,6536,5942,5355,8364,16257,18904,98516,31343,740,0,3339,106341,294,133636,50413,326836,0,26580,5233,0,0,0,3704,46224,3828,21837,5543
113,47,2,0,0,5139,2,0,3,3,1,1,2,24,2709,0,14,2,2,0,15917,4537,1,5442,19643,40780,3781,13174,21070,3944,70,15,4,796,2,0,1,197,1,4,3,3,90,0,0,10,0,3,0,0,1,1,0,0,46954,1963,1,0,0,0,0,0,0,0,0,3
114,2,0,0,0,1240,1,23,357,0,299,0,0,0,2508,10,156,0,137,0,6657,720,3,558,3632,11794,4542,550,5137,311,1018,75,1,1120,0,0,0,852,0,108,0,581,40,0,0,1,0,476,1,0,1,0,0,0,21594,463,0,0,0,1202,0,0,0,0,1,0
115,19796,1230,1626,26734,8400,5985,0,1024,5144,1108,594,15543,5830,0,0,9934,35663,1257,2727,6505,315,875,933,2438,7097,983,1119,3395,2273,656,5074,1055,16512,1047,10372,7398,8626,4662,2141,5406,3411,4261,12112,6412,12540,35799,1,0,7895,123165,3361,66861,20413,332998,0,9195,865,0,0,0,6648,50544,5728,40246,1174
116,34575,2436,881,10860,315,14936,0,3145,4606,1854,250,1,18179,196,0,10856,49641,1503,12406,3539,160,0,256,1093,3224,1768,579,1774,179,406,6398,1,552,3523,2820,0,1092,638,4148,4376,2101,10203,17084,0,56190,59252,473,0,153,100799,8760,3757,241,639060,5728,5289,1284,0,285,0,5258,1829,28535,53138,1863
117,6,3,0,2,5,0,1,0,1,4,1,0,1,1463,0,1315,0,0,0,17705,5733,2156,1654,17354,27577,1730,8974,17988,3532,2720,6,1,23,0,0,561,0,1,4,2,1,0,0,0,8,4636,0,0,0,2,1,2,0,23742,0,4,2,0,0,0,1,0,1,194,1
118,311,4,0,0,1222,0,1,1,1,68,1,0,835,98,0,0,0,0,2,2621,164,526,77,1370,3747,279,358,3001,324,178,4,1,1,0,0,0,0,20,1,1,164,24,0,0,5,0,0,0,0,0,124,0,0,13778,473,0,0,0,0,0,432,0,1,0,1
119,5598,273,1,11223,610,2582,0,276,88,608,177,3366,2188,1,0,962,12380,205,1884,885,404,11,250,1516,2342,0,562,1930,383,268,2246,3766,9967,368,2470,5093,3364,2091,4654,4107,1738,2329,7057,3129,7048,14485,339,0,3924,36601,2314,17220,3093,187910,0,3183,182,0,0,170,1744,13837,2770,12018,1171
120,95,1,204,0,4,0,0,0,1,0,3,0,1,2726,0,0,1,1,7,11480,2244,1171,785,8432,14187,3932,2844,13170,949,1850,2,1,777,0,1,0,2805,1,1,1,0,0,1,0,3,0,0,0,0,3,0,1,1,38510,0,0,0,0,0,0,0,3,2169,0,98
121,12539,4055,1229,25096,4123,11394,0,2097,2587,1543,798,21220,4497,191,0,8362,27050,1294,7378,3884,468,764,396,3907,10324,669,968,6174,231,265,6146,101,26106,2139,5646,11704,7594,4034,3549,6853,3699,6297,18593,8313,5427,27969,508,0,8508,99951,7008,33690,21856,155477,0,14105,1236,0,0,0,7479,57370,5231,24383,1812
122,6250,759,463,15097,1119,8022,0,924,2508,815,553,2994,3285,0,0,5231,16269,933,2168,1562,381,263,456,1239,2347,0,251,2173,160,182,3165,1000,16034,770,7098,8856,6442,4438,4221,3020,2969,4198,12516,8003,6035,18437,341,0,3719,54528,1401,34147,12605,253349,0,9067,1527,0,0,446,2952,24392,1054,12321,856
123,17531,3132,24656,1103,15517,0,0,3167,14456,5940,0,0,2064,0,0,17093,919,339,2826,14890,1352,995,959,10758,31965,0,6413,11582,812,1762,1865,2,0,7206,100,20,8347,0,1751,6815,3036,4873,0,0,54,0,2290,2033,0,0,1005,0,0,14236,4406,0,3354,0,0,0,3234,0,10127,0,4190
124,3476,1,0,5275,3,0,0,1,0,4239,0,1350,0,0,0,7118,6279,5,1,2,5,0,0,1587,8797,0,1,1560,0,0,2616,3068,10014,0,841,5922,1,2017,12409,5894,0,1638,1,10286,13148,58,2343,0,0,22576,1,9410,5441,217371,0,0,4490,0,0,0,6032,7514,0,4,1
125,1149,702,0,3180,209,2174,0,603,1070,207,159,949,1565,0,0,1346,5762,216,944,1463,136,188,89,756,2683,515,767,1499,5,123,1262,3246,3898,291,2015,1159,1310,1248,2607,1015,838,1273,2939,1853,4365,5942,0,0,1694,20044,430,2644,2438,68567,0,1966,259,0,0,0,1054,8336,354,2302,328
126,349,3,0,1931,1,958,0,0,0,93,18,2848,3853,0,0,3575,81,0,354,3017,214,0,60,230,2364,0,408,1298,420,244,3339,1255,3791,0,404,76,259,523,45,1030,1069,1925,2118,3396,33304,564,845,0,2461,13557,739,15346,2309,174305,0,1200,632,0,0,0,1395,2216,841,20,506
127,192,9,0,22,2,4,0,0,0,181,46,1701,7,0,0,2,69,152,0,99,2,0,11,127,134,18,19,354,11,118,9,0,1171,11,20,3,91,65,75,41,8,27,156,649,3633,394,0,0,257,299,0,0,0,7301,0,3,7,0,0,0,191,157,0,50,31
128,21,0,8480,0,0,1,0,1,3,1,0,0,1,419,0,1,0,1,1,20378,9553,13987,2987,32945,18360,0,10098,27504,1,3138,9,4,2,1,0,1,0,0,2,4,1,1,0,0,12,1,0,0,0,0,2,0,0,31623,0,0,0,0,0,0,0,1,0,0,0
129,41,0,261,0,1494,0,0,339,2,0,0,0,0,770,0,263,0,1,0,22203,2588,4395,702,10923,24881,5416,1138,13471,2243,3905,1,0,1772,854,0,0,2322,480,2,0,0,0,0,0,10,0,0,0,1,2,0,0,0,40396,0,0,0,0,2221,0,0,2,150,0,0
130,3738,429,369,7038,1059,2259,0,901,1145,202,727,2981,3808,102,0,4186,7234,738,1302,2062,420,86,227,1578,3311,248,538,2426,136,154,3186,0,9089,395,3987,2523,2710,1296,1877,2540,2691,2041,6667,4483,1565,13534,208,0,1515,28565,1707,32335,7836,66733,0,5909,365,0,0,1,3004,15170,778,2541,364
131,3454,1348,0,11100,198,4275,0,619,199,315,1113,5468,3083,1,0,2214,11589,407,2855,1765,540,746,149,1849,3460,731,576,2249,200,411,1805,1189,21708,1975,4211,4598,6418,3992,3806,3028,1747,4095,6495,6174,2329,19210,769,0,3798,42971,2044,4600,6119,148918,0,3116,388,0,0,0,767,30124,1795,9483,1052
132,139,0,0,0,57,0,0,0,0,17,4,0,0,74,0,533,1159,100,0,56,166,0,0,484,1859,0,1,206,742,302,778,2,1,1,0,2,1,0,689,1,2,0,0,0,7974,0,0,23,0,0,0,0,0,125106,0,0,9,0,0,0,240,0,0,0,1
133,12565,1948,0,16474,376,3780,0,2415,3552,355,1429,7612,7034,0,0,5046,34067,1323,4599,6226,482,2046,689,4117,7811,2345,1275,2246,1,545,7222,1,24831,2140,10744,10083,5763,6029,8118,4653,1905,4139,13716,8633,19338,41950,808,0,8507,53145,3573,38769,17714,103896,0,20256,2132,0,947,0,2590,35343,4042,13796,2414
134,4,0,0,0,0,0,0,1,0,0,1,1,1,348,0,0,2,341,0,14067,1227,2037,207,6290,15294,22,3913,13954,2309,1392,2,0,4497,1,0,443,4,1,98,0,0,1,0,0,4,5926,1,0,861,1998,805,0,0,83354,0,1,0,0,0,0,0,0,0,1,1
135,4893,904,0,8975,930,1758,0,161,578,465,335,3405,1298,5,0,2851,7898,324,2032,1695,75,632,173,639,2790,240,551,1657,172,139,1860,887,10376,286,1940,2803,1966,2228,1732,2131,1371,1926,5742,2594,2818,13835,333,0,1890,30073,1197,6511,3944,109210,0,3453,431,0,0,362,922,13920,1489,8487,788
136,31146,2218,358,58523,946,21649,0,9,3307,2939,1441,32811,7891,255,0,14867,33819,2135,7683,4048,783,582,659,3620,8977,528,2857,7153,138,490,9048,1,45867,4665,10509,40487,13994,6969,5372,6773,8742,10639,35494,10889,55297,39738,1977,0,13122,195063,3811,77351,26449,1190560,0,11971,1273,0,0,0,14072,155868,4605,35917,1260
137,2008,167,5,8432,2027,1202,0,375,892,380,1396,6613,2689,0,0,3530,10224,554,2031,1478,118,17,269,1201,3646,0,514,1655,156,349,3504,785,8842,470,2317,2553,3296,1728,4110,3880,1470,2408,5539,2399,3714,8245,126,0,2079,38461,2612,19222,6649,86051,0,4458,384,0,0,111,1515,20980,1232,4777,923
138,1740,6,0,0,741,1401,1,1,95,0,0,383,0,0,0,800,1475,2,0,45,346,1,217,207,92,0,11,821,0,208,2422,7750,2975,0,114,100,0,0,34,14,0,0,0,213,6549,630,985,1,1106,8341,1133,14085,178,107097,1,2753,748,0,0,0,736,4072,0,1450,0
139,17905,4381,1,30171,1438,10167,0,554,6071,1801,709,14573,8180,182,0,15089,29273,1336,4896,6005,572,604,339,2700,6691,630,1487,3014,27,272,5091,26803,20255,3389,7639,14380,5589,2265,5439,2277,3968,5719,22538,5193,11031,25779,0,0,6711,83749,3593,86098,17319,368576,0,13572,1310,0,0,887,8230,42922,8819,45026,1358
140,5533,1351,0,13799,2094,3981,0,414,2476,771,81,7398,6296,85,0,6298,13868,606,1982,1955,235,0,138,929,3117,143,414,1217,281,118,3025,1253,9694,936,1918,7912,4915,5021,5091,3549,2204,1983,5284,9377,4960,13486,209,0,4823,54085,2470,55925,5535,80759,0,6595,895,0,0,0,3387,12953,538,6582,1309
141,6,0,2386,0,0,0,0,0,0,1,0,1,0,567,0,0,1,215,3,17942,4197,1668,524,13450,29515,3863,5452,24296,4845,5481,2,1,1053,1144,0,2,1637,0,1,1,1,0,0,0,8,4,11,0,0,2,1,2,0,31139,0,1,1,0,0,0,0,1,4,1,0
142,6792,332,1051,6139,3438,2216,0,0,1111,325,657,7094,3985,34,0,3140,11722,1242,1044,1958,763,376,443,2879,3436,1436,840,2762,343,0,1971,0,13001,1145,2270,5700,4611,401,2620,1130,1529,3347,3765,2895,8632,8218,0,0,3122,31714,1588,17393,6498,143961,199,5141,1321,0,0,0,2978,13898,771,5209,351
143,125,0,5142,3522,3188,1218,0,1,4332,3443,2539,0,0,16673,1883,5,1,225,1313,29182,4055,1565,5942,14338,56736,0,277,31415,0,1679,4,1,1,2081,0,1,5150,1,1,12,3302,0,0,0,290,0,677,31,0,0,1,0,1,40685,0,0,0,0,1334,0,0,0,0,0,2462
144,2,2,0,0,1,0,0,2,1,0,0,0,0,532,17,0,0,249,0,7882,1155,0,868,4782,4501,0,2752,7835,46,772,7,0,425,0,0,0,2270,0,1,0,589,0,0,0,1,0,0,0,355,0,0,0,0,10344,0,9,0,0,16,0,0,0,0,0,82
145,848,225,0,3731,688,1357,0,149,128,60,118,2337,1524,0,0,1312,5083,156,651,841,192,149,149,749,1466,204,394,585,0,26,1067,0,1986,166,1061,1489,1773,907,1168,885,337,877,2752,1440,1202,5141,100,0,602,22015,645,3586,1682,53961,0,1384,430,0,0,6,536,7950,229,2525,323
146,7573,3064,1183,15480,1592,4306,0,837,1779,1090,518,6838,4839,0,0,1022,15166,721,2727,817,55,599,143,421,1995,3,147,1154,155,85,2457,1064,22714,3550,3325,3390,6028,2792,5242,4277,3133,6246,9410,2625,5324,15525,879,0,5001,79357,1591,228,2111,252196,0,2373,665,0,219,124,2782,53842,5315,13148,1303
147,33873,3799,0,30556,65,5998,0,1139,2710,1579,3912,22163,4440,11,0,3001,34731,2892,10110,3383,663,697,370,2959,7531,511,1421,5557,328,1092,4600,2860,44077,2975,7927,10888,7422,3574,5055,7201,6929,13965,16361,5388,36006,23071,31,0,12310,191286,4199,73,5722,910777,0,4980,1964,0,0,0,4700,95135,7624,23386,2839
148,1486,1204,0,0,6350,770,0,4719,4723,1916,297,905,1616,0,0,0,0,724,0,8985,918,799,806,3576,15011,1382,1341,11190,1823,890,12451,1081,4846,5651,0,1561,1,2745,4251,4631,2552,18,0,0,9186,0,3,0,0,0,1302,0,615,310255,0,0,275,0,0,713,0,0,43,1,4125
149,2367,0,0,3008,947,56,0,0,1,576,625,4934,587,0,0,750,6371,783,1275,713,116,1,475,1930,3211,0,825,1881,131,0,1221,0,3615,879,1661,1624,348,1824,1122,954,1018,1713,489,4318,19087,3987,0,0,977,16157,743,41386,2416,291259,0,3574,0,0,0,0,3622,3928,1234,2967,730
150,30364,5064,61,48777,573,23594,0,1429,2739,3504,1180,23144,9384,8,0,11137,33064,3468,6181,4938,1233,503,419,4478,10067,1898,747,10141,36,459,7470,905,39986,1449,11930,34000,7105,5340,10950,13062,7467,10181,39347,14984,34814,46875,2146,0,10355,227440,7666,37571,19290,1125248,0,13816,2403,0,0,0,12528,147299,1908,29753,1932
151,539,0,2621,0,1359,0,3,47,705,240,0,0,1,821,0,496,0,132,0,6118,450,35,540,3016,8101,79,2072,4088,684,283,0,0,557,670,0,2,1726,177,613,0,0,0,0,0,17,5,169,3,0,0,1,0,0,22000,0,1,419,0,1040,0,0,0,68,0,9
152,1576,469,0,4416,333,2007,0,520,601,55,105,2270,1256,0,0,1189,3883,294,2447,1031,91,12,161,726,1400,238,343,647,91,69,1409,79,3553,202,1976,1234,2179,815,1155,752,900,1609,3262,1259,2519,4599,100,0,1076,17024,976,8067,1975,53548,0,1883,247,0,0,0,627,9192,906,4155,221
153,8039,1174,0,3851,1216,1258,0,208,615,469,718,4349,1313,38,0,395,2779,391,346,570,66,62,89,426,742,191,297,517,8,26,439,27,9032,936,1255,1905,1215,894,851,728,1066,1080,2201,330,7969,5453,318,0,1331,11611,187,15,2116,182164,0,2628,457,0,0,73,631,11218,1869,4923,603
154,4140,0,0,0,2,0,0,1,64,1,71,0,1548,1,0,934,0,0,0,901,908,0,775,965,362,0,1185,2683,412,586,11,4231,987,643,0,0,0,493,1136,0,4,0,0,0,10344,0,1489,0,0,6,601,0,0,56307,0,85,711,0,2,0,0,2,1,202,680
155,276,120,0,419,75,155,0,0,54,105,0,351,714,0,0,8,265,133,60,90,0,151,0,20,355,0,77,78,6,26,117,1,383,50,24,190,72,184,193,69,4,87,272,832,405,431,57,1,316,1368,211,3910,1003,18582,0,406,0,0,0,0,316,859,83,113,169
156,2466,0,0,746,358,538,0,0,1,0,0,1238,3686,0,0,3277,2912,936,0,3592,632,0,79,878,1274,0,791,2538,0,283,3050,2947,2898,0,756,1352,1616,1,479,494,524,0,2184,1805,15740,1810,0,0,1026,10718,968,5010,1043,147402,0,241,614,0,0,0,1421,7869,1208,2976,57
157,43,3,0,0,7678,0,4,4,7,9,4,4,3,383,22,0,1,3,7,786,843,0,223,12406,7305,376,5,12497,893,8920,43,10,8,6,0,1,0,0,3,3,3,1,0,0,22,0,3,0,0,0,0,0,0,25675,0,0,0,0,0,0,0,0,0,0,3
158,15314,1233,0,21277,2847,14045,0,1221,1099,1475,1306,13087,9896,15,1,6204,47523,777,7868,7389,1149,1236,813,6880,11800,1296,643,7382,5,848,5128,6338,21053,1581,15134,12129,13316,3515,8427,6000,3063,3341,11259,15179,44287,29333,807,0,6324,143031,2959,70154,22159,730366,0,16655,537,0,0,710,9433,32297,2406,23637,2005
159,22097,2068,1814,33131,3273,10707,0,1489,1875,1174,1483,10876,8563,0,0,9383,28600,509,6288,6063,794,0,455,5190,12767,1,3145,5627,1734,249,2664,55839,28131,1534,10744,9778,7503,1674,1961,5425,2847,5451,18667,8774,51636,33792,46,0,9461,129854,8225,31746,9958,809377,0,14186,1124,0,0,0,8256,52483,9867,31611,973
