,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
145,2,1,0,1,3104,0,0,1,0,0,1,0,770,1,0,0,1,0,0,15190,6446,17261,7962,19049,1965,0,0,0,1581,1,0,3124,1903,0,2,0,0,799,345,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,610,0,3,1,0,2,0,0,135745,0,1645,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
146,16181,1810,20400,3020,3463,4914,4514,1279,2037,5745,3717,655,5439,4381,13861,1648,3491,3092,705,2686,1061,4326,762,1846,3898,1593,2625,1302,16151,2233,5833,5745,2064,3134,3330,1398,2293,2469,4576,2309,2286,2940,1161,1575,11704,5645,11427,1005,16532,6647,3809,1445,1052,1995,1447,2231,1296,54398,1818,1846,7893,6305,2688,380744,2400,5168,3895,3717,2607,1688,1995,2398,856,3810,626,1691,33376,3016,1492,5404,1519,2671
147,14782,1090,22089,3797,5659,9217,2458,4394,2446,4078,5602,1462,9907,7436,30858,2518,6430,3026,857,4776,1346,3497,1954,3352,4686,9000,1552,3159,16235,1436,4414,11366,4661,2320,1767,3058,2726,3214,2028,2090,2951,5773,2121,3020,12609,9182,23594,2087,27039,8512,4874,4899,1277,4401,722,3340,3226,92664,4500,1684,73433,14203,2266,291555,2994,3505,0,11751,1625,4403,2925,1682,1629,7483,3156,3044,30440,2816,6291,28531,5112,2049
148,4991,1705,6328,1367,102,1014,635,708,1530,2411,5372,1851,1972,5511,22587,1154,1105,862,3831,757,634,777,189,736,2265,754,577,1896,4662,1398,1173,78,1883,575,2631,1040,1206,2330,2151,0,1366,3007,2121,1685,10290,18167,14464,1188,10707,4499,3898,916,377,2012,734,1240,1813,65285,1167,496,4330,2572,1565,103762,1472,1829,0,4489,857,117,747,1604,629,3122,645,1716,7680,1536,1352,2521,1507,1898
149,32,0,2,0,184,0,1,3,0,0,1,1,112,0,0,108,0,0,0,3348,1415,5599,1006,3776,114,3,0,1,1070,350,0,135,293,0,1,0,6,221,7,0,0,0,0,0,0,1,89,0,3228,290,0,0,268,0,1,635,0,235,0,0,0,489,319,22857,0,288,0,0,2,0,0,0,1,0,2,263,1,0,1,0,0,1
150,7278,1286,11888,4004,3,4675,1357,1585,1982,2458,2171,1237,2656,5605,11883,2147,1854,3145,2101,3077,1210,2823,650,2353,2444,7021,716,1612,10372,809,5162,6920,3381,1459,3661,1043,1931,1654,2048,1894,2576,3155,1249,2965,3206,5681,13781,1124,14505,4901,2765,2412,1277,627,738,1408,2447,50318,2535,974,10040,5340,2278,264165,3209,1063,515,2564,1603,1542,1734,1803,1021,4372,2107,2548,25655,2513,1906,12307,563,1057
151,5940,870,13731,2351,686,4592,2633,1393,2638,5161,2386,887,3488,5267,16124,1523,2793,1971,873,1517,1153,1754,531,1373,2641,4831,786,2161,11480,1391,3394,6460,2398,1829,2159,1091,1048,3434,1469,2089,1897,4009,701,1128,6540,5546,17555,636,15111,2943,3373,485,1894,2809,696,1984,2705,59259,1825,1526,19844,7778,2838,242339,2592,3970,890,6457,2241,4477,1166,1313,272,3909,1218,1377,22675,3590,2091,9479,3458,1593
152,19503,2172,20616,3415,6409,5649,1222,1669,1284,8806,5236,2217,8184,12528,26521,3328,4002,3094,414,4564,2656,8437,2980,3102,5181,8631,3327,2818,22798,3083,3695,3417,4917,573,5753,1358,2357,2795,5706,3811,2634,5705,2574,2178,10617,15549,13816,3468,24032,10295,3487,3063,3836,2710,947,3203,7193,136833,2936,3303,14231,12241,1425,269370,5940,7148,0,8978,1500,6794,2979,4081,6128,3029,1035,1449,48025,3994,5021,35934,7725,2208
153,5522,539,12559,2177,2249,4277,1490,682,611,5067,3197,1808,3780,3178,12993,2098,2145,2515,2517,1686,1090,2329,310,2205,1742,2825,1225,2616,8212,636,4095,5212,2668,2779,775,524,2099,1172,2738,2633,1604,4527,1853,822,9322,4802,6358,464,15842,4364,2199,403,466,1469,996,2823,1217,52938,2233,1918,32396,6571,3113,167902,829,1801,0,4976,2271,2758,497,1728,960,2332,1440,1684,23061,1287,2484,15002,3682,1150
154,8995,1196,9618,1883,2344,4233,1732,397,2292,3579,2792,1379,2139,2989,13308,1478,2451,2436,1035,2393,1224,3084,624,2229,945,5466,944,2066,11410,1495,4624,3879,3026,976,1272,1176,473,783,1232,1128,1907,2115,2417,1547,4550,3517,11990,681,12730,3722,4674,415,1509,1663,360,1105,1755,48508,590,1601,6073,2445,1923,217744,1644,4107,126,4331,2092,2641,2142,857,113,1468,916,792,18290,1481,2354,4499,1604,1050
155,8073,1540,15456,4259,725,4294,1720,3048,2494,4705,3794,662,3036,6401,17822,2003,2872,4138,8405,843,722,1883,457,1626,4964,6982,2403,3209,21158,2301,5044,4954,4274,1776,3864,1840,2260,2336,3978,339,3687,4934,913,1558,6600,6534,5166,1868,27283,6091,2586,2560,1251,2382,859,2159,1771,67721,1684,1420,7473,6494,3737,242141,2799,4045,6617,4760,3585,2867,3855,2116,1562,3852,1769,2863,35768,1909,3897,15599,1994,3049
156,1044,0,0,0,3648,0,0,113,0,1,237,0,1614,0,0,0,0,0,123,9468,4406,16768,7359,8033,1,0,0,0,1327,495,0,639,821,0,1,0,778,3430,0,0,1,0,0,0,0,0,373,0,1535,687,0,0,0,0,0,0,0,264,0,0,0,968,851,73426,0,33,5,0,73,0,0,0,291,0,0,0,1,35,678,0,0,0
157,4954,1651,6163,668,1333,2937,783,775,1261,3268,4967,932,2705,1888,12358,1828,1782,3053,1733,2085,1326,3977,908,1722,1898,2842,1382,1291,6428,317,2189,2693,3716,1489,1382,1461,3429,3282,2313,480,1568,2051,1467,1305,7004,6311,5094,773,11143,1416,1770,677,556,1501,1389,1176,1587,41894,2482,915,10664,4614,945,79237,2372,1620,0,4064,214,5176,1160,410,641,1190,536,757,14123,510,1636,14100,2691,1015
158,7105,1493,9588,1452,452,3056,1938,463,954,4771,1982,992,2020,3019,10762,1193,1727,1258,435,1253,984,2248,721,1356,1980,2197,844,1654,6913,1025,3862,6673,1487,893,1163,1237,763,1252,1148,759,683,2748,1154,808,4375,2884,7537,1187,7573,1633,1953,648,842,951,727,706,1164,31686,1308,1061,20278,4152,2013,144050,1834,1414,1989,2473,1304,2057,670,1201,697,1126,643,1513,13548,1524,760,3926,1332,1228
159,6384,1027,5929,2246,93,2522,889,609,796,2353,789,116,970,4241,7937,1134,1031,1087,1179,722,731,2333,426,1249,981,1553,393,1168,9629,551,2470,1932,1958,337,1064,374,1069,1715,1276,1178,877,945,783,1159,3525,3573,7393,734,8435,2301,1648,798,1016,1505,292,583,568,29547,646,1387,433,1949,1475,162516,1122,1924,802,3088,907,1686,1668,996,545,1162,616,1215,16784,581,656,3676,1386,954
160,7959,1405,18001,1271,622,5102,2003,1679,1475,7869,6892,2180,2866,6160,17323,2707,2453,2023,3930,1584,1723,3592,375,3808,4811,5661,1918,2159,16072,1279,5291,4505,3117,1130,3617,2168,4917,5095,3405,1177,2207,4556,1729,2662,8533,9755,7348,1530,27688,5366,2705,1181,2470,2924,989,2068,1056,71551,3867,1395,18710,6853,4452,201670,1992,779,354,6003,2765,4274,3576,655,1277,6533,1612,1269,27584,2527,3087,11650,1547,2655
161,7579,2210,12761,997,3716,3243,2670,418,1802,12225,3787,872,3213,4348,14199,3509,1897,3197,1106,1871,1211,2664,684,3061,4435,5971,2047,2560,12662,1587,5390,8599,4237,2275,4640,1575,1461,3979,3067,2783,3099,3232,693,2031,11852,5544,3855,1341,18371,5937,2076,1359,1848,1527,1227,2947,1521,70143,2085,1128,15721,8631,4402,140050,2409,1059,4913,5753,596,3030,1625,1597,280,1888,758,1569,34502,1248,2268,16110,1794,2272
162,11889,2677,26620,1276,403,7676,3438,2551,1626,5173,2225,725,4825,8089,12544,1950,2471,2065,31,2602,568,4132,1515,2324,1712,5857,1610,2189,8290,2174,5645,10258,5406,4086,2011,812,1622,4146,2812,4857,2599,5085,1654,5489,12042,4017,10789,700,12069,6303,2895,3176,1177,2970,529,4338,2136,76246,1787,2700,9700,5013,1738,559752,830,4719,1160,6898,1054,2132,4042,2168,1735,7469,2970,96,30057,3109,3060,22646,3531,2223
163,832,0,1,0,2,1,94,163,29,0,5,0,16,0,1,0,0,3,0,492,386,873,175,611,1123,0,0,0,240,114,0,1,0,0,1,0,37,201,145,0,124,1,0,0,1,1,769,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,20368,0,0,0,0,20,34,0,0,162,29,93,0,1,0,42,1,0,31
164,5751,786,21542,2265,3561,6793,3174,441,1782,11724,3714,1454,4993,3138,14222,1855,1978,1547,1842,2764,1256,4248,1062,2487,5840,4964,324,1640,9656,1271,4966,9699,4042,1393,1722,1469,1530,3018,2423,2348,3086,3388,697,888,9791,2709,1656,1151,9001,2505,1811,1277,573,775,972,2070,1204,34784,2051,1097,52184,7150,3302,125016,864,2800,3078,5388,2562,5986,1899,1138,710,2091,941,959,26102,1149,1847,11426,1634,2015
165,5947,1302,9414,4093,4,3792,1664,972,1167,3282,987,110,1101,3931,9951,621,1588,2333,1467,1381,675,1136,383,954,1582,3481,1186,1999,8263,1032,3132,4159,2280,1295,2851,389,1239,1615,1425,1,2277,1554,666,117,6426,1250,8647,470,10892,3171,2052,1380,644,1134,791,1847,846,47527,496,1810,39,2117,2433,122198,908,1710,2878,2665,1507,1342,2597,1633,450,2429,985,2139,28151,625,2172,6194,2060,1307
166,825,223,28,0,0,60,0,111,1,0,2,1,275,0,0,0,0,205,8,1470,533,1964,394,1542,364,0,0,0,817,171,0,0,172,0,1,42,0,658,253,0,90,69,0,6,0,0,3,0,1500,442,0,67,0,0,0,488,0,34,153,0,0,145,0,27470,0,1,0,0,81,0,0,24,0,2,0,2,0,0,212,63,0,0
167,5401,2645,15628,1300,2601,11168,2585,1050,932,3993,2520,1521,2426,1668,19086,653,2929,1694,71,1595,401,1525,547,1085,3328,11191,1490,671,7366,847,5055,6187,4014,4154,2779,366,1535,926,1015,3171,1278,2522,1480,3041,6893,4025,8276,1272,15712,4021,2045,2778,2280,585,50,919,1560,47797,1877,2253,22887,5848,613,556991,2434,2824,0,3514,732,2021,1025,595,2217,3841,3558,2205,34744,1739,893,10890,1621,1822
168,6615,711,4929,891,3529,2471,1571,884,651,2681,2075,300,301,2326,6323,842,1949,941,653,2028,1328,3652,722,2194,901,2069,388,368,4358,940,2673,591,1625,855,691,629,2067,1426,702,611,1519,2135,375,962,3800,3160,12316,940,8050,1165,1006,478,638,1902,512,800,1006,22632,537,435,14031,3068,901,253263,1475,1252,0,3145,1117,1593,449,843,137,2605,729,170,5626,1413,4,5431,1026,812
169,9441,1762,11386,2226,6262,7627,2066,859,955,12741,3116,775,3592,4858,11661,1638,3560,2820,905,3207,1937,3949,880,2399,2982,5585,2846,2021,13165,1531,3849,3671,2666,2701,6188,433,1789,3290,1156,29,1857,2956,1590,2582,10075,3554,14929,1991,23331,6283,3548,2824,2740,1172,1649,4708,2872,57012,2919,336,14703,9857,2054,258909,3877,3669,1965,7072,1021,4702,1770,1066,578,3910,2816,422,35715,1841,2829,11789,2960,3431
170,5876,940,8585,1817,2433,3068,732,878,1072,2218,5195,481,2436,1961,12031,2101,1739,1173,6076,1992,1226,2885,541,1175,3744,1905,838,2508,5937,640,4144,555,3891,376,901,1184,1396,2685,2054,1431,1253,4121,1689,700,9831,6371,10788,661,18792,3353,3267,583,1398,2137,2002,1767,1418,40303,1701,2427,7928,4355,2161,106179,1534,960,1,3607,1286,129,1094,1825,412,2652,1066,1997,16244,810,1061,5184,1670,1983
171,7905,1794,8417,1084,757,4298,1431,1013,1998,2926,4503,1899,4265,3031,11947,1632,1718,2528,2843,2171,942,2024,583,2836,2952,4572,536,3059,11118,1084,4935,4772,5761,1872,1856,1923,1660,3743,2223,1200,1851,2954,1191,1360,4013,7630,2636,1831,15608,3717,3135,2358,664,4353,539,2955,590,39680,2882,297,35962,6469,650,147712,1355,2904,296,3807,621,1139,1723,1062,3253,3814,905,791,18335,1005,3641,15191,1070,2502
172,1503,370,4262,110,1600,1796,639,273,885,2176,1223,718,1536,992,3618,1356,1159,843,538,1054,563,1556,303,1070,694,1319,217,245,4324,245,1016,1747,1000,664,345,864,855,859,388,647,605,1291,127,887,1301,2534,6669,411,3657,536,1220,86,60,298,433,651,547,12578,832,211,15155,3371,702,65948,830,849,0,2836,589,586,274,464,348,984,254,620,3645,525,1500,4945,340,479
173,2685,188,0,0,1,0,749,1235,24,0,1,20,0,0,44,0,0,19,305,586,320,762,186,563,3865,0,0,0,218,943,0,0,0,0,1,108,156,293,250,0,589,1,0,0,0,0,57,0,1,0,0,0,0,0,32,0,0,0,130,67,4,21,1,49151,0,3,0,0,8,0,0,0,234,0,123,0,0,0,371,0,0,248
174,5906,4059,12250,1659,2838,3243,342,2116,1312,7748,4702,1123,2781,3935,16097,1742,1771,1864,1117,1738,1628,2277,747,2639,2803,4507,1131,773,9426,1281,4001,3683,3006,1127,0,1698,2376,5615,2100,1192,1188,2572,1599,456,2896,6379,2040,853,11146,3364,2332,901,2067,1423,1292,694,921,32190,1999,268,19831,4719,1350,117961,1249,658,1240,5137,1879,3841,2362,1720,813,2174,450,975,23688,1543,2084,12742,849,2278
175,5213,1,0,0,7268,1,1,1,0,0,3,0,2880,0,1,503,1226,0,0,19720,10311,24464,4058,18086,3,0,0,0,3357,1085,19,3097,8967,0,2,707,1,2627,250,0,3,2,0,0,0,0,3,0,5658,0,3257,0,0,0,0,1379,0,2473,3,0,0,1475,1,111354,0,2161,1539,0,1,1,0,0,2,0,1783,0,3,0,1485,0,21,1075
176,4723,1204,9083,660,3567,5151,585,1837,1609,8873,3392,1660,3547,2995,18019,1919,3155,2228,6483,2873,1395,6354,1037,1977,3306,2506,895,1233,16603,664,2308,2873,3493,683,1772,3055,3720,10160,2280,2251,454,4254,1064,955,4294,6565,2825,1971,13014,2216,1701,851,1267,1027,1532,1498,1185,64657,1041,1187,7590,2857,2797,139456,1622,2792,4423,2945,1794,6200,1702,38,546,1049,2234,17,17297,667,4650,6870,1534,1213
177,15334,2076,13047,7911,0,7030,3962,2685,1430,7528,2808,212,3624,7912,17073,1922,1920,4475,690,2606,1019,2835,505,1625,4826,7027,1324,2822,20630,1969,5266,8004,5560,848,7672,1011,1714,838,2618,0,2372,3982,1606,1198,13367,3462,11547,1560,19719,10285,5130,2695,1138,4376,1512,4934,1695,97424,1918,3222,0,6649,1374,250184,2290,4888,7540,5315,3702,3904,3791,3434,806,2796,2102,3829,65218,1437,9567,26997,1456,2472
178,6,0,484,0,11,0,2,3,0,1,1,3,790,0,2,0,0,0,0,3756,3061,8136,1437,3789,5,0,414,0,1213,723,0,709,0,1,1,0,0,468,2,0,1,488,0,1,0,1,11,0,3067,184,0,0,1,0,0,611,0,8,1,1,1,0,1,40386,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,1,1,0
179,8537,795,11501,3268,0,4304,2935,1008,669,11601,2723,178,3608,3942,20443,1684,1019,4205,2694,1574,1495,3722,730,1885,1775,4095,1333,1481,8634,1067,3962,879,3626,607,4449,1421,937,3053,2738,1290,4389,3640,3842,1013,11130,4884,12988,537,19452,4933,2222,297,899,1691,2365,4833,1387,79585,2272,3543,311,6851,2408,260643,2369,1432,2414,4432,1871,741,1396,2219,1709,2525,1767,1415,33610,730,2963,8861,1535,1379
180,6522,888,17519,4724,371,7092,2468,1954,1845,7521,5564,0,923,5681,17501,761,1505,3185,183,2324,592,2851,280,1750,2702,6719,1255,3840,12351,2385,4299,8063,4652,2152,6992,515,1438,1579,2763,0,2646,4089,1598,171,9346,5544,9966,1343,15453,5586,4541,1934,4402,2615,997,4183,2530,99758,1046,2277,1,3880,1533,341221,3105,5180,4473,4882,1081,2807,5122,2688,1273,4701,1237,2445,40317,1597,1813,14617,4235,1231
181,2564,304,4713,1314,169,1371,727,572,374,4345,680,63,276,860,4105,471,543,1276,3487,346,367,760,149,308,1107,1015,596,1169,4304,637,1660,481,1979,160,1128,11,210,486,276,0,1215,1627,376,197,3919,1304,3636,730,5512,1782,870,503,202,541,379,735,198,21764,444,684,0,1051,1342,39814,699,772,2465,954,879,775,515,754,248,696,600,1119,11778,101,2187,5057,554,583
182,3690,562,3713,1420,1082,1838,438,639,520,3388,1491,1035,2057,3229,9083,1803,1748,2236,4324,2781,1034,3165,896,2201,2207,2651,707,1002,10124,1048,2166,2794,3137,417,1600,686,1570,3438,2623,919,1893,2069,1447,2182,4339,1757,9108,1321,12750,2502,1458,1104,18,1115,275,1660,808,39123,776,1133,1590,5663,1315,81626,1543,1581,3,2529,720,3778,2867,1387,1171,2106,706,3124,23548,149,1783,2676,468,1134
183,7624,935,9346,1167,3222,3296,1480,1542,1353,5459,3445,1681,2885,2623,9613,1790,1859,1430,639,1903,1298,3559,325,1990,1602,4700,417,1283,4935,1273,2481,3106,1318,1369,865,749,1166,1981,1386,852,2262,1800,558,1451,3445,4708,10858,1480,10336,1002,1795,863,1171,454,1421,705,1463,28171,831,2349,26884,5289,1782,244796,2577,2607,0,4518,2738,2352,1593,699,1187,1632,907,986,10892,2247,4130,17124,1565,1236
184,5937,925,9284,2789,1632,5073,2476,467,1415,7557,1472,717,4062,5274,10283,1331,2526,3687,1023,2011,1061,3124,440,2659,1568,6034,1397,2314,10918,1496,4175,6187,2128,1219,1649,661,1000,3278,2456,1684,3098,2642,623,1657,7236,3406,9892,927,14959,1724,2527,1903,1754,2069,1241,1053,2360,51594,1853,1678,11937,3797,1610,324697,2582,1423,4138,3598,2374,3452,1012,2103,548,2216,658,2917,23525,1585,1263,6919,3160,1789
185,7512,862,6900,4411,0,3633,1142,1038,630,2580,1108,301,617,2120,6361,645,790,3709,2265,815,838,1468,523,1163,654,4082,864,2259,8514,1102,2049,1398,2139,540,2655,296,596,1215,754,0,3934,2760,130,450,5363,1612,10214,141,10695,3016,2272,1077,1451,210,990,1965,921,33397,1030,518,0,442,2029,120789,1589,1834,3217,2199,961,675,1612,1242,574,793,575,1693,33177,14,4398,15144,315,389
186,9481,1253,12849,3315,1334,5304,4120,54,882,4339,1495,1431,8353,2708,7261,2539,2323,687,74,5547,5564,8483,2841,3263,6293,4103,390,1587,17535,566,2430,6832,5455,2094,4022,4099,2856,899,46,2651,1854,4841,673,1252,3042,2684,25317,1236,14446,4789,2377,3827,879,1930,929,3294,2607,66702,2359,2291,19715,10694,244,288685,144,3256,536,10292,2633,848,1576,1420,527,3755,643,1415,15463,56,3075,3808,272,768
187,4735,1882,11435,760,781,6027,2710,1085,1676,1777,2336,294,1989,4222,12249,2271,2172,2312,3415,2206,1437,3747,735,3468,2656,4726,1082,1484,9157,753,3854,3879,4127,796,3574,1310,638,5460,2117,0,3386,2804,786,3689,3790,3729,8837,940,15147,3404,2293,269,3275,755,1908,597,1069,48140,1079,1392,3395,3472,3176,90236,1256,1887,0,3333,2941,4769,3622,890,797,2486,1408,27,35051,1468,2197,10940,2048,1510
188,128,13,19,0,28,11,4,4,18,9,87,10,691,2,14,8,2,7,20,17100,5867,22748,3126,18463,25,4,1,1,5207,870,1,1665,2,2,5,2,700,30,4,1,98,26,10,5,3,8,123,2,5699,832,3,0,0,3,3,0,2,45,124,1,46,1839,6,16376,14,1,54,10,1,4,0,13,11,3,8,2,78,0,8,20,3,2
189,7007,2044,12569,1383,1340,5644,3920,3402,960,11411,4027,1345,3491,4081,16681,1629,2637,2784,2771,1430,1132,3836,377,1744,4421,2868,1035,1958,13921,1733,5604,4635,2226,779,1783,1193,3102,2132,3017,3579,3991,5640,2797,1429,9506,6909,4666,1028,12701,3387,4462,1399,721,2223,2350,2415,1690,60007,1737,1504,10979,5019,3780,133690,1331,1025,1798,3600,3113,3193,2611,2055,1899,3046,1085,1407,31190,1065,1110,6602,1001,3406
190,13934,1372,10733,3217,4808,3461,72,1379,1212,6041,2836,1242,2363,3358,11214,1289,3060,2143,667,2466,1358,3004,1529,2101,792,5544,2360,2261,6640,444,4440,636,2882,2202,1863,784,960,3882,1459,1804,1123,3806,713,890,6155,4108,20354,981,9458,2983,1282,520,700,2134,347,1253,2908,49048,1612,1173,12467,5178,3068,217653,1996,3477,0,4700,1721,1956,1139,781,1798,2371,1600,927,13511,1629,2706,12404,1597,1632
191,5146,2074,8373,386,3131,3185,1322,634,830,3883,2634,1447,1460,2327,7195,1643,2338,859,1147,1454,831,3974,1872,1637,1371,2119,819,1023,3416,787,2424,4222,1386,704,1328,1264,729,1893,802,1173,963,2030,487,1614,2786,1738,13063,399,9879,2030,830,675,35,584,433,686,1036,31828,1060,809,9837,4207,1829,85866,1312,2097,3,3767,1506,783,1412,1110,614,3376,602,1432,6870,1078,1207,2684,780,1297
192,645,92,141,1,1,104,24,272,1,1,1,0,45,2,175,0,0,0,4,2195,580,5373,555,1513,326,1,0,108,1,150,0,1,66,0,1,13,482,585,517,2,122,0,0,0,0,0,11803,55,2,0,0,111,0,0,0,0,0,6,504,1,1,0,0,810315,0,0,0,0,62,1,0,0,283,6,0,0,1,1,75,13,0,0
193,7879,1404,7937,3178,1632,4750,1355,1423,1677,6791,4178,1366,3127,4055,13660,4233,1231,3280,4311,1173,987,1526,1149,1920,4157,3745,992,1985,16506,1533,5608,2479,8314,684,3796,706,3305,3883,2942,440,3912,3268,1766,1038,7481,8044,14504,3399,16973,4772,2350,669,1098,1119,705,2782,838,48589,2298,2243,12124,5064,2438,222091,2495,4189,953,4671,3036,5289,2510,1775,2381,4656,1620,2072,27145,1341,4419,12398,1168,2803
194,10725,778,33371,3683,8735,8260,4771,3059,2741,7806,1641,509,6743,7229,32295,3469,3853,3201,1838,8773,2483,8595,1009,3419,4619,8654,1128,4986,11705,1402,5303,9355,4916,4049,9898,2414,1884,2967,3773,2670,2250,7325,3790,4032,14240,4923,18193,2661,15133,6922,6633,858,2975,4664,404,1012,4901,112236,3954,3141,56377,12015,1189,340033,5705,3470,486,11116,2184,6756,2961,1094,792,9237,1886,2834,31121,3442,10608,50697,3822,3333
195,4289,1246,12015,2087,392,3428,2320,921,1395,4322,2630,0,2135,3439,10014,1249,1955,2176,2649,1329,825,2431,759,1060,3943,2575,1640,1837,13730,899,2890,6544,3777,1066,2649,1002,662,1935,1116,261,2217,2370,548,1430,6595,5177,2411,801,15540,2841,1635,309,420,1176,2609,2748,955,37724,1294,1623,716,2846,3246,107798,1898,2380,2436,2988,2264,5074,3130,1760,1464,2223,1192,1492,33738,840,2329,13749,2510,1283
196,9453,2377,16571,3045,2745,6372,4039,1238,2191,6208,3687,2524,4083,7895,17812,5116,3851,3220,770,3013,2010,2308,590,2825,3228,5244,2061,2706,15381,1007,5744,3726,2463,736,2983,2348,6474,6714,4446,2262,1775,1635,1221,2372,9637,8842,19681,2770,20566,6881,4540,2705,2185,3510,2093,3716,2783,86858,2825,1584,25271,8917,1550,561211,3396,3615,3321,7595,1434,6688,827,1904,1980,5219,2745,1078,27995,2058,2240,14255,2603,1932
197,4259,2643,13668,2536,2139,6335,1035,1613,1909,6901,4446,2677,3670,5605,24135,2910,4223,3083,6007,1030,893,2865,828,1955,3531,7283,2153,3332,16109,1547,4769,5390,3316,2279,2939,1700,3838,4139,3105,1835,2473,5342,1385,2423,6113,9298,6686,1793,17625,5320,2776,932,2205,3303,1338,2219,2125,50705,2034,3035,16547,7905,2452,147839,2684,3603,488,7169,2558,5942,3269,1731,298,4398,639,1769,30106,1380,1749,17250,2569,2709
198,12408,2857,25291,4220,1964,8641,4191,3405,2276,13093,6594,2742,2764,4153,37140,4392,4614,3066,2959,7054,1801,6283,2586,4309,4554,8769,1728,2890,16167,831,7126,8167,3683,3761,3807,2709,2838,4360,1784,5416,4009,9753,2152,4325,7939,10957,24641,2444,35047,10185,5605,835,628,2696,3132,3978,5180,108461,2904,3761,16590,16723,3142,369186,2048,5348,1,7047,1938,496,2886,4328,1477,4970,3247,1644,31043,3153,7585,31194,3159,2372
199,657,57,1829,218,660,611,191,352,790,2206,1612,584,574,640,4346,386,675,768,1147,603,627,1865,256,633,701,1409,458,636,1871,347,2029,280,1242,171,247,346,829,711,579,264,885,1116,352,801,1690,2054,1346,297,3924,897,593,450,387,672,319,723,460,15037,692,51,1103,1268,482,6189,337,374,872,1747,630,2099,497,495,287,1263,196,294,3661,130,389,497,437,65
200,3272,786,5458,1749,1684,4194,1327,147,1086,2658,2105,858,2772,4060,9425,1303,1650,2158,3102,1855,1018,3001,554,1937,831,3267,1116,1566,7998,431,3543,3083,3082,662,1822,434,2050,3187,2637,688,2389,1897,1201,1243,4353,4616,5031,1122,10684,3630,1751,153,2177,1272,668,1264,741,34383,1752,2640,7111,4974,3350,79855,2290,1562,404,3777,2384,3209,2187,469,676,1462,1195,924,11540,965,835,10447,169,977
201,9519,588,8197,2285,1053,3215,543,622,342,4641,1726,17,693,3912,10284,760,857,2943,2632,841,860,1640,382,780,1238,3201,1073,2133,7737,1527,2601,2246,2335,323,3559,275,502,2030,1371,0,1471,2744,659,754,5316,2299,10760,774,9738,2411,2754,655,1321,805,460,1372,2011,50524,1241,1301,16,2323,2092,139233,1049,2405,1327,2445,1993,1824,2141,996,326,1962,895,1338,22404,1093,1939,7792,1398,1066
202,3551,2499,12343,1749,3852,5674,3763,2172,821,7811,2460,2581,3869,9080,20795,1473,4003,4641,456,2875,1736,4638,889,3603,2153,5185,2011,2311,12485,972,6651,7501,5294,2977,1844,1327,1440,4187,308,5197,2764,3932,1639,2740,7469,7633,11979,959,12956,5186,2828,14,915,1504,1688,3159,2538,78456,2620,1803,54446,7998,1927,155309,5674,2918,0,15465,726,3024,4576,1071,551,4406,3223,3183,19242,4983,2594,9173,5533,2914
203,7542,952,12935,2102,804,7438,2683,2215,828,5218,5342,812,3362,4602,17265,2971,2595,2738,2578,3360,994,3781,928,2159,4426,7941,1469,2015,15720,680,7144,7154,3080,1370,958,1631,1535,1627,1949,2468,1388,2712,1032,1744,6736,5016,8121,1346,17322,4181,3224,1090,166,1577,1004,2423,989,47553,2800,1769,3706,6945,2064,152443,3545,3853,4332,5036,2062,6596,3393,1319,1255,1470,1405,783,22216,1272,2804,20051,1336,2960
204,12633,1332,16432,1201,3188,6243,2387,2319,1481,2949,1847,1305,3383,3632,10804,2463,4013,1395,442,5435,978,3666,1094,3981,3537,3163,2847,652,8991,1178,3187,4287,7054,2736,314,1451,1251,1109,2946,2365,2777,2693,1414,1191,8660,4510,13948,810,21583,4524,1585,4596,3453,2538,827,3886,1697,80074,3360,888,7967,8465,288,247649,1583,3892,1386,5015,1080,3176,3577,3144,2155,3161,2409,0,19680,2476,4329,20749,873,1875
205,6436,1114,11234,3251,484,4312,1729,1213,2579,1673,3627,534,2309,5016,15506,2455,2319,3772,4670,2262,1066,3969,1047,2319,1960,5990,917,2398,13422,2321,3322,3871,5346,1466,4305,465,2647,3283,3846,460,1283,3005,1289,1758,7037,5161,3260,1152,14654,3080,2824,1285,2204,2526,1139,1955,985,51127,1110,2267,4922,4629,2577,127585,2317,2555,4029,5360,4467,1537,4377,1498,837,2263,977,3507,27092,1588,1921,8870,1356,1783
206,6180,119,8662,2354,652,3360,838,1256,915,5699,2797,107,869,3120,9785,1205,1409,3422,2475,1072,940,1698,535,1533,764,2288,1526,1478,12827,1134,3044,3823,1661,263,3228,824,921,1003,864,123,2683,1679,734,1065,7061,3374,9869,353,13002,4300,2489,497,1418,2336,958,1847,2117,46789,595,855,97,1961,2432,106438,2419,3116,3561,4602,2016,1664,648,1161,609,1178,942,2384,22697,1216,2478,8757,2984,465
