,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
107,2913,1844,1109,190,661,452,2126,2325,147,6,802,11007,846,647,3524,1443,1053,2137,12418,11,1688,897,0,1,18933,4814,3705,4454,981,3886,2889,1007,3930,1213,2408,218,725,3277,702,928,3278,69,1803,3376,582,2518,2828,1374,454,497,655,15891,3032,8202,520,3306,404,1140,1046,1617,3656,1226,13054,1380,1480,0,828,945,2241,2764,128924,2349,1085,2270,1656,84,662,2729,1710,4034,2003,570,1418,1,1,2,202,4868,219,7684,2064,2148,659,2092,4460,1234
108,5788,969,306,510,1261,0,279,237,0,52,651,10950,0,974,425,1416,264,1752,5146,239,1201,492,185,0,143,2778,1753,4051,754,1936,74,592,466,793,441,0,569,511,403,1742,1401,0,791,1465,0,521,13,378,0,414,1211,4002,1762,134,0,200,622,1326,983,4546,3766,1274,3795,1526,1106,0,901,2318,2440,5710,21271,2419,750,5937,1550,1923,711,816,1945,2652,1181,246,225,1018,457,835,0,1684,53,613,1037,208,787,244,3118,876
109,8645,4403,1387,1073,876,3063,1995,1191,3138,1682,1696,22300,2436,2680,2046,1573,563,7030,13171,1104,3177,875,3024,3067,21731,1203,956,2072,180,1070,2374,802,3697,975,5887,29659,1754,1931,1289,2753,5053,980,3467,4397,3968,4708,2268,2562,1417,372,3711,7660,2511,9349,5919,3479,1754,2440,1101,6302,12736,1907,14397,619,3248,2011,1879,2530,4265,15765,266470,3613,835,16296,2498,3058,3012,668,1836,5698,3467,2369,2958,2168,2111,568,1455,2792,2056,6307,2925,1196,1485,4891,5272,1570
110,2665,715,804,984,778,31,388,0,2,39,2061,7000,1,2473,383,1008,1332,2,3183,449,2350,9,117,0,1554,4354,4789,7899,2227,4046,2072,1,1431,800,2,282,543,1284,632,712,2291,11,166,1166,389,1614,1041,1215,0,683,1409,5887,269,1,120,274,390,0,602,6218,12550,1915,461,747,1181,36,771,2309,793,4028,162209,752,0,1542,0,437,1773,1427,527,3460,296,535,32,638,1342,2137,356,4425,1351,971,410,2029,1592,640,1590,977
111,4076,670,37,420,48,2001,309,1046,0,8,1186,13660,858,1174,929,383,402,364,3600,441,420,789,843,0,1407,4334,4082,4850,1439,2998,515,0,904,754,966,465,315,952,116,89,871,309,906,217,0,627,1002,815,252,377,1250,2034,2103,166,514,405,490,389,535,1753,4445,1222,3064,349,0,1,344,136,34,3283,262763,870,407,595,838,314,18,235,0,1443,36,1722,0,623,0,264,1,3662,761,2519,1067,1380,355,496,0,803
112,4681,659,918,1254,538,71,1591,0,2,769,350,11792,595,1683,1105,2025,651,784,4800,457,969,581,6847,0,0,2611,2266,3951,1176,2135,1585,1959,1449,410,2291,1,196,596,1187,877,1121,557,171,563,0,1138,1097,1027,1,577,1696,6569,1958,222,0,5,417,911,479,2481,2536,341,5047,627,564,0,482,1467,718,2097,143026,3339,344,5290,1069,685,793,1241,2045,1416,1866,827,1124,456,376,509,1098,1593,906,2973,946,1919,322,425,2985,1014
113,2881,2006,508,925,1068,1971,384,607,811,708,2108,10852,689,3662,0,1382,2204,2142,7127,748,2531,1292,30,157,5792,1735,2732,2704,928,2264,2316,619,2472,100,269,1785,1194,1397,1083,257,5373,1205,1579,1889,2307,2111,707,4388,495,2158,3845,1147,3331,1746,269,579,277,715,681,8238,9407,759,15364,1484,3834,734,440,332,828,2613,60644,3084,126,4357,0,512,1692,91,460,883,0,477,7,351,377,2278,0,3189,854,3617,365,968,1822,1547,1362,2107
114,8429,2661,1239,659,383,1904,483,266,8402,1317,2751,6128,1704,933,1549,4,0,3249,5884,117,1737,185,265,2,10287,5814,1525,5655,696,4036,3259,253,5643,6,3817,13030,3565,1289,763,854,8914,695,3014,1717,178,557,2074,1028,1036,1352,1248,4417,2059,14874,3647,1057,1338,806,355,5192,12114,4174,14823,335,750,683,1303,514,6813,2799,141948,3238,127,3594,109,0,1123,1461,102,188,1635,1021,1335,1029,1184,1,559,1659,2554,1708,852,731,3128,1394,1684,14
115,8083,2850,681,1628,1267,1258,2246,394,1367,1323,1285,15084,1573,1532,1225,757,1109,1177,3802,956,2797,1047,2890,396,5495,1838,412,2036,438,1207,1480,2681,3158,1459,3086,7222,909,1357,1160,1292,1723,366,2234,1874,382,2369,813,1730,1511,778,2142,4351,3213,5178,3041,808,351,345,398,3122,5792,1510,10470,673,2396,1554,754,1045,2749,9771,268784,3328,1421,10148,1553,782,3196,840,2559,4411,3912,1688,1091,1221,1042,904,1697,1718,1189,5804,1573,1592,619,1087,3048,1455
116,5158,3154,1745,959,939,1014,4321,841,0,1631,2117,10711,1210,3622,1,2277,2824,639,14296,845,3695,1317,95,1,5944,2878,1997,1888,398,2953,4472,4426,3529,426,1931,61,2366,2200,2915,1585,8660,3770,2191,2962,1447,1343,776,3029,249,2215,4835,552,3156,859,1841,438,1516,2194,1152,13850,19224,2113,13298,1473,1492,119,3213,290,932,6662,231397,5225,288,9210,0,3540,2816,81,333,2543,973,974,1880,1972,3320,4941,774,3658,2467,5869,3721,343,191,1559,1613,1730
117,4535,1174,0,221,15,79,480,505,851,1022,323,4485,788,620,416,241,0,1164,2251,0,247,81,390,526,2754,1728,945,2652,242,1887,209,377,1662,284,606,9414,347,815,97,60,1013,563,1090,883,781,808,827,1567,674,160,217,3091,804,4656,467,1181,316,6,1503,1247,1201,372,4439,259,488,1368,337,230,416,3183,58007,215,115,3647,366,13,584,247,456,878,1115,1296,440,92,208,194,0,478,4,1058,983,314,234,510,609,0
118,7370,3084,2038,326,2338,239,3235,4599,1,3368,1523,52316,3519,6445,8234,2418,1682,3324,11480,4510,3452,5671,3327,4966,19192,10602,11361,10993,4234,7960,2824,2063,1831,2088,2470,4719,2491,4120,664,1346,5822,2688,2655,2559,2915,1444,4412,4110,4947,2811,6749,12118,7257,11893,4139,3807,1,1496,1405,5945,16727,3273,4944,3086,3493,0,4663,5034,2060,14464,155423,7741,1274,9762,5294,2158,5548,2300,2497,6896,3469,1332,60,524,2,654,2524,13347,4688,11715,1981,3548,4204,2348,9248,5540
119,13158,1194,164,1,1256,60,697,2320,0,1082,968,11831,1601,1531,1224,629,342,1188,2881,382,1595,1911,2283,89,2404,2717,2227,3924,1157,2231,511,1137,716,1605,987,791,1125,2664,133,2127,2548,2821,1325,1268,3149,967,704,1225,657,432,2030,5620,1382,7808,753,2309,455,375,3,6432,9834,2240,4770,458,888,1,0,426,1674,5328,105886,1203,1485,8538,32,594,1858,293,6,1704,2655,782,2085,654,1485,605,1019,1764,2526,2820,2795,1586,1948,434,3627,1435
120,8844,818,597,593,843,6118,230,588,2549,322,1310,10109,1047,717,5323,1116,302,1970,4448,0,1644,215,945,0,6773,2763,1544,7087,1713,2109,587,893,1926,833,2462,7719,639,1337,372,319,2976,678,761,1307,1566,996,1362,1596,970,443,1949,7969,2120,13671,270,209,518,452,538,2668,11702,1474,11012,295,3994,53,545,2528,843,6282,112196,9549,757,6091,2710,890,813,932,993,3364,1882,754,1435,359,880,4,1156,1474,719,1595,1046,317,1197,700,2454,1484
121,11698,2182,448,32,307,2577,140,10,4263,992,1637,1903,1303,261,294,603,0,1570,2956,414,0,0,290,0,2919,2424,1720,8806,1293,2134,1308,256,1798,0,1317,8554,709,1671,0,1011,664,980,797,955,189,481,216,166,1217,197,1369,3274,820,2814,2043,1639,811,521,552,2308,4288,1364,7068,144,3273,319,1162,295,1831,2778,87747,1357,2,3348,1472,576,160,64,0,884,1454,768,86,2074,2718,619,0,1677,1044,234,3321,0,204,518,1267,1398
122,10670,4317,2460,1031,1745,1599,1832,1336,3385,2499,2520,28502,906,3353,1387,1260,1410,2114,7434,1415,4995,515,4840,1231,3836,1746,1289,4336,1661,2433,1837,2158,4670,1850,4332,8196,320,2085,1569,3532,6085,1156,903,5761,5098,2430,3477,5355,718,1636,4268,17042,3488,9024,1370,1484,884,3182,1274,7717,18522,2939,14652,1009,2476,330,1601,3005,3343,18862,220166,5419,4694,17616,3544,3181,5283,1114,2142,8373,2051,2601,2752,540,354,325,849,2081,299,4164,1543,2154,1605,1518,1489,3581
123,3826,2378,594,542,653,1527,476,99,2251,580,2376,4683,1564,1527,0,576,416,1668,4518,765,1952,969,66,218,6173,1462,887,1983,343,1004,228,624,1025,0,3026,8046,463,1034,859,2022,6070,3400,357,1944,76,467,1019,926,1108,1395,2476,460,1174,3126,1373,497,6,533,352,7247,10898,2673,5556,628,913,907,847,333,3002,4336,120761,366,668,10781,297,776,2865,316,1331,2542,0,1025,512,213,368,1769,105,838,541,2103,779,390,667,697,1060,736
124,5269,2117,676,1302,2038,898,1420,1877,1201,1951,1088,10376,1667,1250,2289,1430,1100,1090,8265,957,1661,1602,130,1301,17734,3529,2915,2231,1391,3460,1250,3037,1083,1014,3330,9124,1340,1878,495,1344,2127,977,1568,2637,3918,2884,1633,3076,1867,550,647,7523,2792,15254,2766,3284,1904,985,447,1763,2634,557,11534,723,1310,598,1876,556,1819,4675,221382,4633,1733,2939,923,1024,1330,2469,1907,2952,3339,943,4234,978,1,779,1738,4108,1010,4648,1175,1223,827,1237,4132,1894
125,13504,3520,1319,2420,1404,1402,5114,3710,1279,3608,717,28890,333,3343,5713,5329,875,4346,13706,1160,4428,2137,455,1,17804,4860,2020,5622,1248,4711,5930,4258,8350,2927,5509,12910,813,5817,1249,7460,4473,2400,1320,7728,10043,2981,2328,272,590,1215,3503,23445,2777,25806,3347,2154,2908,3758,848,9968,18513,4164,15741,965,3441,1,2179,2190,3058,23164,669784,3582,1852,25936,6381,3659,6544,2836,3170,8436,3514,2658,1023,1149,3310,179,823,3958,1618,4596,3234,2733,1260,1709,6435,2137
126,3322,685,580,1128,1426,14,187,132,0,2,538,12710,0,762,24,330,258,1397,3918,643,1648,916,2990,0,561,1824,1390,4208,984,1975,1071,717,687,411,3092,0,236,903,3,865,955,267,412,2566,0,241,378,1170,73,51,1149,3275,889,139,97,65,207,5,677,2802,4405,482,5415,718,1204,0,346,892,1307,3292,24816,4208,709,4578,1035,1241,2722,182,1972,1318,1506,1177,606,410,257,1,575,657,582,1800,779,283,875,511,192,1186
127,3786,1717,155,350,0,2432,311,124,1441,334,796,3260,344,1136,0,573,727,2000,1073,226,1290,349,675,1493,3173,1350,1505,3240,390,1701,628,1034,184,0,557,5461,394,400,457,1038,1172,168,578,614,758,468,363,1195,1251,325,1398,834,540,2086,2138,1208,228,361,1195,2034,3527,696,2624,310,233,1052,197,57,252,1709,57348,2227,391,1299,1,1046,1618,0,235,225,367,520,0,62,573,192,266,251,559,1600,0,540,396,236,0,54
128,3331,795,460,565,235,274,1596,1086,375,460,131,6194,452,1249,1,1013,497,1029,3739,204,1409,562,3394,95,3954,3790,2856,4277,1398,2529,697,1742,252,90,1579,1247,214,1213,1856,350,673,2,82,1238,670,2532,786,1107,545,0,1036,4963,1278,5627,0,99,316,349,836,2225,3262,852,5003,129,349,601,585,154,2077,4102,105632,1137,918,4282,0,2031,1572,837,1167,1659,411,1034,2482,644,375,980,809,1440,5,4610,506,1834,0,220,1097,1231
129,4324,1005,617,571,324,1721,1358,546,1013,1073,731,6518,346,989,682,1060,1232,568,3450,591,930,586,2872,346,5162,843,392,1341,532,825,1502,637,774,456,1314,8944,248,749,260,843,2215,508,755,1241,1003,1206,678,1142,304,196,1581,3811,2036,8497,438,1408,163,1306,184,1234,2197,1308,7480,330,659,718,957,584,1008,5645,96888,1144,704,4952,541,1649,2201,1934,1546,1755,1963,1133,674,528,737,352,329,697,310,1811,602,290,499,669,2846,359
130,3995,1981,804,545,191,448,2227,380,390,466,122,12328,400,424,5221,1,854,1593,4758,332,764,1000,4665,7046,9573,4403,3228,6064,603,3698,1316,952,1398,456,2237,11049,414,682,1102,338,721,120,956,1410,6560,1050,1449,4046,1158,188,1060,2326,984,4114,3863,752,1396,1,393,1079,4392,582,8976,475,1907,1647,470,1046,486,4506,154442,3286,111,4274,1321,1759,948,1699,386,1076,2154,674,2035,1284,237,230,1398,2568,0,4850,2610,654,1210,552,1752,736
131,6401,2126,406,141,133,2236,1378,381,1800,1828,964,8041,2218,227,1476,535,896,1478,4011,21,414,588,453,2256,5054,2482,1935,2793,826,2837,694,2040,1221,66,3947,11190,393,1503,766,1006,2552,312,1615,2005,1777,2083,2756,1284,519,130,551,1337,1185,8234,1092,2322,1162,1962,356,597,1530,282,5979,477,505,3078,1158,628,1991,2188,134032,1205,1349,4816,354,938,730,619,921,1960,1507,1403,524,17,1488,0,783,1235,429,1613,1110,381,751,484,1674,725
132,2400,1346,973,0,3497,161,620,951,0,2,1991,22490,0,1596,2235,910,714,1007,7007,1925,719,2067,5156,0,998,3183,3296,4805,2516,4165,1835,1575,893,643,1482,4,477,1172,946,699,1605,4074,1912,1174,0,387,1103,1104,323,1005,590,3925,2260,417,1,160,1,1435,456,3128,2343,1543,5656,1128,1663,0,448,648,2692,7078,17520,3810,307,3201,1592,613,1,2677,2206,4205,1700,374,1833,1825,374,789,135,3423,427,4665,799,1,524,731,1669,1548
133,6151,2302,260,2910,2005,3055,3204,818,2026,0,4623,16359,2063,4794,0,2184,3046,1716,7768,925,3009,2013,3885,6054,22799,3298,2223,4065,1053,2668,2068,1940,1393,2088,2671,22399,2126,1731,3658,735,6933,4408,1350,2796,1498,3574,2193,1933,1737,1506,4225,4250,2530,5051,6302,2626,1938,156,961,8870,11423,1513,11174,1968,7220,1313,1181,1030,1159,7121,270816,3778,2135,10157,352,4268,3055,1550,3044,4193,995,616,1418,788,871,3653,1107,2662,1631,7127,400,3043,2656,1410,2757,1898
134,6160,2691,1866,107,322,142,161,389,715,1,918,6215,1153,639,363,241,336,3904,1593,757,1004,331,957,0,6236,4659,1100,4190,589,3500,1842,0,1992,366,1792,7490,1723,125,1165,1337,3402,1027,447,1860,1207,0,867,1921,1098,647,1105,3945,1435,7623,710,866,367,0,2270,4906,4590,731,5575,353,2320,203,0,812,1512,2071,73198,347,564,2331,384,4134,632,0,123,620,336,834,45,252,0,286,479,250,26,3155,526,272,1787,904,1205,294
135,2260,1735,322,1050,139,1397,402,450,492,0,740,3415,294,457,449,1579,210,296,1797,629,730,117,1624,0,5093,1734,1098,1301,779,1056,876,280,336,831,1074,8673,137,863,625,1633,2959,425,119,1478,214,1015,246,0,407,292,339,3240,591,850,870,246,0,724,355,2776,1534,307,2747,382,863,244,893,449,398,5479,73950,601,1081,3251,243,897,556,331,593,995,131,693,181,0,326,0,295,737,228,991,71,115,1547,453,450,387
136,8564,2766,447,1254,2083,4079,3087,2785,1219,932,1064,23030,3335,1193,2249,576,1336,944,11656,1118,3184,1063,839,0,14286,3526,1311,3998,347,2578,972,1595,4300,1763,1975,5102,985,2685,1481,849,2191,1153,1904,3568,6291,1988,4303,1124,3878,637,570,9811,3993,9928,2503,1712,1233,2041,1951,3023,9545,618,8924,1194,2783,128,1534,2838,657,8814,198779,2111,681,5955,2700,1119,3112,1577,1439,5006,5460,1740,2831,614,619,2,467,4789,2580,6187,690,1514,4090,1415,3616,1022
137,7840,1599,1858,2996,1512,1272,2313,845,1320,2612,4036,7558,1036,1621,0,2717,1523,1018,4839,629,2266,525,2263,3,4867,2387,2006,3752,1104,1450,889,2303,4028,24,3467,6473,1301,408,2173,2530,9076,4425,1457,2899,1548,1109,1224,1684,685,2506,3696,5809,881,1819,1275,2290,304,489,1165,12777,31839,3093,9963,1233,1319,656,2472,415,261,6722,122177,6025,1269,17738,650,3556,3069,465,3639,1804,1074,1228,1485,725,2493,1886,371,874,1228,4615,1280,399,2785,942,2993,1151
138,10395,5590,1100,2520,0,3986,1644,1223,2816,2469,2563,9986,6897,1434,1849,2651,509,2362,9095,275,3690,62,1988,2717,12323,5186,2229,6580,2167,3177,2688,1023,3051,775,736,39959,528,1665,1971,655,5330,1224,2004,5606,642,720,2474,1374,3366,2366,1837,5694,3823,4042,3734,1954,2421,1415,284,6981,16628,1256,8667,189,2747,2242,713,149,910,11633,197205,1183,1319,4505,201,7858,1619,271,769,10833,510,654,904,3327,4789,417,2549,1303,1469,1750,1903,1361,2090,1906,2460,1015
139,14539,6754,256,465,10,2444,540,392,210,521,1441,8482,935,1413,1,609,346,1306,5475,837,564,0,483,543,993,1946,1167,3114,1504,1373,1871,655,1718,282,4322,4761,725,560,28,1194,1717,272,2257,1102,273,1383,779,304,479,544,2745,3828,500,966,573,1290,1973,868,529,1622,2734,832,12373,213,1168,4959,0,2052,791,3211,105521,2661,1694,9823,434,1118,107,71,178,4318,2792,2028,757,570,1877,448,562,963,251,5730,2682,1261,586,818,764,1841
140,6967,1478,1427,189,2034,2404,2443,2183,1447,1300,470,14878,311,2833,1670,1181,135,2936,8715,154,2016,1103,3882,6816,17125,3814,1610,5934,1235,2683,1096,2020,1538,0,3175,9376,475,1297,1022,1684,1692,406,792,2474,0,941,535,1890,671,1559,2547,6709,2617,10579,1555,1763,502,1986,2137,2767,12168,2038,8714,720,2684,1030,519,2541,3610,15499,120348,2233,351,9127,1733,2938,4100,2694,3300,3427,1294,1518,2459,1535,890,257,916,695,921,3236,883,908,2005,1021,7720,2105
141,3856,1349,3122,1442,1639,815,3416,977,254,2198,949,14108,5153,414,727,1556,675,1643,7405,1360,2331,1201,4558,3955,6579,4647,4537,4393,1652,5252,2279,4689,2862,1457,3415,11740,471,893,1334,1997,676,683,1223,3831,0,580,788,1103,411,567,1398,5189,1794,7553,574,1370,416,1272,1515,878,6740,1090,12243,580,861,104,1047,433,476,9932,150703,1690,793,5009,1760,2612,1879,835,1363,1859,747,1709,3566,926,135,626,1410,3131,1935,9163,820,1207,1462,524,7783,1139
142,4555,2471,2147,1004,3243,606,1372,501,0,1081,2080,16465,109,3089,0,986,671,1663,8736,1024,1659,1797,1428,380,1750,2847,832,2890,872,1111,2036,2967,2608,472,4739,54,1106,916,680,3571,3062,1300,988,3301,1143,1395,1190,763,40,849,3755,6794,2285,260,159,265,455,1001,2634,6376,19391,2554,18079,515,1702,0,1703,917,3282,10650,75985,5785,1496,17549,1387,3318,1875,524,2445,1610,334,1752,1568,140,1274,447,1463,866,1419,5116,879,1067,2125,981,4853,2970
143,28073,4261,1993,2796,6802,2798,2954,1816,1,527,1863,61388,3723,5157,2031,5480,3139,884,10271,3332,4764,3260,8089,2988,31316,1958,1434,3803,466,2139,6063,6604,8328,4577,9678,4126,2044,3077,2566,2629,10426,3812,3615,2642,4314,6647,2135,1208,3570,697,921,23857,4099,23784,13079,1287,2506,2188,1848,3822,4263,4283,31616,1945,4793,3,3079,2993,119,4360,168192,7615,1006,7855,5080,241,7667,1830,2121,11048,9075,3344,5668,2337,2214,1355,7020,4282,4700,19849,1406,5190,1493,5060,13029,3337
144,20238,6773,1167,145,737,1891,800,1627,11568,1763,1311,13340,1870,859,1991,501,557,2424,7555,980,1432,1695,21,7059,18669,3710,1423,4370,1014,2220,2991,812,2411,860,2666,30926,4513,1936,1422,1596,4117,3129,2730,3047,112,3250,3510,1829,3191,2486,1714,5777,2760,10387,8497,2903,1907,2205,1804,8399,13215,1383,17026,1761,6399,2361,1766,1318,3570,10450,192396,443,1166,6541,4779,1261,1577,714,569,5388,986,2309,896,2061,1837,0,2901,2536,1494,3319,1872,562,1834,2998,4006,1447
145,9469,1541,1406,1646,2090,14203,3593,1260,7584,1621,3064,9847,2333,4293,1710,6417,1864,3258,10870,748,928,700,7166,1032,4859,5524,4093,5026,742,2911,3257,3988,3461,1859,2618,6079,1443,3074,3771,1205,5149,608,1278,3448,0,709,2398,3255,4846,4114,3815,10453,1882,11401,5016,2547,914,840,2485,9285,16985,2592,13527,795,1395,1573,2436,2591,0,8084,333091,2323,1735,9003,1523,4581,5565,4805,3994,3382,1956,2300,4548,396,355,1185,1483,2324,394,9235,2369,2427,2115,1862,1160,5225
146,10710,3441,1485,0,1000,0,2454,1758,325,1213,1709,25000,2225,2155,5150,1784,565,2867,17416,1275,1421,1868,395,1881,5253,2930,3260,4353,1612,2648,3304,1495,3389,3169,2828,4344,724,1458,372,859,4112,464,1889,2107,8542,2217,3191,757,586,467,823,9363,2486,9813,1148,995,336,1053,1888,5695,5889,1696,9646,2134,3267,0,929,2185,2535,7274,225196,2240,1085,4835,3637,1209,2452,3299,3357,8179,5953,1070,5291,792,338,1365,1004,6127,2442,3663,1821,1972,2410,1108,3445,1462
147,130,120,45,73,16,0,81,82,131,46,136,680,325,96,251,151,21,53,162,5,19,42,54,0,165,329,435,457,44,365,93,19,150,49,329,321,61,99,13,44,60,0,95,96,250,177,64,13,68,18,30,466,206,649,48,63,0,46,23,154,267,32,498,25,20,0,53,57,50,490,10524,124,260,306,32,109,48,81,129,148,93,135,129,23,44,0,2,113,0,263,123,78,48,76,73,18
148,6190,2161,1891,2211,839,2866,2543,3656,592,946,711,26424,1672,2709,3132,1758,2603,3515,16692,1293,2454,1161,14075,0,6093,2242,2130,4241,336,1912,3197,1506,3204,1686,3570,3037,825,1821,4364,904,2441,924,1811,4002,9862,1876,1690,648,1198,327,1337,15251,3090,14098,1343,1528,924,1475,1793,3322,8832,574,11995,1184,1523,15,2630,1074,69,13110,232472,1932,813,7951,1757,5169,3692,1890,2284,8197,5513,1924,5202,1221,773,347,2446,2908,1230,4343,2248,1647,2253,2531,2684,2221
149,4609,1130,1891,1244,2548,0,929,429,1,1785,2280,16505,0,977,1086,1054,914,1014,8972,576,1794,1250,4448,2,1379,4150,3179,4927,970,4413,4712,667,4438,1296,1540,2305,488,1094,710,515,4455,1160,540,2694,4464,1275,1185,989,391,1610,798,9480,4232,5491,877,530,690,1726,365,4101,5061,950,6942,343,479,0,1094,697,49,5879,109968,1914,655,4983,771,1447,167,2028,2700,2740,1283,249,4512,513,358,646,356,1888,875,1319,6,1455,614,601,2498,730
150,351,407,37,243,1059,478,95,184,798,327,536,3656,106,1494,189,319,7,446,1412,638,234,894,270,0,253,2612,2093,2781,439,2183,276,0,269,351,349,220,313,992,90,10,1,578,961,517,0,162,349,1185,0,192,284,2836,671,185,2,299,2,0,0,2393,2548,402,7084,209,411,0,422,88,0,427,10782,570,163,661,989,455,488,39,424,732,185,56,12,0,1,219,539,1845,0,1561,0,859,457,372,328,57
151,8146,1168,634,1393,1028,780,1485,287,977,328,2639,13532,1738,1280,785,183,620,1069,3157,934,1888,119,3968,1,6660,3062,1527,4648,940,2322,3056,1481,3714,220,4217,5410,1635,784,1332,907,912,153,1191,2981,361,2410,1317,1178,959,1624,621,2700,1551,8189,1335,1541,112,1457,19,2223,4163,1715,4955,756,419,2052,303,339,2496,7952,154834,2357,1580,6971,2575,1132,699,1253,858,537,3213,526,1230,320,646,439,859,890,1151,3708,596,661,153,910,748,986
152,4601,720,354,38,1825,234,1482,0,598,754,384,7150,694,625,1586,797,257,357,2889,377,447,458,1612,8,3086,1911,1806,2588,1349,2032,1206,1258,1421,366,1683,3215,464,1862,121,232,278,26,56,1175,0,861,308,55,435,294,813,2053,1708,2450,661,571,1014,935,226,1254,1232,1282,4491,258,516,0,63,546,14,3906,43458,1368,1880,3988,426,8,408,2104,876,1059,1572,808,535,334,258,0,581,742,993,1265,283,793,709,344,608,241
153,10153,5256,4758,2823,2703,1061,3138,4095,4355,2367,2321,44525,4628,4152,11574,1413,1733,3902,6655,1678,3442,4599,1766,0,20618,5855,5754,6022,1009,5802,2548,5126,3659,1413,3768,2810,3728,7899,1673,2096,12817,6044,2860,3949,2035,1682,2787,2524,4623,571,1830,34553,7720,25075,4743,2775,2505,5271,3629,4325,8533,5350,16557,1358,5698,1,4435,2545,2061,32622,308926,5591,1297,23240,2860,7158,2598,2020,1529,10353,3996,1345,8065,2247,1157,1440,1339,9988,2514,7946,2170,2403,2436,2566,8397,1391
154,4845,1788,737,1274,124,884,1185,315,3427,551,1622,4858,878,1223,45,1202,275,3483,6244,362,1546,326,136,1420,7618,1984,1001,2000,1214,1189,1750,466,2126,1028,1797,22705,4076,1359,647,1937,2791,2133,1279,1396,1336,2078,263,1261,1490,1029,345,3292,1271,5534,2669,1207,2042,466,1368,6367,7423,1009,10976,79,4827,1823,1353,591,538,4378,134747,1034,1726,3680,450,819,520,468,531,1511,993,1316,151,1099,1619,728,247,1359,571,2664,2283,695,1009,894,1633,426
155,1737,750,916,6,1140,274,177,128,750,383,579,4680,499,319,1592,597,373,590,1885,508,6,775,1319,0,1,1179,1001,2650,404,2958,317,467,1250,490,1146,4073,309,182,551,762,88,529,472,702,2380,350,1601,219,465,0,911,4399,965,3983,334,170,195,576,735,2221,5500,406,3700,497,1013,245,395,513,1081,5182,54941,2360,504,3695,1215,961,1496,438,1406,2248,2486,575,592,553,579,49,1541,457,604,1030,597,603,603,254,2688,713
156,13714,1344,318,2334,288,873,1328,1525,3562,3924,1735,12843,3100,1713,3160,1540,608,7305,11465,1476,1045,425,4879,5146,8294,4051,2255,5038,610,1888,2370,584,1586,2153,5747,7945,277,2219,1610,1973,2164,174,536,4364,117,1991,1850,1253,1044,422,1400,6551,612,8447,5773,1110,1549,2139,577,8270,13553,622,11791,589,3834,1910,1340,1947,2104,8296,159018,1944,797,15065,866,2252,2744,12,1120,4703,2652,1101,2411,2739,2302,0,2076,988,1044,4030,1321,0,421,641,156,1680
157,7924,565,614,551,206,0,180,346,2237,129,2082,2846,804,701,405,759,311,1171,5657,1556,555,117,51,1171,5979,2864,901,2373,361,1551,1244,0,841,769,614,15846,1468,480,598,1086,4315,2731,1439,1745,1097,265,1237,810,1064,321,546,9991,623,2011,652,1039,546,833,259,2640,5147,706,7753,348,1568,459,1122,1224,688,4488,74644,2886,1059,5896,572,292,784,653,235,617,739,320,147,8,1800,749,163,649,193,548,1263,775,655,758,2813,558
158,2855,584,0,1674,1675,36,478,81,359,1312,438,8206,301,144,0,0,0,2,4004,367,948,233,1268,0,599,912,918,2708,767,1119,651,1139,781,663,2102,1132,362,132,12,857,1433,467,260,378,484,366,647,1195,208,0,198,3953,539,735,130,373,49,1682,0,2832,7371,308,5473,310,522,4,427,174,512,4004,15307,956,748,5857,1629,0,103,312,824,2214,1212,297,662,4,318,1028,736,706,25,1172,0,240,956,332,3377,1192
159,2297,590,260,721,630,1723,1137,277,1098,842,507,6567,693,968,16,796,907,380,1992,585,1221,755,1586,1533,2755,505,338,669,78,765,1311,1483,597,413,1825,8826,723,582,1223,894,800,720,1168,1619,479,1173,571,607,963,299,1487,2818,1899,2653,1036,730,64,758,315,1112,3270,734,7765,338,1413,893,860,271,1060,3870,109557,1088,784,4545,489,1465,983,1339,835,1378,1237,890,1025,551,548,1141,314,858,710,2507,767,811,615,590,1079,291
160,4956,2754,1306,1338,2120,1798,1237,1719,1,1607,608,29098,1279,1126,8160,738,264,1896,6150,2083,2337,2062,6278,666,7508,6015,6919,9922,2318,6827,1997,2648,1360,1355,7271,4860,1250,2923,732,852,4733,506,1236,1680,6239,6149,3876,1787,745,287,2909,11505,3972,3603,820,1407,1745,1408,1791,5823,6814,1822,14713,736,342,35,1764,2617,3076,15445,121548,4408,858,9031,834,841,2402,1478,3589,5052,2620,869,1922,1,685,214,2414,5265,562,2954,2891,2783,1866,1540,7573,0
