,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
52,2257,1095,1092,901,1200,129,1390,45,0,472,2620,7928,564,2527,0,2639,1126,317,11658,1977,2151,527,784,0,1083,4738,3920,4056,1012,4860,2788,722,806,1206,1577,1,805,889,3403,1693,6063,3504,432,3895,0,666,1024,2114,1,1602,2362,2201,1197,0,0,277,571,1,1492,6431,7267,1889,9731,1216,1155,1,1064,485,1348,4276,43293,8169,650,8171,461,769,4135,211,44,2554,95,541,2198,445,1009,305,1022,2214,453,6454,0,1285,1060,1467,2128,2970
53,1113,872,645,199,699,302,65,327,9,465,395,5194,370,1050,205,524,0,225,2382,221,781,199,1043,0,458,1845,1252,2777,1190,1302,1117,132,493,701,615,1,151,314,76,486,347,688,145,1269,570,205,66,250,0,0,462,1974,746,240,187,131,0,197,160,385,1386,496,5425,225,437,1,402,333,509,2062,50733,2297,286,769,498,114,10,240,924,530,1503,468,369,349,397,0,557,1437,1,1831,512,868,134,326,1346,313
54,1096,912,1070,0,984,132,1061,1945,816,0,889,7686,366,851,2419,649,459,380,7414,571,1379,1665,0,1475,3714,3165,3327,6311,588,3974,2797,0,1882,479,77,2029,732,1169,746,523,2659,3338,957,1433,433,359,968,1331,935,1341,367,5740,2067,472,788,103,26,0,432,2199,6113,740,2163,1145,2748,0,1546,1160,34,1657,115659,942,93,2317,508,70,1427,1426,556,2944,408,462,488,0,1,1122,490,4004,897,3131,645,519,1067,483,518,461
55,4496,5866,533,2102,251,4912,2115,291,3070,941,2068,9911,1575,1423,0,1394,1539,777,5115,266,1616,581,725,4628,7997,1186,1017,2295,458,825,1910,2737,774,242,1769,13996,1205,1019,4713,2317,3894,1108,712,4609,1424,2291,1533,364,1685,1046,3022,486,1012,12111,6078,1812,1706,787,216,4792,9899,1421,12156,785,2544,1971,1301,256,961,6483,172621,15,2484,10347,500,4803,2155,832,1029,2158,256,2260,1046,2707,2143,1323,134,609,830,3616,2650,823,1518,975,653,973
56,3566,2623,1957,279,554,0,865,291,0,12,3060,4938,387,3523,755,551,1237,834,10838,647,3393,1942,763,662,2715,3161,2549,2503,606,3664,2391,2322,2254,667,1177,168,1547,2040,406,1044,4531,3534,2035,1221,1572,1783,1162,3114,1,1617,831,2034,1682,167,182,55,625,712,860,9866,7374,2720,7439,1568,1073,371,1055,121,0,2358,56375,890,519,814,697,572,1660,410,177,1518,809,405,546,351,2182,5460,0,4383,676,3282,759,410,0,1004,1451,526
57,41540,9995,1802,2577,4,6153,5843,11408,11206,4762,4892,25547,22788,2022,6128,2718,1651,8983,26849,970,5645,3615,1306,5774,59907,9286,4090,10208,1275,6836,7719,708,3546,1203,6939,69501,1732,2002,6423,6578,5848,7547,2931,7231,585,6498,5345,2261,9278,1331,746,23608,6345,45117,11360,14865,4373,1033,8152,6187,14988,2655,14724,2196,23256,17825,3149,1320,6626,37870,547304,5308,4814,40625,3937,12617,6590,5403,3453,8050,2059,5462,1388,4321,3413,123,1427,8835,5517,8506,5322,2651,4506,3783,6404,327
58,11534,5531,218,604,283,3873,341,34,3781,4,825,3363,1282,379,0,909,344,1311,1265,0,1331,0,1182,3452,2360,1325,814,1565,721,1073,417,368,1063,211,1409,13910,456,821,15,718,657,518,679,936,629,537,1580,694,827,536,1804,2987,297,2382,2417,372,1492,2185,796,1554,2746,687,5054,432,1558,815,309,482,28,2382,45964,1521,41,3744,168,1526,610,372,308,1440,851,568,559,600,994,314,548,359,716,1868,0,425,1062,153,844,687
59,769,351,68,4,1934,1,0,1,0,425,114,77,179,5,0,0,822,0,0,166,170,386,523,603,0,1205,1010,1560,186,814,185,0,0,290,0,98,358,185,287,136,61,1,270,258,56,167,0,111,300,44,0,29,925,125,232,29,79,263,7,0,0,45,3123,181,1778,0,0,0,431,762,11979,21,0,84,222,0,0,0,0,617,235,201,0,103,0,2,80,85,0,0,202,0,1210,173,501,0
60,1043,397,68,458,5,86,366,476,424,297,431,1036,170,251,360,444,0,263,1007,194,47,72,29,62,1679,637,765,791,224,570,391,199,198,177,576,474,133,263,190,251,632,88,283,432,178,922,389,187,137,200,15,1356,388,540,640,246,283,216,166,392,794,135,1564,130,1039,601,133,92,432,1464,36807,582,776,1058,15,922,10,114,397,475,445,102,187,480,211,0,65,504,196,484,407,175,190,98,265,114
61,1713,600,1164,716,1,32,546,828,665,380,455,6789,227,1770,1111,124,2,877,5675,633,0,1134,1312,610,4496,4640,5125,10363,1024,5396,1903,373,742,1274,849,995,1561,1775,1226,1,815,5,1606,1049,215,2917,1747,778,222,1296,277,8298,3848,504,824,351,2,0,790,4590,4764,407,4232,1235,721,1002,34,574,351,826,150476,3101,93,314,0,84,0,632,511,1221,556,414,573,680,0,776,0,3124,2,3859,367,33,258,1331,1914,457
62,4183,1757,1007,357,0,605,1088,251,0,918,2171,12588,902,632,3627,915,258,2602,5433,263,1036,240,276,75,2839,709,825,2683,127,937,3069,1674,1051,891,1436,3141,754,1530,158,1437,2294,428,499,1744,1794,409,885,1541,524,1025,1146,6427,1874,2448,803,1058,990,1209,448,6109,10040,2500,4607,687,1322,46,976,1740,556,7746,62213,1551,806,8439,1130,2314,1192,1200,1457,1985,1855,1042,270,290,565,235,611,1470,1109,2307,1415,638,1947,493,2086,676
63,1052,1238,840,1317,2205,909,602,791,0,1152,2770,13931,648,3139,0,459,1170,2346,2917,1907,2971,1267,473,613,3321,1301,2882,3748,1638,2396,1251,817,1338,952,1645,424,1220,1867,2589,2461,2304,434,1902,2273,808,999,1245,702,243,1901,3034,13,1901,267,456,366,580,241,460,14617,17597,4408,12517,583,1841,2,1108,1873,717,13379,38750,3000,1165,9054,372,958,2376,162,1544,1243,278,1765,72,36,364,1152,1210,1265,1360,1126,821,221,535,453,1404,1673
64,10014,1630,1166,359,2776,1859,940,638,30,1359,3198,18650,1169,1160,0,1900,940,2149,12028,913,1512,913,1814,1855,7282,2879,1790,3878,559,2461,2133,2357,2602,1040,5803,10222,1782,3109,2130,3947,6406,3747,654,5767,1396,1753,1394,1395,213,1038,2904,9701,3610,3428,547,1803,71,1953,942,10976,19459,2830,14038,849,864,3,1150,2034,5630,9061,212437,2675,1129,15844,712,2318,2786,419,2927,4065,1357,2122,1417,1696,437,2465,1280,1248,605,5648,765,2153,930,1123,3960,2990
65,12068,2713,378,755,895,2339,1458,841,2398,2436,468,9491,983,1797,97,1547,336,3295,7023,1038,1857,428,1304,5215,6074,1853,1259,5233,1920,3608,1676,1209,520,276,3593,15480,830,1301,475,425,1429,6,654,1555,1326,374,1833,3330,1571,5,1757,5190,567,6782,1522,1097,336,1461,1009,3670,7912,1535,6619,889,419,250,362,1477,0,5530,58564,622,1227,8859,2286,422,2720,253,209,2073,417,688,1310,716,501,664,1243,1353,192,3315,713,359,2025,743,4754,547
66,5509,1688,857,415,459,219,122,630,125,570,148,6471,105,425,546,0,0,2181,2538,385,886,354,710,1491,2419,2429,1123,3016,434,1350,994,1051,1670,652,596,5839,573,661,162,605,43,296,333,1448,607,719,707,1324,281,58,1274,3667,965,3258,210,663,1190,21,416,1064,4776,224,6804,397,1102,295,128,604,813,2389,82650,862,857,4769,531,99,1338,397,410,848,442,904,292,821,351,462,688,955,855,992,733,31,553,813,811,697
67,2802,1441,1208,52,1842,1963,647,356,316,658,753,14485,0,845,305,887,1075,2263,3786,514,1832,1454,1842,840,1205,2452,1381,2758,1626,1360,784,227,2494,748,3241,4044,81,1031,394,1260,3694,15,123,1743,1928,242,825,322,326,328,1454,3584,1230,5219,590,869,1186,1241,1252,3693,8739,3235,9793,516,161,18,624,1257,174,8125,79277,863,1043,4459,47,562,1407,516,698,1033,847,495,1036,475,835,1296,1084,730,746,4654,602,1114,507,528,586,1152
68,10899,4761,1472,3022,2315,1755,1647,2279,1199,2852,7136,11125,3114,5698,0,489,2916,2818,14908,568,2744,2311,103,1808,2381,2771,1708,4740,786,2729,3925,1159,2255,369,4270,6937,3975,3063,1476,4000,14874,6498,2138,7070,1821,1936,2490,2447,907,2952,6533,866,4124,5339,2727,1205,216,1282,1006,16075,33429,6788,23639,3582,2721,1045,3398,135,2110,8465,165072,1944,2117,7843,1124,1261,2997,184,842,2182,444,775,860,926,4301,5711,830,2336,2097,7393,1669,1119,2349,1344,2741,3426
69,7306,3141,1541,707,7065,1704,831,568,514,1588,2989,9919,1493,3204,1391,648,1875,794,6991,1004,3098,2668,1237,964,2336,1007,838,1381,389,733,2281,1760,1799,580,1071,1826,1587,1685,1518,1123,4041,1087,2166,2391,70,1668,1346,2127,822,2271,4377,4479,5092,631,526,606,292,799,819,5683,13361,2276,4979,2139,1632,375,1356,137,1787,6319,41293,5527,715,7329,524,1389,1709,348,1735,4417,864,1184,718,725,1358,3561,936,3955,1593,6503,318,1034,1378,1264,2357,1179
70,5469,658,344,990,6409,0,932,1611,0,749,981,21703,860,2834,5403,727,975,504,10588,1484,1847,2280,4995,0,347,2601,2282,4540,822,3793,2233,2226,2639,2178,1776,17,1210,1063,398,1776,2698,667,844,1927,0,1401,1622,2203,0,1046,820,11599,2101,322,0,85,283,912,1538,7427,3429,1553,8968,704,2064,0,914,1518,905,3275,115293,3344,764,2365,2705,1728,3053,5053,1541,1254,2646,1259,3188,539,147,919,2446,3781,1279,5662,1000,598,641,1026,4762,1144
71,3996,1658,610,363,1043,843,1541,531,436,1170,646,10406,1908,2113,1674,2015,921,1704,2714,350,714,662,6140,1468,11128,6286,3328,6479,1496,3844,330,3323,3299,639,4225,7094,1767,1455,224,836,1274,695,2204,2886,11669,2236,6061,2519,778,310,2144,3980,1851,11914,219,1740,413,1048,529,3732,6236,1661,4476,743,723,285,640,653,2836,3041,142162,1926,1446,9365,1404,1052,225,1369,1536,604,843,900,666,833,1074,287,1023,2404,561,5355,439,327,136,919,3929,414
72,1858,406,1272,0,242,0,179,1072,0,0,741,15154,1,2965,1553,3289,1097,0,9163,902,453,898,618,3,350,3526,2946,4629,468,4111,1825,1375,637,1297,648,4,1116,259,252,514,742,366,492,868,48,1886,109,2188,2,317,1296,10452,2685,4,0,7,1004,120,1514,2797,5092,632,3895,545,1994,1,1002,258,1368,3289,27483,4612,183,2412,0,24,2137,421,998,1943,936,683,269,695,847,917,807,4194,0,3934,0,1844,702,716,1764,1231
73,553,77,1,220,76,100,261,167,67,216,326,1262,389,143,162,306,241,0,653,265,59,221,140,0,160,722,1243,1319,265,1173,262,116,217,15,312,525,178,40,77,96,696,159,192,327,198,432,170,178,175,30,46,1725,236,289,197,31,119,292,101,743,1171,136,1790,62,381,66,200,154,0,1082,14598,736,292,1124,0,252,9,168,765,316,1224,181,320,2,131,2,4,443,206,896,177,476,0,138,122,21
74,1966,2303,1258,38,4047,950,1240,552,0,466,2743,13032,891,3778,950,460,885,161,8596,2503,1453,715,4545,0,2298,3490,3545,5503,590,3389,2548,1038,1677,391,933,1,441,1528,1534,41,4128,2930,947,1201,0,2357,529,741,379,393,3336,6387,2712,434,1,411,0,650,1172,2475,5605,3635,6670,671,566,0,1220,565,1509,3871,31786,4427,455,3145,1789,0,2299,1449,254,2751,3164,529,479,445,1,688,1534,3190,2565,6728,806,1510,862,1139,1995,1803
75,2896,5290,1,0,517,914,1231,427,1299,3332,3046,8545,3761,2956,790,1907,1596,1101,7718,1066,1217,217,0,4230,16103,5374,3500,6089,1353,3657,3060,0,672,1279,2692,20780,1658,710,1666,175,2493,1236,3549,2853,121,1775,1391,1181,3053,498,1387,10502,1579,3772,4595,156,548,867,473,5752,5550,2467,1758,1403,556,3857,35,935,229,5353,148142,1111,1003,313,382,625,1187,41,1567,2564,708,998,180,576,295,28,1861,2618,954,5149,0,1292,2702,1023,888,2755
76,935,655,576,90,0,648,227,154,1024,745,1684,4545,499,1924,0,1076,1106,557,6324,1791,958,534,1,222,1606,3149,2572,3433,1357,2369,2093,1,782,147,331,1365,321,385,1657,134,861,1235,679,865,262,420,415,1875,740,1738,842,3430,1473,585,940,156,798,2171,302,4104,4374,1781,4267,835,2020,0,814,251,0,1421,84974,1766,153,772,0,911,754,29,0,1621,384,133,1,269,258,4874,0,1464,593,2591,145,308,1314,388,0,154
77,10198,3388,890,1142,483,3062,2649,507,583,1537,1809,17200,1024,1489,1642,1815,1291,1265,8568,912,1069,946,3065,6240,8843,1192,596,1507,844,556,3429,4751,2195,329,4553,27539,1122,1072,997,2470,3176,1218,1362,2981,1058,2092,907,2784,2525,532,2555,9984,1752,10742,3870,1873,1065,766,641,5497,8809,2581,7391,1457,1731,661,1145,1747,3017,11203,184364,4237,2629,11828,2169,2685,2121,1759,2598,5796,2566,1791,2399,794,1157,1375,1750,2580,877,5218,1737,1905,2366,1751,4194,2087
78,1070,865,0,563,0,391,188,0,865,215,286,1508,291,391,0,593,169,248,900,158,576,24,1196,222,444,2035,1706,2716,221,1649,718,130,0,5,10,1664,317,89,247,230,678,1,192,480,202,514,779,412,657,0,98,1511,638,804,443,84,12,126,832,530,582,177,2584,236,241,195,0,72,1,933,36406,181,708,830,153,1144,154,133,0,130,346,117,89,250,210,1,110,69,109,350,156,323,318,112,0,85
79,885,1196,72,0,1996,388,36,1723,2,417,1802,10632,151,2189,1502,870,142,581,8956,1426,921,1146,209,0,7922,4516,2801,5386,444,3224,2496,1524,423,597,1461,920,964,1446,0,0,1189,529,1411,1894,754,2428,1663,1993,0,438,547,8385,2805,1775,256,495,1216,1102,372,1727,2587,1163,13517,575,3579,124,847,432,1437,3061,97252,2413,2277,653,1403,25,173,1251,379,1328,466,294,558,0,375,450,587,5585,1,3676,2888,142,1166,996,669,996
80,1721,1810,1414,23,0,33,16,357,1,1,3599,13556,519,750,1394,257,1,512,8155,1184,1001,2355,399,0,1396,4671,4291,6553,331,5554,2717,0,1753,500,66,3,410,992,22,448,3346,2107,928,876,5,1662,1049,575,500,1426,297,16699,3648,604,0,778,4,0,1095,4175,5120,2137,6,226,1149,1,491,666,806,3841,17743,1062,120,722,455,3,1886,357,650,1898,523,53,0,586,379,574,0,5235,488,615,334,1449,2961,619,707,1260
81,5775,2395,1059,1685,951,2644,1581,499,2993,556,2292,5663,1426,980,123,287,767,2498,5223,236,1493,459,40,35,7178,1826,1108,4103,771,1804,3536,230,1977,292,1546,12245,13977,1323,681,486,2446,2523,1457,1012,233,3247,1051,1323,267,4047,1788,5948,1941,4448,2872,2118,1908,1776,891,5717,6011,2338,16109,378,6341,2251,1160,849,679,6125,233278,4025,1360,4758,668,1469,391,816,118,1022,647,940,202,593,837,147,0,1138,158,4312,482,622,1026,1005,378,826
82,3554,1880,1254,0,10,1151,201,126,1373,1065,1131,1162,89,725,420,804,666,938,1606,225,756,198,12,605,375,2209,1593,4692,1309,3269,1094,0,0,0,645,9747,582,554,385,1138,1335,408,156,1642,113,360,285,1091,530,1000,316,2369,235,2415,608,490,596,0,227,2101,3257,2015,4914,1,182,27,0,219,1118,2760,89580,4230,825,283,3,308,482,1,3,2139,770,458,284,37,54,37,1155,411,121,1294,0,1273,901,153,1179,785
83,5193,5482,1754,853,1904,330,3215,2180,10742,1531,917,29375,2948,2817,4297,2502,870,1683,9934,2474,4913,2796,172,2531,23800,4390,4095,4236,1587,4416,3625,2299,3189,1845,2215,17434,1934,3789,1686,2204,2532,12,1897,4229,2984,3016,3747,1728,1598,1296,981,15661,4137,5552,6455,2761,3031,1116,2603,8348,10264,2371,22017,1162,6690,2747,4307,5898,2814,28308,176525,1694,1204,6306,1806,3429,4667,4018,3060,6597,3881,1621,269,1030,3714,557,2493,7145,2014,4643,1925,828,3607,2359,5006,1243
84,10665,2136,1446,3491,1428,3365,3889,4284,942,7,3477,30843,7226,2128,5154,3141,1368,3593,10229,2934,7780,1490,7023,1449,28286,6533,3905,7545,1566,5968,667,3134,4964,1259,2131,11122,1539,3055,1864,1242,10374,7133,3586,4516,16841,2967,3534,3226,2178,1775,371,25781,6506,31374,4418,950,1783,2520,2655,5443,7892,3161,20932,1588,7676,433,508,928,2274,9863,440598,3641,1345,10085,2330,2844,7639,1706,233,2875,7378,453,5848,499,1468,2260,720,7016,2034,13028,3271,3065,2116,5471,6930,4978
85,7838,2210,1159,134,2011,3705,733,753,649,1495,1906,8433,358,1761,2,1222,1409,1219,2350,1493,1148,201,1690,3528,6405,2133,1504,2603,1140,1870,1360,2048,3030,470,1589,21557,756,1037,1768,532,2470,1069,1067,2991,609,1484,1414,1664,570,372,2974,3327,835,4223,2806,1029,206,1098,449,5651,9257,864,13544,1076,2913,1804,612,627,1085,7183,87215,953,1285,7548,228,1726,2404,1173,984,3070,1026,974,1465,401,0,2290,800,754,283,3474,765,1296,1297,470,2928,752
86,19982,12427,5002,4709,2515,4636,3855,1159,1233,2556,8673,24522,3569,9784,0,6477,7231,6550,18501,2242,7584,2456,6516,2277,11360,4305,2134,7886,1875,4580,5577,12521,8363,566,5605,5175,4607,4436,9662,8091,14638,7236,4078,14513,2232,5819,6094,5351,1364,9044,14491,4241,7518,1683,2540,5597,3060,1407,5008,42849,64135,9791,22806,5885,5930,5289,2360,1656,5291,26635,422563,10347,2278,39027,870,7347,10529,1459,5408,11163,4074,2118,1926,2977,4386,13133,581,5086,6878,16900,5563,5914,9723,3040,6484,7984
87,2802,676,1082,1702,1060,0,83,836,0,40,1423,5538,162,1886,0,139,1,199,4586,738,819,825,58,0,766,2831,1269,3028,890,2371,403,483,1207,677,933,357,808,1809,739,1357,1684,644,14,2469,231,180,940,18,279,1271,1334,1481,1629,0,97,400,442,393,0,4989,5969,2170,6241,235,2180,0,3172,0,837,4591,38711,1649,171,5909,1,799,863,224,322,1410,267,438,656,890,1007,4052,0,1463,271,5335,760,596,244,485,1444,1583
88,8819,3287,800,2598,3332,984,2768,1515,654,1577,5898,19481,907,2553,3632,1628,1262,1243,11289,2430,2570,1646,289,0,9483,2068,2108,2749,503,2215,4185,2201,3599,1694,1903,1073,2404,1846,348,1975,7340,3967,2964,4630,2313,2313,2806,1405,609,1658,633,17601,4854,10927,1854,1542,502,555,2996,3536,3906,1882,9425,1043,4063,51,2603,1762,2368,10397,178624,2696,879,12445,2181,3903,2414,5550,5741,3693,3526,1925,4444,1033,1595,305,1175,6657,1222,2336,1954,1515,1264,1713,3242,1992
89,3836,3338,1676,1,3,7826,1235,885,4157,1066,1348,8764,9968,1828,663,3462,2314,2577,10074,848,1585,47,3099,17200,14415,7324,5003,11256,350,4882,4826,0,1602,508,4382,24508,790,1817,1369,2306,3293,978,2452,2982,1055,6453,3177,1104,5006,164,3124,9042,12,20459,13084,2958,1476,442,1348,1816,5246,497,14072,351,2987,12311,1094,1573,6097,2076,311893,3380,911,4617,2719,2835,1687,1526,1577,4392,3082,572,3877,1270,2631,0,464,2888,513,8297,923,3022,5629,1940,3257,1648
90,2890,1642,704,796,34,3973,398,1249,1187,411,357,8219,1061,1550,350,1134,1179,1887,4798,710,1496,818,1666,1955,4429,1843,1183,2470,605,1906,503,392,2632,1359,1385,11037,734,960,962,1032,1429,9,1076,1534,377,406,863,2171,795,119,2027,6705,838,3362,313,1396,626,32,377,1133,7086,756,9208,1004,900,946,115,969,1220,3950,92221,1516,1725,6849,1608,1098,1238,985,396,1931,350,788,1260,126,21,977,847,764,508,3112,786,1125,319,1363,875,1848
91,261,183,245,41,53,20,268,99,153,181,276,108,117,181,0,642,161,199,595,122,67,3,296,0,489,534,530,864,131,441,1123,52,386,65,161,220,50,207,207,236,254,136,161,252,480,223,396,176,121,46,100,810,178,131,21,65,117,1,172,908,1275,58,1320,110,69,0,4,29,576,123,21483,94,158,346,47,155,48,0,135,568,89,304,8,253,173,131,112,91,175,448,40,300,200,106,227,83
92,1097,1713,288,984,2716,0,128,671,57,1507,2830,7106,347,363,848,729,0,316,2828,742,930,866,1,1613,2506,2956,2824,4305,601,2720,2673,581,1380,0,241,1689,996,202,0,157,5013,782,960,947,0,1038,453,235,1438,645,385,5646,1664,3309,1971,319,700,5,0,1266,1263,1629,4617,913,1665,68,1638,721,494,2588,63946,2529,549,4809,370,492,0,1108,220,322,236,88,28,469,2,405,572,4073,291,2082,0,2,106,588,472,546
93,4610,1055,1821,468,297,586,200,2105,1075,1094,1924,18462,633,1963,3867,1957,680,1620,12747,980,2372,1887,162,530,10824,1318,1581,2519,605,1548,1827,1021,2698,955,1293,1884,942,2182,1,691,6150,826,2372,2201,4713,2397,2224,2779,855,1202,1639,11175,2656,3962,937,899,741,1629,310,5322,5010,2552,3756,1208,2676,4,873,1749,823,4388,50487,2135,688,2468,1509,446,1617,1388,1410,3682,1507,966,247,39,1629,209,1181,4612,1455,3989,1750,2548,1234,1721,4998,1961
94,4010,2627,1410,12,2,1004,771,2005,497,2,3258,9585,172,1338,2147,319,1352,1779,13236,1231,1142,1451,469,0,1908,5111,2568,4724,558,3035,2861,0,1063,867,708,3495,555,3861,5,321,2315,1583,1164,2575,4095,1857,3245,1363,792,1586,1260,7200,1550,6264,893,1012,425,1136,1379,6799,5185,3072,2954,551,2810,1,2698,1712,468,3155,65597,1723,587,2413,472,166,2308,1899,811,2776,983,208,35,436,794,0,656,2706,614,2506,1174,527,1946,1000,1642,1000
95,7144,2848,3389,989,1300,1046,726,296,203,765,1851,14350,370,1983,0,1069,820,1170,5505,403,1759,507,435,1656,3324,1981,1001,2046,473,1574,2400,2791,3298,328,1707,644,722,1553,739,2251,5338,1465,789,2222,1373,1637,952,654,251,876,3103,3567,3239,92,212,167,316,245,792,5355,12409,1804,10735,980,900,0,1417,414,3492,5207,44455,5632,1938,14108,516,2411,3142,848,1890,1652,1479,1333,1075,1055,1753,1461,1923,1003,826,3575,1077,1466,711,976,3042,654
96,4478,2808,510,759,238,1615,183,380,580,446,706,7459,7,1376,0,1244,1264,3054,2538,412,1215,613,843,2454,3242,1695,1734,3832,1024,3519,1165,968,991,356,2079,5837,412,670,468,2182,1828,2,135,1585,445,428,1264,1877,2,615,618,1938,437,520,732,954,1170,1892,682,3792,7487,105,6256,382,950,28,249,417,0,4062,79172,781,1432,9918,0,1809,1720,212,911,550,487,1297,952,1397,967,1699,67,244,738,2176,621,1074,1413,799,984,1678
97,6041,2464,1109,652,4561,4578,2056,1801,148,969,2696,21153,1535,3847,0,3186,1311,1077,12354,651,3460,1705,2613,31,11715,4246,2474,3601,482,2382,2891,3201,3181,1428,1910,2853,899,4491,1201,994,4834,1735,3095,2911,921,2906,975,2870,776,1573,3469,7651,3922,4869,377,1463,650,1469,1353,7109,12148,2537,27478,1716,2300,613,1270,994,1767,4667,95087,5883,1650,10233,1067,2540,5956,1198,1578,3599,1345,1101,759,1103,436,4698,827,5013,1612,10175,1987,2475,2949,1769,4660,2975
98,5098,817,0,465,516,266,1218,270,391,875,513,5959,387,1579,675,302,15,742,4255,436,2092,429,357,1,7099,2658,3634,4665,1274,4158,3414,1533,598,926,1297,2950,686,842,571,760,592,96,2653,1477,0,1892,1242,3694,310,494,721,6115,501,880,749,419,11,334,1028,1392,1644,187,1345,474,1517,0,2198,279,0,7119,54743,687,489,5270,147,1708,1938,203,0,1783,791,1981,488,162,902,0,0,1722,1036,1469,0,445,1286,341,1730,168
99,3673,1356,0,714,0,3076,630,133,72,1796,997,7430,1065,708,0,137,694,4112,1851,754,918,167,612,276,3046,2724,1695,4168,1554,1718,860,1070,1154,0,1656,6434,649,107,301,1237,1883,898,2322,2182,1196,1690,914,958,800,179,1552,2410,653,2987,923,576,658,1967,257,3796,7141,1231,6379,1125,948,868,841,249,6,4315,75467,1343,1007,3225,337,1449,1018,3,657,1881,303,1456,1143,2256,496,780,839,543,2671,1515,213,835,1228,886,2682,937
100,12572,3531,116,133,2519,433,1830,1,12,827,1189,7657,432,2935,8,439,192,534,9204,109,5101,954,96,1665,13,2566,1933,6070,1562,2083,2006,1218,2766,520,651,87,1567,765,814,1838,14020,4239,2037,4548,262,1495,829,1801,383,963,2519,1259,4600,141,6,50,150,1464,956,5494,17812,2670,9618,798,909,0,963,23,650,4175,34660,6731,882,12054,446,1249,2780,133,1072,3783,23,1017,6,1180,370,4975,627,1560,1608,1962,1515,113,1954,597,4252,1203
101,1923,642,158,417,276,436,715,200,731,557,366,2831,337,464,1185,442,435,167,2122,450,624,761,298,1086,2257,475,384,309,123,299,990,794,660,554,644,4591,315,528,94,542,334,255,397,722,438,1127,308,483,382,185,932,2239,923,1232,682,467,172,200,64,705,1309,233,4424,381,956,709,291,415,684,2805,76932,729,685,2080,196,19,207,1491,630,1909,1279,466,322,423,156,303,400,1323,279,1249,618,178,505,441,856,278
102,11112,4050,163,0,0,4946,493,406,1630,1616,657,15992,5447,1041,2160,676,440,3392,5366,475,3578,1543,2188,7115,7282,4092,2625,3994,1688,3810,841,1602,1200,452,3559,21041,686,1456,2,1146,740,714,1397,2839,5318,2382,1626,614,1311,135,1958,1906,2394,8285,3530,2036,1969,967,1068,5172,6939,603,6669,1626,1330,1977,1028,3201,1561,4396,133124,2256,59,8508,2246,1700,964,5,395,1582,2945,1767,1062,1774,401,569,1314,1436,1541,3279,6,1149,2422,2244,2348,2281
103,8479,3819,1425,1850,6007,2268,8052,1691,1512,1182,2430,48508,3927,5407,0,2497,2663,1367,11362,1294,4180,2746,6051,450,17474,4578,2934,6568,1021,3384,2739,6808,4650,1784,6405,410,2209,5944,13092,1595,9702,2717,2950,4448,2718,4119,3668,4396,2125,2445,4171,17270,6149,12002,3382,1716,1838,3201,4564,8009,16249,1335,21819,1559,2878,1,2762,531,6806,5037,445599,5819,2619,14144,3002,4980,5948,3356,7151,7441,2909,1001,9677,2752,1026,4487,2054,6124,1822,21151,2524,2687,1096,1774,12644,1914
104,10928,2979,1748,574,543,1057,598,1436,2211,12,534,10967,1458,1954,1088,450,1295,4964,7415,27,1713,1526,29,221,11502,1759,1338,4638,953,2158,530,741,1741,1927,2735,16734,1492,1771,28,1807,1456,26,1810,1387,270,1240,1035,2671,1842,392,1900,4377,1860,4887,1077,908,1553,1034,1509,3902,6387,1087,8402,641,2005,1874,782,2168,975,8736,102915,0,578,2183,594,172,1450,28,1123,3264,1087,387,613,2038,915,342,715,1663,96,3324,1488,36,2533,1567,963,1407
105,8985,3043,0,4000,1203,819,5349,3441,9754,1535,2007,22399,1942,2348,4990,4786,120,7343,8680,1503,640,2127,14765,992,12834,8613,4052,9232,3260,9263,5514,2020,2146,134,4079,18505,3413,3052,1347,2839,2516,3204,3738,5202,1734,4640,4619,2988,1904,306,4219,7328,3945,12583,6952,4164,731,1705,1577,11537,21097,3348,7153,2156,4620,4553,3722,4877,5522,21421,553652,4343,2154,14984,1384,5373,4487,4801,4140,3538,2575,2488,1123,1152,1345,0,1775,3347,5558,5060,1439,2408,3732,2564,2676,1871
106,10171,3666,750,1146,140,941,850,942,1006,1461,2167,21332,1072,951,1995,2322,1495,3841,9337,454,2217,1458,1772,694,3317,1708,1518,2858,725,1739,2971,1388,3759,588,4388,10060,1514,3359,440,1614,2985,1500,1690,2655,8192,1366,1012,3205,1002,511,1960,7274,1638,10718,888,1151,689,1810,945,5440,10003,2152,14658,834,1384,2,1582,1196,1009,10962,171269,2085,1542,13463,4225,1198,4511,1173,1118,2876,1945,1464,1224,1540,914,105,492,2008,992,3507,2287,864,876,2162,4427,1711
