,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
63,637,7293,828,1933,3270,9191,0,740,687,550,202,586,0,3338,3950,0,4558,1075,39,6260,0,0,1314,1320,2369,881,1551,2495,0,0,31,7689,1286,629,2199,223,599,1352,625,748,1,1795,1506,927,0,1713,1,1239,0,0,43828,2271,242,0,521,398,0,1898,1149,1454,1284,311556,1168,623,1165,948,761,0,2,3303,534,147,847,509
64,0,665,421,269,4242,8593,0,544,1030,368,136,593,0,230,913,0,5056,5689,130,3566,0,1,2600,785,3109,327,2223,547,0,0,0,587,564,427,1434,511,860,666,789,524,2,0,306,316,0,146,3,421,0,0,13,1351,358,1,0,836,0,598,477,167,464,61233,766,44,5920,598,0,0,1066,3823,1,0,2657,0
65,611,1199,296,403,5351,7746,0,2003,1162,1354,122,133,0,467,2809,0,3114,895,283,3324,0,1,464,527,1111,180,473,136,0,0,1,365,1185,1500,2232,260,586,583,2321,1163,2,74,196,1464,0,98,0,673,0,0,14526,2022,1587,30,977,489,0,2322,906,748,993,64479,473,51,3723,1625,101,0,222,1815,17,73,1209,89
66,2793,780,1186,1391,9676,8281,0,9845,1077,2547,538,657,0,2295,3904,0,9192,3584,730,3288,0,0,5055,1047,7088,394,3111,780,0,0,6,308,1919,6472,7264,0,3985,2876,12448,1084,0,381,763,9004,1,471,499,2193,1,0,46401,11216,4709,11,3773,3427,2,7681,2156,2701,3920,239717,3705,666,7623,7205,1566,0,3,4841,0,586,4419,0
67,1667,414,285,572,4790,15645,0,2446,808,1731,0,654,0,1460,2764,0,21730,3393,423,15390,0,0,3045,1493,5469,1378,2804,597,0,0,0,288,1676,3686,2279,129,2167,1835,1960,1027,1,826,634,1539,0,2144,0,1046,0,0,15558,4730,1080,300,2134,1346,0,3719,1459,2580,1150,86824,186,1256,5000,2325,0,0,178,3019,3,261,2792,0
68,1404,2151,231,564,9044,17388,0,724,1897,1186,199,309,0,1893,4071,0,7207,3542,223,4032,0,0,635,737,1331,0,514,100,0,0,85,205,1102,528,2946,356,1006,706,1593,1553,1,762,665,261,0,1114,103,1131,0,0,44,1942,1934,180,585,1244,0,1713,2021,1015,1499,86150,138,375,3552,1248,77,0,98,2557,23,84,2507,0
69,3209,1920,865,4274,19866,56903,0,4439,1983,3358,1573,2120,0,2975,10857,0,36595,15004,452,16583,0,20,2822,1341,3760,1644,1509,1178,0,0,276,1701,4552,3678,5572,1026,3770,5091,4096,5496,0,2313,2082,2463,0,5222,23,4019,0,0,12897,8569,4932,0,6547,4322,0,5617,8883,2962,4332,256262,1898,615,11779,6807,0,0,2,11195,91,246,8607,0
70,2489,1423,223,791,8199,24320,0,4057,952,5715,1123,843,0,3302,8038,0,25099,5232,0,13692,0,1,2853,1901,2926,1275,2900,2686,0,0,1,1233,3390,2221,2851,471,1768,557,5672,3179,0,558,1756,6573,0,1664,0,1340,0,3,24848,4209,6502,1,3664,3261,0,4857,2427,2232,482,118904,714,1263,3197,2742,1048,0,1,3956,78,213,1905,349
71,0,7288,0,1834,8815,34629,2184,7689,5159,2013,582,1,0,3604,5872,0,12863,23109,0,10085,0,0,17023,4297,17800,7214,11663,1753,0,0,1,2511,3102,152,24108,947,4893,4564,298,3540,1,40,0,0,0,4306,1,1257,0,0,9,0,16293,0,43,4068,0,4068,3558,3169,4908,282447,474,484,17863,3179,0,0,3242,11904,2,0,2549,0
72,26,1383,2,99,3313,22338,0,210,2434,20,720,428,0,13,1994,0,11768,11303,0,9883,0,0,9988,2190,21030,296,8603,8,0,0,0,3066,810,1,2823,163,2394,2629,395,2,2,141,544,0,1,1351,0,0,0,0,5,0,2835,0,1207,61,0,2640,852,0,1813,344044,798,684,8532,2303,2,0,0,3347,1,0,6068,0
73,267,1087,0,958,2028,11372,0,265,318,679,1720,167,0,461,1662,0,5258,2533,192,2450,0,1,3348,856,3800,1061,1911,1,0,0,2,242,443,288,1602,0,158,304,834,552,1,564,353,0,0,698,0,55,3,1,5,415,349,0,203,791,0,927,534,491,403,85419,325,2,7009,1762,0,0,1,2078,0,2,1284,0
74,520,778,2,290,2535,4381,0,621,22,191,6,248,0,0,730,0,913,317,0,1433,0,1,2726,1928,5264,837,2031,2,0,0,0,327,629,420,802,37,13,0,174,337,2,238,82,304,0,161,39,560,0,0,0,78,571,147,0,718,0,667,16,552,210,41615,61,25,2739,488,19,0,79,994,1,0,278,0
75,0,10,0,505,1995,4569,0,97,732,1,0,404,0,310,221,0,1630,4754,206,2213,0,0,2217,2143,3965,507,2052,2,0,0,0,1012,385,0,643,0,186,1196,0,621,1,7,1,28,0,433,0,0,3,2,4,0,3045,2,374,0,0,7,42,0,149,13153,0,2,221,87,0,1,2671,899,36,0,82,0
76,1678,1819,551,1258,10678,29785,0,1905,2452,2823,417,704,0,3015,4704,0,13117,7248,1,10609,0,0,1795,716,1865,535,1562,865,0,0,825,587,3231,2539,6619,504,2691,1486,4960,1799,5,454,1440,1847,3,1633,61,1476,1,1,20804,5281,4430,135,2375,2154,0,3520,2344,2973,2129,174897,1073,1124,12855,4223,585,0,1567,11774,5,101,2427,1
77,1371,703,907,1293,7687,12116,58,1014,754,206,54,454,0,883,3535,0,4588,1540,452,7774,1,207,1300,787,1326,415,616,906,0,37,214,784,1692,678,2001,98,884,2054,261,1956,68,664,392,212,51,731,116,1176,0,0,5,1547,1779,42,156,461,0,442,2364,314,863,11543,261,397,2941,810,0,0,0,2042,17,66,2661,0
78,6,1403,1606,403,13,2754,0,1587,1030,193,204,2,0,121,2466,0,2,3130,0,520,0,65,1397,434,2985,552,1247,5254,0,0,3227,464,316,9,1023,903,870,1919,471,567,76,1336,84,0,0,734,831,384,0,0,5414,5218,1941,0,1810,921,0,1593,27,413,431,864345,10,332,2147,1755,0,0,396,924,499,3,239,0
79,2089,2,1,1218,7193,21964,0,2005,2929,1898,0,1260,0,2,2274,0,4764,16542,0,9505,0,0,17435,4514,26237,2845,14039,626,0,0,1,3896,3819,607,12926,1514,1732,8423,1,4214,0,1053,0,0,0,1593,1,127,0,1,26,128,15727,0,602,1608,0,1,30,55,1890,530719,280,32,27548,1802,0,0,2,10939,127,0,3815,0
80,2108,1040,200,756,7770,24795,1,2124,417,2141,213,375,0,2276,4573,0,11269,5185,345,5261,0,0,930,662,1462,303,741,480,0,0,1,558,2090,2616,3107,437,1783,1007,3545,792,64,408,422,1048,1,1396,0,750,1,1,17182,4257,2686,0,1842,2091,370,3200,2185,2048,2045,112158,877,1071,6477,3092,225,1,754,6426,48,105,2804,0
81,6861,6636,806,4148,31686,41951,0,4911,6166,438,975,1164,0,2342,28560,0,17323,5071,0,25264,0,0,4304,3399,14271,4531,5194,2880,0,0,1,1599,11140,941,17975,0,2065,2062,3851,8335,1,2237,942,1220,0,1876,0,7780,0,0,1659,4763,8074,94,4960,4107,0,2536,6549,2273,4196,325357,1310,707,8971,8020,632,0,3,12959,128,0,6283,0
82,1823,1105,747,2396,15783,26498,0,4901,694,3032,1158,766,0,3249,4785,0,21140,4114,232,11070,0,267,1962,895,3545,1578,2299,3,0,0,1,1152,2309,3910,3472,1058,5508,882,2834,3703,0,2027,987,1903,0,2027,1,2115,0,0,14452,6929,988,107,1707,3880,0,3011,2516,3338,2017,15616,1336,1953,3618,5081,652,0,239,4323,1,364,5395,0
83,469,377,249,419,3703,8915,0,2682,765,766,298,382,0,1555,2690,0,8658,2306,277,8465,0,16,1180,1182,3177,459,1721,707,0,0,10,259,996,1876,2314,52,1338,775,958,902,4,293,642,1994,0,1321,133,646,4,2,2570,3340,788,10,628,1191,4,2890,1694,1385,939,45924,500,267,2984,2303,312,0,42,2901,1,0,1333,7
84,2211,1710,562,572,6795,9554,0,3523,1594,1431,378,229,0,1239,3365,0,5264,1896,0,4320,0,0,2204,888,3528,481,2056,71,0,0,3,279,1171,3710,4040,44,1210,296,5418,332,1,850,1134,1678,0,330,12,1045,0,0,33784,976,2436,5,2953,978,0,4179,474,1225,1183,221178,2049,152,4578,3267,324,0,1,2589,0,0,2074,0
85,246,122,111,69,1816,1963,0,347,208,120,69,25,0,155,856,0,216,943,59,1001,0,0,419,491,1012,279,504,91,0,0,1,84,279,30,154,43,93,228,107,330,2,77,68,0,0,61,0,39,0,0,1,78,348,0,0,64,0,2,462,214,246,7336,0,249,978,247,0,0,2,671,15,0,332,0
86,2628,1733,1519,1921,13680,31232,0,4266,2237,4652,453,791,0,3084,7456,0,15608,5676,296,11037,0,213,1686,676,2523,369,1436,1142,0,0,177,566,3494,3360,7631,540,4138,2052,5418,1507,2,1271,860,4793,0,2198,28,1190,2,0,21157,9975,2924,187,1716,3024,2,7582,3307,3937,4155,260179,2050,1077,15027,5392,445,0,1,9698,81,6,5388,267
87,2826,4505,817,894,13238,39422,0,9836,947,3705,942,607,0,2292,6826,0,34929,8883,0,8896,0,1,3683,1255,3593,890,2966,524,0,0,145,516,2961,8909,8271,123,10438,2,13444,1793,0,216,4103,3801,0,2629,0,3056,0,1,39181,18973,414,1,4977,3538,0,10210,3202,5723,3210,300325,7202,782,20392,8527,6,0,0,10199,1,375,6923,0
88,2356,575,171,591,11449,11266,0,3954,1595,1428,102,937,0,136,1459,0,8580,3904,0,3343,0,36,1701,1443,4233,734,1661,3,0,0,15,421,1303,1875,2152,71,2252,86,1170,1299,0,226,502,835,0,682,2,784,0,0,3848,6475,1340,1,1163,1869,0,1497,2813,738,1531,42915,323,2465,2372,2570,60,0,3,2775,63,276,1294,0
89,1592,9537,873,2965,18144,56373,0,2381,3083,2358,329,1795,0,6003,10947,0,19278,10730,7,11529,0,2,2680,1023,4174,1547,2255,5817,0,0,66,9279,1770,2743,11249,1967,3722,7614,4710,7603,109,2407,1968,1107,0,4843,368,1630,1,0,26511,11751,6698,38,2776,2916,0,8595,1299,870,6100,402438,1088,1249,12275,6064,179,188,1817,13382,818,272,6157,0
90,12,2122,736,1415,4850,7128,0,637,1532,508,90,154,0,1,3181,0,4093,3169,530,6184,0,1,1806,1383,4346,1521,2131,780,0,0,1,1447,1814,92,2880,214,0,1044,703,1839,0,430,297,0,1,587,2,963,1,1,4,24,3371,0,338,523,4,207,2718,90,41,111062,10,1452,6440,1473,1,0,108,2242,1,207,746,1
91,5137,678,1363,0,32658,51352,0,4709,1562,1660,252,1386,0,2028,15759,0,18753,21432,598,19245,0,1,10714,4841,10682,2830,7385,579,0,0,0,2162,3151,965,13010,1401,814,6253,964,6511,792,634,811,0,0,4904,0,3890,0,0,3,2644,10735,0,5081,3810,428,3149,2365,1611,2259,246139,456,6232,10791,2754,0,0,9984,16586,237,2,7449,0
92,2867,1232,279,2229,17824,40689,0,4466,1128,2781,1113,551,0,6455,6146,0,14118,4342,1,11948,2,2,4349,1826,3067,102,3065,394,0,0,5,1464,6733,1206,4179,1106,1137,1048,4752,4565,0,2178,1849,3431,0,1027,31,655,0,2,25110,10125,3922,167,3649,2049,0,5442,2696,1754,2334,1105105,5663,804,8578,5305,111,0,1,8997,170,13,4540,1
93,4122,2556,1181,658,12898,13690,0,3179,1933,1935,827,356,0,1132,8261,0,9807,3523,66,5026,0,90,1913,852,2389,547,1147,741,0,0,1,1029,2586,1584,7236,29,2085,321,4780,2025,0,994,878,2095,0,677,0,2134,1,0,24662,3261,3871,112,1300,635,2,5036,3211,2907,1809,123835,2499,397,5294,3768,645,0,296,3460,87,1,1879,0
94,3724,1378,807,1721,18026,21724,0,4146,1424,2324,548,201,0,1300,9913,0,16333,4844,892,6313,0,1,1414,1316,3810,786,1648,1436,0,0,1,599,1936,3128,6905,153,1766,468,5953,955,1,642,738,1522,0,853,92,1112,0,0,18354,7803,3939,178,2722,3042,0,3440,2824,1861,2372,95526,873,1,4056,1636,20,63,73,6186,0,283,2415,0
95,288,187,54,454,3038,7858,0,771,433,871,86,199,0,1337,1283,0,5458,1811,2,2764,0,0,1707,981,2202,339,907,379,0,0,3,523,717,1164,2325,0,909,416,1779,737,1,79,199,977,0,495,0,264,0,1,24050,2314,1359,0,460,744,1,1191,181,326,791,28704,453,112,3647,1324,168,0,312,2644,16,102,1327,0
96,6605,91,516,0,27102,15791,0,4890,6748,1832,931,3058,0,0,9148,0,9790,23609,0,14095,0,0,12409,6510,22913,7053,9797,1474,0,0,0,8913,8166,0,9143,0,4989,7,0,9459,7,2851,196,1354,0,2021,0,4927,0,0,182,4261,6725,0,8176,1894,0,104,5766,160,1513,316317,0,2480,10808,930,1,0,2,12434,240,0,15447,0
97,2376,602,2129,896,11691,14987,0,1332,1810,1318,251,656,0,3108,4730,0,5777,6236,376,6475,0,489,2633,1438,4496,1037,3232,551,0,0,0,957,2493,510,6337,82,1181,1708,882,3188,0,575,741,249,0,2100,0,2809,0,0,140,2579,4131,1157,859,1704,0,1812,4399,983,811,126813,549,1395,4193,1659,0,0,360,4375,42,569,1747,0
98,4332,779,988,1654,11318,23319,0,2896,2100,1665,259,0,0,24,6795,0,13646,11559,0,4501,3,0,5129,2223,6650,1493,6487,737,1,0,0,1703,4821,341,9706,1448,241,4356,6694,3013,11,737,1236,2705,0,425,0,2938,2,0,294,146,9838,449,287,1897,0,3169,1517,2575,1205,593175,719,3227,12940,6187,0,0,560,7733,41,0,3133,0
99,6362,1330,1564,4792,16690,47024,0,4694,2335,1047,1,1643,0,487,10993,0,17479,8362,0,9389,0,3,15919,7834,21177,2672,15336,1993,0,0,14,2626,5848,0,6221,9,1165,2602,1379,6607,18,33,767,0,0,4033,22,6432,1,0,141,1876,9127,4,1256,1358,12,4543,2041,1408,2902,198019,2035,154,6881,3566,0,0,8690,13281,195,5,2513,0
100,0,1224,382,137,0,234,645,27,374,0,3017,174,533,358,1,2570,0,0,320,252,0,785,922,797,1551,261,740,583,962,263,241,207,113,0,96,139,0,1,0,351,917,1058,388,0,2582,682,173,0,933,2020,1542,0,0,453,0,0,2418,0,164,19,162,33908,150,567,0,0,2363,696,1348,564,761,1471,0,884
101,0,903,390,145,0,4,187,0,94,0,3689,456,167,64,0,783,0,0,262,144,165,797,421,493,1744,118,743,209,394,193,1022,133,0,0,5,238,0,0,0,103,511,172,51,0,744,315,120,0,845,564,2238,24,1,518,0,0,1360,0,0,59,9,16575,8,79,0,0,317,181,347,75,464,822,0,135
102,0,2550,123,431,0,659,36,0,905,0,7898,1391,2032,160,0,3394,1,140,940,1085,987,195,1627,946,2820,764,1470,1589,812,3185,3,951,392,39,268,831,0,0,0,161,1882,941,393,0,3365,2042,5,0,3801,5042,10268,5,0,860,0,0,7432,0,0,632,351,184361,330,3628,1,0,3135,712,1585,1723,2043,1194,0,1002
103,335,14056,3644,1425,0,459,3897,0,1629,0,13051,1746,5856,1525,0,11156,0,385,2343,914,2865,13096,2077,555,3700,635,1446,1866,3957,3558,6075,787,354,0,1225,1990,0,0,0,432,2775,1774,2547,372,9402,1125,8900,1,4665,7423,6701,0,0,1394,0,0,10956,179,0,287,456,643123,1147,2786,0,0,13545,2981,8307,2215,1898,1337,0,4121
104,0,5193,2372,719,0,190,2041,0,1214,0,9037,980,3721,1695,0,8981,0,0,921,774,944,1665,1590,744,1938,562,1740,1469,3870,2235,165,415,644,1,541,1652,0,0,0,284,1093,1494,1335,0,5892,2018,2672,0,4034,5067,7899,597,0,1205,0,1,8307,0,169,169,41,106611,1017,1175,0,0,7182,1746,3625,917,1379,3719,0,1484
105,0,543,97,74,0,133,231,0,43,0,2234,158,429,0,0,631,0,0,235,47,84,882,479,513,1083,168,877,145,110,114,107,65,109,0,2,109,0,0,0,203,179,178,64,13,655,245,459,0,443,1012,1598,0,0,178,0,0,1039,0,0,52,6,18014,8,100,0,0,166,225,251,133,226,464,0,114
106,0,414,118,176,0,162,57,0,135,0,1626,221,373,80,0,525,0,1,136,65,129,103,355,314,628,80,425,241,141,138,0,135,2,25,27,151,0,0,0,19,101,140,94,71,591,238,34,0,565,798,1047,18,0,93,0,0,670,6,28,45,4,19243,36,151,1,0,157,124,439,208,429,548,1,158
107,0,1457,88,0,0,1,537,0,623,0,4603,314,791,834,0,2712,0,0,716,451,0,1192,660,619,1511,255,731,941,768,506,3757,131,358,0,198,1311,1,0,0,0,970,383,577,0,2237,464,1111,9,1364,856,1828,0,0,282,0,0,2771,0,124,153,174,48121,48,976,0,0,2390,691,2446,288,1214,1277,0,1249
108,0,7400,1609,556,0,2,2259,0,40,0,4376,420,1980,1728,0,6770,0,1858,1125,574,926,2952,3695,1266,5188,848,3301,1757,1221,3126,1391,86,1069,0,118,2522,0,0,0,653,3473,1778,2367,0,4786,1397,10629,0,1110,3362,3718,667,0,492,0,0,7289,329,0,0,1538,542072,1024,1495,0,0,8447,720,5673,2817,1748,3981,1,4747
109,1,6239,2586,695,0,2594,2129,26,1377,0,15456,1886,2492,606,38,11129,0,847,1906,897,4819,4481,2002,1399,1952,661,1127,4130,1783,4388,8560,657,437,69,810,3171,4,7,0,1318,2839,4851,2827,243,12036,1773,7158,11,4343,8331,9070,594,0,2359,0,0,14513,0,64,586,1839,575357,2265,7196,0,0,15474,1887,5580,6876,3341,6317,7,4911
110,0,1526,509,38,0,341,390,2,156,0,3564,609,400,211,63,1371,1,1,494,86,364,1109,535,587,1263,281,711,467,162,234,1192,140,117,84,110,388,0,0,0,0,918,336,141,40,1965,574,46,0,1251,2195,4345,76,0,474,0,0,1291,0,1,25,49,30738,113,320,0,0,181,649,794,474,789,755,0,248
111,0,485,0,9,0,104,3,0,25,0,1323,304,69,18,0,157,0,0,57,39,207,7,822,547,1049,188,1033,152,177,137,0,24,0,5,0,22,0,0,0,65,89,238,18,0,342,88,1,0,583,701,662,0,0,57,0,0,390,0,0,0,0,11430,89,11,0,0,149,308,146,185,275,106,0,44
112,0,301,239,0,0,131,26,0,146,0,2272,316,220,105,0,750,0,3,314,380,222,217,606,883,1185,306,800,387,235,85,1,86,95,0,44,108,0,0,0,54,609,188,13,3,2256,412,27,95,438,1816,1443,69,0,351,0,0,1251,0,0,26,141,26039,24,170,0,0,390,98,624,203,705,875,0,329
113,0,528,253,92,0,24,60,0,108,0,1953,108,353,334,0,329,1,0,278,143,75,621,418,445,672,367,694,222,155,145,2740,97,21,0,179,128,0,0,0,2,298,248,36,0,526,61,210,106,230,522,1710,1,0,142,0,0,1254,1,0,20,7,11297,1,79,0,0,111,289,354,39,398,514,1,101
114,2,753,201,2,1,240,0,3,68,5,3627,302,752,310,2,1451,1,0,565,108,36,17,498,494,1145,122,733,91,349,220,14,105,91,0,2,126,3,4,6,52,321,279,46,0,1586,298,43,1,442,1591,1408,36,3,204,0,0,1818,0,0,6,12,14881,12,199,1,0,155,168,732,313,716,496,4,97
115,0,1338,720,99,79,257,456,0,103,0,3161,310,199,30,31,528,1,20,55,101,157,215,727,445,1193,232,504,211,204,189,480,146,97,20,12,240,0,0,0,129,98,544,52,0,830,170,134,1,679,1537,1330,0,0,422,0,0,1318,11,0,56,28,12401,41,225,0,0,89,180,434,611,410,800,4,282
116,0,839,210,137,0,117,307,0,153,0,2935,512,242,125,0,1465,0,3,329,278,181,170,469,335,533,152,492,434,279,694,285,234,106,0,66,138,0,0,0,129,132,226,181,28,740,346,421,0,696,1209,2121,0,0,157,0,1,760,0,0,75,13,39226,59,369,0,0,310,285,224,260,800,585,0,190
117,0,3330,1039,293,0,0,1654,0,443,0,7738,479,1421,829,0,3071,0,0,985,493,1805,5394,1156,617,1684,598,1305,869,591,1466,2326,314,443,9,127,1070,0,0,0,14,855,557,645,0,3673,694,1938,5,1814,2360,5223,1,0,883,0,0,5804,54,0,288,646,112981,630,1140,0,0,4078,460,1154,1622,903,2052,0,1018
118,0,4638,2676,1018,0,696,844,1,1022,0,8051,3244,0,1034,3,5919,0,1,2273,983,7265,4791,4757,2588,5059,963,4478,2639,1501,7298,5404,910,128,0,1397,2624,0,0,0,2,2172,2583,2069,233,5543,2607,3128,0,7781,20344,12133,15,2,2641,0,0,7531,691,145,66,3430,802623,3680,4302,0,0,8535,3445,2464,1659,1143,7026,0,4311
119,0,12722,1905,1189,1,2,0,2,765,0,13514,559,6957,2104,0,7660,3,0,1378,1083,1166,3056,2766,922,4077,565,2343,3738,4553,3065,147,219,1124,1,474,2017,0,0,1,1611,4467,3788,2790,0,11790,2591,5849,0,6430,7801,3444,2006,1,979,0,0,18730,0,355,201,1087,587846,269,806,0,0,13532,1610,7466,858,1586,2873,0,3830
120,0,587,113,0,0,78,415,0,47,0,1377,158,539,104,0,804,0,0,244,240,85,436,543,422,1139,50,422,93,74,123,53,66,36,0,0,71,0,0,0,73,87,161,32,14,774,217,18,0,775,117,1002,0,0,234,0,0,223,0,0,43,7,815,18,49,0,0,144,233,214,173,407,180,0,124
121,0,2517,1450,76,0,303,1251,9,614,0,4910,832,1377,276,43,3148,0,433,481,456,198,3410,680,341,895,334,880,1056,600,843,6323,304,332,28,165,565,0,0,0,175,853,582,1171,1,2149,564,2030,2,918,3196,1988,2,0,1164,0,1,3034,0,96,43,535,88556,432,292,0,0,2947,1068,1370,669,684,1718,0,851
122,0,9362,2480,400,0,1582,1307,0,991,0,18676,1714,3858,1900,125,7611,0,337,851,388,11989,2567,4452,1193,5302,1438,2374,2071,2297,3580,8516,530,11,0,1415,773,0,0,0,0,1928,1395,5558,105,5806,3807,2000,0,1651,5643,10266,0,0,255,0,0,20169,0,1228,238,536,597763,1960,950,0,0,17739,1573,3973,3939,488,2881,0,8288
123,0,1310,989,0,1,0,492,0,0,0,1324,295,41,179,0,714,0,0,164,88,137,1177,1116,1106,1789,755,1699,836,248,467,3708,209,0,0,472,105,17,0,0,4,520,482,366,0,3258,557,2196,0,809,1641,2669,0,0,934,0,0,1162,0,151,93,152,83409,73,145,0,1,960,395,163,318,252,453,1,0
124,0,5652,3816,3085,0,1382,1077,2587,2314,0,20092,3388,3493,3072,592,7054,0,911,2591,1689,5390,2406,3243,1062,3304,417,2743,3412,4589,1922,2,796,1013,239,304,1602,0,0,0,1207,2498,6688,1916,0,4092,4209,2678,0,5865,10264,7881,3183,805,1070,0,0,10891,6,109,375,1455,189653,1055,2890,0,0,20497,1684,4452,3600,2954,5503,0,4835
125,0,539,433,60,0,16,84,1,124,0,979,603,1,219,0,2176,90,0,739,192,0,221,712,486,1021,139,600,947,533,79,80,295,63,0,97,252,0,0,0,0,2121,209,275,0,27,610,99,40,1618,2663,2221,0,0,150,0,0,982,0,115,0,90,8008,20,325,0,0,69,624,179,1,427,812,25,0
126,0,501,183,100,0,183,0,0,105,0,2518,206,740,57,0,1202,0,44,134,311,0,2690,839,501,850,183,739,636,260,121,1435,97,35,0,4,220,0,0,0,59,275,212,104,0,1432,144,642,0,362,550,1167,63,0,730,0,0,939,1,0,3,21,15656,1,304,0,0,205,113,646,143,689,849,0,259
127,0,865,95,49,0,96,202,0,32,0,1654,210,63,0,22,217,0,1,56,54,132,289,452,513,1002,106,864,324,108,98,118,1,64,32,2,99,1,1,0,33,273,256,90,0,606,108,89,0,259,366,738,0,0,149,0,0,482,0,26,0,20,14898,40,67,0,0,160,165,396,145,372,472,1,2
128,0,1151,406,103,0,255,643,0,190,0,1135,212,172,109,52,507,0,0,250,59,127,1773,656,537,976,41,674,317,209,145,2175,134,5,0,127,151,0,0,0,0,169,92,197,36,680,234,965,0,160,463,1845,0,0,340,0,0,1435,0,0,10,29,20686,42,193,0,0,391,347,432,148,143,391,0,530
129,0,1406,271,517,0,389,24,0,517,0,4543,1066,491,319,1,4749,1,0,1560,160,1905,14,1631,1391,3021,853,2145,483,1428,3003,832,244,298,95,402,627,0,0,0,695,196,670,293,2,3512,697,74,3,131,1651,4781,0,0,421,0,0,3184,0,56,27,376,94621,300,549,0,0,2336,571,410,1272,932,841,0,1482
130,0,2768,1380,234,0,1,2716,0,787,0,3865,336,296,1066,0,1135,0,0,369,147,662,2286,1374,846,2852,356,953,1097,1074,1437,3022,216,436,0,625,703,0,0,0,0,187,646,688,0,1431,587,1444,0,296,1709,3396,0,0,1334,0,0,1675,0,0,51,81,79755,100,469,0,0,5375,559,1826,1352,454,833,1,0
131,0,303,361,1,0,305,17,0,141,0,1692,97,827,168,0,683,0,0,295,128,54,301,407,357,662,185,322,292,430,218,3,71,1,6,61,229,0,0,0,103,228,238,122,0,1175,345,318,0,662,736,791,77,1,75,0,0,1086,0,0,36,78,17540,94,224,0,0,372,324,876,348,436,686,0,253
132,1,6243,1777,414,0,1,905,0,376,0,6940,283,1456,532,0,2166,1,3,840,666,1441,5305,1381,864,1343,275,1357,1816,837,928,5161,210,351,0,277,994,0,1,0,578,608,1686,549,0,3705,771,1525,0,852,1597,4438,1,0,1437,0,0,5067,0,0,212,415,92403,575,866,0,0,5308,586,1269,180,1251,1815,0,1050
133,0,11021,2830,0,0,835,828,0,3205,0,14251,1096,4747,1998,1,11088,1,1,2420,1299,15037,909,4082,1265,10068,2548,3325,4589,2970,5124,885,704,310,601,2069,3472,0,0,0,365,2483,2237,4540,1,14066,1492,9815,0,1478,7876,8559,1629,0,2229,0,0,19258,0,0,1190,3227,574507,2573,4323,0,0,14079,2286,5121,7159,1504,4001,0,5781
134,0,2450,1104,89,0,391,1068,0,292,0,2828,1007,0,492,63,1394,1,0,828,51,308,2250,1419,933,2726,568,1352,1253,717,506,5350,250,82,0,1613,594,0,0,0,0,410,1071,774,1,1440,586,594,8,1154,2366,5653,0,0,801,0,0,934,0,151,226,88,58707,419,359,0,1,3554,585,1,214,294,687,0,349
135,0,188,59,44,0,215,76,0,19,0,1296,246,96,145,0,472,0,0,115,100,69,165,501,454,776,49,576,327,240,69,55,51,78,0,30,65,0,0,0,39,260,146,107,0,842,119,31,0,464,926,58,0,0,151,0,0,247,1,0,0,27,4982,7,128,0,0,53,152,555,127,472,363,0,109
136,0,721,338,37,0,436,165,0,391,0,4029,593,224,273,15,1841,0,58,596,408,37,947,532,552,727,53,628,427,846,106,70,210,177,49,15,210,0,1,0,54,99,328,271,19,1054,436,142,0,1041,2179,1379,0,1,512,0,0,2261,0,77,20,16,7283,86,402,0,0,614,416,549,212,822,598,0,801
137,0,310,126,83,1,49,36,0,1,0,1832,196,217,92,0,581,1,0,149,149,38,170,515,324,933,151,415,122,175,166,0,47,36,10,6,78,0,0,0,9,337,129,50,0,621,186,45,0,1179,796,1075,32,0,60,1,1,514,0,33,27,6,6756,38,173,0,0,190,192,168,325,626,271,0,371
138,0,294,126,0,0,34,0,0,64,0,1212,183,651,159,0,889,0,1,186,221,50,38,763,587,1129,257,827,153,150,94,0,49,61,0,1,36,0,0,0,22,139,158,38,48,1287,266,25,0,425,1297,1139,16,0,138,0,0,1660,0,43,23,15,12112,0,45,0,0,66,389,136,151,269,253,0,127
139,0,6998,3504,805,0,2196,3369,0,833,0,32113,3071,5800,2003,225,14871,0,238,2847,2536,4917,10768,2087,1420,1484,1151,3304,4475,3154,4379,5382,1189,802,50,1009,2993,0,0,0,838,1573,6927,4095,0,18982,4885,6628,0,11316,15787,5989,329,0,4930,0,0,18767,0,274,360,1662,447061,1273,12226,0,0,25480,3436,3348,6122,4730,8935,0,7335
140,0,3324,347,592,1,0,1168,0,1558,0,7609,181,2304,381,185,5371,0,410,1413,875,415,1260,2267,996,2979,543,1317,1582,1100,3203,1,177,773,0,2,540,0,0,0,1061,527,451,588,0,4985,405,7,0,2603,3495,527,845,0,1120,0,0,5481,0,0,0,1440,696762,501,82,0,0,1621,147,3241,3293,899,322,0,424
