,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
58,26193,10313,2718,19856,13635,35635,6355,2694,1510,8857,71100,16849,11336,6906,93691,19807,5611,12987,6496,16407,13485,28168,3118,4000,15181,15845,3668,10109,8324,49693,2387,38820,14876,9169,3131,13138,13353,8771,11929,15894,15851,8820,11898,6112,4146,20044,32197,47489,8587,155818,28821,6830,3568,4790,11180,9054,203665,2415,2230,57236,45573,13017,332223,8586,102,23552,7213,16322,5878,4,12925,16834,8794,207,16566,35048,22,20512,97900,5908,17706
59,1707,115,173,1408,574,339,1144,427,288,204,1635,339,208,467,2350,340,279,558,503,370,330,500,101,170,357,966,1081,287,584,2948,314,752,201,627,532,613,29,198,473,488,0,594,632,152,111,1503,621,1953,162,3180,577,540,217,0,455,238,13572,266,287,83,1120,604,30113,601,558,618,1084,225,258,654,118,502,281,214,304,7907,136,680,1418,329,306
60,7587,665,1128,9326,1088,1395,5086,1026,631,301,1835,1784,2832,2307,7498,1365,2838,1454,1185,2582,1383,2307,489,200,2223,2099,4416,965,972,9284,424,3186,4148,1666,1184,316,1426,965,2312,662,1969,1770,1337,735,2099,6059,3461,6560,636,10764,2445,1625,1769,710,1017,1970,52660,1283,687,7769,4334,2749,130506,1230,1038,2095,685,3221,347,2815,2039,3259,489,171,869,15080,700,1627,11702,675,720
61,525,0,11,0,159,12080,1,1,530,203,1,1228,1748,0,0,0,2,99,9,5798,4504,6321,0,683,7225,844,1,0,617,1087,795,0,0,30,0,0,0,301,236,83,0,1655,904,1,0,0,0,2055,0,1,0,0,31,0,0,727,2,1,0,3,1,0,210089,0,504,2,661,0,1,0,0,659,298,0,0,1,0,67,2,0,561
62,8802,582,1492,9097,1365,1171,2520,614,557,802,6187,1070,2798,2721,12748,686,2185,2031,955,1526,857,1632,78,587,1097,2031,2591,1304,669,6433,1743,2092,2036,2093,608,3896,454,1240,2549,926,800,1576,1990,705,2087,7994,3574,8476,619,13014,3220,2834,936,836,642,2778,40804,1023,889,14949,4477,1217,76148,1559,1488,4952,938,958,634,2042,1442,1373,1244,1766,1329,15805,570,1868,9841,1312,2157
63,1499,506,342,1885,218,88,1170,329,162,201,1354,912,1069,1191,3756,289,599,259,736,337,267,688,48,219,299,415,835,173,468,1791,502,571,859,1111,287,204,357,198,670,471,497,489,576,181,519,1131,1389,3708,465,2749,512,662,237,208,225,507,12073,472,122,4107,1003,825,40274,497,701,1901,378,1155,237,409,262,741,254,275,122,4506,601,521,2306,367,411
64,7377,1541,3003,6118,1729,1040,2851,536,731,851,4150,4246,2518,1926,16213,1079,2147,1754,1219,1076,990,1756,358,544,651,2465,1988,243,1120,5190,2014,2428,1250,2188,1537,1009,1327,998,1803,925,775,767,1503,589,1699,4565,6475,9171,988,11328,2783,2132,1182,715,1752,2068,38298,802,419,19844,4378,2146,46977,1399,698,3495,1160,479,487,683,1974,2006,713,617,2086,13330,1553,1748,10804,1257,1220
65,3461,1283,1576,10031,5730,2100,3251,1603,727,1177,6668,5093,6256,3463,17946,3761,1967,2394,4267,3518,4826,5591,665,1453,4032,1495,5526,2125,2090,19443,1687,6068,5195,5195,1022,1805,1380,1395,1262,2777,919,2920,3945,2269,1379,4853,4931,2903,935,20575,5898,1940,530,1342,3000,1818,58516,2287,1261,46625,8557,2984,99693,1987,1022,4373,2665,960,234,1235,1993,2525,1791,1717,1303,17141,301,3885,14483,925,1967
66,5686,282,1065,9831,1936,4511,3651,1627,1674,1441,3363,3911,4829,2864,8211,329,2919,2215,1338,2277,1393,3983,671,285,1697,2356,4272,442,1699,8346,627,4179,7253,3005,1151,869,1066,1671,2171,925,2279,1367,1568,960,1523,6718,3507,11702,949,10855,1388,2253,1449,656,2328,1013,36064,1177,1088,11686,5391,2050,119731,1206,2897,3671,1787,1623,850,717,269,3237,770,954,1038,28455,458,2466,14858,2151,1046
67,3011,1095,1272,7550,2845,1258,1236,2039,2108,1656,15495,1589,2323,2410,11223,3459,1441,3617,2705,3277,2616,6376,476,1132,4415,2712,2319,708,4638,9882,396,6722,1855,3789,532,2873,723,3047,2471,2686,59,1543,3510,1518,1143,4869,3846,3331,1491,14837,2984,3600,482,0,2281,1446,48843,1778,953,9782,9009,1999,26002,1615,1618,3460,3351,307,1116,855,1688,2060,746,979,1048,18771,746,2861,5486,459,2172
68,19146,3336,4347,29306,3823,8833,10259,4976,3613,3451,6303,19762,13608,22539,54369,10976,12735,6798,12128,6395,2620,10140,1,1648,7336,13534,14432,6539,10770,23096,4542,9599,5594,7886,6836,5990,3372,15055,10643,12148,1471,4075,10134,5800,7437,34170,30850,105422,7897,36596,10342,13231,5704,7573,4766,9016,214955,8400,1328,160903,22518,5463,723858,7566,8971,27386,10116,3910,3785,3607,3575,11667,4703,7435,3112,44011,6741,4109,36108,12316,9949
69,17890,207,3126,11395,7274,991,4853,1383,1800,754,14508,1828,2243,5065,12126,3797,1531,4654,3265,2140,1413,3198,199,1144,2542,2180,3389,1771,4255,17291,1523,2013,2964,2493,885,4173,551,2011,2591,3551,11,2773,3109,1478,591,6258,4428,22589,1056,7801,8057,2746,195,499,1741,2128,53700,1043,1279,1351,3799,1064,332824,1755,2172,5224,2312,324,734,1540,2189,3063,1139,1015,919,30050,649,4357,10454,846,1395
70,2,0,22743,0,0,1,1,0,2,0,0,0,13598,0,0,0,11279,0,7,207321,100054,207782,14906,45706,160054,8,0,0,0,62390,1,20837,0,1,0,11,0,0,0,0,0,1,0,0,0,0,0,85,0,243260,10055,0,0,0,25611,0,1,0,0,0,2578,5,267834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17623,0,0,0
71,3548,811,560,3023,378,1069,1206,310,366,605,1783,597,512,1457,4995,700,1506,883,451,882,557,1585,36,508,583,1882,497,468,649,3208,695,1622,1109,1519,629,227,137,301,1927,1057,486,940,827,224,1166,2455,2419,4217,371,7754,919,898,683,906,393,735,14502,458,1121,6509,2195,816,51604,668,275,2151,1055,674,182,959,178,932,447,573,195,6860,257,348,5800,452,696
72,6152,1641,105,11395,1458,4504,4836,2441,1834,2108,487,1915,3097,1960,13290,2629,1745,2090,2282,5263,3289,5418,0,1194,3941,2888,4341,218,1842,11144,1028,4731,1467,2801,2199,1894,539,1190,4934,2876,1527,2279,3006,1161,1427,5854,6207,12874,3712,14415,2318,1468,2726,1478,3114,827,45276,1412,1773,6782,7239,1718,186337,3741,1549,3382,962,6712,386,524,3511,2777,1085,1587,2045,26217,746,1527,12231,835,1118
73,3950,261,1145,7848,1268,3551,3699,1742,1122,1447,3364,4799,2024,1909,7994,990,2373,1312,2221,2609,715,1791,362,799,1984,2285,1842,233,1030,5640,1148,1647,2269,2167,402,3149,579,1251,2272,1553,664,1262,653,885,1988,8094,1192,9527,1163,9722,1535,2801,920,1040,2032,2530,31903,2901,73,24209,4607,803,100180,902,1432,5402,1489,1246,712,689,984,4385,360,681,1544,23470,1061,1491,7428,1590,1057
74,11436,610,1572,5821,1171,6502,3227,1601,278,512,6704,2839,1158,2530,11321,1798,2580,1082,1707,2682,982,1183,468,668,1043,1682,2443,850,1271,8254,477,2557,1386,3477,309,2235,499,2188,2633,1958,98,1227,2957,1069,1448,6639,7219,4860,841,9225,1997,3438,2388,1002,1447,2036,38783,1092,1089,12252,4619,1340,140489,1169,422,3996,939,1039,812,1816,1351,1644,676,116,425,16598,2091,935,8275,770,544
75,7810,163,859,6693,438,2150,3023,993,508,818,4672,1501,1978,2271,10094,428,1349,1162,1426,1494,773,2952,0,442,1163,2198,2781,1470,1720,6473,1495,3006,1476,3110,1036,684,1264,798,1578,763,1550,1071,1713,1064,1921,4015,3798,3685,1322,9140,2403,2718,843,2012,1326,1950,32931,911,1710,12030,4135,1680,86901,1042,529,5079,636,2457,418,759,989,2347,883,1038,438,20599,1008,2981,8328,3145,1031
76,5832,150,950,6016,1284,2543,1283,841,862,1082,5259,2823,2801,2750,10154,1583,3417,2299,3068,3194,1458,2646,379,1474,1551,2147,2001,1589,1993,8844,118,2257,2874,2938,2000,923,307,928,940,875,1531,1493,1161,0,424,3751,5490,11352,1032,7911,3936,2179,1203,1278,735,2426,41144,2335,445,4590,5174,2218,18344,1764,1090,3285,1367,3916,243,1420,1471,3366,1334,403,1560,17500,1646,2409,9240,1567,1138
77,3538,294,124,3362,918,1392,1731,214,250,399,1881,1294,1028,1402,5110,564,235,859,1104,767,597,959,108,398,1002,708,1881,649,560,3845,246,2330,199,2331,575,895,189,955,1242,655,466,441,706,348,345,2562,1947,3587,424,3380,1221,1091,734,175,1130,387,17798,425,319,4866,1049,708,42264,863,973,1680,883,856,216,479,348,987,210,135,351,8209,938,413,1781,734,439
78,2181,561,491,3989,839,744,1481,335,355,908,2166,1136,1735,1565,5108,1324,961,837,2033,1398,632,1550,311,231,1120,1125,2669,862,1027,4740,493,1869,693,2175,485,1040,670,1360,2145,1041,741,664,1032,494,634,2972,4326,4632,1014,6197,1900,714,1100,164,809,375,28895,781,578,4164,3706,1081,49657,866,1293,2983,284,1323,455,1312,894,2342,672,541,792,9139,411,246,5336,691,670
79,14771,864,737,21990,4488,1781,9409,2125,854,2103,12678,7337,6142,8431,27166,3346,5572,6896,3720,3582,1645,4164,0,1326,2748,5026,9236,3344,2887,22876,1053,6997,6180,6119,2361,2063,491,4500,10589,8043,2338,2885,5780,3513,2779,7794,11003,17552,1493,34037,6243,7752,4477,1557,4233,2867,106819,3360,1847,4943,5725,6632,302433,1732,8468,6989,3734,8641,1346,4020,3189,3382,3504,2911,3385,53270,4197,4517,15299,3934,2004
80,6436,1033,1014,6755,2460,3110,1185,1143,818,1113,3435,1150,2118,3196,7718,1189,1473,2831,2096,1645,1386,1830,3,430,1842,385,1467,956,329,8721,1394,994,2660,1448,1200,625,539,1953,1550,486,1021,1046,1760,515,832,5960,2199,8031,671,7124,3116,1737,1260,687,931,1428,40311,574,791,1167,1106,1697,129231,141,726,2145,653,1981,658,1104,1095,2321,838,543,1988,14644,1061,1722,10660,1529,1246
81,5690,1588,719,4653,1695,1044,1574,2170,1065,1149,3526,6707,4841,7056,15572,2151,1203,1568,3271,1329,1504,1676,172,401,1337,2208,2705,960,2660,7437,886,3273,1440,2734,842,1782,2800,2850,3429,1838,3,1231,2721,1983,883,5628,8087,17446,861,12664,6250,3584,2197,1812,2176,1822,60937,1563,1002,26241,6850,3823,13759,3256,1608,4982,2792,312,725,948,1258,4097,971,1203,841,9521,1784,1367,8093,605,1998
82,9713,857,1376,7430,1079,1840,3069,2136,1428,3003,2617,1810,5041,3413,8308,2088,3147,1104,1886,2088,1566,5186,5,1064,1944,2441,5654,606,553,10158,659,4863,6037,1965,1285,408,1918,1859,3395,1102,2902,852,3017,1081,1453,3797,4277,6749,1350,15580,3138,2026,1766,1325,2924,2509,35137,1148,1169,15338,4946,2262,121352,145,838,3578,1805,3147,752,1427,703,1537,519,1297,647,11681,1437,1273,8394,829,1786
83,3191,967,1085,8396,1359,3651,4085,2223,1131,1321,8251,4919,2511,2006,10992,2124,1616,1856,2869,3215,3129,3841,274,507,2843,3402,2707,1458,1462,9660,839,4751,3359,3798,898,287,1602,2290,4595,2936,4540,1986,3250,1645,1578,7845,4589,1464,896,14112,2003,2296,1064,1454,1232,1483,58797,2233,1220,21342,8680,2315,96633,3082,709,4359,1455,194,1064,2248,468,6811,776,920,2264,10417,234,773,2897,1494,2372
84,12113,1762,6212,30290,4607,10679,3422,2592,91,6443,28456,24391,3806,4876,42465,8601,9538,6270,22213,4750,2796,8405,1480,472,3488,1,7696,3151,9206,23196,1180,9313,4799,7025,3913,16861,6694,1662,4506,4709,1841,6782,827,6012,3213,33454,25295,44636,2413,33413,4188,11703,680,5610,3783,7997,254434,6774,3062,67742,19669,11345,129856,1435,1755,12857,7685,0,4769,2044,4875,13130,6061,4650,5144,104243,3937,5460,21205,8302,7390
85,5657,1798,558,6106,2257,0,4366,851,715,499,8029,660,2042,3040,12216,566,1728,3007,902,906,618,2279,164,727,894,1619,4671,1309,1598,11375,917,3473,3696,2585,556,2687,663,891,364,1199,656,1415,2891,194,336,7335,2636,4122,493,11136,4368,2116,1287,195,830,1474,48800,967,1560,0,1522,1972,92260,1238,1852,3695,1716,2403,341,1538,1526,1048,1291,205,1449,31630,387,3112,11020,655,1548
86,15377,376,733,14138,1144,6203,6273,2567,2139,2162,5615,9213,13578,5900,25039,1740,2721,137,1482,1943,1300,1972,1310,1428,2237,3506,6333,2411,4822,5567,1659,3826,2651,2607,3707,3211,1289,4256,5542,2502,2118,1095,5606,922,1989,12868,10776,26094,1418,10117,4386,4518,2050,2340,1384,3521,94761,4738,1530,52212,10370,2208,250935,2007,4244,10195,2587,1938,613,835,1168,7361,1734,3498,2984,21951,2694,2814,19567,4756,3365
87,14834,1401,1072,4303,1,0,10345,140,2075,460,0,12562,4836,8736,21486,951,440,1403,4685,1172,1112,3040,0,358,1237,3652,505,0,0,544,1739,1873,94,505,2,223,55,879,3535,2151,0,1742,6250,268,1672,7079,0,51606,1241,31482,11,2173,1461,0,2379,2596,51050,6032,1544,1316,28,3519,413441,657,5419,1129,1007,1496,15999,7646,440,3029,2265,1414,290,549,838,17180,23387,961,1059
88,19810,0,913,0,0,2,0,318,195,287,0,1,0,1,0,0,12,0,495,5152,2776,3833,1156,303,3966,7467,0,0,0,622,783,1,0,0,0,0,0,28,2142,2923,0,897,514,0,0,1,1,5306,0,592,0,0,0,0,0,0,3,456,452,0,1,0,261256,0,0,0,548,0,0,0,0,0,941,0,0,0,0,349,1,0,263
89,1106,164,59,2095,156,273,663,417,185,244,685,378,487,569,1915,372,241,198,465,494,420,727,0,236,359,226,471,114,198,1547,53,851,1019,713,115,82,67,434,1032,557,449,274,598,264,183,829,591,1277,297,3148,251,388,150,277,114,199,8380,448,323,400,1117,663,22094,456,112,986,220,117,222,534,188,388,183,134,441,2622,174,318,2039,347,125
90,9734,297,1,9213,1041,1202,2987,1008,1812,1704,6505,4285,4626,1878,8508,1860,1956,4246,3799,3326,1305,3413,251,301,1982,4344,1658,846,610,13601,1184,3791,2194,1739,456,376,2286,2569,3256,1588,1603,1449,2674,315,312,6191,3098,9917,1507,13728,3094,2335,1259,275,3082,918,29349,1387,792,38616,6588,1350,101740,1756,2224,3850,1784,3870,1288,730,2390,2381,678,866,1231,19351,1471,2831,20514,461,1919
91,7802,802,228,5042,0,0,4182,134,1435,1067,0,8054,3355,7900,13920,667,305,1228,3664,1211,735,1554,4,429,1061,2553,1817,0,36,178,470,954,238,112,0,142,57,365,1097,892,0,1360,5063,907,1264,6155,0,28385,145,31721,0,0,2785,0,1404,1277,35702,3452,1407,1253,236,1774,222424,272,528,526,1262,81,9193,3941,321,1429,786,3123,378,687,1066,4208,5269,347,721
92,1797,174,207,2161,318,1695,473,393,446,435,1170,1394,1045,939,4168,493,1000,607,767,615,320,1104,0,65,461,360,393,330,751,2146,77,689,780,717,451,388,285,394,584,656,179,407,721,282,281,1572,1521,2678,385,3339,1298,520,404,214,577,495,11921,683,554,9737,1372,346,27875,281,392,1137,556,1174,23,606,660,797,71,248,483,4564,415,963,3776,586,247
93,3705,402,326,7020,1438,3,2043,1424,660,181,4028,2123,2989,846,5402,1440,1813,1396,370,2725,2034,3749,502,762,3089,1510,3161,1099,1428,6902,286,2039,3158,526,523,218,366,1750,2057,1464,1200,2355,1043,1595,2367,6179,2584,6353,758,12269,1640,1005,1389,757,1648,1168,32253,1169,111,6490,3793,783,161516,1504,785,2849,1310,1283,0,683,1307,3237,590,332,687,14115,956,2001,11199,280,537
94,1794,506,812,1725,336,117,838,148,406,584,381,2292,920,2553,8540,486,598,433,511,357,397,503,36,162,528,724,1138,419,815,2539,261,375,28,344,681,870,604,751,961,689,0,448,1237,1162,573,3076,6864,4257,367,3627,2061,1916,718,737,544,861,24568,713,217,4723,366,777,51488,820,752,1821,565,83,388,725,321,1403,340,483,342,2833,1422,176,1119,395,529
95,386,133,78,983,126,515,657,243,134,108,1330,266,318,240,1505,225,226,223,279,392,447,377,97,21,249,443,566,214,275,1463,62,323,481,347,190,190,59,167,373,312,309,211,291,118,70,466,439,2172,82,1065,179,201,336,33,262,149,5377,128,0,1699,982,355,18627,358,138,520,203,237,105,298,136,200,81,339,104,2439,228,358,1572,140,301
96,19747,2744,6629,46866,3990,3696,19010,4113,4011,5600,9796,37467,9597,23093,74574,9762,8564,9795,5744,6970,2501,10805,750,1212,3965,13190,21808,3144,7999,44939,5701,9934,5517,17240,6274,6958,13170,16004,24856,14013,957,9630,16169,4363,7596,25796,46355,101828,6096,48481,27538,22300,12222,5947,8544,10276,235152,13089,4850,89447,21742,9219,877696,8901,16081,15658,7349,21506,1850,6960,9481,24415,8055,2749,9766,51748,16423,5721,59173,12143,7709
97,7862,901,339,8974,1225,5678,2851,2746,674,197,6047,2209,3371,3248,13039,1291,3911,2655,1598,3011,1052,4223,29,1167,1951,2269,4655,1369,446,9783,1150,2536,2432,3662,1593,1874,1219,801,1389,1992,1217,2016,1317,1701,3416,4049,7227,9824,957,12778,2392,1887,841,2175,2617,1398,38379,1135,461,17599,6443,2686,156724,2304,1460,2923,1036,3672,1273,1069,1098,2055,1223,848,1932,14662,3392,1286,4349,2634,1558
98,6753,667,1071,8688,814,4006,1686,1006,1116,1016,2345,3129,3052,2782,8909,1359,1199,591,2617,935,1388,2074,95,815,1785,1231,1482,444,842,7593,325,4192,1212,1006,660,2191,451,1172,3305,2348,1679,1705,1399,1137,820,4249,4687,4398,1674,11814,2770,1403,1649,378,1120,1052,26344,1293,549,10914,4019,288,97421,1069,682,1538,1284,2201,579,1077,1238,585,168,25,2714,7830,1308,1118,9345,1011,847
99,13730,708,825,8681,1832,3272,4217,744,1199,1198,6157,3473,2862,1451,9532,1555,2161,3174,1298,880,743,3616,893,554,1092,2537,3036,962,2757,10620,1496,3229,2345,2187,639,3641,606,786,2043,2110,1006,1446,3200,2183,698,8283,4044,9514,1197,13186,7052,1952,1589,1084,1742,2251,49700,1338,356,6433,4022,833,129736,2603,994,6104,1348,1216,815,1936,1166,2616,1260,391,1758,29474,242,1541,8740,1529,1177
100,3795,300,280,3689,1396,187,1003,386,333,608,2705,1048,485,1589,4568,702,675,1005,1222,855,470,1033,225,199,610,1013,1502,728,780,4284,367,1176,1165,1362,740,1314,314,754,692,554,108,667,1506,619,178,1910,1547,3830,473,4648,1405,893,412,156,981,707,26876,591,459,34,1368,949,57251,675,686,1673,875,1275,131,1006,877,1296,680,164,324,11034,671,2926,6675,371,763
101,10552,766,599,14832,1524,2072,4492,722,1057,1208,5382,4432,3336,1767,10156,829,2839,2456,2022,2037,821,2184,1135,406,1376,1894,3003,636,2639,8766,1194,3551,563,1278,631,2895,959,1787,2320,1779,1428,803,1603,1955,1152,7682,4637,7005,560,11440,3082,3560,922,925,2493,2338,41580,1141,2747,6864,4096,2155,119182,2211,1629,5364,1634,1838,737,1563,727,3722,738,419,658,28381,473,2300,12665,2359,1141
102,11950,1346,2479,12550,973,517,5418,135,1661,2840,8318,5178,5001,5160,19249,1778,2463,2824,2552,2433,1084,2148,308,1043,1926,3309,3811,2312,2429,5143,804,2972,2062,3118,2357,3826,2090,1624,2941,1420,644,1785,2774,1969,3695,7230,7633,13704,1237,19368,3956,7718,4142,3257,1372,3482,64802,2356,983,23497,7605,3699,226087,1360,3890,7232,1437,1850,1011,3059,1776,5021,1717,827,924,18063,4901,2187,17889,1528,1370
103,9690,979,1198,2994,0,0,4245,580,1793,982,2,6313,4803,4701,19462,348,400,1115,3576,985,542,1627,341,260,766,1359,1629,0,452,453,1015,1746,31,191,88,7,194,474,1822,1851,0,792,4348,326,1185,4925,1,29563,1051,32241,55,543,1987,0,1972,1439,35093,2039,1040,2861,332,1810,217596,149,885,2726,1158,1209,12135,2947,155,1438,1413,1139,249,525,636,12947,20414,1423,846
104,1552,81,258,4370,818,1270,551,684,356,375,1876,767,565,858,4930,835,807,451,852,568,551,770,325,104,670,1080,746,142,694,4315,224,1520,879,1531,185,506,453,1162,512,1205,400,652,1491,733,555,2089,1991,6725,427,5195,1148,937,749,438,981,897,19324,741,269,5964,2184,1148,58344,485,842,1689,894,2182,290,302,194,1179,464,397,528,4619,341,603,4785,423,472
105,49,0,0,0,4,2560,0,1,5,0,1255,0,0,0,0,0,0,0,4,15434,8073,23269,4682,5249,14345,12,3,0,0,1870,695,0,648,122,0,105,0,0,4,4,0,9,1,0,0,0,0,17,0,11610,1790,0,0,0,0,0,1,2,0,0,1201,1483,7865,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
106,12071,2485,1650,12989,3929,345,4813,744,583,603,5672,1804,2037,4708,18326,2334,2927,3988,4190,1684,1408,1669,0,873,1358,2532,4949,2568,1757,12316,1667,3240,3015,2098,2287,5170,368,1616,3283,1672,454,3227,2907,1803,1693,9564,2451,11540,1120,9869,6619,3960,2538,574,2437,3045,60832,1222,1307,159,4553,4832,188363,2353,3518,3502,2712,7562,1110,2222,1208,3116,1580,716,1616,31730,2662,8452,16782,1465,1554
107,1386,73,105,2147,611,1263,991,473,279,220,989,844,360,874,2138,551,498,466,671,578,597,740,165,181,632,528,1956,591,491,1844,175,1056,440,411,274,836,148,287,234,170,199,533,668,265,253,1880,1036,1573,473,2945,733,649,371,379,695,508,15726,321,238,7463,1173,621,38827,284,344,1058,634,351,172,534,313,882,380,413,387,6764,348,253,1212,504,482
108,7821,1204,811,13446,624,4369,4694,2437,2368,667,4557,2297,4137,3001,13259,2535,2443,588,1165,1693,1190,2566,0,1091,2222,2119,4774,1167,810,10178,1529,1706,2838,1527,941,1632,805,2869,1804,3162,1745,795,1918,694,1319,6120,2656,24610,916,10008,3137,1354,1710,2408,3578,1514,38485,2438,1217,58042,3477,2265,187742,1392,2010,4383,973,996,1149,2060,640,1798,1698,1095,1986,15306,1072,2023,8797,1130,2162
109,8975,728,1471,11871,2170,632,3206,2315,1283,1417,7476,4508,2542,4047,13128,1349,2857,1102,1663,663,785,2847,0,546,1511,3248,3425,1905,2831,8181,907,3086,6098,2425,2547,1780,1146,1303,1854,1424,1142,1568,2152,752,1192,6346,4019,12498,1743,10150,1923,4798,1975,1196,1215,2221,59783,1987,1848,16098,5482,2142,160102,1208,3637,4630,2286,3621,982,2051,1037,3670,2285,517,2286,38347,1297,1027,12255,2135,1233
110,410,44,179,807,141,106,404,67,41,102,754,229,198,348,947,167,162,73,316,203,262,183,26,133,221,177,639,300,194,927,85,230,277,462,214,209,72,182,341,167,176,196,401,47,106,266,643,1238,86,907,267,257,110,107,165,78,6457,141,195,1673,678,228,13688,386,251,610,396,164,44,277,66,368,157,232,7,1987,326,167,767,148,277
111,6749,603,1674,21073,1752,1604,4472,1179,2096,1114,2742,4019,5102,4726,21657,1523,4114,2081,792,3663,1629,2893,276,649,1914,2931,3224,949,1121,11016,755,4024,1804,3559,2490,1473,2205,1988,2553,1698,2734,2064,3614,1315,1883,11448,7865,6320,2020,18046,2123,3830,1753,2908,1968,3121,67499,2235,1475,20038,9306,2972,152562,2153,1979,5572,1590,5062,1203,502,2134,2569,1366,2201,669,20762,4899,4165,18868,1601,1857
112,2969,151,787,6718,1672,1189,3030,2134,408,1158,4396,2182,773,2361,8258,541,2090,1982,1918,938,832,1698,0,8,1462,1697,5201,824,1043,6416,548,2360,4850,2063,1045,1458,411,1671,1551,819,946,1261,3066,1497,1434,4357,4094,7354,656,9184,2540,1211,1245,529,2032,900,33892,1804,551,5636,2943,1343,115643,439,3334,2176,1167,521,536,1006,705,1719,1203,1160,1731,17400,848,1618,6429,799,925
113,14778,303,138,15206,1955,3045,3413,1550,1283,1357,4341,4200,3993,2994,11349,3114,3571,4242,1580,3335,2144,6249,1071,493,4294,2724,3303,1299,1600,20586,775,8721,4307,3873,1167,365,471,2639,3994,2354,1388,1178,1371,492,1970,8470,5901,12538,2528,22000,4664,3491,4082,1321,3872,1665,48165,2611,387,11345,7622,2274,112225,1606,4718,6413,1681,2025,2243,343,807,3028,1228,0,1875,30111,1609,4254,13489,1601,2155
114,9562,1117,873,6953,1768,329,2669,554,2258,1872,8117,2782,2223,2939,9620,1937,1586,2688,2669,2125,623,1529,245,802,1000,1033,4225,1879,609,9581,538,2157,2288,3297,1961,1778,537,1385,1818,913,1430,875,2595,1036,2922,5547,3915,7111,633,10626,1996,3400,1304,483,2169,1983,43299,2092,225,5159,6133,2291,119460,1815,3236,4396,1063,440,382,2753,1420,2781,1008,1484,622,17010,1410,3127,14324,1434,1023
115,19410,5638,3589,27261,3282,5664,1690,1226,3164,1570,4767,16669,3377,3218,19505,4692,1213,4336,25692,3695,3814,6045,1,2,3225,3948,6933,148,7321,13837,0,17746,4583,9391,2210,4373,2558,1189,3454,10130,4460,1782,7327,2541,0,18244,16438,32259,2668,19362,870,6770,1801,3182,1923,3425,221453,4214,1076,18830,15606,11921,133363,803,4288,10738,7134,0,3300,1902,4210,8305,1340,2376,1027,67525,1097,4403,9372,6721,3438
116,7248,830,584,8799,1014,4116,2374,1289,700,1643,4414,2666,1592,1200,8880,1337,2073,798,1208,1973,1448,2428,569,419,1500,1478,1708,486,1510,4867,788,2168,3311,2241,570,2768,763,1394,2002,1878,1932,1721,1759,581,1097,3367,1486,7973,1356,11028,2681,1089,930,1536,1538,1770,36324,895,919,14145,6760,1254,123143,1191,859,5977,1815,2751,470,957,1608,2847,818,419,740,10333,1720,1461,13818,829,1251
117,10313,367,559,5329,1539,2999,1643,1550,1528,1337,4625,3570,4821,1403,8621,2291,2673,1936,2173,2325,977,2589,1832,753,2437,2356,1128,428,1461,10293,1107,2611,2942,2364,866,395,1521,1586,1875,2419,1192,573,2934,1256,1718,6093,3657,10896,1185,15698,2154,1371,3291,1149,1013,2724,22869,1434,667,9776,4960,513,106457,1426,1895,4215,2055,1326,259,187,1169,2395,248,899,673,10917,371,1755,10066,1346,1677
118,14034,5581,1407,25734,2529,13372,7529,3788,2871,3160,13632,6278,7179,9598,32567,3445,6481,5183,8949,2623,1108,3450,89,1598,1804,5196,10192,4110,3296,24155,873,6369,4104,5820,4845,7823,3578,3548,5877,2939,7631,2533,4756,1063,2051,16967,9842,22475,4290,31332,5666,7867,2044,2655,4204,5198,121038,3355,3098,29630,14806,6980,327399,2158,2990,7618,3960,2835,1386,4552,3024,5497,3088,1283,4750,50022,2851,5077,19714,5833,3412
119,15522,1350,1073,18385,7373,3106,3305,347,1015,2522,11383,4161,3182,6796,26501,2143,2986,2507,5618,1695,1726,4345,11,1315,1757,4683,5558,2680,5312,16456,2293,4923,2538,4189,3730,7552,784,1695,2889,1457,313,2496,5048,2109,2946,13578,5795,7276,2158,14441,6056,4908,3002,1054,2637,2562,91004,60,2331,2,5715,1795,248814,2981,2517,7369,4341,685,521,3560,3432,2727,1298,1642,1749,42758,1711,3035,15735,2065,1623
120,1016,290,169,1014,271,125,1145,468,155,422,1036,452,543,780,2321,401,763,322,415,604,737,806,0,102,498,473,1158,265,332,2088,140,746,888,721,305,298,341,463,471,325,513,626,409,383,414,1315,1007,2161,370,2259,407,402,298,356,363,569,11385,453,276,1107,970,367,29478,768,535,1219,576,694,99,492,383,596,257,242,166,4228,283,479,1288,222,352
121,8,0,1337,745,0,1144,0,1,0,0,0,0,0,0,0,0,622,0,0,11349,14927,29645,812,2817,18386,1574,0,0,0,12357,1,0,886,0,0,6,0,0,3,1,0,790,0,0,0,0,0,3,0,61739,2768,0,0,0,11054,0,2973,1,0,0,5444,44,41663,0,0,1263,0,1,612,0,0,0,0,0,0,0,0,0,0,0,0
