,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
122,10823,4218,2429,19974,10734,26578,5541,6506,422,4794,26487,21786,8181,2541,33119,6965,4491,6652,13133,4216,4671,5828,0,1409,4395,7078,11970,3004,9344,19239,2129,16328,1192,5322,3141,5904,3694,1852,5286,8822,2704,6625,4816,2013,3430,21913,3234,25096,4711,30018,4722,12961,6047,3935,1127,3482,158471,3275,1227,75621,19963,10711,131480,5950,1130,11017,2197,1,230,0,4365,4409,123,1516,3988,55123,1155,8159,20155,2289,5226
123,2244,205,84,3300,858,129,1370,226,377,245,2187,548,491,1301,2664,687,726,385,1034,562,444,428,341,296,595,666,1215,577,313,4246,361,1922,927,674,228,1048,225,1374,1211,352,564,463,941,342,215,1821,943,1588,232,4412,1442,473,577,354,379,227,9892,721,253,790,1459,518,34822,661,580,1157,689,917,213,459,290,322,350,224,530,7268,462,1476,2656,295,424
124,5611,394,645,6549,587,799,992,859,850,796,4288,600,1607,1685,9123,828,2006,2137,1941,1305,524,2835,384,774,1092,2065,1830,212,358,4788,664,2878,2731,543,1031,442,401,674,1070,1012,1392,833,1014,635,963,5425,2013,6098,620,8623,2398,3303,1300,1242,915,1706,29019,1081,1278,14445,3210,972,50531,774,998,1528,717,1392,297,577,1185,1722,1021,914,966,12292,891,238,7113,801,1409
125,3923,0,2,0,0,0,327,1624,964,0,5,1,0,0,0,0,0,0,0,6973,3774,7823,537,1178,4734,7590,0,1,0,123,749,0,1,0,1,2,0,983,2004,5348,0,1195,471,2,0,1,0,4128,0,0,1,0,0,0,0,0,1,450,184,0,0,0,139991,1,0,0,1,881,0,0,0,0,537,0,0,3,1,0,1,0,357
126,6961,145,928,6224,1462,3453,1276,2036,1055,1227,4021,5916,2522,3557,12144,1900,1713,1252,1000,894,923,1664,297,155,873,1326,1897,564,1799,5441,662,1721,1036,2071,684,2856,1676,3049,3486,2658,457,1186,2874,1240,1156,7112,5121,9766,1029,11016,2080,2481,1155,544,1575,2533,38276,1794,2039,36930,6166,642,104198,1642,1562,6713,1404,2139,1134,339,1031,2885,841,696,535,11273,1204,3160,13779,965,1521
127,13346,216,498,6972,9437,174,586,559,1212,2373,11123,1732,1304,1705,7855,2637,2745,7864,1051,2161,1748,4551,955,596,3379,2270,1084,2510,4606,23808,1042,3408,2440,5975,32,334,476,5337,5528,1584,57,2304,2511,793,323,5135,5712,19450,1230,17813,8815,4223,2398,128,3188,1817,25397,1358,468,1304,3114,1231,116809,556,1224,3390,1039,354,970,968,3709,2436,427,1281,2675,38566,691,4328,7850,215,1392
128,1999,583,107,208,0,223,0,0,491,0,0,0,779,488,4311,231,313,614,755,1305,788,1775,425,502,1955,0,0,0,204,1535,163,289,171,768,0,1,31,61,1069,0,0,0,200,202,67,184,1,415,0,17588,6102,222,462,447,984,632,7145,0,0,75,330,136,35562,0,161,480,670,1,1453,0,0,236,168,314,496,173,739,456,1573,6,345
129,6512,774,227,19411,1912,3632,6548,4043,2014,3459,12994,9931,4228,2465,21763,3351,2513,1791,2293,3249,3022,4036,28,1244,4127,2230,8285,1798,1793,10515,1378,4334,6926,4974,2729,854,2349,1030,2299,2561,251,3542,4814,3321,3299,4722,7543,10892,915,9867,7253,1902,4513,2967,1577,3141,55698,3291,2118,37162,8234,752,288285,2273,876,6040,2949,1357,1853,1683,2528,3717,1573,522,1166,19736,1710,1350,21261,1672,1870
130,11013,841,923,9517,3356,6033,5321,1356,1577,1079,4027,2472,1749,1432,10192,1426,2216,4528,1500,2292,1170,2119,481,427,1974,2428,4929,673,3327,13428,833,2084,2770,3163,771,5013,1383,1770,1936,1282,850,2763,3469,2174,2117,7710,4772,14623,696,16077,4890,2684,1737,241,2130,1960,57751,1207,644,1097,3877,2701,167435,1877,2512,3733,2299,832,747,1474,1215,2867,1743,664,1928,23605,2039,3694,9065,557,1390
131,12382,478,1062,11517,3217,315,2300,748,722,60,5561,2137,398,4437,9967,1240,1006,3976,1538,1146,898,2611,100,527,1401,1644,4891,1764,1989,14501,1582,3168,956,1553,811,9262,203,999,2190,1411,128,2849,3199,296,55,6718,4014,16991,544,12912,3905,3358,928,0,1678,1179,61702,1121,596,0,1198,2598,202388,1747,2108,2408,1379,3350,777,4658,1247,1893,526,1876,1876,27871,396,3445,14381,719,1212
132,562,0,0,0,0,19,0,0,115,1181,0,1491,4793,1086,19160,580,627,1,0,11711,5789,16432,1594,5072,9763,2645,0,168,1484,1557,2517,0,0,0,0,4,0,2585,1681,2501,0,1,0,158,18,8515,0,2,0,19224,6565,13,4989,0,0,484,24365,1024,0,3001,1762,585,156925,0,15,3269,2500,0,4934,0,0,5,1,0,1426,0,1341,15,874,0,549
133,6938,1911,456,7886,72,0,2660,135,1018,3647,326,11074,3428,13603,23035,1248,948,1644,2697,1168,627,1333,567,398,1380,1020,5701,1290,1616,3567,528,912,129,623,2961,12817,423,1582,2880,2437,0,1295,2534,3330,5634,27893,9869,36228,743,16241,12483,12327,5744,4089,1280,4412,115281,1205,728,2536,1336,5274,268174,2920,1446,3468,1234,284,2021,1354,3493,6203,1096,4201,3127,7487,6933,3925,12179,2563,2029
134,6113,714,907,6160,1188,5152,1879,851,307,665,2853,2602,1845,1405,7690,629,1250,672,1165,1283,779,1013,0,420,1150,1731,1413,635,1328,4137,494,1901,1462,1602,846,498,370,466,468,313,784,568,1077,0,532,2641,2801,7235,303,8688,1262,1107,1001,617,1223,2466,25999,379,1006,14357,4526,876,77127,771,1356,2438,1157,2400,410,818,732,2019,1076,236,632,14173,1123,181,6948,1418,752
135,10639,0,354,2612,0,25825,0,0,0,0,0,24082,3569,0,0,0,0,0,1754,4800,6165,9020,1,1172,4474,2279,2,0,0,0,1208,349,1,3894,0,6,1077,785,1232,1789,0,3,0,0,0,0,0,81969,0,0,0,0,3255,0,2631,2553,4046,3992,0,0,0,48,83834,0,799,0,621,0,0,0,0,0,0,0,0,0,0,7693,0,0,0
136,4708,461,440,5171,317,356,2063,617,1705,355,2873,3028,2065,2785,8307,928,2125,1503,1420,1028,707,643,0,85,986,1215,1643,1010,714,4447,686,1914,70,1719,985,1069,2254,1244,1662,2461,1068,1486,1840,848,891,3606,7627,6070,400,8440,1745,3269,1157,765,1178,1078,38933,1691,799,8696,4221,1537,75720,949,717,3777,1327,1237,272,455,682,2057,765,182,730,9796,778,671,5439,710,1570
137,4252,351,575,3467,783,4994,3007,1039,699,358,1339,2316,1641,2673,8182,634,1361,617,1285,1470,843,2233,556,333,966,1569,2197,835,768,3067,1060,2261,2404,1658,757,2,731,870,1005,1309,1095,846,1041,189,843,3526,1752,11618,1052,5369,1973,1934,1309,1051,820,1300,22354,1154,184,22828,2699,1748,101100,1630,1320,2643,1100,167,480,1512,345,1765,928,947,571,8687,1889,1567,13863,1708,701
138,10385,280,450,10554,5723,2128,3495,1407,1751,1687,7716,1908,1319,3278,10852,1384,1428,4187,1655,1394,1315,2694,268,444,1804,1670,2297,1731,1386,15794,1122,2024,1112,3228,715,4395,739,1029,895,771,428,1924,2521,1262,784,7059,2771,11292,442,12227,5587,2785,1440,0,2191,1648,51815,1459,1552,1,3407,1946,172579,882,1413,2581,1796,2200,1231,1692,1234,2289,1087,832,578,33138,1260,870,3736,869,956
139,28806,3076,3440,31515,12405,6417,7986,3178,3429,5894,11747,5338,10822,7214,32555,3871,5861,12561,2777,5524,2709,8744,1444,1626,2724,4589,6464,2388,9459,34491,3051,5026,7528,8973,1692,7824,4095,2264,3849,3941,390,4322,8609,2320,1700,16004,5094,12338,1981,34845,9790,6557,7282,1804,3336,6660,127255,3115,3135,6212,9511,3227,252828,4601,5964,7003,2897,4513,1782,3816,3370,4810,4344,5218,4868,58863,1346,13730,43847,3682,3670
140,5714,1175,587,6363,1490,1467,1969,1893,598,974,5652,1660,897,1751,8386,1104,1284,1787,1190,1238,882,2077,178,419,1174,1883,1456,1221,1651,8284,655,2294,499,3153,1234,3761,48,1079,2595,1003,165,870,1389,888,933,2551,3177,3509,1023,13820,3023,1737,1431,573,1736,1641,32741,1977,1171,4475,1643,788,80414,1138,1692,2616,1904,732,483,851,579,1866,862,1103,774,16326,593,647,7419,1281,1616
141,1397,414,225,1777,333,554,973,221,242,134,954,617,799,822,2523,243,745,266,755,355,367,679,56,131,465,424,729,220,205,1681,163,693,569,512,322,210,194,306,494,228,345,133,404,228,437,844,1152,2145,301,1520,619,376,415,283,355,410,15850,331,497,3198,1337,730,32992,765,348,1334,956,787,148,601,370,956,47,137,223,3380,401,235,942,375,250
142,15694,41,1402,25676,3561,3183,12891,4068,2851,3412,10128,6463,6699,7523,33191,3087,7095,6296,3352,5570,3071,7457,1123,1813,5157,8062,3686,977,2122,25554,1825,6647,10176,3191,1710,9938,3589,5525,4818,3815,2527,6934,8804,1527,7793,22814,9654,25348,4773,37948,12076,4801,5867,1822,6545,3756,104958,5934,3706,26753,20377,3710,384207,3978,5369,8765,5844,10735,2149,2475,2668,4265,5562,4674,2824,51177,6112,2763,20952,4718,3557
143,5948,2853,530,11199,3745,171,3264,1002,1129,762,6340,1429,3074,4961,20390,1316,3016,3350,4233,1716,1135,3032,212,827,2797,1311,5898,1147,2781,12467,1530,3408,7258,4716,1108,2462,947,2089,1022,1156,1791,1432,2651,1042,1379,8999,4680,3587,979,15548,5744,2537,3595,1028,2796,1594,61056,1152,856,4726,5890,1482,195938,965,2065,3573,1083,4552,1056,663,2459,2281,964,2608,2088,22385,1536,3494,15975,1468,1113
144,5895,47,807,5304,1184,5416,1200,665,154,324,3193,1233,1441,807,4287,872,2097,1001,717,1249,805,1238,398,705,743,1126,2042,361,852,4493,298,1645,461,453,730,251,351,1301,1385,1721,1,1209,331,475,379,1141,1074,4049,791,6572,560,877,726,761,963,595,14410,980,586,20506,3786,318,36467,252,513,2319,968,1155,738,1271,828,791,238,524,889,11837,348,731,4870,851,634
145,7200,1992,1973,9488,1109,3006,4380,1832,1502,1541,5534,5100,3029,5898,14630,1239,2965,2347,1907,1393,874,999,245,487,564,1918,4039,677,1763,8229,1395,3448,4292,3730,1906,1675,2235,2169,2291,1477,129,1755,1241,1610,2140,6128,8310,16394,1412,11906,3723,2874,1703,1042,686,2421,56564,1627,991,16357,4031,2849,157041,1164,3184,3839,2803,1888,751,1531,1579,2972,2543,590,443,17842,2899,2450,12184,1858,1910
146,3874,1142,805,6959,1932,1240,3355,1226,1250,968,5451,1506,2077,822,7669,1096,2269,2021,1733,1000,1045,2265,327,668,1013,2107,3072,853,942,9013,363,2121,4160,3190,949,1540,137,843,908,1082,343,633,1973,148,1269,6118,2251,5903,617,9947,3681,2760,607,127,1099,1770,34442,1136,404,1945,1502,723,70621,1135,915,3388,1518,396,604,1975,1003,2436,1030,235,1218,30064,253,2938,11080,2689,1357
147,21,0,1,0,0,1,0,0,0,0,1956,1,0,1022,1249,0,1595,0,2,18583,13218,33305,9285,4467,21534,4278,0,83,0,10440,944,0,1302,0,2,17,0,12,2594,823,0,2,0,0,84,0,1,824,0,48941,4843,0,1132,0,3226,0,10040,1,0,0,4851,272,21527,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,657
148,11192,858,647,7876,3637,1855,3948,836,2161,1144,4916,2401,1126,3700,12052,1413,1374,3054,2035,1670,1065,2048,656,837,1477,2296,3107,1685,1810,9267,1407,2224,3815,3461,868,4286,261,1598,1044,2135,0,2814,2356,1001,300,7520,3472,9391,864,17469,4124,2453,2295,883,1407,978,49831,1392,2317,62,3810,2367,139043,2211,1537,1630,1380,2775,1495,3830,1210,2570,1808,1163,2249,30943,388,4135,9556,1840,1683
149,1169,74,368,1965,446,996,1177,180,281,356,958,909,1012,624,3632,420,1112,381,460,477,287,683,128,259,562,884,905,305,407,2330,352,920,1366,352,960,304,255,642,437,500,217,469,549,625,138,1416,926,1658,245,2603,585,509,448,311,240,467,8244,5,246,7258,1780,851,38837,183,446,1079,330,411,86,308,181,730,327,479,89,4182,463,192,3040,473,306
150,949,218,253,1495,443,860,920,177,287,122,1184,531,269,426,1945,227,641,297,353,391,443,602,40,74,297,684,444,358,453,1404,98,811,605,818,155,156,78,222,88,282,484,331,346,241,130,936,1016,1536,23,2064,322,457,276,122,399,325,8540,154,214,2394,1431,591,23443,515,550,1025,843,300,63,273,210,523,177,105,109,5055,300,430,1208,392,402
151,7372,0,748,1,0,1,1,435,687,0,0,0,0,0,425,0,0,0,326,3692,1908,2966,308,928,2209,4714,0,0,0,879,664,0,0,0,0,1,211,838,1595,2440,0,829,1,201,0,1,0,3719,0,427,0,0,0,0,0,0,4,496,0,2,1,0,211665,0,32,1,138,0,0,0,1,1,401,0,0,2,0,614,0,0,0
152,5,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,47844,63540,134010,7384,6975,59705,539,0,0,0,13823,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,63310,302,0,0,0,15705,0,11,0,0,0,5988,0,14259,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3364,705,286,4092,1696,3004,1803,700,490,276,916,1340,1224,2149,5083,806,1361,1476,957,2069,973,2079,44,238,1050,798,1247,307,939,5494,375,2497,312,570,103,1117,405,476,279,122,488,711,2460,1082,110,3229,2905,4367,959,7249,760,1359,742,750,726,1141,23121,981,1095,3015,1226,496,41245,789,1017,2729,842,921,200,678,415,1587,514,641,777,9423,1118,787,5526,219,1282
154,21501,3294,3750,41630,9211,8210,18401,5093,5425,8753,23603,9738,12698,13607,55169,10339,7260,9397,9088,6703,2710,13372,1482,2433,6497,6280,19370,3012,6350,31297,3771,7247,7873,10103,3492,8774,2669,8898,11664,6536,4453,4973,16997,4833,3756,24655,17397,19951,3886,48096,10336,7777,5597,5871,4377,5634,220105,4073,4067,45011,19831,2252,539656,4717,10717,14545,6312,4707,5263,3742,6614,15353,1983,2848,8134,61534,5250,5800,22156,4235,5151
155,6,0,1,0,0,0,0,0,9914,0,1,1,12138,0,0,1685,4631,298,33,92308,40734,111789,1,12680,78871,36151,0,0,0,94420,1238,15592,1,0,0,2,0,2,583,0,0,8,2,2,0,11285,0,466,123,777670,69534,0,0,0,63598,0,27448,0,0,0,17292,4117,464621,0,0,1,3674,0,0,0,2,0,2,0,0,0,0,2,0,0,494
156,11574,1184,1774,12840,3734,0,4201,727,303,2443,8035,2878,2094,6434,14349,1266,2254,2369,1207,2518,879,4304,466,922,2454,4371,2846,1378,2515,12408,2156,4323,1449,2977,1430,2468,533,1157,2882,1589,0,3227,2759,1434,2695,11161,4783,10788,665,15285,4302,4991,1682,1171,1869,2739,69798,1592,917,178,4151,1801,113811,1842,1316,3489,1985,984,638,1469,1592,4125,1285,5334,4891,37956,694,1835,11299,1486,1926
157,520,161,179,865,102,53,267,49,256,141,401,336,395,273,2354,261,306,318,492,293,268,388,1,225,193,149,344,155,154,1477,108,523,270,206,67,11,151,129,216,188,166,61,235,87,410,564,457,1156,15,958,502,343,205,440,188,145,4664,9,62,1161,282,615,19052,307,175,378,144,266,73,112,233,233,51,176,87,1742,190,293,1083,250,307
158,8724,1852,2640,18583,3758,17321,7099,2616,463,1529,9828,4833,6371,4772,20245,1553,3805,2880,3587,4024,2314,4539,1240,1201,2630,4578,7501,1331,1860,18122,3021,4638,7138,6265,3039,3652,1620,1991,2485,1057,2814,2242,6516,1726,1328,11587,3614,7436,1707,15170,2777,3429,2066,1222,1824,2838,82912,2226,2892,15912,7234,2852,229956,3218,2502,6624,1576,2043,1866,1774,2389,6886,1933,219,3406,41290,1410,3549,24641,3523,974
159,1547,469,252,5765,842,1201,801,112,230,944,2896,1510,1127,1688,6683,923,1516,730,608,1211,1164,2780,341,385,1402,679,1278,454,556,3179,551,1420,1380,385,227,762,256,1491,1605,736,307,824,1641,167,1253,1973,2772,2011,479,2890,1484,1068,1728,395,326,616,19530,518,513,14481,1935,1011,53214,411,357,2704,988,423,197,410,439,1951,334,700,79,6282,873,882,6440,413,946
160,3576,47,496,2808,447,1311,1452,596,351,390,2367,877,1044,1293,4544,422,1025,385,512,772,399,1658,221,109,799,868,865,163,355,3319,567,1481,713,774,346,311,589,269,573,214,644,735,634,319,586,1259,2352,1670,765,3697,1042,531,444,197,905,475,15478,321,527,6024,1301,718,32466,455,972,1376,671,473,156,225,188,1025,401,641,265,4219,324,170,1416,603,669
161,15500,2520,3826,12598,3109,659,7989,1157,382,1491,10702,2713,4474,7398,22592,2214,5078,2703,2369,3702,1160,2652,134,544,2203,1030,3814,1705,3513,14149,3499,5233,3360,2736,1600,4801,217,1186,1433,1117,2285,2794,3373,2594,1584,10903,4468,7355,1055,21060,7901,5317,1532,1350,2134,2541,96161,1206,2702,0,3319,3925,186680,1141,2872,6921,2065,1912,744,2709,1355,3753,2630,607,2607,46411,1715,8147,22608,2475,2875
162,8978,846,1052,8637,822,3017,5207,1597,457,916,6469,3606,1926,2483,8829,1414,1961,2803,1949,2696,1376,3927,639,1682,1932,985,2891,992,414,8303,134,1586,557,1235,970,4253,538,1752,1012,1031,2683,582,1799,895,1691,5816,5933,23069,1175,14956,1768,1335,678,125,1081,1554,49796,888,525,5228,2503,2236,163289,1353,2199,2879,618,2159,952,363,412,2455,1384,426,549,13280,898,1941,3587,1742,1482
163,807,246,116,1006,269,367,761,223,382,157,532,551,226,361,2057,155,311,394,288,271,360,382,50,137,293,212,453,404,255,1005,97,517,107,689,367,493,102,205,282,357,185,249,272,225,131,951,604,2391,41,1494,354,217,162,52,278,198,7748,347,186,1031,378,473,24586,328,89,848,350,785,78,235,286,488,197,304,0,2753,279,188,1073,24,198
164,15098,2364,5636,13975,4165,9297,4837,1247,4037,2074,15884,5370,10035,4285,18986,2004,3632,3740,2874,2639,890,4035,503,297,1790,3592,6946,2013,2596,17527,4409,3167,7757,4641,1396,1355,892,1623,3508,3064,1415,2336,4215,1997,1251,9776,5319,10660,814,19655,8680,4742,2367,1003,2500,2097,80476,2146,2920,2839,7147,3053,361159,1413,2413,6549,2326,1086,427,2952,2891,4406,2129,2302,2523,27547,1272,5195,20070,3670,2310
165,1440,20,136,4283,1039,3305,707,1264,232,1075,3424,1506,2451,585,4940,235,824,1034,461,1062,962,4020,431,542,1107,1659,1491,358,556,2684,209,1126,1381,2511,328,466,370,1691,1515,612,325,395,552,22,314,1959,1149,5255,1255,5804,1161,1127,308,557,1206,1021,12303,1251,112,5601,5326,394,214301,180,604,3233,535,525,367,501,394,1733,411,6,346,9531,812,1126,6401,589,147
166,7366,1350,663,12357,2395,9202,4328,1677,2206,1025,10388,2658,4105,2656,12739,1157,3684,3710,1733,2079,869,2835,1032,1378,1570,2352,5077,1004,2963,7143,741,2884,2185,1316,1546,3226,1012,652,1159,1596,242,2071,2795,1901,1860,7946,2792,8428,506,5346,2200,1312,2323,667,1136,1944,40037,3813,1079,36700,5461,1691,170736,1063,378,5009,1206,776,724,1377,1879,3120,1306,1130,2818,24765,648,254,7756,3236,540
167,7058,1488,1239,14472,3328,3038,6812,3332,1317,3884,9726,3697,2757,5610,18967,3323,3092,4294,2535,1601,2037,2721,31,927,2022,3033,4976,1620,2441,15900,874,4133,2978,2347,581,2050,483,941,3628,2000,2364,1259,2465,1837,707,10939,3919,8421,1278,13320,5429,5289,3873,1448,1802,1409,60871,1605,3125,13011,8355,909,232336,1941,1328,4767,1878,6440,357,4818,1820,2839,1543,518,1609,44805,1012,1411,8451,840,1893
168,20149,1566,8632,18516,8041,621,3706,2110,3455,2333,12700,4984,4482,7304,24304,2159,2915,4776,1958,3810,1881,3775,374,309,2894,2551,8950,2780,4275,16967,2550,3883,5166,4331,2773,10513,1812,928,3050,1505,0,4939,4990,1221,2628,14278,7898,21007,1217,14836,7074,4993,2522,1422,1772,3963,128213,3835,1576,901,5109,3805,137686,2241,3812,3768,2578,3704,571,1026,3883,6222,3732,829,3654,54093,3078,6756,42294,2334,2370
169,12041,643,661,22187,3165,1521,7867,2976,738,1526,11891,3232,4703,5385,14352,1534,5481,4427,2551,3133,907,3302,363,979,2768,3564,5875,1196,1706,12713,1024,5811,9102,5110,1545,7186,1190,439,1032,1028,16,1147,5767,1429,1116,10694,7621,8154,1963,15759,5008,3071,2476,1181,4674,3460,70531,3900,1910,27427,6714,2527,244308,1667,1495,8329,2272,360,1346,2987,1851,3383,4470,415,2737,47501,2079,853,6768,1617,2764
170,12569,14216,3997,23979,372,3,4152,1,3408,2743,734,79183,3369,8388,85420,5498,1506,3301,26481,650,818,1618,1,1351,1910,892,15707,1516,3829,1827,1210,9270,246,25,4034,14198,1255,1124,4403,13051,0,3389,9194,6586,4188,76247,8092,106688,0,61393,15607,25106,6552,10412,5908,5077,244219,3152,0,1668,8329,12026,143482,3529,924,12701,4150,0,13687,1554,1940,7959,1614,28928,4302,21765,5525,2429,13017,0,7062
171,13669,8643,9695,44009,4936,12125,19605,8906,4877,3974,31523,14645,12557,10371,44792,6375,8940,10922,11791,10614,7840,6168,1013,2340,5216,6317,14419,5769,3435,38914,6035,18265,19059,18014,7588,1176,7117,6993,11803,5003,6444,6201,14402,2595,2562,19752,23804,13802,5530,55946,14780,11294,3528,3830,10400,6153,215019,8734,1893,72673,30093,15652,441647,7616,7273,14511,4685,8508,2742,3364,6990,11111,6427,3841,1620,76829,6320,2253,31752,7765,10405
172,10753,835,743,7781,0,130,6702,435,1694,795,0,8222,2656,13256,17243,321,387,1007,4265,1300,780,1632,10,645,1017,3863,1171,0,0,285,771,1355,78,601,575,32,120,567,3617,2072,0,1035,5186,738,3540,15772,82,36472,674,39149,420,154,2486,0,1783,2654,56275,2708,885,340,637,2939,272426,585,3103,716,411,593,8733,5034,32,4301,666,445,1210,694,2993,10162,9512,1801,1135
173,1783,36,160,1569,426,606,1080,79,87,487,934,983,853,743,2291,244,333,67,749,468,580,611,152,317,441,670,1346,480,629,2033,85,1282,236,709,560,388,226,186,24,438,648,499,473,249,390,1593,1660,2487,146,1656,253,317,187,364,246,477,11416,433,442,1122,967,508,28773,573,464,1344,431,544,145,644,213,918,184,101,166,4877,378,241,824,284,580
174,14529,2499,4460,26320,1462,69,7153,1140,3142,3294,7682,18836,9468,20223,71713,3468,4066,4313,3176,3149,1126,5918,614,927,2230,3325,4325,1990,3490,14909,1949,2892,593,5429,1788,15432,9284,3484,2285,4034,1,2886,7618,2445,8251,26049,35917,20185,2582,44076,13313,10673,3951,7556,3559,7500,182051,6940,2141,45549,8322,4714,452822,3150,4116,10190,1534,787,2662,6317,5865,8722,3995,5449,4586,22777,9206,3861,26737,4842,3073
175,14895,696,810,6684,1252,211,3159,881,189,2385,7774,2621,2480,3492,12596,1757,2798,1791,1864,1236,1238,3211,347,622,2124,2408,4507,935,1746,9305,1012,2471,1012,1285,1056,4061,657,3301,3375,1951,966,1162,1463,934,1830,6512,7090,15822,1914,11464,2015,3642,1082,2129,3286,2136,46914,1490,928,17397,7058,1602,175442,588,2286,3945,3030,4401,419,1603,2730,1610,699,915,730,21002,2584,2469,13657,1982,1572
176,10001,396,1356,7113,1448,675,2891,228,1923,636,5207,1714,1349,3887,16646,1306,2691,2706,1598,1304,1198,2475,260,725,1784,1276,2913,872,2382,12079,970,4444,2396,2385,2095,1032,1014,1060,2271,925,738,1718,1584,1681,1437,4796,4096,6631,1567,10763,3344,2922,1630,647,1056,1157,50400,442,1574,0,3335,1052,99551,1228,2330,5903,1634,992,450,904,775,1255,752,791,1160,28059,998,2956,5775,1982,1154
177,6050,3086,703,13053,2073,8454,4325,2560,683,1304,3940,3912,4517,2379,11402,1579,3229,2503,1175,3054,1874,2530,0,927,1656,3487,4733,854,1713,7322,1210,3286,5191,3306,1230,7,1526,3094,4995,1928,1432,2812,3148,1288,1590,8132,2094,15166,799,8643,1090,932,1225,990,1127,2797,45580,1138,333,56617,8075,2025,148786,1887,1136,4595,2273,589,537,969,1044,3582,1241,552,136,9515,1345,2080,8699,1530,1975
178,18480,1018,2849,29785,4277,1742,10562,1798,2044,5261,9945,7294,8672,11255,26226,4996,6814,7197,7420,5510,2507,12381,653,1880,5496,3236,11675,5339,4067,34861,2424,10863,2667,7178,1591,7408,4820,6548,15144,5924,7251,5952,7026,3069,7045,26479,17714,24017,3247,45205,14909,11260,5350,3911,12426,4434,136348,6061,4322,21380,15086,4298,478136,6915,6479,9233,4279,15363,738,3531,3961,5928,4556,914,3048,52980,10293,8621,26512,2743,4467
179,1227,114,186,1681,488,200,1017,453,256,153,633,348,587,595,2071,204,452,578,630,173,406,599,34,66,431,482,1193,109,334,2082,230,492,841,809,164,903,157,295,300,336,147,512,613,209,149,916,796,1805,212,1890,639,600,313,187,114,274,13986,405,277,1509,881,788,28847,386,436,498,344,102,142,300,183,447,355,327,191,5486,185,514,1842,392,355
180,13645,590,1131,13262,3367,457,3344,994,1425,869,4718,929,1584,2867,14976,1376,1338,2723,2368,1369,708,2445,480,931,1363,2122,2652,1025,2727,11760,746,3209,2453,1715,1318,3040,229,611,1132,934,0,2018,2457,1340,338,9387,3538,4814,354,9784,3016,3151,1492,64,1259,1338,56422,1788,1055,0,3373,1452,121746,916,1862,2527,1081,573,700,2082,2913,1816,1024,989,1543,28950,752,4257,10403,2113,1591
181,5000,695,330,3682,0,0,2885,186,1196,674,4,4187,2931,4191,12377,142,181,991,2788,977,601,1587,10,350,781,1796,572,0,158,134,585,249,2,432,132,1,22,253,886,1086,0,695,2017,356,1540,6562,0,14363,445,23248,1,355,909,0,782,624,24128,2633,707,925,131,1274,119836,1,303,672,1411,170,5734,3412,84,1543,762,745,294,583,228,6614,8905,1126,459
182,860,68,86,1871,509,497,1123,309,70,82,1365,437,318,365,1703,233,411,425,673,361,482,526,4,110,332,252,773,254,411,2121,72,326,759,607,160,569,1,291,405,300,174,343,534,266,80,1274,750,2480,155,1095,291,368,233,96,354,359,9680,229,335,904,772,398,26531,539,395,667,656,80,63,347,219,774,252,95,216,5381,113,375,1632,168,552
183,17379,4034,1692,23481,6806,5,10558,952,1926,1933,3870,5878,6651,9572,29756,2795,4720,6221,5928,3133,2305,4864,941,1344,3160,3433,10297,2858,4619,25477,3365,5246,5599,4317,2194,6819,328,2938,1996,1815,635,3791,5037,2276,4595,8439,9021,9897,2269,26859,9626,7477,3501,2112,4080,2700,115221,4267,1145,1326,7430,3587,251202,3731,4724,10193,3603,1484,2159,5274,1862,5800,1321,1694,3492,56142,2788,6933,17748,3235,1787
184,5738,0,192,0,0,0,0,180,556,220,1,0,173,1,254,0,1,0,1,2260,2285,4625,0,353,1823,4337,0,0,0,3219,273,0,59,0,0,157,67,287,480,923,0,770,179,0,0,0,1,4893,0,0,0,0,0,0,0,0,1,217,0,1,0,0,127346,0,0,0,631,0,0,0,1,0,430,0,0,506,0,173,1,0,719
185,7927,131,511,8248,1941,1098,3765,246,949,449,4976,2476,2435,4243,12801,1083,1310,3427,1896,2183,771,1938,0,854,1324,1290,5761,1748,1943,9535,959,2102,1199,2207,2761,5034,776,863,3019,1539,1260,1967,2031,1334,513,6699,4298,8171,595,8457,3056,1711,1589,212,1183,2166,64554,1079,943,314,3883,3100,115184,1204,1701,2993,1942,487,440,2190,871,2116,1037,523,1612,29610,1266,1655,6773,1755,1180
186,401,199,41,394,262,265,205,80,72,75,465,142,167,141,857,89,120,161,190,118,83,159,9,19,209,172,363,98,114,755,64,274,101,165,53,206,7,64,178,154,48,165,119,52,20,280,276,732,71,692,93,131,55,108,192,93,4647,79,185,171,304,240,8035,189,158,241,165,163,54,231,56,103,1,57,107,1921,91,272,400,33,189
