,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
73,2861,3539,250,0,825,169,4727,2062,120,654,214,2374,643,877,2155,12814,2757,1780,4217,473,2751,2914,731,0,737,9960,364,1144,425,1237,1306,1167,0,2282,942,2458,3715,2471,5582,0,823,2707,4488,230,0,1923,0,291,0,23,3871,0,0,130140,0,551,498,3782,1564,0,913,0,1289,5865,642,920,990,982,1843,395
74,2307,481,529,0,236,908,8022,400,116,2123,0,4810,378,739,888,5479,1421,1959,1869,564,2488,1078,1252,0,765,3319,463,396,0,997,928,1395,102,912,964,1385,4038,2706,3087,1,1403,2840,2194,0,0,3938,0,302,0,170,3382,0,0,88921,0,1610,556,1656,538,0,2019,0,2787,870,470,1288,0,779,1671,105
75,1599,540,274,81,363,211,9920,985,82,195,485,3854,175,184,2596,0,2752,2386,3252,254,3937,0,1063,91,1269,1,130,436,0,875,590,201,0,1051,515,741,3473,1851,0,238,2787,1099,3825,0,0,549,0,246,0,655,1592,0,0,26043,0,2845,31,2738,1807,0,889,0,1745,2324,1541,0,53,549,573,69
76,1131,1051,1,0,357,736,7062,2287,2,0,1,2916,530,1423,933,351,1595,778,2841,284,1534,1848,1931,189,903,0,264,580,377,587,1898,144,11,1299,1150,865,4267,2191,479,646,5682,9057,6897,264,0,532,0,605,0,107,3425,0,42,13837,0,6768,539,6375,1098,0,1478,0,842,2080,645,513,288,429,2432,182
77,2609,193,629,0,606,958,13018,362,153,1133,305,4112,634,1026,3150,2395,3054,2111,3856,567,3326,1229,1709,831,2648,385,1001,1424,145,986,3254,862,208,1830,799,0,3010,1043,3727,2674,2058,2556,6886,235,2,361,0,10,0,421,5063,0,0,121873,119,4926,133,3775,673,0,1943,0,1787,2701,1685,218,369,479,1077,175
78,2012,529,256,1,2,511,6185,930,0,390,1,2414,736,2,1427,3000,3599,2678,3911,615,4875,1418,351,0,1234,2254,1157,394,20,207,18,657,285,364,192,1409,1543,310,2320,4,1047,2405,2473,0,0,3,0,747,0,0,946,0,0,74840,0,843,373,2200,749,0,787,0,1070,2798,213,545,121,636,374,802
79,285,322,2,0,57,239,1368,309,28,0,0,1262,5,2,42,20,2408,1384,2536,610,2576,200,242,0,137,0,236,255,1,1,326,252,81,244,237,112,1055,231,3,279,826,465,8,0,0,124,0,310,0,21,110,5,0,983,0,610,0,0,143,0,302,0,864,1394,630,0,2,185,0,89
80,2450,1456,0,41,307,402,3849,915,149,202,93,463,1,1275,804,1523,1525,906,1211,759,1079,758,250,462,1589,548,317,209,153,488,2388,642,392,1131,403,409,1827,488,248,2662,3146,5859,2614,211,0,278,0,283,0,171,6363,0,0,63550,0,2456,239,3509,2070,0,1608,0,396,1389,328,1312,346,293,1579,317
81,12084,1259,0,136,1023,3123,33405,4157,1,1879,2,16885,1656,4461,9820,3958,4133,7816,9110,2002,8422,801,4758,2084,4625,1390,1261,2646,1,1645,4329,1601,467,1407,4151,2111,22460,3938,10743,2474,8230,12808,14769,492,0,3624,0,2607,0,1038,13787,0,159,157248,0,7628,0,23502,2178,0,8858,0,5567,12191,7711,1147,598,3286,1915,1021
82,2388,555,659,0,12,461,6362,1806,157,0,283,3842,657,889,39,547,5576,2910,2642,525,4108,565,899,434,175,1,516,836,385,695,278,763,0,1512,1176,1048,2812,657,957,775,2571,4169,3363,267,0,445,0,42,0,220,1754,0,0,12050,0,779,1,3091,490,0,316,0,820,1950,361,709,152,748,305,286
83,4405,3481,456,19,1377,961,12155,2927,454,1789,0,5788,1578,2497,684,4088,2254,1380,3697,672,1961,4426,2347,442,2454,6667,1425,1129,655,1494,1980,2090,261,3386,1607,228,9154,2175,6482,1307,8233,14249,8389,0,0,1755,0,2633,0,617,11069,0,0,189686,0,10152,19,21868,2597,0,4560,0,2107,5194,1269,2185,585,876,2841,325
84,449,5,77,3,0,163,261,141,0,18,0,131,0,45,156,28,1630,769,1111,871,1003,19,95,0,475,275,176,40,89,0,189,67,44,465,51,231,99,54,644,2,476,833,2745,1,0,15,0,24,0,1,284,0,0,41720,0,17,3,441,74,0,256,0,426,268,222,0,1,53,0,19
85,4654,4502,0,0,100,706,7485,2403,1,3040,0,6757,155,2059,3431,4808,3425,1523,3157,957,2456,834,2245,502,1373,11919,498,1148,129,1460,1108,441,267,73,863,1538,5729,1063,3181,1013,3558,6148,5022,0,0,1044,0,418,0,589,11873,0,8,95842,0,1760,720,8573,360,0,3522,0,2099,3784,2032,600,498,776,3845,768
86,6826,884,920,10,596,467,6341,1028,80,628,119,1612,437,641,1408,7519,1007,423,1780,380,950,1086,1038,258,1718,21076,592,488,657,500,1048,1326,366,1074,2543,1497,2364,1375,6926,1243,328,1796,5877,160,63,1651,0,720,0,410,2547,0,10,107321,0,2132,242,4209,241,0,2030,0,960,2400,250,599,191,912,2476,192
87,23701,8087,212,0,275,1360,8843,1194,179,0,1,3473,2016,3501,4930,12382,3130,1801,8072,821,4033,2332,3900,562,2297,19155,952,986,450,1081,3608,906,191,3157,3213,30,7650,996,3413,4587,7385,5645,8244,0,0,1233,0,279,0,576,5502,0,0,231827,0,2964,0,15568,2768,0,3858,0,2729,15256,983,906,836,653,8268,883
88,4712,6999,704,321,1003,384,11455,4073,4,123,0,3613,2093,710,1147,134,4009,2561,4738,2333,2169,777,3453,236,1022,34,643,1744,510,628,1342,43,59,2281,1548,1998,3268,1287,535,914,7258,7824,4129,143,1,701,0,428,0,459,2125,0,188,27167,0,1815,429,2953,3488,0,1320,1,743,2980,985,3107,567,300,4487,320
89,8807,5859,224,15,2023,485,5673,2127,1210,1692,0,3959,749,3010,1207,3808,3271,1944,4588,349,1719,3366,1245,33,2947,16485,770,1207,818,857,3256,1531,348,2821,2685,1730,5522,1360,6180,1107,4956,10108,6905,27,0,3294,0,259,0,426,8258,0,152,163576,0,263,610,6365,3298,0,3360,0,273,3549,795,2205,280,1011,1828,636
90,16033,3597,1427,0,4333,2989,20041,4385,378,1657,0,10635,2343,3612,894,20600,2418,1455,4803,254,2491,7402,5386,733,4890,25233,2570,1823,1383,1881,8767,3269,984,6772,5145,4085,19891,5069,8594,2529,8605,6462,7778,10,0,5649,0,1126,0,2066,13354,0,26,352076,0,12611,1655,17526,5045,0,4756,0,2861,6660,4061,2744,91,2602,7978,218
91,1099,357,308,0,117,454,2692,466,178,0,0,1065,166,207,267,125,1196,510,921,200,675,487,311,119,860,0,276,241,69,380,595,579,0,670,226,281,404,596,392,4,1012,3341,2920,144,0,206,0,345,0,115,1030,0,23,16170,0,1755,50,2378,128,0,287,0,231,476,169,263,140,128,2,178
92,3119,2031,773,0,135,412,5523,1071,88,1487,1,2273,391,1082,865,4694,2645,2116,4494,700,3727,1350,1637,110,656,439,248,914,133,517,0,828,0,1985,581,732,3380,842,5665,1703,1269,5074,3663,339,0,818,0,520,0,0,6351,0,0,78915,0,1273,12,3109,568,0,2022,0,1043,4206,847,740,532,159,249,26
93,8384,3039,2332,0,1366,3060,24017,957,82,2127,69,6133,871,7874,2102,0,5186,2433,8208,1243,3234,3394,2930,1477,587,962,214,1188,169,1926,1049,1402,266,3452,2919,1648,8596,3246,877,1508,7612,16025,10856,0,0,1174,0,1363,0,833,12084,0,0,118569,0,2184,2,9191,2916,0,4508,0,2045,2437,2243,3165,755,528,7135,703
94,8869,4781,1231,0,2540,348,5680,1858,398,0,0,4889,2837,1523,8672,17695,9213,3876,8257,1511,6817,5310,954,142,2284,24636,1262,2188,947,970,5092,2208,15,6405,1182,1352,6012,3657,11868,0,5199,10928,17266,0,0,4939,0,584,0,534,7561,0,0,376670,0,742,899,5693,4540,0,1445,0,832,9637,1013,2662,259,593,1904,195
95,768,375,66,6,202,125,2346,243,48,776,0,696,82,325,28,2,637,483,1072,564,558,207,494,83,427,763,292,145,164,299,459,109,36,388,616,127,2429,483,235,101,1195,937,1875,0,1,94,0,408,0,93,2608,0,4,46395,0,378,0,1023,343,0,1166,0,531,190,262,35,70,244,382,141
96,1101,52,78,131,191,326,3433,361,195,183,1,1554,100,29,686,1137,687,416,601,194,858,384,223,96,558,4164,158,183,203,220,994,272,98,387,287,210,1810,296,2177,345,1468,2109,2394,48,0,328,0,417,0,232,1558,0,16,54182,0,83,68,1844,462,0,567,0,441,1284,104,357,18,215,337,162
97,3333,1450,519,4,780,1255,6424,3705,784,0,0,2971,940,2026,1049,3338,1181,957,3548,1138,2642,2054,1698,372,3134,2,1040,1029,105,544,4319,1304,72,3387,827,545,774,1829,186,1433,4056,10366,5827,0,0,445,0,1489,0,345,6957,0,0,83512,0,2675,0,15915,3181,0,2060,0,765,10033,1459,1264,105,442,742,272
98,2982,1020,28,0,1900,492,10711,1525,0,346,0,7771,1853,1477,5599,12182,2346,1902,3790,1847,3729,2923,1649,83,630,9331,707,1454,579,791,65,1721,958,708,3362,3040,11620,1240,5351,3255,1949,10236,5539,0,0,2232,0,0,0,322,4979,0,0,172401,0,3842,1117,7416,80,0,1858,0,649,3866,1112,33,1,1152,2568,105
99,1467,661,497,0,96,281,1582,534,1,0,0,978,131,693,228,1815,1143,468,2412,362,1352,662,517,146,852,6392,50,623,121,282,466,841,62,1155,1174,148,734,366,1968,220,1348,2462,1184,1,0,356,0,106,0,720,3252,0,0,28758,0,739,501,1186,502,0,151,0,300,1598,0,527,59,214,238,8
100,1645,155,515,252,411,0,27,670,1080,0,1068,0,87,158,0,3,120,122,350,30,153,171,0,171,0,0,162,31,659,80,0,59,36,142,118,0,0,49,0,249,0,0,3389,504,403,0,643,170,3827,98,0,311,353,4986,506,0,253,1,0,145,0,1,206,35,64,130,61,377,0,76
101,3408,1293,2096,1212,2772,0,239,3184,8202,0,3185,0,665,658,1,0,534,295,1526,178,639,1765,0,1025,0,3,375,48,1884,595,0,209,282,1272,1516,0,30,818,0,968,0,0,24273,1515,1316,64,1590,661,0,1164,0,1957,2884,15489,1790,0,642,0,45,2473,1,4752,604,222,170,930,326,1059,0,1319
102,2264,368,896,842,420,34,119,2017,1394,0,1236,0,171,306,0,0,493,406,1151,28,434,780,0,693,0,0,566,54,851,144,1,212,635,1667,328,1,0,158,1,569,0,0,8249,1028,1163,33,523,751,8525,162,0,940,704,19388,1000,0,297,0,0,704,0,0,329,367,75,385,0,403,0,475
103,8269,2831,3385,757,7219,1,1184,8648,11753,0,7495,1,3859,501,0,0,2254,1658,3043,319,2801,4725,48,2172,0,0,779,1091,5163,1095,1,2026,2464,5082,5479,0,0,1069,0,1563,0,1,20477,3123,3169,0,2782,2673,8965,4095,60,4496,1291,21452,4582,0,931,67,0,4100,1,4725,1416,1006,306,1801,931,2278,0,3161
104,18972,4518,0,5,1988,55,494,2757,2530,0,417,1,1589,305,0,845,2102,2307,5616,978,2830,7547,0,525,0,3382,1103,4781,3081,1885,71,6043,1873,3470,6216,0,0,1877,3166,1,0,0,15949,335,0,0,0,0,0,684,1,0,255,415561,3191,0,593,2,0,0,0,0,3453,48,257,14419,7577,4246,1,1153
105,3052,599,1041,1842,730,0,135,2624,2577,0,2509,0,341,223,0,49,375,215,429,225,489,554,2,399,0,0,590,127,1117,400,47,77,541,843,653,0,0,365,0,298,0,0,13732,850,1165,1,879,436,6528,726,0,1572,1326,46078,1389,0,269,71,0,1559,0,57,330,403,143,127,192,604,0,586
106,3235,744,2074,2914,1835,20,165,3189,4675,0,4517,0,204,637,0,101,295,292,667,167,341,881,29,544,0,49,380,122,2222,308,1,159,744,1083,1003,0,51,308,0,247,0,0,22203,996,2089,8,5171,770,0,1258,0,2122,2546,15086,1495,0,894,0,0,1848,1,1544,407,77,231,361,176,1113,0,703
107,1404,381,606,579,77,2,86,1364,1170,0,276,0,82,72,0,1,857,557,809,191,1084,406,0,368,0,3,250,151,341,122,1,53,192,417,260,0,0,16,2,275,1,0,13894,918,740,0,1172,382,6632,115,0,595,451,3537,733,0,295,0,0,481,1,0,104,87,88,193,43,311,0,387
108,1872,1096,2338,1642,1767,0,304,4629,12333,0,2642,0,929,617,0,502,1104,866,1250,342,927,2171,0,1421,0,76,811,357,1899,869,1,429,800,1612,1950,0,123,447,0,378,0,0,8859,2086,3784,12,6260,800,0,546,0,3024,2363,14302,2408,0,1424,0,2,3051,0,1317,1159,715,415,821,505,1612,0,2609
109,1580,894,1630,1959,1720,1,319,5276,21435,0,3858,0,1269,495,0,4,1521,2084,3299,540,3234,1441,0,503,0,0,613,316,1824,437,1,463,533,1349,1466,0,0,602,0,604,0,0,7910,2732,892,151,12622,0,0,1016,0,2511,1450,11263,1793,0,1735,0,0,2992,0,8728,1650,184,240,425,602,1900,0,1585
110,3442,835,2051,3893,1491,0,284,4663,5946,0,3573,0,495,418,0,111,314,243,739,48,402,723,0,546,0,140,573,214,1798,552,1,128,449,798,1023,0,74,690,5,190,1,0,21526,1335,1803,72,7007,944,0,1090,0,2934,2512,18982,1694,1,910,0,63,2168,0,1317,322,136,158,313,247,949,0,825
111,855,118,508,106,269,0,60,678,1051,0,473,1,106,42,0,17,227,120,333,116,161,212,0,242,0,54,181,62,625,28,0,106,200,207,99,79,0,189,0,159,0,0,3101,400,183,0,393,259,0,186,0,187,37,6857,559,0,257,0,0,209,1,1400,137,164,23,118,3,302,0,123
112,1665,304,596,410,403,11,35,1189,2004,0,790,0,62,87,0,0,239,188,441,129,218,263,0,364,0,1,106,30,285,85,5,86,72,301,233,0,0,87,0,92,0,0,2169,310,139,0,1498,324,0,167,0,628,445,19144,963,0,176,0,0,300,0,1238,141,80,36,96,80,320,0,151
113,5107,2220,1,91,1691,4,113,150,551,0,1241,0,1255,341,0,0,604,476,1736,195,701,2514,0,356,0,172,399,670,1492,474,0,1488,2424,3084,1135,0,0,141,221,303,0,0,1752,486,0,95,0,0,0,661,0,0,9,109354,95,1,1042,35,0,19,0,0,1156,440,0,3109,4521,882,0,347
114,24662,9487,1,0,5065,0,742,2698,3932,0,1439,0,1205,2157,0,0,5610,3286,4280,371,4400,8814,0,549,0,345,1677,5966,2633,2665,0,13566,4297,4430,2882,0,1,738,4438,0,0,0,12146,1217,0,156,0,0,0,889,0,0,3,504528,1955,0,17,0,0,409,0,0,3978,622,1,26152,13247,3679,0,1386
115,7034,2719,1,0,1029,1,183,2326,1462,0,411,0,1783,438,0,1,4140,3405,4919,24,7101,9132,0,1742,1,436,344,2398,829,3210,1,5260,1906,5316,2594,1,1,1338,3058,454,2,0,11228,173,437,377,0,0,0,0,1,1,457,428976,3837,2,2,0,0,1,0,0,1970,4,16,25882,5332,1095,0,887
116,6523,1709,2921,4295,4647,0,442,7301,14878,0,6010,0,2669,442,0,174,1309,1389,2548,220,1404,2997,0,1464,0,297,685,733,2842,1671,0,1224,1115,4166,2721,1,141,1421,1,638,0,0,16351,3171,1812,136,8769,1271,1,1957,0,4560,4353,19296,2922,0,1791,0,0,6408,0,5100,2701,777,669,1872,163,2813,0,3619
117,2836,1050,2411,889,903,2,185,1332,2356,0,2025,0,602,303,0,2,693,641,1321,444,677,628,0,1115,0,4,489,267,1381,248,0,295,388,1569,329,2,0,297,9,530,0,0,17306,888,1084,17,793,1597,11215,292,0,1864,1480,126729,1383,1,763,8,0,1244,0,0,408,405,124,686,88,619,0,879
118,2186,457,2466,1137,898,10,66,1847,2817,0,1986,0,236,80,0,0,743,301,1440,361,604,531,61,479,0,1,337,202,3242,428,1,95,849,2014,669,0,0,645,0,546,1,0,20157,1538,886,152,795,728,22547,1427,1,1831,1260,104738,1777,1,658,0,44,2964,0,0,408,276,430,185,49,811,0,501
119,1713,1316,4146,2032,2284,0,225,5237,13469,0,4593,0,1766,386,0,292,2735,1837,2781,780,3829,1491,1,1297,0,1,1026,632,2135,572,2,1086,612,1581,1874,0,237,410,1,1470,0,0,5312,2608,175,0,3045,1144,14318,2286,0,4148,3612,18425,1110,0,1017,0,0,5065,0,0,2813,278,834,619,56,1428,0,3298
120,1198,150,1741,2044,250,0,2,1717,2564,0,2087,0,60,186,0,203,2233,1410,2667,342,2091,390,0,554,1,156,530,145,661,365,2,81,127,646,97,0,0,250,0,185,0,0,35757,313,3096,0,3746,491,0,381,0,1448,763,7886,230,1,661,1,0,1083,2,972,124,53,11,503,11,614,0,964
121,1424,383,972,455,317,1,47,1526,919,0,853,0,219,89,1,0,316,224,489,128,461,337,0,662,0,0,80,77,1381,130,4,74,355,994,482,3,0,147,1,295,0,0,8665,368,1074,1,402,307,8116,489,0,662,505,126354,696,0,323,0,0,731,1,0,267,174,142,260,1,477,0,423
122,893,108,504,131,467,0,46,906,1067,0,578,0,61,68,0,26,201,180,265,194,169,154,0,280,0,3,137,81,580,111,0,39,70,118,93,0,0,69,0,177,0,0,2342,462,220,33,438,200,0,182,0,268,261,4002,894,0,112,0,0,265,0,942,135,204,0,136,75,332,0,134
123,10355,3118,0,0,890,0,221,2131,1992,0,979,0,784,35,0,125,7000,5138,7818,2242,8595,8071,0,1,0,4184,1494,4151,0,2061,0,4664,2095,3222,1422,0,0,597,1834,0,0,0,20227,111,830,2056,0,0,0,712,0,0,0,466016,2187,0,1,0,0,501,2,0,2603,3605,232,18732,2188,3453,0,322
124,23594,7286,0,9,3115,11,309,1135,1678,0,11,1,566,0,0,2543,10168,4176,7806,2026,8686,7179,0,0,0,8808,252,3711,252,1180,951,8393,4361,7231,5152,0,0,526,3617,1,0,0,23779,0,826,669,0,1,0,508,1,0,0,416776,3452,0,1,0,0,0,0,0,2521,357,0,29019,12691,3972,0,2186
125,968,315,424,986,793,0,77,1444,1884,0,781,0,158,60,0,27,163,77,410,72,220,331,0,275,0,0,120,47,524,192,0,73,210,425,274,0,0,111,1,172,0,0,10341,455,550,67,1472,145,0,226,0,506,1038,3682,611,0,285,0,0,742,0,983,155,87,145,134,35,174,0,352
126,3187,595,1486,2261,1685,17,179,2562,3997,0,3953,0,123,277,1,1,163,291,404,43,285,1100,0,602,0,22,193,112,1849,481,1,86,392,972,925,1,0,244,110,338,1,1,18489,1077,987,49,2769,472,78,606,0,1487,1854,40573,1007,0,790,0,30,1644,1,4186,517,169,236,211,115,724,0,1068
127,1825,552,1567,506,919,0,67,1367,2083,0,1431,0,128,172,0,148,299,207,519,167,273,148,0,361,0,0,161,163,744,51,0,139,230,682,279,0,0,127,0,195,0,0,4924,672,271,18,1112,610,4710,336,0,743,499,1655,444,0,245,0,0,747,0,0,188,127,80,78,6,634,0,308
128,1045,332,1067,30,470,0,119,849,1160,0,661,0,98,15,0,0,84,77,155,9,88,222,0,134,0,0,206,69,1091,150,34,193,1144,916,418,0,36,307,18,189,0,0,1062,537,955,6,100,0,5,204,0,0,58,90982,2107,0,238,6,33,962,0,0,190,107,97,965,249,798,0,140
129,5517,2031,4344,4101,3345,46,382,8524,15689,0,7194,0,1254,1036,0,0,1462,1320,1225,178,1148,2733,0,2257,0,1,1066,338,2975,2286,1,745,1545,4143,3602,0,0,608,0,1916,0,0,17776,4994,1407,0,8605,1235,41434,2247,0,6949,6643,22442,4773,0,2685,0,0,7001,2,0,1711,369,626,1368,85,2544,0,4291
130,1678,177,809,317,547,0,139,1396,1431,0,874,0,136,270,0,19,309,155,320,125,308,231,0,436,0,0,124,40,568,129,0,98,257,389,219,0,3,60,0,384,0,0,3398,598,626,0,737,465,5597,310,0,499,653,11885,1470,1,276,0,0,423,0,0,208,126,117,209,32,533,0,186
131,6450,1615,314,5,2019,0,68,1148,81,0,4689,0,1176,1252,0,149,1471,900,2268,390,995,6998,0,648,0,788,320,1830,3621,317,368,2753,1694,3692,1478,88,0,80,181,666,0,0,2930,211,0,112,0,0,0,1298,1,0,0,213349,318,1,1557,0,0,0,0,0,1559,431,0,4175,3193,726,0,466
132,1224,240,496,276,604,0,52,852,1675,0,1174,0,81,42,0,0,197,126,266,85,113,178,0,133,0,0,123,29,467,135,0,59,38,135,134,0,15,72,1,162,0,0,3594,261,182,20,975,417,595,324,0,527,269,2222,598,0,314,0,0,414,1,109,222,21,53,21,23,394,0,105
133,2171,1152,95,135,1901,15,131,397,372,1,5531,0,900,430,0,91,395,409,910,296,556,4113,0,277,0,311,553,935,1476,558,54,2357,1495,1876,1390,0,0,136,745,430,2,1,5696,249,0,0,0,0,0,610,0,0,0,162320,168,0,900,0,0,0,3,0,1983,139,47,2989,1506,1028,0,351
134,2223,443,706,315,776,0,66,1223,2722,0,978,0,58,214,0,25,154,130,205,87,84,214,0,240,0,90,151,55,560,169,0,44,64,157,168,0,14,109,0,181,0,0,5875,487,186,2,1626,232,0,367,0,741,554,5504,860,0,435,1,0,296,0,2265,212,137,41,193,123,689,0,178
135,18200,3338,1487,0,7121,104,1129,3455,391,0,40550,0,5042,686,0,0,4066,2322,5509,1138,2575,15402,0,1098,0,0,2256,3773,5790,3659,0,2975,5836,6336,7663,0,0,3394,0,1284,0,0,3395,1528,0,0,0,0,0,6550,0,0,0,53326,2534,37,4383,0,0,0,1,0,3711,591,1,4882,1082,1048,0,2924
136,5125,1404,6408,1080,2474,579,190,8441,7646,0,4256,0,448,543,0,340,4836,2423,4388,850,2907,1579,0,2452,0,4,1257,193,3972,497,1,522,5090,2988,1393,0,254,1280,97,2014,0,1,26043,895,6117,1,3837,4342,0,1553,0,3772,1285,45900,2437,1,571,0,0,2177,0,2141,1338,2648,36,1638,117,2071,0,1571
137,2302,303,1030,824,658,1,91,1657,1525,0,3064,0,112,262,0,1,255,159,549,70,271,270,0,427,0,0,215,105,1462,131,0,130,208,511,402,0,16,135,0,110,0,0,5494,890,889,0,1252,691,7959,482,0,1434,1134,18923,955,0,481,0,0,951,0,0,237,54,25,201,37,688,0,261
138,2687,1603,3483,1092,2772,0,284,5021,5078,0,3409,0,742,205,0,2433,1132,987,1722,240,975,1722,0,1158,0,2670,507,23,2774,1404,2,842,797,979,2262,0,0,748,863,192,0,0,8626,2005,2217,0,2173,1748,13645,1222,0,2196,2053,13881,2243,0,764,0,0,3070,0,0,1043,1238,479,542,0,2093,0,3540
139,1489,763,1324,1063,803,0,3,2538,1898,0,3360,0,392,191,0,1,1985,1802,3292,531,2304,407,0,341,0,2,450,125,822,876,0,84,33,686,736,0,0,32,0,2,2,0,6016,1091,4879,139,3795,866,7933,529,0,1783,1638,9982,1024,0,835,0,0,1455,0,0,186,320,23,349,130,943,0,886
140,5733,1817,1,98,2148,0,203,232,1336,0,1165,0,774,69,0,9,565,460,774,201,573,2077,1,248,1,1165,556,770,1958,1076,88,3820,1833,2109,1896,0,0,144,352,0,0,0,3296,287,0,0,0,0,0,309,0,0,118,176808,598,0,725,72,0,24,0,0,1405,181,174,4649,2531,1021,0,534
141,22956,3721,0,464,4124,0,167,1729,3295,0,272,1,416,0,0,222,2935,2052,4952,892,3949,5588,0,667,0,518,1489,5836,2083,1857,0,1990,4012,8132,3470,0,0,35,1782,158,0,0,9045,86,662,768,0,1,0,906,0,0,233,286136,2123,0,240,8,0,10,0,0,3351,1304,402,13502,2364,1681,1,2163
142,656,197,653,34,107,0,112,1028,997,0,212,0,170,411,0,0,345,169,825,199,449,300,0,450,0,0,268,81,323,158,0,75,881,828,542,0,207,198,1,214,0,0,2885,180,2200,43,273,63,0,78,0,178,87,153031,601,1,17,0,0,1127,0,0,111,251,25,170,83,349,0,321
143,10311,2502,4603,0,11514,1,3524,3104,836,0,60412,0,4669,1143,0,0,7059,2988,13442,1606,7749,30846,0,3954,0,4470,3979,13019,4309,3979,2,5692,4509,23397,9161,0,0,8253,1792,492,0,0,25717,1850,6,0,0,0,0,8533,0,0,999,742629,536,2,6433,0,0,0,0,0,6011,0,1038,4617,1754,5938,0,4218
144,4478,1372,0,0,693,26,71,551,619,0,265,0,357,26,0,48,310,234,491,75,463,1438,0,93,0,163,241,689,546,447,3,1751,1009,1122,474,0,0,112,145,10,0,0,3461,132,46,90,0,0,0,237,6,0,6,107487,623,2,375,0,0,0,0,0,601,167,71,4758,2767,471,0,192
145,8205,5105,975,0,1681,0,564,842,189,0,0,0,358,2083,0,4,4662,3237,6847,2132,4556,9361,0,755,0,810,992,3528,774,936,382,8015,1214,5557,1600,0,1,3,1692,1,0,0,17106,0,786,371,0,0,0,1071,0,0,0,421981,1351,1,1430,2,0,1063,1,0,937,802,0,15074,1094,815,0,2690
146,1029,292,809,478,684,0,34,1111,1890,0,1281,0,88,186,0,52,215,138,297,97,169,274,0,363,0,0,268,28,1097,112,1,21,236,397,330,0,5,229,0,156,0,0,4865,518,232,0,1453,132,0,312,0,801,1049,11636,721,0,349,1,0,640,1,315,97,29,95,121,40,408,0,237
147,2233,785,1698,397,1496,2,158,2198,1447,0,658,0,583,299,0,0,838,380,841,404,511,1303,59,830,0,3,461,156,2015,467,1,167,1037,1659,733,0,0,356,49,1088,1,0,10903,465,1665,3,217,612,12201,879,34,910,561,5303,1119,0,430,0,0,1756,0,37,528,332,141,893,293,702,0,661
148,476,108,336,306,345,1,40,591,978,0,474,0,41,118,0,46,122,84,66,29,104,126,0,93,0,18,142,36,407,40,0,49,141,208,154,0,0,129,4,114,0,0,1915,139,224,0,1324,133,11,128,0,389,387,2268,398,0,122,0,0,292,0,120,94,31,17,87,46,268,0,116
149,414,141,191,102,123,0,11,454,436,0,153,0,95,67,0,1,88,31,141,33,73,100,0,264,0,0,80,27,175,26,7,45,157,228,120,0,0,86,0,57,0,0,1635,206,407,0,179,40,0,74,0,122,156,855,200,0,97,0,7,312,0,395,81,61,31,26,17,193,0,87
150,5603,1449,2692,3600,3364,53,199,5832,11095,0,8540,0,637,508,0,176,1840,1247,2530,660,1460,1789,0,1893,0,0,1056,399,1543,1766,90,804,981,2211,1988,0,0,703,0,1281,1,0,24340,3264,1007,19,4508,1557,17305,2278,0,3416,2557,10268,2185,0,2039,1,0,4282,0,118,1447,606,1004,1201,250,1811,0,3062
151,4299,3722,159,0,4363,109,302,1174,2114,0,5299,0,2253,618,0,177,1894,980,2254,619,1723,7655,0,474,0,837,765,2140,2575,1488,0,3229,2543,2833,7630,0,0,140,236,182,0,0,1155,1397,0,0,0,0,0,1385,0,0,1,42629,202,0,3675,1,0,123,0,0,2919,285,0,5870,5874,1879,0,526
152,1692,590,1014,1910,1058,0,239,2700,3052,1,3058,0,421,150,0,0,179,493,618,89,435,453,0,467,0,1,531,152,1331,153,0,333,820,2012,564,0,0,408,1,324,0,0,18489,941,1797,0,1191,535,9239,300,0,1694,2010,35163,990,1,647,0,0,1615,1,0,411,92,238,176,51,749,0,560
153,240,73,305,242,205,1,17,410,674,0,489,0,41,92,0,3,81,62,84,24,88,85,0,86,0,0,43,14,235,60,0,10,77,141,146,0,0,7,0,64,0,0,1768,216,140,0,361,44,1463,138,0,281,261,5576,215,0,100,0,0,205,0,0,60,42,29,61,13,151,0,75
154,5477,2046,402,64,2856,0,71,547,372,0,2127,0,1172,1663,0,342,1433,768,2610,349,1019,5870,0,613,0,1018,426,1161,1631,1070,1,1273,2310,4206,2561,0,0,146,1337,410,1,0,958,472,0,61,0,0,0,624,0,0,96,113493,165,0,1390,1,0,5,0,0,1711,390,150,5339,1565,267,0,483
155,425,213,246,190,248,0,24,537,696,0,511,0,59,92,0,0,83,85,114,0,76,113,0,108,0,0,82,10,324,68,2,26,63,181,109,0,7,59,1,90,0,0,1458,367,168,0,459,160,2005,168,0,322,271,1800,189,1,95,0,0,246,0,0,71,18,41,36,18,161,0,83
156,4673,1216,1706,1971,2511,1,510,5197,9067,0,4312,0,1004,746,0,0,2449,1662,2922,504,2635,1147,0,1106,0,116,471,152,1015,1015,0,138,2254,1108,1781,0,205,551,0,469,2,0,15115,1616,959,25,2373,689,0,1610,0,2926,1117,19262,1593,1,696,0,1,1989,1,5814,1803,656,475,980,521,1599,1,1959
